terminal_decision,s2d_status,mandatory_training_seed_count,test_mean_success,test_mean_collision,test_min_success,test_max_collision,attention_full_reference_success,attention_full_reference_collision,noz_full_reference_success,noz_full_reference_collision,comparable_to_attention_seed0_reference,decisive_multiseed_attention_claim_allowed,n4o_can_rerun_next,n4u_blocked
phase_n3pf_stab_confirm_complete_s2d_failed,failed_stability_gate,3,0.5122222222222222,0.4877777777777778,0.5066666666666667,0.49333333333333335,0.6033,0.3967,0.5667,0.4333,0,0,no,yes
