variant,training_seed,approx_kl,clip_fraction,entropy_loss,policy_gradient_loss,value_loss,explained_variance,learning_rate,n_updates,std,log_std_mean,steps_last,fps_mean,fps_last,heartbeat_rows
stab_s2d_gated,0,0.01969635863365092,0.17008833451704544,-4.238611210273071,-0.00807588976121301,5.967260217260232,0.6295529874888334,0.0003,1840.4545454545455,1.0148580209775404,-0.004858340983363709,1448700,219.373213392729,219.44329739627568,22
stab_s2d_gated,1,0.025050002531233104,0.19068492542613635,-4.526094693080946,-0.006910777982292563,6.685500518401915,0.6007797338745811,0.0003,1857.7272727272727,1.1418031806295568,0.09091600013727491,1460384,221.38862370118295,221.16058387304324,22
stab_s2d_gated,2,0.0197493773038414,0.1695623224431818,-4.511689365519718,-0.006731954514510627,6.17429534366185,0.6019617562944238,0.0003,1853.6363636363637,1.1313748874447562,0.08562506061174313,1457812,220.88887630025832,220.77948328408684,22
stab_s2d_gated,3,0.017107400873845238,0.15100874467329548,-4.435364130952141,-0.006718939813535177,7.830268404971469,0.5449227473952554,0.0003,1863.1818181818182,1.0857756354592063,0.06050916528329251,1469664,221.26473346391967,222.641022647522,22
