method,checkpoint,checkpoint_step,scenario,motion_mode,threat_class,steps,raw_unsafe_rate,raw_safe_margin_unsafe_rate,raw_min_predicted_cpa,raw_min_predicted_ttc
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,linear,medium,49,0.22448979591836735,0.22448979591836735,4.088407066707709,1.413753336747418
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,sinusoidal_lateral,high,534,0.28651685393258425,0.32771535580524347,3.8469017676487853,1.4631206538216637
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,sinusoidal_lateral,low,235,0.2978723404255319,0.35319148936170214,3.4950911713308317,1.8118980335381578
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,sinusoidal_lateral,medium,546,0.39377289377289376,0.4175824175824176,3.0669658733932676,1.7273332884855812
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,accel_decel,high,568,0.20774647887323944,0.22359154929577466,4.286397419607555,2.0372690699902622
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,accel_decel,low,158,0.4240506329113924,0.43670886075949367,2.7862361035297942,2.028310549589332
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,accel_decel,medium,257,0.17120622568093385,0.20233463035019456,4.5154269568709084,1.3098794921361983
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,ar1_velocity,high,558,0.34767025089605735,0.3673835125448029,3.4120441581945413,2.2142358054241713
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,ar1_velocity,low,126,0.2222222222222222,0.24603174603174602,3.845825879583283,2.385527798379775
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,ar1_velocity,medium,403,0.3523573200992556,0.38957816377171217,3.3524109507095132,2.1278270817102003
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,crossing_or_sudden_threat,high,920,0.3652173913043478,0.38913043478260867,3.740515184033986,1.9196655661911899
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,crossing_or_sudden_threat,low,264,0.20075757575757575,0.2196969696969697,4.55532779846919,1.4376167151143238
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,crossing_or_sudden_threat,medium,822,0.14841849148418493,0.17639902676399027,4.231917133272701,1.621260773383008
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,linear,high,157,0.36942675159235666,0.3885350318471338,3.472209176517264,1.7293160836971775
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,linear,low,62,0.0,0.0,3.941852331161499,1.1262070117681497
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,linear,medium,113,0.0,0.0,5.308016414135958,1.23419824072893
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,sinusoidal_lateral,high,461,0.40997830802603036,0.42950108459869846,3.5229988099275857,2.0132418508420473
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,sinusoidal_lateral,low,82,0.2926829268292683,0.3048780487804878,4.477834076722857,1.0833656923103452
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,sinusoidal_lateral,medium,243,0.40329218106995884,0.46502057613168724,2.8558188380937977,1.8488678753890104
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,accel_decel,high,384,0.3932291666666667,0.4479166666666667,2.3168561876009335,1.9606904619768397
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,accel_decel,low,315,0.34285714285714286,0.38412698412698415,2.213029893900874,1.6199897253656768
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,accel_decel,medium,570,0.35964912280701755,0.4052631578947368,2.2957363965398256,1.8574751049932214
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,ar1_velocity,high,345,0.5826086956521739,0.6086956521739131,1.8516285675274127,2.1512222257928206
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,ar1_velocity,low,332,0.286144578313253,0.3373493975903614,2.8519765303529105,1.3184116698451886
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,ar1_velocity,medium,485,0.33814432989690724,0.36907216494845363,2.791764838945063,1.6780803187098852
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,crossing_or_sudden_threat,high,161,0.36645962732919257,0.37888198757763975,2.717380213857808,1.8301821758645176
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,crossing_or_sudden_threat,low,188,0.18617021276595744,0.2074468085106383,3.2225967589171325,1.4888514660698702
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,crossing_or_sudden_threat,medium,246,0.4268292682926829,0.46747967479674796,2.7037314794715344,1.6924019952029046
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,linear,high,290,0.49310344827586206,0.5413793103448276,2.127553159952292,2.266875406439124
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,linear,low,240,0.23333333333333334,0.2708333333333333,3.1500857960898427,1.4114421978966472
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,linear,medium,246,0.34552845528455284,0.3699186991869919,3.234891524428608,1.8167524486498685
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,sinusoidal_lateral,high,364,0.5521978021978022,0.5741758241758241,1.6871037048707935,2.272646555915777
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,sinusoidal_lateral,low,232,0.27155172413793105,0.3017241379310345,3.1510120104067028,1.348378375043021
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,sinusoidal_lateral,medium,468,0.4636752136752137,0.49786324786324787,2.3112165679256296,1.7062578321035031
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,accel_decel,high,675,0.3496296296296296,0.4177777777777778,2.4088765887626344,1.4839362292342402
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,accel_decel,low,189,0.19576719576719576,0.291005291005291,2.823402038957707,1.2916304136083487
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,accel_decel,medium,526,0.3155893536121673,0.3935361216730038,2.2606524888234842,1.4162322630460409
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,ar1_velocity,high,572,0.4178321678321678,0.4493006993006993,2.1708766195981704,1.977786193563039
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,ar1_velocity,low,189,0.3333333333333333,0.41798941798941797,2.27845802092087,1.6231028201274158
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,ar1_velocity,medium,598,0.3879598662207358,0.4230769230769231,2.1093744294013965,1.4800579536428429
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,crossing_or_sudden_threat,high,139,0.16546762589928057,0.17266187050359713,3.3052005478241244,1.0936540916660624
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,crossing_or_sudden_threat,low,66,0.19696969696969696,0.30303030303030304,3.188042335381562,1.05774877745117
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,crossing_or_sudden_threat,medium,193,0.19689119170984457,0.2538860103626943,2.7498829437738257,1.1101919724148643
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,linear,high,331,0.38972809667673713,0.4169184290030212,2.384941957056736,1.6647303698481086
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,linear,low,107,0.22429906542056074,0.29906542056074764,2.850422843485618,1.1209020225590998
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,linear,medium,289,0.33217993079584773,0.35294117647058826,2.522174385399638,1.2731843602178037
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,sinusoidal_lateral,high,610,0.4065573770491803,0.4639344262295082,2.3044721065165445,1.691618258205003
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,sinusoidal_lateral,low,182,0.32967032967032966,0.38461538461538464,2.2966350961276993,1.335549057847912
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_speed,sinusoidal_lateral,medium,493,0.39553752535496955,0.4563894523326572,2.343178284978853,1.5782120523758227
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,accel_decel,high,551,0.32667876588021777,0.3702359346642468,2.8674475891463214,1.8764337868643315
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,accel_decel,low,137,0.4306569343065693,0.4744525547445255,2.349147531700178,1.8343122597114105
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,accel_decel,medium,410,0.37317073170731707,0.4292682926829268,2.5904366826843015,1.7625957483880652
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,ar1_velocity,high,713,0.45722300140252453,0.5105189340813464,2.2834568062626075,1.986729667300881
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,ar1_velocity,low,140,0.20714285714285716,0.30714285714285716,2.4363753646612167,1.6451222171946218
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,ar1_velocity,medium,373,0.24664879356568364,0.27882037533512066,3.4432506416200215,1.4557225146974622
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,high,405,0.34814814814814815,0.37777777777777777,3.067561027091852,1.6363245571947864
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,low,89,0.34831460674157305,0.4943820224719101,2.5327510097890755,1.7642232226444556
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,medium,211,0.23696682464454977,0.2559241706161137,3.3319938867794288,1.4087464651563826
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,linear,high,521,0.31285988483685223,0.3531669865642994,3.0932451264405194,1.7242056805338493
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,linear,low,139,0.33093525179856115,0.35251798561151076,2.8140999979285937,1.4305202255744884
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,linear,medium,158,0.44936708860759494,0.45569620253164556,3.0165732096456273,1.7790357811369675
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,sinusoidal_lateral,high,732,0.49453551912568305,0.5314207650273224,2.1380890231615166,2.063341212646289
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,sinusoidal_lateral,low,110,0.2,0.20909090909090908,3.1758295107463543,1.3653443733163284
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_threat,sinusoidal_lateral,medium,527,0.3548387096774194,0.40227703984819735,2.867272801019527,1.860976698662122
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,accel_decel,high,475,0.4378947368421053,0.4863157894736842,2.1650640716197853,2.0615614385966525
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,accel_decel,low,223,0.22869955156950672,0.29596412556053814,2.8866291294718,1.9228269348811093
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,accel_decel,medium,571,0.36252189141856395,0.436077057793345,2.6471797423844996,1.9787566012765125
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,ar1_velocity,high,454,0.3832599118942731,0.4118942731277533,2.4887650726467685,2.1075852266690958
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,ar1_velocity,low,371,0.22371967654986524,0.2560646900269542,3.1613252291009033,1.6937447906102996
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,ar1_velocity,medium,448,0.36830357142857145,0.42857142857142855,2.551982180867136,1.8701667793257353
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,crossing_or_sudden_threat,high,218,0.3486238532110092,0.3669724770642202,3.2409028060255793,1.5860984239944942
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,crossing_or_sudden_threat,low,106,0.08490566037735849,0.09433962264150944,3.038237021921888,1.566860899981979
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,crossing_or_sudden_threat,medium,358,0.25139664804469275,0.2877094972067039,3.46694431521882,1.699334236171121
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,linear,high,259,0.3359073359073359,0.3667953667953668,3.5610362569060765,1.7008084143002624
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,linear,low,172,0.20930232558139536,0.23837209302325582,3.414791415326384,1.9150202202559465
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,linear,medium,314,0.4140127388535032,0.4267515923566879,3.1344324671233275,1.7848373773995148
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,sinusoidal_lateral,high,530,0.42641509433962266,0.45660377358490567,2.6303684846440962,1.9238561647057386
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,sinusoidal_lateral,low,272,0.27941176470588236,0.3088235294117647,3.1182594662908847,1.7722276585492946
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_id,sinusoidal_lateral,medium,505,0.37425742574257426,0.41386138613861384,2.9340852776775135,1.6479382543476357
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,accel_decel,high,626,0.34824281150159747,0.37859424920127793,2.8523375108486047,1.7185387296248658
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,accel_decel,low,142,0.34507042253521125,0.3732394366197183,2.83342293144571,1.6040409551023675
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,accel_decel,medium,404,0.42326732673267325,0.4628712871287129,2.7537217362355073,2.1874387645340194
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,ar1_velocity,high,761,0.45466491458607095,0.4967148488830486,2.1425831299568876,2.019490940587861
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,ar1_velocity,low,155,0.45806451612903226,0.49032258064516127,2.701800830229636,2.40865288561368
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,ar1_velocity,medium,486,0.2345679012345679,0.2654320987654321,3.1409353952531016,1.2567363806188163
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,crossing_or_sudden_threat,high,433,0.4665127020785219,0.49653579676674364,2.691776311734824,1.6827732140364287
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,crossing_or_sudden_threat,low,142,0.09154929577464789,0.15492957746478872,3.0371602588828366,1.4413736247978866
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,crossing_or_sudden_threat,medium,317,0.21451104100946372,0.24290220820189273,3.064646286621458,1.4891671984713748
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,linear,high,116,0.6120689655172413,0.6293103448275862,1.8292821084534556,1.7915898902517895
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,linear,low,27,0.18518518518518517,0.4074074074074074,1.9215209462024547,1.1976548631176795
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,linear,medium,46,0.021739130434782608,0.021739130434782608,4.063842665242112,1.268589088864592
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,sinusoidal_lateral,high,567,0.32098765432098764,0.36507936507936506,3.048814948546787,1.6243681387552094
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,sinusoidal_lateral,low,238,0.31932773109243695,0.35714285714285715,2.547424749259939,1.575157411656883
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_mixed_ood,sinusoidal_lateral,medium,408,0.3235294117647059,0.35784313725490197,2.6590592043937122,1.4674315205859312
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,accel_decel,high,511,0.3679060665362035,0.4090019569471624,2.53951384046908,2.0793194244813553
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,accel_decel,low,74,0.21621621621621623,0.22972972972972974,3.0882570803970903,1.5316267752600974
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,accel_decel,medium,253,0.308300395256917,0.3438735177865613,2.7137369799221545,1.7044444642013534
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,ar1_velocity,high,763,0.4639580602883355,0.5058977719528178,2.2410981350954926,2.145442905518141
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,ar1_velocity,low,186,0.3817204301075269,0.44623655913978494,2.3126350859260207,2.068793000225027
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,ar1_velocity,medium,365,0.3013698630136986,0.3424657534246575,2.8337362798314367,1.8694588267858077
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,crossing_or_sudden_threat,high,822,0.3588807785888078,0.37834549878345497,3.0930296856516595,1.8169148762909182
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,crossing_or_sudden_threat,low,259,0.21621621621621623,0.24324324324324326,3.0767888432713835,1.6533063655647384
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,crossing_or_sudden_threat,medium,811,0.16892725030826142,0.20221948212083848,3.3522910323745023,1.573300742280934
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,linear,high,131,0.366412213740458,0.4122137404580153,3.0211221499951515,1.9574085130752583
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,linear,low,58,0.0,0.0,3.7247932532737993,1.2038764608556083
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,linear,medium,126,0.16666666666666666,0.21428571428571427,3.5801503451555847,1.2472593808954076
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,sinusoidal_lateral,high,472,0.4470338983050847,0.4788135593220339,2.7530144218025407,2.1311568767044022
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,sinusoidal_lateral,low,102,0.30392156862745096,0.3627450980392157,2.789661128602365,1.3338613761382
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_sudden_threat,sinusoidal_lateral,medium,285,0.43859649122807015,0.47719298245614034,2.1784791824375196,2.1649161733275943
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,accel_decel,high,356,0.2443820224719101,0.28651685393258425,3.097770317293458,2.1215120520642037
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,accel_decel,low,285,0.26666666666666666,0.28771929824561404,2.9185249389655756,1.7426284096283025
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,accel_decel,medium,658,0.24468085106382978,0.2765957446808511,3.313750098051792,2.0408819738030113
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,ar1_velocity,high,224,0.4375,0.44642857142857145,3.223530688493546,2.0382380680355783
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,ar1_velocity,low,393,0.178117048346056,0.2035623409669211,3.9221063932456057,1.5855204078750136
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,ar1_velocity,medium,565,0.29557522123893804,0.2991150442477876,3.3934675649352437,1.4831788335625
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,crossing_or_sudden_threat,high,204,0.2107843137254902,0.21568627450980393,3.9320192934885876,2.72314579275735
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,crossing_or_sudden_threat,low,257,0.19066147859922178,0.20233463035019456,3.59087702674938,1.9446804421608557
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,crossing_or_sudden_threat,medium,279,0.17562724014336917,0.17562724014336917,3.9846459319581373,1.9699149556095006
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,linear,high,277,0.5631768953068592,0.5667870036101083,2.419563675554812,1.8246404364260478
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,linear,low,177,0.096045197740113,0.1016949152542373,4.328643337386729,1.5626092808183822
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,linear,medium,226,0.4690265486725664,0.4823008849557522,2.8330973754554525,1.769656280078074
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,sinusoidal_lateral,high,402,0.4502487562189055,0.4601990049751244,2.6342038198083753,2.1464386911254567
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,sinusoidal_lateral,low,248,0.20967741935483872,0.24193548387096775,3.4769675045709816,1.954630766109977
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_density,sinusoidal_lateral,medium,373,0.3646112600536193,0.38337801608579086,3.1785071408251255,1.7325609890787148
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,accel_decel,high,537,0.3091247672253259,0.3463687150837989,2.9198194599460665,1.7868370449695865
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,accel_decel,low,168,0.20833333333333334,0.23214285714285715,3.503311641181686,1.3197711109582053
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,accel_decel,medium,454,0.1960352422907489,0.2687224669603524,3.4723551619330233,1.5028887701475069
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,ar1_velocity,high,520,0.25576923076923075,0.26346153846153847,3.661866369171856,1.844394389481914
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,ar1_velocity,low,191,0.39267015706806285,0.49214659685863876,2.455399118485758,1.528777894670403
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,ar1_velocity,medium,557,0.24057450628366248,0.26570915619389585,2.9969025152957793,1.416015388675077
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,crossing_or_sudden_threat,high,182,0.23626373626373626,0.25824175824175827,3.1009103816186827,1.4089570569876466
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,crossing_or_sudden_threat,low,42,0.2619047619047619,0.4523809523809524,3.004023950724375,2.227396255887133
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,crossing_or_sudden_threat,medium,225,0.07111111111111111,0.09333333333333334,4.05757351676623,1.5927100743646785
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,linear,high,366,0.40710382513661203,0.43989071038251365,2.7346944930453345,2.2524374827296096
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,linear,low,180,0.21666666666666667,0.2777777777777778,3.5386351897096677,1.1829185470236103
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,linear,medium,305,0.2819672131147541,0.3016393442622951,2.9728879805322217,1.3452573171226494
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,sinusoidal_lateral,high,489,0.2903885480572597,0.310838445807771,3.7277056639095107,1.8963668284165824
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,sinusoidal_lateral,low,152,0.125,0.19078947368421054,3.192029045802835,1.4471863332099795
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_speed,sinusoidal_lateral,medium,464,0.27801724137931033,0.35129310344827586,3.349033475030567,1.450449945829431
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,accel_decel,high,642,0.3068535825545171,0.32398753894080995,3.1046852095827253,2.2184040757311387
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,accel_decel,low,95,0.28421052631578947,0.3157894736842105,4.418817031697223,1.1301867554328704
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,accel_decel,medium,323,0.19195046439628483,0.23219814241486067,3.649155778626208,2.1913928575247583
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,ar1_velocity,high,614,0.3990228013029316,0.4185667752442997,3.1330628388243538,2.043440842297628
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,ar1_velocity,low,258,0.19767441860465115,0.28294573643410853,3.608967111818673,1.6113152938656077
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,ar1_velocity,medium,368,0.3233695652173913,0.34782608695652173,3.597129178820583,1.7030835119125691
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,crossing_or_sudden_threat,high,366,0.1994535519125683,0.2103825136612022,4.116703354634912,1.6913492506962595
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,crossing_or_sudden_threat,low,106,0.1792452830188679,0.1792452830188679,3.580543300734376,2.2555554115240084
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,crossing_or_sudden_threat,medium,245,0.12653061224489795,0.1469387755102041,3.9945026653305606,1.8857462543366
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,linear,high,441,0.2947845804988662,0.31519274376417233,3.875010645726079,1.5078088652130661
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,linear,low,138,0.07971014492753623,0.11594202898550725,4.143930001130355,1.291277533831284
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_high_threat,linear,medium,111,0.22522522522522523,0.22522522522522523,4.819686005848485,1.027997652875672
