method,checkpoint,checkpoint_step,scenario,motion_mode,threat_class,steps,raw_unsafe_rate,raw_safe_margin_unsafe_rate,raw_min_predicted_cpa,raw_min_predicted_ttc
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,accel_decel,low,141,0.41134751773049644,0.44680851063829785,2.211887029372816,1.77741434783534
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,accel_decel,medium,429,0.17482517482517482,0.20279720279720279,3.3856898545024867,1.5231822293681334
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,ar1_velocity,high,830,0.5012048192771085,0.5216867469879518,2.2225101010372135,1.9794004512432857
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,ar1_velocity,low,213,0.22535211267605634,0.2676056338028169,3.0637381555727887,1.7680386409025326
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,ar1_velocity,medium,410,0.24390243902439024,0.25609756097560976,3.6632886498723543,1.363338147719198
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,high,364,0.2445054945054945,0.28846153846153844,3.0915198888831803,1.7131921483266779
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,low,24,0.25,0.375,1.9728350701431434,2.1189654645803073
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,crossing_or_sudden_threat,medium,231,0.3463203463203463,0.4069264069264069,2.459939694043664,2.0242615496796805
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,linear,high,543,0.3388581952117864,0.3572744014732965,3.5988888162193375,1.5506872516855728
attention_full,attention_full_1500k,1500000,eval_flow_high_threat,linear,low,108,0.07407407407407407,0.08333333333333333,3.8846025429666042,1.0450566367054512
