method,checkpoint,checkpoint_step,seed,scenario,episode_id,episode_seed,success,collision,near_miss,mean_min_distance,episode_min_distance,mean_time,episode_length,progress,planned_cpa,planned_ttc,threat_class,threat_motion_mode,threat_valid_rate,replacement_count,episode_reward,raw_unsafe_action_rate,nan_or_crash
attention_full,attention_full_1500k,1500000,0,eval_flow_id,24,1024,0,1,1,5.725020226535447,0.5588197708129883,21.8,109,0.9894397662780463,0.6571100189797996,6.317958309039776,high,ar1_velocity,1.0,32,22.919878581292366,0.3486238532110092,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,25,1025,1,0,0,5.415073123845187,1.5322591066360474,19.8,99,0.9880619061464626,0.3758888037560279,6.998061392473746,high,linear,1.0,41,43.02076637858303,0.16161616161616163,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,26,1026,0,1,1,5.659559770834212,0.4832540452480316,20.400000000000002,102,0.9670627104616004,0.4799478285501771,4.950971666326334,high,accel_decel,1.0,55,22.281581767767058,0.3235294117647059,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,27,1027,0,1,1,6.449968957785264,0.3230566382408142,20.6,103,0.9762585071336002,0.6433216799563742,0.8,high,sinusoidal_lateral,1.0,32,22.568084966979626,0.2815533980582524,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,28,1028,1,0,1,4.132697067894302,0.9375483989715576,28.6,143,0.9799469785277622,1.6845741121959763,0.8,medium,sinusoidal_lateral,1.0,50,42.22778258010918,0.36363636363636365,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,29,1029,1,0,0,5.046325899087465,1.566415786743164,20.8,104,0.9868537888335716,0.7441968547503872,0.8,high,accel_decel,1.0,53,42.935484906386876,0.18269230769230768,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,30,1030,1,0,1,5.6003400694339645,0.7887742519378662,21.8,109,0.9876046690721366,0.6730731600735402,5.553475832042276,high,ar1_velocity,1.0,33,42.900863425580084,0.22935779816513763,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,31,1031,1,0,0,4.703053035736084,1.963484287261963,20.0,100,0.9866019349507062,0.3878597558913525,5.4240695207162615,high,ar1_velocity,1.0,50,42.967168186194996,0.29,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,32,1032,1,0,1,5.024495689555852,1.4033857583999634,19.8,99,0.9843191917723785,0.6917888610691847,5.4247236742467795,high,ar1_velocity,1.0,31,42.87281159904624,0.18181818181818182,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,33,1033,1,0,1,4.498111151415726,0.9390234351158142,23.200000000000003,116,0.979916831405538,0.5147130581513797,4.138977417934565,high,ar1_velocity,1.0,26,42.500286410493445,0.2413793103448276,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,34,1034,1,0,1,4.691333174705505,1.0502164363861084,21.400000000000002,107,0.9796621602447921,0.3810991472420986,0.8,high,ar1_velocity,1.0,51,42.547393389919826,0.3177570093457944,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,35,1035,0,1,1,6.330618426766035,0.4541763961315155,21.200000000000003,106,0.9843544902075758,0.3816947798670874,4.447641201971559,high,ar1_velocity,1.0,31,22.815621904463427,0.29245283018867924,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,36,1036,1,0,1,5.640808847972325,1.3881884813308716,21.0,105,0.9799162920783547,0.6481663844757641,3.621401191804804,high,sinusoidal_lateral,1.0,17,42.70913739773721,0.21904761904761905,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,37,1037,1,0,1,6.147234660442744,0.816438615322113,21.400000000000002,107,0.985780111925395,0.45288536690143705,7.147605094244695,high,accel_decel,1.0,29,42.85437826842597,0.29906542056074764,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,38,1038,0,1,1,6.048054261475193,0.2788589894771576,19.6,98,0.8951991289196651,0.3678529361127034,7.276129953397895,high,linear,1.0,41,19.845874915677065,0.19387755102040816,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,39,1039,0,1,1,5.6499580312310975,0.5869397521018982,17.8,89,0.8533473406813755,0.508182959748666,8.78950723342524,high,sinusoidal_lateral,1.0,25,18.232643708260014,0.24719101123595505,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,40,1040,1,0,1,3.988925017894955,0.8327429294586182,21.8,109,0.9886301665087243,0.6015832322255882,3.4578281226372747,high,accel_decel,1.0,39,42.86908408004055,0.3119266055045872,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,41,1041,1,0,1,4.273055003535363,1.0664000511169434,24.8,124,0.9790468334416133,2.1702080123071004,0.8,medium,crossing_or_sudden_threat,1.0,36,42.3933473662306,0.3548387096774194,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,42,1042,0,1,1,6.263211974972172,0.5549637675285339,19.0,95,0.8836769611976235,0.3628527821531971,3.957045645831946,high,crossing_or_sudden_threat,1.0,34,19.34558438315895,0.3157894736842105,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,43,1043,1,0,1,5.457391174979832,0.7047579884529114,23.0,115,0.981414006598859,0.6246840088500116,3.561175388124479,high,ar1_velocity,1.0,33,42.619958029119324,0.30434782608695654,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,44,1044,0,1,1,5.8381678633306215,0.516959547996521,17.400000000000002,87,0.796627390909564,0.39750853512819706,5.390643401910275,high,accel_decel,1.0,21,16.12580383006193,0.1839080459770115,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,45,1045,1,0,1,4.058797706166903,1.1112546920776367,24.0,120,0.9831194644521727,0.7277840723785325,0.8,high,ar1_velocity,1.0,29,42.594948780656,0.275,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,46,1046,1,0,1,5.368032975630327,1.1448538303375244,22.0,110,0.9816249172862114,1.731121519813682,8.832525474845642,medium,sinusoidal_lateral,1.0,30,42.6756992902281,0.3090909090909091,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,47,1047,1,0,1,4.700793121681839,0.9892822504043579,24.400000000000002,122,0.9879058885406221,0.46828005120725924,8.877836664131173,high,ar1_velocity,1.0,45,42.78066528239102,0.36885245901639346,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,48,1048,1,0,1,5.1876676365272285,1.319654941558838,19.400000000000002,97,0.9809518992021222,0.4530236972204542,7.519476848792012,high,sinusoidal_lateral,1.0,22,42.7875280460415,0.18556701030927836,0
attention_full,attention_full_1500k,1500000,0,eval_flow_id,49,1049,1,0,1,5.25585603987405,0.8098213076591492,21.8,109,0.9866355324186386,1.1023495730816828,7.88471770374346,high,accel_decel,1.0,32,42.870335714476624,0.23853211009174313,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,0,1000,1,0,1,4.616138530629022,0.9604619145393372,22.400000000000002,112,0.9806280979644244,0.9215277809848418,6.756446072656294,high,accel_decel,1.0,44,42.57995622936103,0.3482142857142857,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,1,1001,1,0,1,4.438949215291727,1.2044926881790161,19.8,99,0.9829151709593467,0.35956750727867703,7.057334235113433,high,sinusoidal_lateral,1.0,49,42.82855106683236,0.2222222222222222,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,2,1002,0,1,1,5.461026105013761,0.6497054100036621,17.6,88,0.8458240953591162,0.6911988631805946,7.8296612737695686,high,accel_decel,1.0,39,17.19750482734119,0.32954545454545453,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,3,1003,1,0,1,5.129202180675098,1.0318354368209839,22.400000000000002,112,0.981441946590648,0.4929397845775552,4.947790181097794,high,sinusoidal_lateral,1.0,52,42.67871540213255,0.32142857142857145,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,4,1004,0,1,1,5.2680066697140955,0.4839915931224823,18.8,94,0.8912832668772577,0.7045050862656975,6.681820081363762,high,linear,1.0,57,19.616293137074045,0.2872340425531915,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,5,1005,0,1,1,4.498181191919087,0.44628074765205383,22.200000000000003,111,0.9651735315743571,0.4837586914106835,3.4424557183121793,high,ar1_velocity,1.0,55,22.102984474882064,0.5135135135135135,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,6,1006,1,0,1,4.634503675519295,0.7976261973381042,21.200000000000003,106,0.9845112921642906,0.7244239620434675,3.253482151777831,high,crossing_or_sudden_threat,1.0,58,42.840686777757114,0.18867924528301888,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,7,1007,1,0,1,5.206074832805565,0.720112681388855,22.400000000000002,112,0.9791295190925021,0.9834900894932027,7.446326315217568,high,ar1_velocity,1.0,56,42.56678329660906,0.30357142857142855,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,8,1008,1,0,1,5.042104229038837,1.1453272104263306,20.400000000000002,102,0.9806716911257827,1.6379353227937261,7.661236699590838,medium,ar1_velocity,1.0,38,42.75318270660357,0.38235294117647056,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,9,1009,1,0,1,5.096118538276009,1.0972827672958374,23.0,115,0.983986576970442,0.37993571187565944,4.101162018832591,high,sinusoidal_lateral,1.0,59,42.74521436171287,0.17391304347826086,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,10,1010,0,1,1,4.903708350762987,0.45705103874206543,22.8,114,0.9593220232523134,0.6074336504160661,4.316409830710781,high,sinusoidal_lateral,1.0,49,21.90743326709285,0.2982456140350877,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,11,1011,1,0,1,4.386235717209902,0.6992286443710327,22.0,110,0.9873388100069889,0.4329367715885082,7.2642345139609,high,ar1_velocity,1.0,60,42.86941892852485,0.2909090909090909,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,12,1012,0,1,1,4.538490784487554,0.5738418102264404,22.400000000000002,112,0.9613923163813667,0.4906869321025751,6.754134224852546,high,linear,1.0,47,21.945044977875845,0.3482142857142857,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,13,1013,0,1,1,3.653516418000926,0.5887432098388672,23.0,115,0.9593405671219685,0.5619767801286065,6.392260706980802,high,sinusoidal_lateral,1.0,58,21.743791335868522,0.5391304347826087,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,14,1014,0,1,1,5.069384797414144,0.6298519372940063,3.0,15,0.1206917365331522,0.580178582591929,7.353070141605164,high,linear,1.0,13,-6.285775909423828,1.0,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,15,1015,1,0,1,5.242433870641085,0.6854283213615417,20.8,104,0.9873871393496659,0.7454227422589863,5.6552236961586395,high,sinusoidal_lateral,1.0,49,42.956946233855334,0.2980769230769231,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,16,1016,1,0,1,4.497542611190251,0.7011984586715698,22.400000000000002,112,0.9831371940978496,0.462899195457781,4.6385398417864465,high,ar1_velocity,1.0,43,42.68982082985271,0.29464285714285715,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,17,1017,1,0,1,3.6337835870005866,1.259714961051941,26.400000000000002,132,0.989401591841674,0.6550136042808586,0.8,high,sinusoidal_lateral,1.0,51,42.475293441838566,0.2727272727272727,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,18,1018,1,0,1,3.3764473337705443,0.9734202027320862,29.400000000000002,147,0.9836812553729525,0.5002801371684575,6.410705606830161,high,sinusoidal_lateral,1.0,60,42.127832729943066,0.40816326530612246,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,19,1019,1,0,1,4.26795741183716,0.7386889457702637,22.8,114,0.9837500938245443,0.4520083110689316,6.995373945711635,high,accel_decel,1.0,54,42.71695925919691,0.3684210526315789,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,20,1020,1,0,0,4.049206589698792,1.6331274509429932,25.0,125,0.9786121562121173,0.6293861587602876,0.8,high,crossing_or_sudden_threat,1.0,66,42.38568898925831,0.352,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,21,1021,0,1,1,6.38320941352225,0.5660626292228699,15.4,77,0.7664407589422898,1.6194004802332047,7.012201212178192,medium,accel_decel,1.0,37,11.894127563030342,0.16883116883116883,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,22,1022,1,0,1,5.3899770975112915,1.0210785865783691,20.6,103,0.9859644654673725,0.8041117346854191,5.887613096526826,high,crossing_or_sudden_threat,1.0,38,42.9163747849352,0.3106796116504854,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,23,1023,0,1,1,5.276307035911651,0.44658711552619934,21.0,105,0.982738792727214,0.599625449872637,7.095506887959496,high,sinusoidal_lateral,1.0,47,22.801198883973267,0.29523809523809524,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,24,1024,0,1,1,4.65267184810731,0.4138988256454468,20.6,103,0.9759050527001942,0.5793321261321583,7.580041212440798,high,accel_decel,1.0,48,22.550829810253184,0.20388349514563106,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,25,1025,1,0,1,4.1520515852146325,1.255413293838501,22.200000000000003,111,0.9827902501229436,0.5963992396513081,6.43268392047046,high,crossing_or_sudden_threat,1.0,53,42.702530663282175,0.3153153153153153,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,26,1026,1,0,1,5.31724483121946,0.6513922810554504,20.6,103,0.9936994732304174,0.39169891191163875,0.8,high,ar1_velocity,1.0,54,42.66904778721324,0.27184466019417475,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,27,1027,0,1,1,5.722261439279182,0.41686850786209106,19.400000000000002,97,0.9122306268365811,0.42121305100836454,4.284072173963092,high,accel_decel,1.0,64,20.249722848603938,0.29896907216494845,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,28,1028,1,0,1,3.725185435789603,0.959044337272644,27.0,135,0.9877517706546458,0.581553123242101,3.474029141587376,high,ar1_velocity,1.0,73,42.50031024014088,0.37777777777777777,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,29,1029,0,1,1,4.142086562035339,0.4171811640262604,22.400000000000002,112,0.9729197830110243,0.5001344092976974,6.783749462036193,high,accel_decel,1.0,61,22.30410356771132,0.4017857142857143,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,30,1030,0,1,1,5.142439731437227,0.5112378001213074,18.400000000000002,92,0.8322194246278916,0.3680471335138028,7.367079282155729,high,linear,1.0,41,17.326317168136885,0.20652173913043478,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,31,1031,1,0,1,2.979989594221115,0.9832654595375061,40.0,200,0.9840717839471836,0.810280502402646,0.8,high,linear,1.0,74,41.70569730697814,0.405,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,32,1032,1,0,1,3.706690347906369,0.737073540687561,26.8,134,0.9784276597519979,0.6970367795314545,0.8,high,sinusoidal_lateral,1.0,62,42.24511438929319,0.3208955223880597,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,33,1033,0,1,1,4.9161286168807266,0.6489458680152893,14.8,74,0.6877193130038556,0.4791305499585923,7.168887472398934,high,ar1_velocity,1.0,29,11.735555641320977,0.04054054054054054,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,34,1034,1,0,1,3.0142297277134427,0.8258127570152283,36.2,181,0.9853023566321099,0.5672946195469727,0.8,high,sinusoidal_lateral,1.0,73,41.78256776297001,0.3701657458563536,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,35,1035,0,1,1,5.7244309034719265,0.18624742329120636,18.6,93,0.8867372313369688,0.38148446210727094,4.032766866540761,high,sinusoidal_lateral,1.0,43,19.06412785400242,0.15053763440860216,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,36,1036,1,0,1,6.11924738743726,1.3546504974365234,20.400000000000002,102,0.9780621248133042,0.4354647118685438,6.4686519825872235,high,ar1_velocity,1.0,43,42.65334198953779,0.23529411764705882,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,37,1037,1,0,1,4.788832439195126,1.1772050857543945,21.8,109,0.9781199091672015,0.3820623871375088,4.366565869001224,high,sinusoidal_lateral,1.0,56,42.610698226590124,0.30275229357798167,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,38,1038,0,1,1,5.158514773254996,0.4117821753025055,22.200000000000003,111,0.974097589270588,0.5860550727292676,7.055360288991612,high,linear,1.0,41,22.40926790029348,0.3153153153153153,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,39,1039,1,0,1,3.3926545514000788,1.2585288286209106,28.8,144,0.9847724785791805,0.39310831101136645,0.8,high,sinusoidal_lateral,1.0,45,42.3901629036353,0.3125,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,40,1040,1,0,1,4.478197240931356,0.9886682629585266,23.400000000000002,117,0.9870239668945846,0.5638714479947513,7.531489024670105,high,sinusoidal_lateral,1.0,49,42.69454161069787,0.20512820512820512,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,41,1041,1,0,1,4.435331118216208,0.7138028144836426,21.8,109,0.9896067017469553,0.6368825503764468,7.162733253207286,high,accel_decel,1.0,49,42.80536513340968,0.3577981651376147,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,42,1042,0,1,1,4.5187228922214775,0.22446928918361664,21.6,108,0.9740289027749962,0.4388895954344087,4.894572400365879,high,ar1_velocity,1.0,45,22.41478209105419,0.3055555555555556,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,43,1043,1,0,0,5.281499093433596,1.5930323600769043,21.200000000000003,106,1.0,0.8066229200647963,3.4962648413021844,high,ar1_velocity,1.0,41,42.65256578730218,0.1320754716981132,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,44,1044,1,0,1,4.891780006664771,0.8564503192901611,21.6,108,0.9792630821491314,0.4231777836746632,6.6271508552672245,high,linear,1.0,48,42.67733241846903,0.4351851851851852,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,45,1045,1,0,1,4.16793191840506,0.9469342827796936,23.400000000000002,117,0.980328685063418,0.7385923135046123,0.8,high,ar1_velocity,1.0,42,42.531974696052444,0.358974358974359,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,46,1046,1,0,1,5.0603489474608345,1.405531883239746,20.8,104,0.9795590078877933,0.5107752695874845,5.562665416684862,high,crossing_or_sudden_threat,1.0,54,42.68313650450017,0.3173076923076923,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,47,1047,1,0,1,4.23486665331799,1.100555658340454,23.0,115,0.9842772848714725,0.6291583993996213,0.8,high,ar1_velocity,1.0,73,42.6274279454499,0.2956521739130435,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,48,1048,1,0,1,3.623601875371403,1.1636663675308228,28.8,144,0.9830731652277022,0.9663549819096325,0.8,high,sinusoidal_lateral,1.0,57,42.13035209672251,0.3680555555555556,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_density,49,1049,0,1,1,4.468201527812264,0.41244107484817505,22.0,110,0.9705859883543853,0.43093599045286823,4.518680615520466,high,sinusoidal_lateral,1.0,46,22.30890803475139,0.3090909090909091,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,0,1000,1,0,1,4.4813641387725545,0.8410778045654297,21.400000000000002,107,0.9862522998944565,0.3536006348233396,4.426670437422058,high,linear,1.0,41,42.767465165463776,0.16822429906542055,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,1,1001,1,0,1,3.657518976667653,1.2134737968444824,23.0,115,0.9802062954321098,0.5690789340050038,5.124211949580717,high,accel_decel,1.0,81,42.43960961206807,0.33043478260869563,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,2,1002,0,1,1,4.719724965210144,0.5357893109321594,20.8,104,0.9874151894789238,0.5359313375485548,4.458265810428395,high,crossing_or_sudden_threat,1.0,50,22.83799810440253,0.14423076923076922,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,3,1003,0,1,1,4.440123371175818,0.5253213047981262,22.200000000000003,111,0.9801225101246553,0.35326110197507177,4.916288204177814,high,accel_decel,1.0,84,22.597035104360064,0.27927927927927926,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,4,1004,1,0,1,4.9877264635903495,1.1004984378814697,21.0,105,0.986141645160563,0.565932923335528,2.712485931660642,high,crossing_or_sudden_threat,1.0,72,42.65885617743848,0.23809523809523808,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,5,1005,0,1,1,4.913517538161404,0.3576982915401459,22.6,113,0.9675321761345648,0.35919910579563286,3.543462644190041,high,crossing_or_sudden_threat,1.0,48,22.157931152222467,0.19469026548672566,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,6,1006,1,0,1,4.387554572688209,1.0254300832748413,25.200000000000003,126,0.9875465668692726,0.6614337645854189,4.33908400753997,high,sinusoidal_lateral,1.0,60,42.736098570400216,0.29365079365079366,0
attention_full,attention_full_1500k,1500000,0,eval_flow_high_speed,7,1007,1,0,1,4.578990739995036,0.6576183438301086,23.200000000000003,116,0.9862432292918905,0.679360566225363,2.415984040557551,high,linear,1.0,60,42.760087865843275,0.25862068965517243,0
