method,checkpoint,checkpoint_step,scenario,motion_mode,threat_class,gpsi_forward_ms,gpsi_forward_batch_size,mean_delta_norm_1s,max_delta_norm_1s,mean_logvar_xy_1s,max_logvar_xy_1s,nearest_obstacle_delta_norm_1s,nearest_obstacle_logvar_xy_1s,mean_delta_norm_2s,max_delta_norm_2s,mean_logvar_xy_2s,max_logvar_xy_2s,nearest_obstacle_delta_norm_2s,nearest_obstacle_logvar_xy_2s,mean_delta_norm_4s,max_delta_norm_4s,mean_logvar_xy_4s,max_logvar_xy_4s,nearest_obstacle_delta_norm_4s,nearest_obstacle_logvar_xy_4s,projected_std_radial_nearest,projected_std_relvel_nearest,history_valid_ratio_nearest
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,crossing_or_sudden_threat,high,1.5358039715731482,6.189988623435722,21898.79387754195,22157.81692619454,-5.0,-5.0,21758.560679638616,-5.0,76503.19418262051,77544.45140740543,-5.0,-5.0,76696.68627790813,-5.0,190022.89621107082,192606.65918968644,-4.46575654081924,-3.907849829351536,189733.91088728313,-4.476678043230944,0.08208499637785219,0.08208499634394738,0.7291808875449282
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,crossing_or_sudden_threat,medium,1.4899271110590673,5.444444444444445,24230.45992476852,24230.611906828704,-5.0,-5.0,24230.54955150463,-5.0,55315.394241898146,55315.6568287037,-5.0,-5.0,55315.54123263889,-5.0,123077.70645254629,123078.91579861111,-5.0,-5.0,123078.15653935185,-5.0,0.0820849957289519,0.0820849965567942,0.5666666671081826
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,linear,high,1.529014424408541,6.093023255813954,21775.309593023256,21915.696215252545,-5.0,-5.0,21703.596089207847,-5.0,73973.95868913518,74405.49812636264,-5.0,-5.0,74289.30220067223,-5.0,177866.78986873184,178432.90360419694,-4.707641195419223,-4.395348837209302,177765.710006359,-4.767441860465116,0.08208499619260777,0.0820849966690984,0.7584302325971252
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,linear,medium,1.6334480005752994,7.0,17476.63671875,17476.78125,-5.0,-5.0,17476.78125,-5.0,68038.765625,68039.0078125,-5.0,-5.0,68039.0078125,-5.0,170291.375,170291.890625,-5.0,-5.0,170291.390625,-5.0,0.08208499848842621,0.08208499848842621,0.949999988079071
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,sinusoidal_lateral,high,1.5259958499674338,6.08836617927527,20863.041697604596,21016.60615321291,-5.0,-5.0,20636.797178895322,-5.0,59489.08292524237,60037.49088251947,-5.0,-5.0,59258.67676650409,-5.0,145085.77525528448,146591.142657591,-4.770774679432534,-4.527018436109345,143718.07147220676,-4.768595041322314,0.08208499638540155,0.08208499627172454,0.7185314687659273
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_mixed_ood,sinusoidal_lateral,medium,1.5671407193127507,5.473684210526316,17250.52794339364,17456.061043722588,-5.0,-5.0,17455.946683114034,-5.0,37941.66981907895,39036.490919682015,-5.0,-5.0,39036.15242941338,-5.0,106590.02402001097,109392.97683662281,-4.9298245614035086,-4.859649122807017,109392.00003426535,-4.9298245614035086,0.08208499665845904,0.08208499691988293,0.6315789481526927
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,accel_decel,high,1.533739707625981,6.053719008264463,20813.709368240736,20891.563314138366,-5.0,-5.0,20644.55208593952,-5.0,61417.72777715005,61642.42486622708,-5.0,-5.0,61115.242498224434,-5.0,154698.12861973786,155315.67833564695,-4.670798897743225,-4.330578512396694,153502.15997062242,-4.68595041322314,0.08208499637948087,0.08208499625633078,0.7861053717461192
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,accel_decel,medium,1.4966711110698978,5.644444444444445,21496.24594184028,21636.67855902778,-5.0,-5.0,21452.859244791667,-5.0,72618.5369140625,73610.37651909722,-5.0,-5.0,73607.55533854167,-5.0,161662.50416666668,163360.30546875,-5.0,-5.0,163328.29752604166,-5.0,0.08208499600489934,0.0820849961704678,0.7355555564992957
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,ar1_velocity,high,1.5365129316149404,6.260628465804067,23198.259970955838,23377.74837089158,-5.0,-5.0,22742.8401095519,-5.0,77643.49594212107,78139.48662145477,-5.0,-5.0,76843.9540456042,-5.0,192626.96810016173,194218.32678922135,-4.5705483674782705,-4.097966728280961,189651.25268238795,-4.589648798521257,0.08208499610589304,0.0820849963400148,0.767329020666685
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,ar1_velocity,medium,1.5376260000266484,5.4,23226.810546875,23226.89375,-5.0,-5.0,23226.8796875,-5.0,108470.334375,108470.728125,-5.0,-5.0,108470.53125,-5.0,282974.5546875,282975.28125,-2.6,-0.2,282975.25625,-2.6,0.0820849969983101,0.0820849969983101,1.0
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,crossing_or_sudden_threat,high,1.5486319329135292,6.389937106918239,21083.05860671624,21173.858623299377,-5.0,-5.0,20937.22193730619,-5.0,64289.698538363686,64584.71201642754,-5.0,-5.0,64156.19709160443,-5.0,156288.98010433046,157026.47364031928,-4.599534124864888,-4.183787561146052,155169.47730771752,-4.6254367575122295,0.08208499622357467,0.08208499628605333,0.7744234802525498
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,crossing_or_sudden_threat,medium,1.479994111125254,5.555555555555555,27015.76027199074,27213.003255208332,-5.0,-5.0,26543.66377314815,-5.0,118238.30027488426,118829.18547453704,-5.0,-5.0,118169.21889467593,-5.0,306649.7472511574,307505.13505497685,-2.333333315672698,0.9259259259259259,304952.41182002315,-3.5185185185185186,0.08208499545300449,0.08208499600489934,0.9481481468236005
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,linear,high,1.5328106569033015,5.797872340425532,19161.441347812084,19426.33857240068,-5.0,-5.0,18645.432488624087,-5.0,40696.50732681599,41395.524255630815,-5.0,-5.0,39614.970939473904,-5.0,92886.68307949635,95438.54891643119,-5.0,-5.0,88762.78505236037,-5.0,0.0820849963681812,0.08208499662578106,0.7856382981854233
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,sinusoidal_lateral,high,1.5572266632494602,6.561224489795919,21250.628725069575,21362.687396727157,-5.0,-5.0,21066.787608527076,-5.0,70054.57170124797,70435.44780282497,-5.0,-5.0,69978.8410730592,-5.0,175575.8894817515,176528.1200302209,-4.63784786610966,-4.26530612244898,175040.3102026322,-4.651205936920222,0.08208499647027265,0.08208499633895444,0.7628478665934644
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,eval_flow_sudden_threat,sinusoidal_lateral,medium,1.4596275999792852,5.8,16270.3900390625,16270.56484375,-5.0,-5.0,16270.324609375,-5.0,79188.71015625,79189.01171875,-5.0,-5.0,79188.51796875,-5.0,222158.5609375,222159.37265625,-4.2,-3.4,222158.15703125,-4.2,0.0820849969983101,0.0820849969983101,0.7999999977648258
