method,checkpoint,checkpoint_step,scenario,motion_mode,threat_class,gpsi_forward_ms,gpsi_forward_batch_size,mean_delta_norm_1s,max_delta_norm_1s,mean_logvar_xy_1s,max_logvar_xy_1s,nearest_obstacle_delta_norm_1s,nearest_obstacle_logvar_xy_1s,mean_delta_norm_2s,max_delta_norm_2s,mean_logvar_xy_2s,max_logvar_xy_2s,nearest_obstacle_delta_norm_2s,nearest_obstacle_logvar_xy_2s,mean_delta_norm_4s,max_delta_norm_4s,mean_logvar_xy_4s,max_logvar_xy_4s,nearest_obstacle_delta_norm_4s,nearest_obstacle_logvar_xy_4s,projected_std_radial_nearest,projected_std_relvel_nearest,history_valid_ratio_nearest
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,accel_decel,high,1.6854741311231516,9.036666666666667,21349.86646267361,21461.936452907987,-5.0,-5.0,21350.195598958333,-5.0,59948.93932725694,60459.64371527778,-5.0,-5.0,60275.76337022569,-5.0,155219.97286458334,156651.14358506945,-4.428999999894036,-3.8533333333333335,155431.79274305556,-4.448888888888889,0.0820849963525931,0.08208499636914995,0.759111111457977
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,accel_decel,medium,1.700961500015789,8.833333333333334,32444.6328125,32514.944661458332,-5.0,-5.0,32107.961588541668,-5.0,145743.35286458334,145868.18619791666,-5.0,-5.0,145553.77213541666,-5.0,371020.9140625,371713.3984375,-5.0,-5.0,371711.9557291667,-5.0,0.08208499724666278,0.08208499227960904,0.8249999980131785
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,ar1_velocity,high,1.6618950009150184,8.885067873303168,25845.8568412401,26031.300885534503,-5.0,-5.0,25694.15401672087,-5.0,91588.3098858173,92340.25828443156,-5.0,-5.0,91835.99445524604,-5.0,234602.4869485294,236376.36834169965,-4.0277928601562705,-3.001809954751131,233080.96011913178,-4.015384615384615,0.08208499637124765,0.08208499630382159,0.8280995476030116
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,ar1_velocity,medium,1.6258496001682943,8.6,21489.5486328125,21489.73046875,-5.0,-5.0,21489.51640625,-5.0,65942.1859375,65942.659765625,-5.0,-5.0,65942.01953125,-5.0,158888.9765625,158889.9953125,-4.2,-3.4,158888.49375,-4.2,0.0820849969983101,0.08208499848842621,0.4500000074505806
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,crossing_or_sudden_threat,high,1.6624175593540835,8.853107344632768,20964.369033957155,21060.80312794256,-5.0,-5.0,20891.90263432792,-5.0,50806.888793255646,51330.06537635358,-5.0,-5.0,51023.72023231521,-5.0,129935.51296566031,131420.0478092632,-4.661016949152542,-4.322033898305085,129137.04555084746,-4.661016949152542,0.08208499632761752,0.08208499665033571,0.7445386063777569
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,crossing_or_sudden_threat,medium,1.6167794997272722,8.0,34845.649739583336,34845.775390625,-5.0,-5.0,34845.577473958336,-5.0,164408.45833333334,164409.03385416666,-5.0,-5.0,164408.546875,-5.0,426535.953125,426538.2604166667,-4.333333333333333,-3.6666666666666665,426535.921875,-4.333333333333333,0.08208499724666278,0.08208499600489934,0.6750000019868215
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,linear,high,1.6526051314658745,8.629107981220658,21254.92434849985,21416.151935702757,-5.0,-5.0,21300.85888442635,-5.0,64329.85994580766,65019.895670572914,-5.0,-5.0,64828.69340293061,-5.0,157985.40373065215,159839.68035458846,-4.3064684397737745,-3.5821596244131455,158570.73756372873,-4.291079812206573,0.08208499639841592,0.08208499622351967,0.7151995305793946
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,linear,medium,1.6755527141348077,9.142857142857142,21029.757254464286,21150.285714285714,-5.0,-5.0,20217.241768973214,-5.0,47657.14174107143,47943.23772321428,-5.0,-5.0,47576.904017857145,-5.0,97958.77120535714,99555.7890625,-5.0,-5.0,95082.06138392857,-5.0,0.0820849963596889,0.08208499742405755,0.7428571438150746
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,sinusoidal_lateral,high,1.6713186151402002,8.957894736842105,23956.48556486431,24136.557318436473,-5.0,-5.0,23992.12267552426,-5.0,73690.18839818051,74343.36898900082,-5.0,-5.0,74087.96668893915,-5.0,186406.52651110198,188181.24437705593,-4.227843566944725,-3.431578947368421,186831.25452945108,-4.2368421052631575,0.08208499623364524,0.08208499635618768,0.7384210529222496
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_density,sinusoidal_lateral,medium,1.6333992630838143,8.333333333333334,19640.624897203947,19646.458333333332,-5.0,-5.0,19636.10111705044,-5.0,56928.22125137061,56970.47042900219,-5.0,-5.0,56639.062637061405,-5.0,175485.54139254385,175558.1599506579,-4.017543859649122,-3.0350877192982457,175078.3244243421,-4.017543859649122,0.08208499678917099,0.08208499639703516,0.776315789931176
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,accel_decel,high,1.5450320532195736,6.215876089060988,23235.61529676912,23591.15181718145,-5.0,-5.0,23461.382459878692,-5.0,75106.29621135346,76491.03887531764,-4.998063892039532,-4.9767666989351405,76342.0704410697,-4.98838334946757,192438.18789327203,195813.69785553304,-4.254501451019627,-3.466602129719264,194872.17638250242,-4.275895450145208,0.08208499636793183,0.08208499632465643,0.6089060994772113
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,accel_decel,medium,1.5345101537604933,5.3076923076923075,22341.54552283654,22579.064453125,-5.0,-5.0,21993.43494591346,-5.0,45824.669621394234,46360.11703725962,-5.0,-5.0,45123.460637019234,-5.0,100425.31430288461,103906.10637019231,-5.0,-5.0,94157.42487980769,-5.0,0.08208499676906146,0.08208499734218304,0.7692307666517221
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,ar1_velocity,high,1.5591438907259436,6.501130369253956,22594.649356660935,22790.194629568578,-5.0,-5.0,22694.891226244585,-5.0,66104.63416070082,66870.85804740486,-5.0,-5.0,66712.77771612424,-5.0,166940.48301208083,168950.43021883242,-4.320988983073088,-3.6254709871891486,167947.83528694895,-4.342878673700075,0.0820849962650427,0.08208499632118875,0.5922758108469536
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,ar1_velocity,medium,1.52428637511548,5.5,17588.939819335938,17589.10205078125,-5.0,-5.0,17588.919555664062,-5.0,39973.716552734375,39974.142333984375,-5.0,-5.0,39973.810546875,-5.0,91427.0615234375,91428.5791015625,-5.0,-5.0,91427.2216796875,-5.0,0.08208499569445848,0.08208499476313591,0.4000000050291419
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,crossing_or_sudden_threat,high,1.549523783410633,6.389891696750903,24166.11538949684,24550.832570650946,-5.0,-5.0,24443.905396829872,-5.0,84645.02763989169,85987.73539739395,-5.0,-5.0,85859.26807874549,-5.0,223194.18756345892,226587.50796057086,-3.7531373561074157,-2.4296028880866425,225749.16944945848,-3.729241877256318,0.0820849965249158,0.08208499628283918,0.5779783397724697
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,crossing_or_sudden_threat,medium,1.5087668181987475,5.2727272727272725,18463.489109848484,18485.1513671875,-5.0,-5.0,18433.379261363636,-5.0,30306.347774621212,30439.355823863636,-5.0,-5.0,29796.445608428032,-5.0,102813.19294507576,103677.77533143939,-5.0,-5.0,99694.89488636363,-5.0,0.08208499577912418,0.08208499826265103,0.6878787881948731
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,linear,high,1.5365784753027576,6.185068349106204,23219.51725055041,23448.706042364945,-5.0,-5.0,23232.685994594507,-5.0,69575.74001873028,70560.20183523922,-5.0,-5.0,70207.16369693086,-5.0,175286.23580647015,177908.4451872207,-4.475739822778792,-3.931650893796004,175632.58921324593,-4.465825446898002,0.08208499642012623,0.08208499639662283,0.6260778131286616
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,linear,medium,1.4767643570913995,5.0,16859.491629464286,17283.085414341516,-5.0,-5.0,17282.961774553572,-5.0,41969.45452008928,43880.65904017857,-5.0,-5.0,43880.222446986605,-5.0,95757.54380580357,100529.67661830357,-5.0,-5.0,100528.59291294643,-5.0,0.08208499582750457,0.08208499662578106,0.49107142963579725
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,sinusoidal_lateral,high,1.5373599548230181,6.19391947411668,23318.723791694483,23468.102441967952,-5.0,-5.0,23296.555892756267,-5.0,75538.8868262762,76153.02010579294,-5.0,-5.0,75813.51475195152,-5.0,194321.50597011094,196113.23269630753,-3.9776225692440272,-2.922760887428102,194104.3034645902,-3.987674609695974,0.0820849962232538,0.08208499646201521,0.599055054114677
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_speed,sinusoidal_lateral,medium,1.5216672500173445,5.125,17563.770385742188,17565.16162109375,-5.0,-5.0,17558.686157226562,-5.0,35679.2119140625,35703.56201171875,-5.0,-5.0,35582.990478515625,-5.0,96759.6396484375,96774.421875,-5.0,-5.0,96703.8515625,-5.0,0.08208499476313591,0.08208499476313591,0.8875000001862645
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,accel_decel,high,1.5668327989046922,6.673339399454049,22938.931538436933,23027.610802967185,-5.0,-5.0,22895.480672237547,-5.0,69043.26961122327,69351.91128298453,-5.0,-5.0,69100.94088553515,-5.0,177148.23365524056,178036.4814906307,-4.316712162080301,-3.616924476797088,176517.82555874658,-4.3230209281164695,0.08208499619698285,0.08208499623087995,0.7551410376001912
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,accel_decel,medium,1.4857607691458095,5.0,15937.04266826923,15937.858811598559,-5.0,-5.0,15937.626539963941,-5.0,22337.52020733173,22341.20612980769,-5.0,-5.0,22323.202298677883,-5.0,96552.68389423077,96600.09765625,-5.0,-5.0,96599.72536057692,-5.0,0.08208499734218304,0.08208499676906146,0.6307692302820774
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,ar1_velocity,high,1.5421824013784604,6.2958167330677295,24039.36236207514,24235.04302613764,-5.0,-5.0,24043.611253229272,-5.0,71378.89525491784,72128.3621665681,-5.0,-5.0,71733.73005633715,-5.0,181617.68814779943,183759.00184029507,-4.215480932913929,-3.414342629482072,181370.41912039343,-4.219123505976095,0.08208499621763173,0.0820849962844198,0.7480577691291196
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,ar1_velocity,medium,1.463394571666348,5.0,17250.776227678572,17250.93777901786,-5.0,-5.0,17250.71316964286,-5.0,18314.34933035714,18314.440290178572,-5.0,-5.0,18314.43777901786,-5.0,61814.21484375,61814.85435267857,-5.0,-5.0,61814.25837053572,-5.0,0.0820849963596889,0.0820849963596889,0.35000000042574747
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,crossing_or_sudden_threat,high,1.5519041560214368,5.951638065522621,21007.264226428433,21068.505416036955,-5.0,-5.0,20968.73531499854,-5.0,64554.97966434283,64859.140783443836,-5.0,-5.0,64764.02992150936,-5.0,166125.13380582098,166848.41712473187,-4.332293291731669,-3.6645865834633384,166021.09727842238,-4.332293291731669,0.08208499622186893,0.08208499610563522,0.7378315137707964
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,linear,high,1.5416382456990045,5.9894433781190015,22888.687678068018,23173.155572404332,-5.0,-5.0,23073.412537675445,-5.0,69168.1553015535,70164.31903228466,-5.0,-5.0,69980.68598548464,-5.0,170917.43607920466,173365.77793606045,-4.372360844644155,-3.7178502879078694,172426.81612696438,-4.3742802303262955,0.08208499610023627,0.08208499628614327,0.7824856047581116
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,linear,medium,1.5062156957276824,5.0,33704.112601902176,33872.03337296196,-5.0,-5.0,33330.086956521736,-5.0,157257.73879076086,157488.73301630435,-5.0,-5.0,157135.2088994565,-5.0,410666.0883152174,411396.90557065216,-3.260869565217391,-1.5217391304347827,409085.05027173914,-3.260869565217391,0.08208499492510506,0.0820849962208582,0.9739130424416583
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,sinusoidal_lateral,high,1.5484598660132,6.255718954248366,23972.58618403416,24454.3340585746,-5.0,-5.0,24333.475064944596,-5.0,79615.14781518075,81167.16543000664,-4.998039215218787,-4.980392156862745,81005.55469547845,-4.990196078431373,201117.952228222,204847.2222429662,-4.098801741315649,-3.1241830065359477,204009.05209609887,-4.111111111111111,0.08208499633360143,0.08208499643099464,0.784272876032476
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_high_threat,sinusoidal_lateral,medium,1.4575319998584746,5.0,15934.11494140625,15934.23330078125,-5.0,-5.0,15934.070703125,-5.0,21743.686328125,21743.86875,-5.0,-5.0,21743.7916015625,-5.0,90534.0609375,90535.0390625,-5.0,-5.0,90534.321875,-5.0,0.08208499625325202,0.08208499550819397,0.8250000007450581
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,accel_decel,high,1.543178605163858,6.508604206500956,23045.537195267687,23112.965938881753,-5.0,-5.0,22984.08139265655,-5.0,72447.80853773303,72677.3312563486,-5.0,-5.0,72450.26128368487,-5.0,188974.8695962297,189706.2006751912,-4.148793589772503,-3.286806883365201,188334.76322560647,-4.170172084130019,0.08208499633017963,0.08208499655099033,0.7992351819898214
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,accel_decel,medium,1.565261846175977,5.0,25930.583533653848,26150.365685096152,-5.0,-5.0,25133.87860576923,-5.0,55388.20823317308,55713.052433894234,-5.0,-5.0,54089.90054086538,-5.0,132639.6015625,135311.79447115384,-4.6923076923076925,-4.384615384615385,121958.93689903847,-4.6923076923076925,0.08208499619593987,0.08208499676906146,0.896153847185465
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,ar1_velocity,high,1.5665519776252013,6.642023346303502,23037.13880391993,23136.62448226988,-5.0,-5.0,22987.569363486444,-5.0,72349.9429375912,72726.95700085117,-5.0,-5.0,72532.56954492947,-5.0,185854.9556880016,186775.0390549003,-4.3015564201175005,-3.5992217898832686,185217.50496450937,-4.311284046692607,0.08208499608945521,0.0820849965388093,0.7871595332797631
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,ar1_velocity,medium,1.5023532599661849,5.74,19947.78666015625,19949.06791015625,-5.0,-5.0,19941.09923828125,-5.0,71034.3383984375,71035.7009375,-5.0,-5.0,71028.89390625,-5.0,178871.840546875,178879.554921875,-4.04,-3.08,178832.245078125,-4.04,0.08208499550819397,0.08208499610424042,0.6109999997913838
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,crossing_or_sudden_threat,high,1.5586967130633775,6.451253481894151,22390.941795242863,22434.99959740599,-5.0,-5.0,22330.129561825383,-5.0,66837.80384966922,67055.04480218489,-5.0,-5.0,66851.19920786908,-5.0,171503.5020347319,172114.344827211,-4.3314763231197775,-3.6629526462395545,171110.63248607243,-4.3314763231197775,0.08208499628853333,0.08208499689039081,0.7924791089879105
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,crossing_or_sudden_threat,medium,1.4911908333336517,5.15,23439.798421223957,23477.47687174479,-5.0,-5.0,23373.917431640624,-5.0,113267.59518229167,113898.39296875,-5.0,-5.0,113877.821875,-5.0,306194.9197916667,307163.65794270835,-2.466666666666667,0.06666666666666667,306845.3359375,-2.466666666666667,0.08208499687413374,0.0820849969983101,0.6941666665797432
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,linear,high,1.5217381617193715,5.893289328932894,23073.9666819221,23128.586070716447,-5.0,-5.0,23016.95139963215,-5.0,68400.8153190319,68620.48424393221,-5.0,-5.0,68404.1859615649,-5.0,166793.16937182,167544.97443103686,-4.437498034686014,-3.847084708470847,166011.8062130432,-4.436743674367436,0.08208499625898955,0.08208499627538246,0.7843784379339455
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,linear,medium,1.4922888570124218,5.428571428571429,20270.6962890625,20270.82686941964,-5.0,-5.0,20270.61397879464,-5.0,53791.220703125,53791.54213169643,-5.0,-5.0,53791.11188616072,-5.0,118179.3203125,118180.16936383929,-4.428571428571429,-3.857142857142857,118179.166015625,-4.428571428571429,0.08208499742405755,0.08208499529532023,0.6285714294229235
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,sinusoidal_lateral,high,1.5311726715176117,6.14367088607595,23794.18665632417,23895.681752497032,-5.0,-5.0,23765.010979529274,-5.0,74121.77054489715,74542.46329361155,-5.0,-5.0,74344.40780261076,-5.0,186849.60198279272,187839.5056059632,-4.285928270183032,-3.536708860759494,186696.41954608387,-4.30126582278481,0.08208499610706975,0.08208499650789212,0.82636075955403
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,sinusoidal_lateral,medium,1.502736951674559,5.387096774193548,25339.80142704133,25680.91903981855,-5.0,-5.0,24851.657604586693,-5.0,54136.02416204637,55170.3123109879,-5.0,-5.0,53824.16554309476,-5.0,122109.16015625,127176.50529233871,-5.0,-5.0,116773.51386088709,-5.0,0.08208499704637835,0.08208499644552508,0.6750000003845461
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,accel_decel,high,1.5514996077802554,6.20625528317836,23723.118848399197,23827.30257587965,-5.0,-5.0,23696.01520729871,-5.0,77649.70050487373,78138.75156514159,-5.0,-5.0,77946.65859936338,-5.0,197306.3272268597,198432.35123230136,-4.155786337735586,-3.275570583262891,197082.03551286453,-4.158072696534235,0.0820849965045438,0.08208499644786145,0.7406170753760551
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,accel_decel,medium,1.5019417666735535,5.033333333333333,28666.590299479165,28666.76875,-5.0,-5.0,28666.559733072918,-5.0,134077.89270833333,134078.39908854166,-5.0,-5.0,134077.77864583334,-5.0,368278.92734375,368280.45338541665,-1.5333333333333334,1.9333333333333333,368278.52265625,-1.5333333333333334,0.08208499550819397,0.08208499650160471,0.8383333335320154
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,ar1_velocity,high,1.5527879324804221,6.349572649572649,23305.757181490386,23452.55768729968,-5.0,-5.0,23276.62074402377,-5.0,75440.79280515491,75991.83337840546,-5.0,-5.0,75749.04060663728,-5.0,194788.1477714343,196231.26190738514,-4.078339437949352,-3.1264957264957265,194520.40827323718,-4.076923076923077,0.0820849964251885,0.08208499639334842,0.7142307696211287
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,ar1_velocity,medium,1.5119240006242762,5.0,31258.93359375,31259.53125,-5.0,-5.0,31258.693359375,-5.0,156078.90625,156080.828125,-5.0,-5.0,156078.375,-5.0,429969.6875,429973.90625,-1.0,3.0,429968.71875,-1.0,0.08208499848842621,0.08208499103784561,1.0
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,crossing_or_sudden_threat,high,1.554877178575355,6.311224489795919,23578.646003567443,23892.60579261001,-5.0,-5.0,23725.50986029177,-5.0,71591.37342554209,72902.50792211416,-5.0,-5.0,72590.95971181442,-5.0,178343.0399992028,181712.019790338,-4.337882652574656,-3.6530612244897958,179689.983856824,-4.3520408163265305,0.0820849962456494,0.08208499665429093,0.7223214287766997
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,crossing_or_sudden_threat,medium,1.5555452856850545,7.0,32283.660993303572,32423.910993303572,-5.0,-5.0,31443.190569196428,-5.0,157219.33482142858,157309.97767857142,-5.0,-5.0,156677.5111607143,-5.0,407961.98214285716,408905.45089285716,-5.0,-5.0,408904.62946428574,-5.0,0.0820849963596889,0.08208499848842621,0.9571428554398673
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,linear,high,1.5594059946392116,6.251336898395722,24840.81632269385,24896.0345139121,-5.0,-5.0,24736.072458848597,-5.0,90569.59761447193,90800.432204629,-5.0,-5.0,90642.75709182821,-5.0,231666.53701537434,232160.96006016043,-3.93048128342246,-2.8609625668449197,230611.24525818852,-3.93048128342246,0.08208499629707898,0.08208499633692165,0.7414438505781525
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,sinusoidal_lateral,high,1.5476519454187498,6.1712141882673945,21823.363604994458,21989.929893337525,-5.0,-5.0,21885.751261670786,-5.0,62133.800282976634,62748.54635674241,-5.0,-5.0,62586.208199661065,-5.0,156627.94417339913,158235.66015225314,-4.453725719679589,-3.854024556616644,157096.42309670235,-4.429740791268759,0.08208499643011438,0.08208499632846936,0.7417803547315879
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,sinusoidal_lateral,medium,1.5269671384605596,5.6923076923076925,18364.123377403845,18628.261283052885,-5.0,-5.0,18602.706219951924,-5.0,45176.62623197115,46455.491346153845,-5.0,-5.0,46188.04092548077,-5.0,120425.0938701923,123479.30564903846,-5.0,-5.0,123256.41466346153,-5.0,0.0820849964251885,0.0820849964251885,0.6569230775993604
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,accel_decel,high,1.5804323192543983,6.37229862475442,23609.065797097555,23817.266881676693,-5.0,-5.0,23660.406057181666,-5.0,74382.50386979678,75090.90144968689,-4.9994386750729,-4.992141453831041,74808.60269446833,-4.99607072691552,193434.9200197231,195193.81966209787,-4.179773598031117,-3.318271119842829,193305.61414653427,-4.19056974459725,0.08208499636596218,0.08208499619031,0.7998035362535586
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,accel_decel,medium,1.5275005714231935,5.828571428571428,18787.935044642858,18828.7796875,-5.0,-5.0,18828.525892857142,-5.0,57405.09140625,57646.608984375,-5.0,-5.0,57645.70424107143,-5.0,134032.39263392857,134629.47723214285,-4.542857142857143,-4.085714285714285,134627.51674107142,-4.542857142857143,0.08208499593394143,0.08208499550819397,0.6671428583562374
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,ar1_velocity,high,1.5582854648852011,6.102868447082097,24335.442054393854,24488.34088599623,-5.0,-5.0,24317.61617230001,-5.0,83394.38626089577,83967.55441124196,-5.0,-5.0,83711.63251305948,-5.0,211249.5474719492,212977.2922539565,-4.011803494480786,-2.9980217606330366,211534.1211459106,-4.014836795252226,0.08208499632178853,0.08208499629231046,0.7687932741040646
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,ar1_velocity,medium,1.5112259998204536,6.0,19502.3212890625,19502.515625,-5.0,-5.0,19502.2265625,-5.0,52860.0546875,52860.6484375,-5.0,-5.0,52859.69921875,-5.0,99708.16796875,99709.4296875,-5.0,-5.0,99707.69140625,-5.0,0.08208499848842621,0.08208499848842621,1.0
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,crossing_or_sudden_threat,high,1.556869487257855,6.079552517091361,23415.46597326076,23540.481253520236,-5.0,-5.0,23432.84455176449,-5.0,73883.611337836,74357.23911518218,-5.0,-5.0,74193.66078260954,-5.0,184773.2136942103,185789.05831941424,-4.294468613571821,-3.5730267246737104,184803.04329649627,-4.286513362336855,0.08208499633521305,0.08208499634447418,0.7549720325566842
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,crossing_or_sudden_threat,medium,1.5213859998084445,5.5,21882.102416992188,21932.2294921875,-5.0,-5.0,21681.774047851562,-5.0,68864.56665039062,69320.92700195312,-5.0,-5.0,67993.98315429688,-5.0,159817.4892578125,160969.5283203125,-5.0,-5.0,160530.634765625,-5.0,0.08208499662578106,0.08208499569445848,0.8187500014901161
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,linear,high,1.5477668696547973,5.921348314606742,22407.63368372542,22795.06694829705,-5.0,-5.0,22688.527446892556,-5.0,53728.4147164677,54823.98384831461,-4.998876404494382,-4.9820224719101125,54602.612991573034,-4.991011235955056,130298.81039764747,133086.8483892205,-4.721348314606741,-4.38876404494382,131731.14530811095,-4.712359550561798,0.08208499656299527,0.08208499654625238,0.7198876408964731
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,sinusoidal_lateral,high,1.5865555023412072,6.683568075117371,22422.186670151114,22545.68068056778,-5.0,-5.0,22443.448166079812,-5.0,67868.6030424736,68370.1190672682,-5.0,-5.0,68212.53170848005,-5.0,174372.60647924003,175602.03213211562,-4.385378940564366,-3.7455399061032866,174526.3750990317,-4.372769953051643,0.0820849962357624,0.08208499631971261,0.7800000001462133
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_sudden_threat,sinusoidal_lateral,medium,1.5996449992599082,5.0,17376.71484375,17376.845703125,-5.0,-5.0,17376.802734375,-5.0,18089.568359375,18089.66796875,-5.0,-5.0,18089.66796875,-5.0,59401.89453125,59402.63671875,-5.0,-5.0,59402.63671875,-5.0,0.08208499103784561,0.08208499848842621,0.05000000074505806
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,accel_decel,high,1.6628658819570008,8.940983606557378,22110.786400700137,22485.053938268444,-5.0,-5.0,22259.005778261613,-5.0,70125.95097976434,71659.60673668033,-4.999514268135113,-4.991256830601093,71372.70290300547,-4.995628415300547,181807.0560952442,185388.7358393101,-4.262112932257313,-3.504918032786885,183438.96995496072,-4.287431693989071,0.08208499648531929,0.0820849964120349,0.8014754099557634
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,accel_decel,medium,1.6356269091126954,8.0,26984.282492897728,27432.453835227272,-5.0,-5.0,26745.296164772728,-5.0,54065.771306818184,57699.97194602273,-5.0,-5.0,56672.670454545456,-5.0,120396.87144886363,127069.84303977272,-5.0,-5.0,118540.87215909091,-5.0,0.08208499645644968,0.08208499713377519,0.9863636331124739
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,ar1_velocity,high,1.6499904542371873,8.94468085106383,24714.858422332116,24887.4228245512,-5.0,-5.0,24552.036020611704,-5.0,78274.93092378657,79320.483874252,-5.0,-5.0,78750.0042698637,-5.0,198596.2819720329,201095.9763993933,-4.142765956990262,-3.25531914893617,197322.16973902925,-4.1617021276595745,0.08208499621362128,0.08208499638007043,0.8210638299386235
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,eval_flow_high_density,ar1_velocity,medium,1.6225476818528313,8.181818181818182,29216.510165127842,29546.517311789772,-5.0,-5.0,28485.767578125,-5.0,89116.02254971591,90684.67542613637,-5.0,-5.0,88551.12411221591,-5.0,207775.95525568182,211939.89240056818,-5.0,-5.0,197113.26349431818,-5.0,0.08208499645644968,0.08208499679511244,0.8340909118679437
