method,checkpoint,checkpoint_step,threat_class,episodes,success_rate,collision_rate,near_miss_rate,mean_min_distance,episode_min_distance,mean_time,episode_length,progress,episode_reward,raw_unsafe_action_rate,nan_or_crash
attention_full,attention_full_1500k,1500000,high,286,0.6083916083916084,0.3916083916083916,0.965034965034965,4.861095004094796,0.8104870593943796,22.144055944055946,110.72027972027972,0.959865501423297,33.95132442228495,0.29167407010562285,0
attention_full,attention_full_1500k,1500000,medium,14,0.6428571428571429,0.35714285714285715,1.0,4.9078520021334935,0.8639081732503006,20.87142857142857,104.35714285714286,0.9031878451497378,32.54871973533109,0.3445971597850851,0
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,high,292,0.23972602739726026,0.7602739726027398,0.9828767123287672,5.9461468194479545,0.5997277331627804,20.077397260273973,100.38698630136986,0.8989848691665734,24.5273213172969,0.30067232003561206,0
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,medium,8,0.5,0.5,0.875,5.883360417689525,0.7583016008138657,21.2,106.0,0.9540587556463845,31.76187447734182,0.2655770707376212,0
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,high,292,0.2636986301369863,0.7363013698630136,0.976027397260274,4.909905857824678,0.6178864188594361,20.37945205479452,101.8972602739726,0.9089044429661229,25.284243628464786,0.35610200098659384,0
gpsi_heada_ppo_no_shield,gpsi_ppo_1500k,1500000,medium,8,0.375,0.625,0.875,4.822918970532083,0.8617389053106308,21.225,106.125,0.9490760445225391,29.035345998190678,0.3628098842515812,0
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,high,296,0.28716216216216217,0.7128378378378378,0.9695945945945946,5.546092890175849,0.6351991131071102,19.849324324324325,99.24662162162163,0.92513500229114,26.417125778611343,0.280325670716923,0
gpsi_heada_ppo_no_shield,gpsi_ppo_500k,500000,medium,4,0.5,0.5,1.0,5.149181433887645,0.6508259773254395,20.25,101.25,0.9514382450606705,31.68940637562443,0.32319208969773,0
