method_key,checkpoint_label,diagnostics_ok,delta_norm_1s_p95_max,delta_norm_1s_max,inactive_forwarded_count_max,logvar_xy_1s_span_max,z_after_constraint_l2_p95_max,feature_nonfinite_count
z2_corrected_parent,corrected_750k,1,1.6437696516513824,1.899821162223816,0.0,5.332973897457123,3.999998807907105,0
