fixed_parent_candidate,fixed_parent_path,old_parent_selection_wrong,cpu_affinity_finding,resume_reset_num_timesteps_false,optimizer_state_restored,diagnostics_ok,corrected_parent_success,corrected_parent_collision,corrected_750k_success,corrected_750k_collision,old_750k_success,old_750k_collision,noz_success,noz_collision,attention_success,attention_collision,corrected_minus_old_success,corrected_minus_old_collision,corrected_minus_noz_success,corrected_minus_noz_collision,corrected_beats_old_750_gate,corrected_still_degraded_vs_parent,need_corrected_z2_full_rerun,final_decision,can_enter_n4,selected_n4_candidate_if_yes,decision
checkpoint_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z_layernorm_alpha0p5_s0/checkpoint_500k.zip,1,"{""OMP_NUM_THREADS"": ""1"", ""affinity_count"": 16, ""cpu_max"": ""max 100000"", ""cpuset_cpus_effective"": ""0-15"", ""finding"": ""nproc_reports_omp_thread_limit_not_affinity_limit"", ""nproc"": 1, ""nproc_all"": 16}",1,1,1,0.48,0.52,0.48,0.52,0.4666666666666666,0.5333333333333333,0.5633333333333334,0.4366666666666667,0.61,0.38999999999999996,0.013333333333333364,-0.013333333333333308,-0.08333333333333337,0.08333333333333331,1,0,yes,rerun_corrected_z2_full,no,,Corrected parent materially changes short-continuation behavior; rerun corrected Z2 full before final N4 selection.
