method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,z_norm_raw_count,z_norm_raw_mean,z_norm_raw_median,z_norm_raw_p95,z_norm_raw_max,z_norm_raw_min,z_norm_raw_std,z_norm_raw_nan_count,z_norm_raw_inf_count,z_norm_after_count,z_norm_after_mean,z_norm_after_median,z_norm_after_p95,z_norm_after_max,z_norm_after_min,z_norm_after_std,z_norm_after_nan_count,z_norm_after_inf_count,z_zero_norm_count_count,z_zero_norm_count_mean,z_zero_norm_count_median,z_zero_norm_count_p95,z_zero_norm_count_max,z_zero_norm_count_min,z_zero_norm_count_std,z_zero_norm_count_nan_count,z_zero_norm_count_inf_count,history_valid_ratio_count,history_valid_ratio_mean,history_valid_ratio_median,history_valid_ratio_p95,history_valid_ratio_max,history_valid_ratio_min,history_valid_ratio_std,history_valid_ratio_nan_count,history_valid_ratio_inf_count,inactive_forwarded_count_count,inactive_forwarded_count_mean,inactive_forwarded_count_median,inactive_forwarded_count_p95,inactive_forwarded_count_max,inactive_forwarded_count_min,inactive_forwarded_count_std,inactive_forwarded_count_nan_count,inactive_forwarded_count_inf_count,delta_norm_1s_count,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,delta_norm_1s_min,delta_norm_1s_std,delta_norm_1s_nan_count,delta_norm_1s_inf_count,logvar_xy_1s_count,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_p95,logvar_xy_1s_max,logvar_xy_1s_min,logvar_xy_1s_std,logvar_xy_1s_nan_count,logvar_xy_1s_inf_count,logvar_xy_1s_span,delta_norm_2s_count,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,delta_norm_2s_min,delta_norm_2s_std,delta_norm_2s_nan_count,delta_norm_2s_inf_count,logvar_xy_2s_count,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_p95,logvar_xy_2s_max,logvar_xy_2s_min,logvar_xy_2s_std,logvar_xy_2s_nan_count,logvar_xy_2s_inf_count,logvar_xy_2s_span,delta_norm_4s_count,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,delta_norm_4s_min,delta_norm_4s_std,delta_norm_4s_nan_count,delta_norm_4s_inf_count,logvar_xy_4s_count,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_p95,logvar_xy_4s_max,logvar_xy_4s_min,logvar_xy_4s_std,logvar_xy_4s_nan_count,logvar_xy_4s_inf_count,logvar_xy_4s_span,projected_std_radial_count,projected_std_radial_mean,projected_std_radial_median,projected_std_radial_p95,projected_std_radial_max,projected_std_radial_min,projected_std_radial_std,projected_std_radial_nan_count,projected_std_radial_inf_count,projected_std_relvel_count,projected_std_relvel_mean,projected_std_relvel_median,projected_std_relvel_p95,projected_std_relvel_max,projected_std_relvel_min,projected_std_relvel_std,projected_std_relvel_nan_count,projected_std_relvel_inf_count
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,sinusoidal_lateral,high,8028,27.45337323519978,27.77487277984619,37.29301719665527,43.83051300048828,9.422865867614746,6.305489379366469,0,0,8028,3.9999957038326293,3.9999964237213135,3.9999983310699463,3.9999988079071045,3.999969005584717,2.697520322799311e-06,0,0,1309,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8028,0.5827603393383268,0.6000000238418579,1.0,1.0,0.05000000074505806,0.34109590362935155,0,0,1309,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8028,0.9290423060356215,0.9542072117328644,1.4111443161964417,1.9536092281341553,0.01503966934978962,0.3161768067912002,0,0,16056,-4.73518507513503,-5.0,-3.131916642189026,0.1466643214225769,-5.0,0.6855087945798903,0,0,5.146664321422577,8028,2.837718966336272,2.874338984489441,4.281668829917907,6.050212383270264,0.01913446933031082,0.958655688467725,0,0,16056,-4.150655254937419,-4.937890291213989,-1.6452437937259674,0.5478527545928955,-5.0,1.1814112125019793,0,0,5.5478527545928955,8028,5.802043423905326,5.840614318847656,8.89224853515625,13.312166213989258,0.05103001371026039,1.9368604545374268,0,0,16056,-2.9747159509857752,-2.874533176422119,-0.6153778433799744,2.39216947555542,-5.0,1.4729483630385025,0,0,7.39216947555542,1309,0.09823116894620716,0.08208499848842621,0.17893446683883665,0.4146619737148285,0.08208498358726501,0.04508444699156394,0,0,1309,0.10039342411084426,0.08208499848842621,0.19755563139915464,0.5410199761390686,0.08208498358726501,0.0535226973588861,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,ar1_velocity,high,7870,26.1312443341809,25.865395545959473,36.51822299957275,43.87159729003906,10.200997352600098,6.574954079466737,0,0,7870,3.9999951707059576,3.9999959468841553,3.999998092651367,3.9999990463256836,3.9999732971191406,2.9879723178745533e-06,0,0,1225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7870,0.5761372306300127,0.6000000238418579,1.0,1.0,0.05000000074505806,0.3381058615435081,0,0,1225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7870,0.8935815340771873,0.9123152494430542,1.3774516344070433,1.8384331464767456,0.0216707531362772,0.3064510163630621,0,0,15740,-4.637836132011597,-5.0,-2.8675804972648624,-0.024222560226917267,-5.0,0.7543783021882833,0,0,4.975777439773083,7870,2.7598005312375413,2.81210720539093,4.110313153266906,5.869767665863037,0.03642275556921959,0.9088669125742568,0,0,15740,-3.9536710150293732,-4.534234523773193,-1.5133623838424688,0.5683125853538513,-5.0,1.2528360132198375,0,0,5.568312585353851,7870,5.905354473658446,5.979102611541748,8.785373544692987,16.124828338623047,0.044832389801740646,1.8309453190084166,0,0,15740,-2.7261007168642664,-2.542490005493164,-0.28548861145973226,2.372283935546875,-5.0,1.5470899501553386,0,0,7.372283935546875,1225,0.1052285564553981,0.08208499848842621,0.20991526544094083,0.3919379413127899,0.08208498358726501,0.048489852641671626,0,0,1225,0.10834955915504572,0.08208499848842621,0.24894206523895263,0.6709722876548767,0.08208498358726501,0.06200875856217356,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,crossing_or_sudden_threat,high,1015,26.21130397402007,25.61377716064453,37.04499740600586,42.63835906982422,9.650874137878418,6.600776385156634,0,0,1015,3.999995176193162,3.9999959468841553,3.999998092651367,3.9999985694885254,3.999971628189087,3.2600856354284886e-06,0,0,163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1015,0.5335960599772742,0.5,1.0,1.0,0.05000000074505806,0.3300087675184319,0,0,163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1015,0.8880648760721455,0.9207760095596313,1.3542880535125732,1.922658920288086,0.02993086539208889,0.3273985280657169,0,0,2030,-4.598976560795836,-5.0,-2.5225193738937386,-0.7204794883728027,-5.0,0.8268649916999599,0,0,4.279520511627197,1015,2.79217244790399,2.9272096157073975,4.021573114395141,5.017421245574951,0.14646154642105103,0.9131968858992928,0,0,2030,-4.006667717581092,-4.5971362590789795,-1.5340531468391418,0.2190459966659546,-5.0,1.2324099930606827,0,0,5.219045996665955,1015,6.064886429803125,6.175057888031006,8.964590263366699,13.357255935668945,0.0386655330657959,2.059313462397257,0,0,2030,-2.78416618920514,-2.62786328792572,-0.7778746277093888,1.6760398149490356,-5.0,1.4339072997899958,0,0,6.676039814949036,163,0.10929231775318918,0.08208499848842621,0.21502420157194138,0.4296182692050934,0.08208498358726501,0.05529808842855399,0,0,163,0.10684782019787771,0.08208499848842621,0.21204408109188086,0.5630936622619629,0.08208499103784561,0.05832313412125733,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,linear,high,6246,25.774451657208807,25.813051223754883,35.97154140472412,41.83107376098633,9.832428932189941,6.366414746407364,0,0,6246,3.999995094516741,3.9999959468841553,3.999998092651367,3.9999988079071045,3.9999711513519287,3.001739468271136e-06,0,0,1031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6246,0.5840537950373873,0.6000000238418579,1.0,1.0,0.05000000074505806,0.33408458859097095,0,0,1031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6246,0.8932980529891206,0.9136004447937012,1.4107882976531982,1.9467613697052002,0.03865577280521393,0.3172432274086978,0,0,12492,-4.628810665541272,-5.0,-2.8180998563766484,0.12442594021558762,-5.0,0.7871790593768406,0,0,5.124425940215588,6246,2.772530191368923,2.869322419166565,4.0415565967559814,6.158481121063232,0.023034725338220596,0.893074517821481,0,0,12492,-3.999076002690759,-4.737994194030762,-1.4310193479061166,0.8105493187904358,-5.0,1.2790219676217596,0,0,5.810549318790436,6246,5.766303120462479,5.9046971797943115,8.44014310836792,13.938089370727539,0.03633856400847435,1.7548263995141773,0,0,12492,-2.9104382290579873,-2.780542254447937,-0.6530198335647595,2.5016496181488037,-5.0,1.4680096945911851,0,0,7.501649618148804,1031,0.10392819548063667,0.08208499848842621,0.19274211674928665,0.4353169798851013,0.08208498358726501,0.04292766222299796,0,0,1031,0.10716011414934892,0.08208499848842621,0.21740174293518066,0.4150621294975281,0.08208498358726501,0.049255318173366036,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,ar1_velocity,medium,53,21.57492754594335,17.144569396972656,36.46784973144531,38.13682556152344,10.936906814575195,8.64006699487615,0,0,53,3.999991290974167,3.999990940093994,3.999998092651367,3.9999983310699463,3.999979257583618,5.698493661501888e-06,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,53,0.35000000064665415,0.10000000149011612,1.0,1.0,0.05000000074505806,0.3987007200986402,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,53,0.6392772079638716,0.6735276579856873,1.1490448236465454,1.3140579462051392,0.15713003277778625,0.2841827979744089,0,0,106,-3.9568256378736137,-5.0,-1.0190775096416473,-0.3493248522281647,-5.0,1.4730523199273586,0,0,4.650675147771835,53,2.220061995510785,2.175229549407959,3.6412075042724603,3.9622397422790527,0.23761361837387085,0.7965960038945687,0,0,106,-3.225880193857933,-3.921022891998291,-0.315681554377079,0.759061872959137,-5.0,1.7714877229071073,0,0,5.759061872959137,53,4.881102170584337,4.732508182525635,7.822284126281738,9.573974609375,1.6415150165557861,1.6924594231739594,0,0,106,-2.0793634623921706,-1.997048258781433,0.8351958245038986,1.7369741201400757,-5.0,1.589516221144309,0,0,6.736974120140076,9,0.15925457659694883,0.15720973908901215,0.30050765275955194,0.3712262511253357,0.08208499103784561,0.08472785840813223,0,0,9,0.16300505565272438,0.14204570651054382,0.33974880576133726,0.39492329955101013,0.08208499848842621,0.09772748502454902,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,sinusoidal_lateral,medium,165,28.529922127001214,29.95836067199707,37.5136833190918,39.2757682800293,15.632823944091797,5.967891188016438,0,0,165,3.9999961217244464,3.9999969005584717,3.999998092651367,3.9999985694885254,3.999988555908203,2.034448763757943e-06,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,165,0.5075757579595753,0.44999998807907104,1.0,1.0,0.05000000074505806,0.3743117330539192,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,165,0.9111137905807206,0.9283945560455322,1.4298415422439574,1.7605639696121216,0.14794543385505676,0.2996711783754943,0,0,330,-4.749619089112137,-5.0,-3.2600844025611866,-1.4914493560791016,-5.0,0.6461332011927128,0,0,3.5085506439208984,165,2.826667791785616,2.8752450942993164,4.643011760711667,5.76774787902832,0.8091927766799927,1.0651532281385367,0,0,330,-4.178704078630967,-5.0,-1.612675529718398,-0.4629327058792114,-5.0,1.1938212914690072,0,0,4.537067294120789,165,5.686657059553898,5.670571804046631,8.843146896362304,12.34881591796875,1.7352498769760132,2.0696881586655467,0,0,330,-2.651401018469848,-2.514896035194397,-0.18499065190553554,1.7389483451843262,-5.0,1.5257469359618412,0,0,6.738948345184326,32,0.09167403844185174,0.08208499848842621,0.143854958564043,0.2346191555261612,0.08208499103784561,0.03129323468511259,0,0,32,0.09446928091347218,0.08208499848842621,0.19065877646207807,0.22250865399837494,0.08208499103784561,0.03555168453654021,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,crossing_or_sudden_threat,medium,214,29.59602348826756,28.245624542236328,39.61072616577148,41.45454406738281,17.92531394958496,6.416503977497266,0,0,214,3.9999966833078973,3.9999969005584717,3.9999983310699463,3.9999988079071045,3.9999916553497314,1.5440380985431346e-06,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,214,0.6060747662298033,0.6499999761581421,1.0,1.0,0.05000000074505806,0.3397160892384157,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,214,0.863729213930179,0.875093400478363,1.2319942355155944,1.3168861865997314,0.08899355679750443,0.28360320734716254,0,0,428,-4.876979271385157,-5.0,-4.041618537902832,-2.6828501224517822,-5.0,0.36335329958143636,0,0,2.3171498775482178,214,2.920712724014699,2.9988638162612915,3.99595992565155,4.327938079833984,0.06288344413042068,0.7833686801520661,0,0,428,-4.2676355738506135,-5.0,-2.022477400302887,-0.7962774038314819,-5.0,1.0947632438285935,0,0,4.203722596168518,214,6.590024542585712,6.627472162246704,8.883182430267334,10.709738731384277,1.5669106245040894,1.6364926591847364,0,0,428,-3.2762972225095623,-2.895078420639038,-1.1540269672870649,1.4821064472198486,-5.0,1.5676715540511656,0,0,6.482106447219849,41,0.08534587483580519,0.08208499848842621,0.09540090709924698,0.13837267458438873,0.08208499103784561,0.009689327946440385,0,0,41,0.0832235756807211,0.08208499848842621,0.0864739641547203,0.1056765466928482,0.08208499103784561,0.0039130877131517035,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,accel_decel,medium,69,24.07320035022238,22.800813674926758,34.623593139648435,38.47862243652344,13.894610404968262,5.702493703196145,0,0,69,3.9999943539716196,3.9999945163726807,3.999997854232788,3.9999983310699463,3.9999876022338867,2.4802085723887337e-06,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69,0.3898550741158534,0.15000000596046448,1.0,1.0,0.05000000074505806,0.41863993937119387,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69,0.8384637420160183,0.8301138877868652,1.4073100566864012,1.4267634153366089,0.12779031693935394,0.3272615871259233,0,0,138,-4.5355358141056,-5.0,-2.514111149311065,-2.170116662979126,-5.0,0.8496892652742127,0,0,2.829883337020874,69,2.6073881703010504,2.7577030658721924,3.7133296012878416,4.083782196044922,0.4911485016345978,0.7875019360526541,0,0,138,-3.8668474114459492,-4.223678350448608,-1.681491357088089,-1.0023366212844849,-5.0,1.1836728063194704,0,0,3.997663378715515,69,5.189741582974143,5.376619815826416,7.4606792449951165,8.007091522216797,0.5395206212997437,1.6215612025875845,0,0,138,-2.5870575926442076,-2.642627000808716,-0.4617380857467649,0.28061890602111816,-5.0,1.1492011558672002,0,0,5.280618906021118,12,0.09921103529632092,0.08257872983813286,0.14683848991990084,0.18145379424095154,0.08208499103784561,0.02863283344190422,0,0,12,0.09257619703809421,0.08677059039473534,0.11475388295948505,0.11773554235696793,0.08208499103784561,0.012555073818481054,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,linear,medium,159,21.13941095460136,19.723316192626953,35.99070854187011,38.281402587890625,11.7909574508667,6.487365735785344,0,0,159,3.99999267949998,3.999993324279785,3.999998092651367,3.9999985694885254,3.9999797344207764,3.7960536953516155e-06,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,159,0.5003144663272414,0.5,1.0,1.0,0.05000000074505806,0.3371400630498069,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,159,0.7627749962954776,0.7973565459251404,1.233899223804474,1.5115175247192383,0.03340226039290428,0.3501530414372933,0,0,318,-4.263942774924092,-4.853654384613037,-2.3793064832687376,-0.6300048232078552,-5.0,0.941758599264921,0,0,4.369995176792145,159,2.5188122760949643,2.684694528579712,4.154892349243164,4.975067138671875,0.3208348751068115,1.063211034976927,0,0,318,-3.3843569299733303,-3.3806447982788086,-0.9951316982507715,-0.04204510524868965,-5.0,1.308001938154761,0,0,4.95795489475131,159,5.575907180144352,5.903382301330566,8.050333213806152,9.303651809692383,0.6449148654937744,1.8606537841780189,0,0,318,-2.3926373480368146,-2.2049487829208374,-0.3206478983163849,1.4547349214553833,-5.0,1.5482149653606117,0,0,6.454734921455383,31,0.1487705943084532,0.15099966526031494,0.21125351637601852,0.25167638063430786,0.08208499103784561,0.04450556461795613,0,0,31,0.15105640022985398,0.1307593733072281,0.26315341889858246,0.2969741225242615,0.08208499103784561,0.05794167036646417,0,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_threat,accel_decel,high,7190,26.234384324653423,25.639650344848633,37.17297668457031,45.39142990112305,9.542679786682129,6.372869522530221,0,0,7190,3.999995377597623,3.9999959468841553,3.999998092651367,3.9999990463256836,3.999972105026245,2.7805039880550478e-06,0,0,1092,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7190,0.67488873481222,0.75,1.0,1.0,0.05000000074505806,0.33387734680544984,0,0,1092,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7190,0.9182541243327841,0.9543077647686005,1.3518782734870909,1.942263126373291,0.018208589404821396,0.30064861112282865,0,0,14380,-4.6974889587046205,-5.0,-3.033750903606416,-0.15607506036758423,-5.0,0.6805045725877192,0,0,4.843924939632416,7190,2.798008123543295,2.8921422958374023,4.014294004440306,5.968903064727783,0.0385301448404789,0.8213693379310598,0,0,14380,-4.068568191223717,-4.766062259674072,-1.6403069853782668,0.3658027648925781,-5.0,1.1889531189598377,0,0,5.365802764892578,7190,5.8184998255031335,5.900830507278442,8.478123188018797,13.186638832092285,0.0977901965379715,1.7293812250932514,0,0,14380,-3.0029210352703477,-2.752624988555908,-0.7716421842575077,1.310903549194336,-5.0,1.4868181364684716,0,0,6.310903549194336,1092,0.09920692546873083,0.08208499848842621,0.19582402706146243,0.47216612100601196,0.08208498358726501,0.04350073586086696,0,0,1092,0.10346979138205994,0.08208499848842621,0.23313386961817742,0.5959864258766174,0.08208498358726501,0.05497214807040953,0,0
