method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_mixed_ood,50,0.56,0.44,0.54,0.9419029751130245,5.399784050169786,0.7710807394981384,114.1,32.484858849631635,0.25332934866784307,0.2887016911301843,1.5603794291123636,0.10144217135962456,0.0,3.528455556301442,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9686352700982852,5.7167887862125735,0.7601214444637299,116.06,35.37917656624988,0.2099273080335239,0.2363377391011406,1.556210931748999,0.09470527446410562,0.0,3.8599231698428214,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_high_density,50,0.36,0.64,0.34,0.9224864655486799,5.324753518753636,0.6865138483047485,107.74,27.815717663609554,0.26458668798989005,0.2866616172524616,1.519277237636628,0.09040249906313415,0.0,3.3238555837675716,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_high_speed,50,0.44,0.56,0.38,0.9262803521935784,5.262182488205398,0.7311698353290558,110.94,29.44156779711472,0.20786292482326146,0.2506392767089451,1.5303853869813515,0.08891282443157239,0.0,3.497553364911166,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_high_threat,50,0.44,0.56,0.36,0.9455493828700691,5.617686682255904,0.7551273608207703,110.6,30.165251946856124,0.22198834405152215,0.2489329782020857,1.514503068516368,0.08902471047015392,0.0,3.708268276590695,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_id,50,0.56,0.44,0.54,0.9567610257362376,5.881655923286424,0.7738749003410339,111.28,33.02161535932649,0.2272306150733319,0.25654742489293325,1.5128246578125266,0.09156028690377943,0.0,3.7649833374760395,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_mixed_ood,50,0.56,0.44,0.44,0.9320576271532004,5.510904523127193,0.8272012948989869,108.42,32.1507539902778,0.2351558720374276,0.2672951406545531,1.5255895082339732,0.09115044589956295,0.0,3.6148408723471817,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_750k,750000,corrected_750k,eval_flow_sudden_threat,50,0.52,0.48,0.44,0.9507670805098567,5.725621088360072,0.8161457008123398,109.86,31.987542526588523,0.20258517576882337,0.2274670203833059,1.5161486462910656,0.08978734768201152,0.0,3.8118840090503165,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_high_density,50,0.46,0.54,0.46,0.921711760084014,5.287204066165421,0.6911871173977852,104.44,29.76838841871903,0.2564913132000092,0.28639086778538037,1.485496849542376,0.08137393324030846,0.0,3.364749474952145,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_high_speed,50,0.38,0.62,0.36,0.93428962918509,5.097158924235029,0.6414959841966629,107.34,28.63803301840915,0.21790845134761078,0.25995938524204404,1.4821719091416232,0.08753916424528904,0.0,3.4022125760151813,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_high_threat,50,0.38,0.62,0.36,0.9381746815911405,5.653361410930144,0.6806274899840354,106.14,28.710436239210548,0.22756375622068206,0.2625369827201017,1.4800232573121448,0.08056627001955072,0.0,3.7061875569478793,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_id,50,0.62,0.38,0.6,0.9562059823562278,5.838458445354986,0.7609814691543579,107.78,34.18854742329807,0.21843505207498023,0.24567134166971538,1.4756101580999286,0.08166388628968152,0.0,3.7803449594264653,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_mixed_ood,50,0.52,0.48,0.5,0.9271132909153006,5.490407972689192,0.7819016197323799,106.12,31.20632085657408,0.24325843067975128,0.27322644759560133,1.4818878294681568,0.08536009143859115,0.0,3.5532032472951314,0
z2_corrected_parent,gpsi_z_layernorm_alpha_0p5_corrected_parent,z2_corrected_parent_500k,500000,corrected_parent_500k,eval_flow_sudden_threat,50,0.52,0.48,0.48,0.9624773182732366,5.69207025158004,0.7826317848265171,108.82,32.4373428430936,0.20716047299983345,0.242393067012649,1.4750559327977009,0.08250200337749289,0.0,3.76204414314252,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_density,50,0.44,0.56,0.4,0.9215863617388487,4.695232150800894,0.6868525582551956,101.72,29.31894479694175,0.2950763853367969,0.322692474749993,1.5406477980923834,0.09057625248782139,0.0,2.7581511294375,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_speed,50,0.42,0.58,0.38,0.9350326432885109,4.507265399156341,0.7154100638628006,103.64,29.4382443590073,0.23155956957810125,0.27352369795628434,1.5364999212141977,0.0891790263944244,0.0,2.882227489356452,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_high_threat,50,0.4,0.6,0.38,0.9536670844154896,4.940858844664041,0.653871721625328,105.82,29.65862897944296,0.2601260906283953,0.2930328455305932,1.5383472398299824,0.09331311645713454,0.0,3.105597872698035,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_id,50,0.56,0.44,0.54,0.9605872462273929,5.18084886132564,0.7561198842525482,106.64,33.102236126590626,0.25742063447191915,0.2871881611154576,1.5367533729623402,0.09618635401741533,0.0,3.109730003078167,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_mixed_ood,50,0.42,0.58,0.4,0.91799036879813,4.872420835008117,0.7098699134588241,100.9,28.786858905150055,0.25647741463063833,0.29197580298301673,1.544762626106417,0.09065591091350265,0.0,3.0057511286172507,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_750k,750000,old_750k,eval_flow_sudden_threat,50,0.56,0.44,0.56,0.9508739412848227,5.070217993115359,0.752733062505722,105.08,32.74915130844194,0.2585473878889436,0.2847070188531544,1.5388394114672923,0.09297285564342085,0.0,3.131847096880545,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_high_density,50,0.38,0.62,0.36,0.9247001165543012,5.055356271896134,0.6435409396886825,103.44,28.293388264420706,0.27022863437971945,0.29997156230241945,1.4888751135382312,0.0834621111731072,0.0,3.1867714087689376,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_high_speed,50,0.4,0.6,0.3,0.9201703053619297,4.89309534101138,0.7320544131100177,103.98,28.46575131002175,0.22163111114638728,0.26444595199465365,1.48578987757962,0.08631758351438122,0.0,3.1903960399569495,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_high_threat,50,0.42,0.58,0.4,0.9445310014255213,5.446979305760356,0.7079773634672165,105.38,29.706109503025413,0.22783934718720344,0.25718550718611977,1.4833250721754596,0.08067365410175169,0.0,3.6074853166323275,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_id,50,0.54,0.46,0.5,0.9493526770242705,5.653910502706891,0.7954566019773484,105.68,32.323933824100465,0.23384188027915112,0.26426151264442926,1.4822680968289967,0.08519292446525303,0.0,3.6004470005633835,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_mixed_ood,50,0.5,0.5,0.48,0.9272696483975997,5.296803521245414,0.7425493338704109,104.18,30.782981536754495,0.2389841006860037,0.26972009956817383,1.487359255431972,0.08429551611267516,0.0,3.400733048050873,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_parent_500k,500000,old_parent_500k,eval_flow_sudden_threat,50,0.58,0.42,0.52,0.9593090190829302,5.459396574317658,0.7894725912809372,107.64,33.51318861438491,0.22461207082949236,0.25108465739080205,1.4771888307077776,0.08707582165302874,0.0,3.5501783581536386,0
