method_key,method,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,raw_unsafe_action_rate,no_response_rate,action_norm,score,diagnostics_ok,delta_norm_1s_p95_max,delta_norm_1s_max,inactive_forwarded_count_max,logvar_xy_1s_span_max,feature_nonfinite_count,winner_key,winner_method,need_full_1_5m_rerun,can_enter_n4,recommendation
no_z,gpsi_no_z_repaired,0.42333333333333334,0.5766666666666667,0.4033333333333333,0.9402500112546353,5.399615681930453,0.26501602308663363,0.0,1.4918095891663212,-0.22236585598605718,1,1.857457399368286,2.9764020442962646,0.0,5.617408752441406,0,no_z,gpsi_no_z_repaired,yes,no,Winner for the next N3-full candidate is gpsi_no_z_repaired; run repaired no-shield PPO to 1.5M before N4.
raw_z,gpsi_full_raw_z_repaired,0.37333333333333335,0.6266666666666666,0.3433333333333333,0.9263281350959923,5.814397614262561,0.26337094490594376,0.0,1.5488118546484795,-0.29963941683390316,1,1.9108349442482,2.723605155944824,0.0,5.673497915267944,0,no_z,gpsi_no_z_repaired,yes,no,Winner for the next N3-full candidate is gpsi_no_z_repaired; run repaired no-shield PPO to 1.5M before N4.
z_norm,gpsi_full_z_norm_repaired,0.3666666666666667,0.6333333333333333,0.33666666666666667,0.9424190473846754,5.352889740718005,0.23605680076184424,0.0,1.4332117417712193,-0.3096849768632654,1,1.9513286113739008,2.822004556655884,0.0,5.659439563751221,0,no_z,gpsi_no_z_repaired,yes,no,Winner for the next N3-full candidate is gpsi_no_z_repaired; run repaired no-shield PPO to 1.5M before N4.
