method_key,method,checkpoint,checkpoint_step,checkpoint_label,threat_motion_mode,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,accel_decel,58,0.5,0.5,0.4482758620689655,0.9524958547583599,4.945561537888674,0.7411091569168814,107.24137931034483,31.453454534304083,0.27975145221067305,0.3153971497971203,1.4633319036423698,0.1309105766558344,0.0,3.0755192454618037,0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,ar1_velocity,85,0.6705882352941176,0.32941176470588235,0.6470588235294118,0.96311345498153,4.837963863141381,0.8386951538569787,112.4235294117647,35.29721294500439,0.29512683322659505,0.32809677214333943,1.454572769046208,0.1463378791863551,0.0,3.0287856230309185,0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,crossing_or_sudden_threat,49,0.6938775510204082,0.30612244897959184,0.673469387755102,0.9679373989421733,4.787469980812182,0.8624986689917895,111.44897959183673,35.958472804656964,0.2948400913695428,0.326871570915852,1.458478576389744,0.13869816397503362,0.0,2.917433537945505,0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,linear,36,0.5277777777777778,0.4722222222222222,0.4444444444444444,0.9379612894991632,4.941808043917297,0.7910709285901653,108.19444444444444,31.654515247819162,0.31006394660861797,0.340087754511754,1.480019490539287,0.1343197740273415,0.0,2.971976881497627,0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,sinusoidal_lateral,72,0.6111111111111112,0.3888888888888889,0.5972222222222222,0.9564058474945545,4.839201152716674,0.8177723058809837,111.04166666666667,33.88430113060332,0.2848422081555111,0.32035872987252617,1.462467793508316,0.13858637795034215,0.0,2.9756968245433826,0
no_z,gpsi_no_z_repaired,no_z_250k,250000,250k,accel_decel,60,0.35,0.65,0.2833333333333333,0.9290655776542123,5.035768678903357,0.6931389213850101,94.46666666666667,27.72066820596337,0.26867921976434367,0.307789602904517,1.4625760681537157,0.08178064990936175,0.0,3.027694061220561,0
no_z,gpsi_no_z_repaired,no_z_250k,250000,250k,ar1_velocity,75,0.26666666666666666,0.7333333333333333,0.24,0.9220903262832244,4.950982512782878,0.6527766704559326,94.52,25.955922515795013,0.26020726327942384,0.296027402896429,1.4610440302129717,0.08448981655357603,0.0,2.9919981759133325,0
no_z,gpsi_no_z_repaired,no_z_250k,250000,250k,crossing_or_sudden_threat,44,0.5,0.5,0.38636363636363635,0.9285033011988617,5.041927198726696,0.8297372104769404,94.79545454545455,30.813342079086308,0.23890310444478882,0.2869358633800676,1.4671164055199781,0.0840288947641429,0.0,3.007757387622639,0
no_z,gpsi_no_z_repaired,no_z_250k,250000,250k,linear,40,0.325,0.675,0.275,0.9288645956604965,5.096668193356557,0.7096634231507778,94.85,27.36843624781692,0.2621327355637789,0.29368416847119194,1.4671686457673885,0.08485175929078731,0.0,3.0643758516616812,0
no_z,gpsi_no_z_repaired,no_z_250k,250000,250k,sinusoidal_lateral,81,0.32098765432098764,0.6790123456790124,0.2962962962962963,0.9178573556790168,5.045268948439829,0.639366166183242,93.62962962962963,26.827368721590126,0.2642164427306297,0.30263470024000266,1.4653487944493884,0.08404155190841762,0.0,3.0332364816613318,0
no_z,gpsi_no_z_repaired,no_z_final,500000,final,accel_decel,55,0.38181818181818183,0.6181818181818182,0.36363636363636365,0.9493334377533788,5.5008563061795135,0.6893579951741479,101.67272727272727,29.00812831302391,0.23097777076994377,0.27058659977302874,1.49154297300245,0.0758509497296192,0.0,3.444387472290713,0
