method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,z_norm_raw_count,z_norm_raw_mean,z_norm_raw_median,z_norm_raw_p95,z_norm_raw_max,z_norm_raw_min,z_norm_raw_std,z_norm_raw_nan_count,z_norm_raw_inf_count,z_norm_after_count,z_norm_after_mean,z_norm_after_median,z_norm_after_p95,z_norm_after_max,z_norm_after_min,z_norm_after_std,z_norm_after_nan_count,z_norm_after_inf_count,history_valid_ratio_count,history_valid_ratio_mean,history_valid_ratio_median,history_valid_ratio_p95,history_valid_ratio_max,history_valid_ratio_min,history_valid_ratio_std,history_valid_ratio_nan_count,history_valid_ratio_inf_count,inactive_forwarded_count_count,inactive_forwarded_count_mean,inactive_forwarded_count_median,inactive_forwarded_count_p95,inactive_forwarded_count_max,inactive_forwarded_count_min,inactive_forwarded_count_std,inactive_forwarded_count_nan_count,inactive_forwarded_count_inf_count,delta_norm_1s_count,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,delta_norm_1s_min,delta_norm_1s_std,delta_norm_1s_nan_count,delta_norm_1s_inf_count,logvar_xy_1s_count,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_p95,logvar_xy_1s_max,logvar_xy_1s_min,logvar_xy_1s_std,logvar_xy_1s_nan_count,logvar_xy_1s_inf_count,logvar_xy_1s_span,delta_norm_2s_count,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,delta_norm_2s_min,delta_norm_2s_std,delta_norm_2s_nan_count,delta_norm_2s_inf_count,logvar_xy_2s_count,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_p95,logvar_xy_2s_max,logvar_xy_2s_min,logvar_xy_2s_std,logvar_xy_2s_nan_count,logvar_xy_2s_inf_count,logvar_xy_2s_span,delta_norm_4s_count,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,delta_norm_4s_min,delta_norm_4s_std,delta_norm_4s_nan_count,delta_norm_4s_inf_count,logvar_xy_4s_count,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_p95,logvar_xy_4s_max,logvar_xy_4s_min,logvar_xy_4s_std,logvar_xy_4s_nan_count,logvar_xy_4s_inf_count,logvar_xy_4s_span,projected_std_radial_count,projected_std_radial_mean,projected_std_radial_median,projected_std_radial_p95,projected_std_radial_max,projected_std_radial_min,projected_std_radial_std,projected_std_radial_nan_count,projected_std_radial_inf_count,projected_std_relvel_count,projected_std_relvel_mean,projected_std_relvel_median,projected_std_relvel_p95,projected_std_relvel_max,projected_std_relvel_min,projected_std_relvel_std,projected_std_relvel_nan_count,projected_std_relvel_inf_count
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,accel_decel,high,6398,24.937481986019304,24.72500228881836,37.5827407836914,46.59104537963867,9.332463264465332,6.387199031780222,0,0,6398,24.937481986019304,24.72500228881836,37.5827407836914,46.59104537963867,9.332463264465332,6.387199031780222,0,0,6398,0.705829947231388,0.8500000238418579,1.0,1.0,0.05000000074505806,0.3346106567782187,0,0,991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6398,0.9740540473333263,0.9453027248382568,1.6164650678634642,2.4415483474731445,0.010717530734837055,0.37630998956104983,0,0,12796,-4.6413650951409675,-5.0,-2.716275215148926,0.040336184203624725,-5.0,0.7949933184762872,0,0,5.040336184203625,6398,2.854081728820849,2.800797939300537,4.488045859336852,7.037492275238037,0.08242989331483841,0.9433025645737393,0,0,12796,-3.7789101923081385,-4.2677013874053955,-1.1785446107387543,0.746729850769043,-5.0,1.3716280404176744,0,0,5.746729850769043,6398,5.732599102307685,5.660515308380127,8.669018793106076,17.710010528564453,0.12696395814418793,1.786528338801458,0,0,12796,-2.522810850261439,-1.988166332244873,-0.30584093928337097,1.3352220058441162,-5.0,1.7152697940679198,0,0,6.335222005844116,991,0.11486457693498622,0.08208499848842621,0.2516794577240944,0.7946584224700928,0.08208498358726501,0.07775917709327845,0,0,991,0.11300000906983008,0.08208499848842621,0.2327878773212433,0.727657675743103,0.08208498358726501,0.07766914473567271,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,high,3165,26.044879972087262,26.314647674560547,38.79810180664062,46.02775955200195,9.036173820495605,7.262563305676969,0,0,3165,26.044879972087262,26.314647674560547,38.79810180664062,46.02775955200195,9.036173820495605,7.262563305676969,0,0,3165,0.6830173779484974,0.800000011920929,1.0,1.0,0.05000000074505806,0.3381903711041494,0,0,522,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3165,0.9907482214266137,0.9638789296150208,1.6316443920135497,2.2731010913848877,0.02143924869596958,0.3851761636870466,0,0,6330,-4.591288707227598,-5.0,-2.567508649826053,0.095862977206707,-5.0,0.8452667211451446,0,0,5.095862977206707,3165,2.953688732764167,2.9148449897766113,4.540735530853271,6.706343650817871,0.13141053915023804,0.9439445177625712,0,0,6330,-3.7818146484746564,-4.354036331176758,-1.1481434464454652,1.14747953414917,-5.0,1.3864624228968327,0,0,6.14747953414917,3165,5.942618643295897,5.911410808563232,8.601338768005371,13.780774116516113,0.8401391506195068,1.662181496487548,0,0,6330,-2.4656510097533757,-1.9417189955711365,-0.2778429567813877,2.4717817306518555,-5.0,1.728951968346176,0,0,7.4717817306518555,522,0.11182709906064688,0.08208499848842621,0.26857554763555525,0.5596820712089539,0.08208499103784561,0.06839807746409556,0,0,522,0.11235380836430638,0.08208499848842621,0.2711069121956825,0.6740731000900269,0.08208498358726501,0.075776624344272,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,sinusoidal_lateral,high,8960,27.14513637295791,27.271839141845703,39.23638362884522,48.74509811401367,9.792876243591309,7.366553633415492,0,0,8960,27.14513637295791,27.271839141845703,39.23638362884522,48.74509811401367,9.792876243591309,7.366553633415492,0,0,8960,0.7029073664748077,0.8500000238418579,1.0,1.0,0.05000000074505806,0.33550364523836923,0,0,1464,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8960,0.9868107956114857,0.918999046087265,1.659989446401596,2.4466707706451416,0.023453865200281143,0.3840169628374951,0,0,17920,-4.672132487051256,-5.0,-2.7642983555793776,0.2765292525291443,-5.0,0.7721942183447543,0,0,5.276529252529144,8960,2.979750329221133,2.91977858543396,4.686924076080322,7.105761528015137,0.1386348307132721,0.9740095858528127,0,0,17920,-3.8947662770929,-4.504053831100464,-1.2340976238250734,0.905972421169281,-5.0,1.3262590021753264,0,0,5.905972421169281,8960,5.866804719239008,5.749846458435059,8.804773187637329,16.214828491210938,0.23281268775463104,1.7412090700465137,0,0,17920,-2.618421923437927,-2.1785796880722046,-0.35672061443328873,2.0547661781311035,-5.0,1.7044634751829215,0,0,7.0547661781311035,1464,0.10632263411528589,0.08208499848842621,0.23533170223236077,0.7347650527954102,0.08208498358726501,0.060105953216865994,0,0,1464,0.1070272111603634,0.08208499848842621,0.23144034966826435,0.6193736791610718,0.08208498358726501,0.06407152914165211,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,linear,high,4444,25.66310412104767,24.785149574279785,39.51112174987791,48.1569938659668,9.765595436096191,8.476548322106275,0,0,4444,25.66310412104767,24.785149574279785,39.51112174987791,48.1569938659668,9.765595436096191,8.476548322106275,0,0,4444,0.6877137718028133,0.800000011920929,1.0,1.0,0.05000000074505806,0.3381693343751107,0,0,753,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4444,0.9223837026740273,0.8525300621986389,1.5548358678817746,2.2119288444519043,0.018294688314199448,0.3667568165593678,0,0,8888,-4.458505615884561,-5.0,-2.2313391447067263,-0.02259036898612976,-5.0,0.9826697642199108,0,0,4.97740963101387,4444,2.8312313654682155,2.8014419078826904,4.331008338928222,6.214297294616699,0.07895952463150024,0.9148196572059856,0,0,8888,-3.6398558439867124,-4.110025644302368,-1.0044552206993105,0.8177533149719238,-5.0,1.4703117639251442,0,0,5.817753314971924,4444,5.761461332187218,5.691220045089722,8.593940305709838,12.652737617492676,0.0675998106598854,1.7006717507208204,0,0,8888,-2.4453989698500878,-1.9605004787445068,-0.17366235852241518,2.22965669631958,-5.0,1.747520563568289,0,0,7.22965669631958,753,0.13055567662039919,0.08208499848842621,0.3063700437545776,0.8032438158988953,0.08208498358726501,0.08922369547653439,0,0,753,0.12405041853586833,0.08208499848842621,0.27912052273750304,0.9279250502586365,0.08208498358726501,0.08142511934741455,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,ar1_velocity,high,6119,27.010460047652508,26.87643051147461,39.695062637329094,47.87491226196289,8.682097434997559,7.82491298601067,0,0,6119,27.010460047652508,26.87643051147461,39.695062637329094,47.87491226196289,8.682097434997559,7.82491298601067,0,0,6119,0.689287465695833,0.800000011920929,1.0,1.0,0.05000000074505806,0.3380631527758708,0,0,912,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6119,0.9133624120195802,0.8325461745262146,1.6193290472030637,2.2958106994628906,0.023734990507364273,0.38338215108850654,0,0,12238,-4.615404171109063,-5.0,-2.5586486101150525,0.04184531420469284,-5.0,0.8425143232417482,0,0,5.041845314204693,6119,2.9083405225862666,2.849339246749878,4.540016126632689,6.557949066162109,0.0962529107928276,0.9364071380302389,0,0,12238,-3.79358324556867,-4.434284210205078,-1.0279229104518892,1.1339257955551147,-5.0,1.4139383578866236,0,0,6.133925795555115,6119,5.8281905369117455,5.742888450622559,8.72800998687744,15.756093978881836,0.05955822765827179,1.6955870697950093,0,0,12238,-2.607640681171756,-2.1317989826202393,-0.231014457345009,2.189445972442627,-5.0,1.768789357920304,0,0,7.189445972442627,912,0.12064236012826625,0.08208499848842621,0.3158998429775236,0.7661097645759583,0.08208498358726501,0.08613944134751071,0,0,912,0.11787522232911565,0.08208499848842621,0.2895652681589126,0.8004204630851746,0.08208498358726501,0.08076776646321272,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,ar1_velocity,medium,407,23.20836402040149,26.554397583007812,30.502997589111327,38.8376579284668,9.89617919921875,6.88467121809287,0,0,407,23.20836402040149,26.554397583007812,30.502997589111327,38.8376579284668,9.89617919921875,6.88467121809287,0,0,407,0.5958230962899013,0.6499999761581421,1.0,1.0,0.05000000074505806,0.3531636551404675,0,0,74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,407,1.07175135958473,1.1622605323791504,1.6770190596580505,1.914755940437317,0.02224576473236084,0.4450906164085775,0,0,814,-4.306538235496831,-5.0,-1.6802776396274626,-0.1251612901687622,-5.0,1.1321472617989572,0,0,4.874838709831238,407,3.0568252593205663,3.120309829711914,4.635599136352539,5.556264877319336,0.12245967984199524,1.0036500937520527,0,0,814,-3.34222530097648,-3.658476233482361,-0.6575033068656935,0.3271942138671875,-5.0,1.50166267811801,0,0,5.3271942138671875,407,6.140757570688496,6.233471393585205,9.146385288238525,9.951523780822754,0.6849668025970459,1.8830824350014532,0,0,814,-1.8539308873359892,-1.2120948433876038,-0.0396683365106587,0.812290608882904,-5.0,1.5978952616699191,0,0,5.812290608882904,74,0.14458480980750676,0.08208499848842621,0.38421012014150613,0.5009146332740784,0.08208499103784561,0.10397103179309643,0,0,74,0.13850013851313978,0.08208499848842621,0.3023527890443796,0.5354042053222656,0.08208499103784561,0.09834407572210255,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,366,29.21693300288883,27.991713523864746,39.67020130157471,45.15953063964844,10.731689453125,7.018249353375655,0,0,366,29.21693300288883,27.991713523864746,39.67020130157471,45.15953063964844,10.731689453125,7.018249353375655,0,0,366,0.6109289621700191,0.6499999761581421,1.0,1.0,0.05000000074505806,0.3281063562782526,0,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,366,0.9868105957131894,0.9835804998874664,1.6986521780490875,1.856834053993225,0.10959947854280472,0.35432762943591634,0,0,732,-4.846359119144945,-5.0,-3.8465206861495975,-0.9578055739402771,-5.0,0.48629927780182636,0,0,4.042194426059723,366,3.1796153921410033,3.3100675344467163,4.880938410758972,5.451496601104736,0.4703785479068756,0.9790415402760981,0,0,732,-4.035856913815919,-4.97848105430603,-1.8322644829750065,-0.18293242156505585,-5.0,1.1904657058152799,0,0,4.817067578434944,366,5.911644747022723,5.906882286071777,8.014872074127197,9.510295867919922,1.5530283451080322,1.493064782594469,0,0,732,-2.830547012320002,-2.3645594120025635,-0.3460618764162066,0.43989723920822144,-5.0,1.7542602873739828,0,0,5.439897239208221,71,0.09452922831118947,0.08208499848842621,0.1349504068493843,0.4422409236431122,0.08208499103784561,0.04453998122683993,0,0,71,0.10172430457363665,0.08208499848842621,0.2000732570886612,0.23961241543293,0.08208499103784561,0.03647596473508523,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,57,21.00273830012271,21.2515926361084,26.735763549804684,27.578277587890625,9.991215705871582,3.873569755536236,0,0,57,21.00273830012271,21.2515926361084,26.735763549804684,27.578277587890625,9.991215705871582,3.873569755536236,0,0,57,0.6000000014247602,1.0,1.0,1.0,0.05000000074505806,0.4268406978684823,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,57,0.945990673674826,1.0420640707015991,1.5364422559738156,1.7286391258239746,0.1145462915301323,0.38897077572414634,0,0,114,-4.378458194042507,-5.0,-1.5567589819431313,-0.3962922692298889,-5.0,1.0904209761632104,0,0,4.603707730770111,57,2.6805823915883114,2.9072556495666504,4.981344604492186,5.676666259765625,0.3642098009586334,1.1834917471660003,0,0,114,-3.2387086479810248,-3.3047194480895996,-0.48937700092792513,0.5096821188926697,-5.0,1.493482958126868,0,0,5.50968211889267,57,5.269097483994668,5.3112969398498535,7.909605598449706,8.351713180541992,0.8459376692771912,1.9462065034113012,0,0,114,-1.7139743565205943,-1.4903455972671509,0.22260745465755447,1.8799445629119873,-5.0,1.5784925809727812,0,0,6.879944562911987,10,0.1358003571629524,0.08208499848842621,0.37749555893242304,0.6189993619918823,0.08208499103784561,0.1610663507376527,0,0,10,0.11439666822552681,0.08208499848842621,0.25977311879396403,0.40494096279144287,0.08208499103784561,0.09684812939206686,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,linear,medium,155,26.16607255628032,27.270832061767578,36.872433471679685,38.803314208984375,10.214910507202148,7.844891003815464,0,0,155,26.16607255628032,27.270832061767578,36.872433471679685,38.803314208984375,10.214910507202148,7.844891003815464,0,0,155,0.6561290323253601,0.8500000238418579,1.0,1.0,0.05000000074505806,0.38190251472399384,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155,0.7989984092693175,0.7717732191085815,1.3414424180984483,1.631730318069458,0.07900609821081161,0.3184574957898525,0,0,310,-4.541619042811855,-5.0,-2.0863493204116814,-0.46872174739837646,-5.0,0.9414368170274874,0,0,4.5312782526016235,155,2.752435077005817,2.854194402694702,4.209629917144774,5.032592296600342,0.827661395072937,0.8991486740007105,0,0,310,-3.782047376565395,-4.794609546661377,-0.8034435778856276,0.08142168819904327,-5.0,1.5313546269085436,0,0,5.081421688199043,155,5.2459701861104655,5.3292059898376465,6.969468355178833,8.175652503967285,2.1814491748809814,1.2664846154512008,0,0,310,-3.0324874539108526,-2.609391212463379,-0.5674518972635268,0.15370787680149078,-5.0,1.7186493007150432,0,0,5.153707876801491,26,0.10495447367429733,0.08208499848842621,0.25512466579675674,0.4029359221458435,0.08208499103784561,0.07376586022383601,0,0,26,0.10696596365708572,0.08208499848842621,0.1712779775261879,0.2133762687444687,0.08208499103784561,0.035075044979326266,0,0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_id,accel_decel,medium,91,35.42613404661744,37.080650329589844,41.98095893859863,43.58646774291992,12.6168851852417,6.3652524827224495,0,0,91,35.42613404661744,37.080650329589844,41.98095893859863,43.58646774291992,12.6168851852417,6.3652524827224495,0,0,91,0.5730769241658541,0.6000000238418579,1.0,1.0,0.05000000074505806,0.36088320194971607,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91,0.6863056388530102,0.6626566648483276,1.2349399328231812,1.8180639743804932,0.13802768290042877,0.3304609011688178,0,0,182,-4.8766398547769905,-5.0,-4.591583967208868,-1.0239728689193726,-5.0,0.6218043402066364,0,0,3.9760271310806274,91,2.5275467948599175,2.5947883129119873,3.9685568809509277,4.680911064147949,1.1957454681396484,0.8082388227404367,0,0,182,-4.64594940497325,-5.0,-3.5965569376945496,0.3593069612979889,-5.0,0.8693780352163522,0,0,5.359306961297989,91,5.1146916923942145,5.344160079956055,6.3394598960876465,8.3145112991333,2.7946207523345947,0.9730896053441265,0,0,182,-3.252575247988596,-2.9225337505340576,-0.9841356933116935,1.8559865951538086,-5.0,1.5144902442301804,0,0,6.855986595153809,18,0.0951572780807813,0.08208499848842621,0.11738015785813298,0.31738606095314026,0.08208499103784561,0.053898396755011194,0,0,18,0.0996233042743471,0.08208499848842621,0.12943842634558633,0.39777451753616333,0.08208499103784561,0.07231229086379566,0,0
