method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,high,logvar_hat_9_clamped,0,7280,65520,0,0,12.419901592358128,12.888118267059326,14.361163187026976,15.0,4.947992809427964,5.0,5.0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,high,full_aug_obs,0,7280,684320,0,0,27.79550262047694,27.156607627868652,41.496817398071286,47.187618255615234,8.990396967104504,13.387094736099241,15.489978790283203
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,obs_i_12,0,34,408,0,0,1.320997664157082,1.3394367098808289,1.662668216228485,1.8050692081451416,0.705037550014608,0.9614060968160629,1.0515974760055542
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,z_i_64_raw,0,34,2176,0,0,17.548508812399472,19.386714935302734,23.579311180114743,25.023759841918945,6.50829517140108,9.170802497863768,9.797511100769043
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,z_i_64_after_norm,0,34,2176,0,0,17.548508812399472,19.386714935302734,23.579311180114743,25.023759841918945,6.50829517140108,9.170802497863768,9.797511100769043
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,delta_hat_9_after_scale,0,34,306,0,0,1.1560569423086502,1.0120643377304077,1.9533733963966369,2.016140937805176,0.8672204149119994,1.39901807308197,1.5376713275909424
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,logvar_hat_9_clamped,0,34,306,0,0,11.17737993072061,11.607860088348389,12.86735167503357,13.20109748840332,4.947705507278442,5.0,5.0
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,linear,medium,full_aug_obs,0,34,3196,0,0,20.98229195089901,21.63066005706787,26.935824012756346,28.27808380126953,6.756739139556885,9.170802497863768,9.797511100769043
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,obs_i_12,0,34,408,0,0,1.2722955433761372,1.3021329641342163,1.542582112550735,1.74335777759552,0.6720167871783761,0.8604508966207504,0.9539282917976379
raw_z,gpsi_full_raw_z_repaired,raw_z_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,z_i_64_raw,0,34,2176,0,0,21.491337860331814,22.781471252441406,29.577434730529784,30.494400024414062,7.89446844774134,10.71995997428894,11.049007415771484
