method,global_step,scenario,episode_id,episode_seed,success,collision,episode_min_distance,mean_min_distance,near_miss,episode_reward,steps,time_to_goal,reaction_time,reaction_time_eval_style,reaction_time_nan_style,no_response,risk_rise_time,min_distance_after_turn,turn_time,turn_step,turning_obstacle_id,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,base_reward_mean,applied_cost_mean,shaped_reward_mean
attention_full,507904,eval_random_switch,10,1010,1,0,1.015284776687622,2.401529550552368,0,23.734684873725925,40,8.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.09102171659469604,0.0032603051513433456,0.357674777507782,0.5053651928901672,0.5557742714881897,0.09094470739364624,0.0025179372169077396,0.357674777507782,0.5053651928901672,0.5557742714881897,0.5933670997619629,0.0,0.5933670997619629
attention_full,507904,eval_random_switch,11,1011,1,0,1.2992264032363892,2.71675968170166,0,21.25656298077491,32,6.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.06547636538743973,1.1310189620417077e-05,0.22090710699558258,0.34319719672203064,0.580183744430542,0.0654493048787117,1.1310183253954165e-05,0.22090351581573486,0.34319719672203064,0.580183744430542,0.6642675995826721,0.0,0.6642675995826721
attention_full,507904,eval_random_switch,12,1012,1,0,1.7034399509429932,3.040540933609009,0,22.244004770618115,34,6.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.040546298027038574,5.915431393077597e-05,0.17134544253349304,0.1961287409067154,0.23092801868915558,0.03527146950364113,5.915431393077597e-05,0.13112546503543854,0.19058915972709656,0.20953494310379028,0.6542354226112366,0.0,0.6542354226112366
attention_full,507904,eval_random_switch,13,1013,1,0,1.2281436920166016,2.761928081512451,0,21.91828803080407,35,7.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.07511215656995773,0.00031128388945944607,0.2549014687538147,0.27048859000205994,0.33450448513031006,0.07505758106708527,0.00031128388945944607,0.2549014091491699,0.27048859000205994,0.33450448513031006,0.6262368559837341,0.0,0.6262368559837341
attention_full,507904,eval_random_switch,14,1014,1,0,1.2700238227844238,3.793351888656616,0,23.2443287475752,37,7.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.01835152693092823,1.694271892921373e-12,0.007402104325592518,0.10613106936216354,0.41003578901290894,0.01835152693092823,1.694271892921373e-12,0.007402104325592518,0.10613106936216354,0.41003578901290894,0.6282250881195068,0.0,0.6282250881195068
attention_full,507904,eval_random_switch,15,1015,1,0,1.0597695112228394,4.211904048919678,0,21.96095042298417,34,6.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.03680095076560974,7.136718327416247e-09,0.03254425525665283,0.1784558892250061,0.6896514892578125,0.03680094704031944,7.136718327416247e-09,0.03254425525665283,0.1784558892250061,0.6896514892578125,0.6459102630615234,0.0,0.6459102630615234
attention_full,507904,eval_random_switch,16,1016,1,0,1.2955294847488403,3.9639322757720947,0,22.402766110717785,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.01227149274200201,1.332556210438327e-22,0.013903670012950897,0.09585557878017426,0.17975373566150665,0.01227149274200201,1.3320154936194523e-22,0.013903670012950897,0.09585557878017426,0.17975373566150665,0.5895464420318604,0.0,0.5895464420318604
attention_full,507904,eval_random_switch,17,1017,1,0,1.0768094062805176,4.5539398193359375,0,23.543840069325878,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.004669833928346634,3.9154629493615886e-33,0.0024402651470154524,0.02204112894833088,0.08015677332878113,0.004669833928346634,3.9154629493615886e-33,0.0024402651470154524,0.02204112894833088,0.08015677332878113,0.6036882400512695,0.0,0.6036882400512695
attention_full,507904,eval_random_switch,18,1018,1,0,1.2588223218917847,3.111222982406616,0,22.80378933378146,36,7.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.02118176966905594,1.2822196646458672e-12,0.016395576298236847,0.17069169878959656,0.3332556188106537,0.02118176966905594,1.2822196646458672e-12,0.016395576298236847,0.17069169878959656,0.3332556188106537,0.6334386467933655,0.0,0.6334386467933655
attention_full,507904,eval_random_switch,19,1019,1,0,1.2304338216781616,4.210113048553467,0,22.2170004652406,36,7.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.025363685563206673,3.248288466457078e-27,0.0028002443723380566,0.1295948028564453,0.5206379890441895,0.025363685563206673,3.248288466457078e-27,0.0028002443723380566,0.1295948028564453,0.5206379890441895,0.6171388626098633,0.0,0.6171388626098633
attention_full,507904,eval_random_switch,20,1020,1,0,1.3779675960540771,4.785006046295166,0,21.999895815942434,37,7.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.011743275448679924,2.802596928649634e-45,0.0023097088560462,0.0885043665766716,0.19287091493606567,0.011743275448679924,2.802596928649634e-45,0.0023097009398043156,0.0885043665766716,0.19287091493606567,0.5945917963981628,0.0,0.5945917963981628
attention_full,507904,eval_random_switch,21,1021,1,0,1.2855606079101562,5.460955619812012,0,22.83660982569214,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.022104471921920776,7.746444577342574e-30,0.005365158896893263,0.045751094818115234,0.6007474660873413,0.022104471921920776,7.746444577342574e-30,0.005365158896893263,0.045751094818115234,0.6007474660873413,0.5855540633201599,0.0,0.5855540633201599
attention_full,507904,eval_random_switch,22,1022,1,0,1.1795165538787842,4.326631546020508,0,22.546197837045476,35,7.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.01817510649561882,5.643112034794777e-30,0.06008569151163101,0.09327970445156097,0.1716693937778473,0.01714373007416725,5.643112034794777e-30,0.060072094202041626,0.07658684253692627,0.16880552470684052,0.6441770792007446,0.0,0.6441770792007446
attention_full,507904,eval_random_switch,23,1023,1,0,1.3189436197280884,5.444066047668457,0,24.03806418426309,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.013709798455238342,3.8449940378858806e-24,0.03493555635213852,0.07426798343658447,0.16697129607200623,0.012567723169922829,3.8449940378858806e-24,0.02762049064040184,0.06064958870410919,0.16642062366008759,0.616360604763031,0.0,0.616360604763031
attention_full,507904,eval_random_switch,24,1024,1,0,1.9211345911026,3.6614761352539062,0,22.51423309654885,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.01580645889043808,1.4248584534470865e-09,0.0531417615711689,0.12045052647590637,0.17830464243888855,0.01580645516514778,1.4248584534470865e-09,0.0531417615711689,0.12045052647590637,0.17830464243888855,0.5924798250198364,0.0,0.5924798250198364
attention_full,507904,eval_random_switch,25,1025,1,0,1.1503632068634033,3.028982639312744,0,21.35100284942826,32,6.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.04026094451546669,2.452150353431104e-13,0.11390212178230286,0.3568849265575409,0.44306641817092896,0.04026094451546669,2.452150353431104e-13,0.11390212178230286,0.3568849265575409,0.44306641817092896,0.667218804359436,0.0,0.667218804359436
attention_full,507904,eval_random_switch,26,1026,1,0,1.110510230064392,2.81475567817688,0,20.64195331110968,30,6.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.08180387318134308,0.0001497482880949974,0.359636515378952,0.41985568404197693,0.523779571056366,0.07478053122758865,0.00014963874127715826,0.3097783029079437,0.41698336601257324,0.44339507818222046,0.6880651116371155,0.0,0.6880651116371155
attention_full,507904,eval_random_switch,27,1027,0,1,0.4907040596008301,1.0143505334854126,1,-7.853051754161715,7,1.4000000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.05889122933149338,9.266276492780889e-07,0.1766141802072525,0.21799826622009277,0.25938235490707484,0.6621304154396057,0.7025999426841736,0.8893052339553833,0.8979132771492004,0.9065213203430176,0.6621304154396057,0.7025999426841736,0.8893051743507385,0.8979132175445557,0.9065212607383728,-1.1218645572662354,0.0,-1.1218645572662354
attention_full,507904,eval_random_switch,28,1028,1,0,1.2679598331451416,3.5513434410095215,0,21.445195156028788,35,7.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.01839423179626465,9.753675644930127e-10,0.0022662030532956123,0.11305417120456696,0.33318620920181274,0.01839423179626465,9.753675644930127e-10,0.0022662030532956123,0.11305417120456696,0.33318620920181274,0.6127198338508606,0.0,0.6127198338508606
attention_full,507904,eval_random_switch,29,1029,1,0,1.1435067653656006,3.3684868812561035,0,20.77674245803064,30,6.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.03119458444416523,1.54398782648002e-09,0.056294411420822144,0.21939080953598022,0.3241307735443115,0.030786613002419472,1.54398782648002e-09,0.0562622994184494,0.21939080953598022,0.3241307735443115,0.6925581097602844,0.0,0.6925581097602844
attention_full,507904,eval_random_switch,30,1030,1,0,0.8481405973434448,2.110687732696533,1,23.75958577401685,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0009778091916814446,0.0,0.0,0.003911777399480343,0.023061278175205757,0.05502528324723244,0.004312807694077492,0.1679316610097885,0.3460375964641571,0.4054843783378601,0.05502479523420334,0.004312807694077492,0.1679316610097885,0.3460375964641571,0.4054843783378601,0.6092200875282288,0.0,0.6092200875282288
attention_full,507904,eval_random_switch,31,1031,1,0,0.9908820390701294,3.2775936126708984,1,22.362744213624826,34,6.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,2.4452119760098867e-06,0.0,0.0,0.0,8.313721151864684e-05,0.016073770821094513,1.561302156005695e-06,0.018987981602549553,0.10324552655220032,0.24059537053108215,0.016071351245045662,1.561302156005695e-06,0.018987981602549553,0.10324552655220032,0.24059537053108215,0.6577277183532715,0.0,0.6577277183532715
attention_full,507904,eval_random_switch,32,1032,1,0,1.3970589637756348,3.868387460708618,0,23.832215613740622,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0057816957123577595,2.65613614436333e-10,0.0037006493657827377,0.03570810705423355,0.09467993676662445,0.005781695246696472,2.3040455654488312e-10,0.0037006493657827377,0.03570810705423355,0.09467993676662445,0.6110824346542358,0.0,0.6110824346542358
attention_full,507904,eval_random_switch,33,1033,1,0,1.0993415117263794,3.413207769393921,0,22.681159401521924,35,7.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.05021502822637558,2.1896082169625686e-11,0.13925930857658386,0.43850579857826233,0.616432249546051,0.05021502450108528,2.1896082169625686e-11,0.13925930857658386,0.43850579857826233,0.616432249546051,0.6480331420898438,0.0,0.6480331420898438
attention_full,507904,eval_random_switch,34,1034,1,0,1.7495343685150146,4.72040319442749,0,23.410433256495306,39,7.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.001268245279788971,4.84633427856448e-29,0.004077700432389975,0.01056522224098444,0.014769671484827995,0.001268245279788971,4.845497702744887e-29,0.004077700432389975,0.01056522224098444,0.014769671484827995,0.6002675294876099,0.0,0.6002675294876099
attention_full,507904,eval_random_switch,35,1035,1,0,1.4500657320022583,4.39471960067749,0,23.336188907430042,41,8.200000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0024617293383926153,8.407790785948902e-45,0.0030218996107578278,0.021377889439463615,0.041229017078876495,0.0024617293383926153,8.407790785948902e-45,0.0030218996107578278,0.021377889439463615,0.041229017078876495,0.5691753625869751,0.0,0.5691753625869751
attention_full,507904,eval_random_switch,36,1036,1,0,1.1198201179504395,2.7885806560516357,0,21.201622158274986,31,6.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.03193411976099014,1.299096368256869e-07,0.06472025066614151,0.24618422985076904,0.41029414534568787,0.031734649091959,1.299096368256869e-07,0.06215076893568039,0.24577870965003967,0.41021183133125305,0.6839233040809631,0.0,0.6839233040809631
attention_full,507904,eval_random_switch,37,1037,1,0,1.053126573562622,3.5256965160369873,0,22.22301084065286,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.03831425681710243,9.798176267734882e-14,0.1280466616153717,0.20719748735427856,0.6702903509140015,0.03790193051099777,9.798176267734882e-14,0.12804372608661652,0.205817312002182,0.670110821723938,0.5848160982131958,0.0,0.5848160982131958
attention_full,507904,eval_random_switch,38,1038,1,0,1.4092707633972168,4.30508279800415,0,21.38578966219793,35,7.0,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.005807793699204922,7.606303344363201e-25,0.011526042595505714,0.03239841014146805,0.0788629800081253,0.005807160399854183,7.606303344363201e-25,0.011522393673658371,0.03239700198173523,0.0788600817322731,0.6110226511955261,0.0,0.6110226511955261
attention_full,507904,eval_random_switch,39,1039,1,0,1.0206856727600098,2.827296495437622,0,22.28742810291136,36,7.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.03975558653473854,6.689691508654505e-05,0.1456558108329773,0.17195111513137817,0.19534151256084442,0.03975558280944824,6.689691508654505e-05,0.1456557810306549,0.17195111513137817,0.19534151256084442,0.6190952062606812,0.0,0.6190952062606812
attention_full,507904,eval_random_switch,40,1040,1,0,1.1336535215377808,3.2704968452453613,0,23.466940771117805,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.04774586483836174,0.00018647573597263545,0.18846358358860016,0.27699851989746094,0.44738927483558655,0.046071525663137436,0.00018647573597263545,0.1853673756122589,0.2769778072834015,0.4470067322254181,0.6175510883331299,0.0,0.6175510883331299
attention_full,507904,eval_random_switch,41,1041,1,0,2.017153263092041,4.667069435119629,0,22.27032984314486,36,7.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,1.383088346074146e-07,0.0,5.739558446293813e-07,9.351089147457969e-07,1.429137682862347e-06,1.383088346074146e-07,0.0,5.739558446293813e-07,9.351089147457969e-07,1.429137682862347e-06,0.6186202764511108,0.0,0.6186202764511108
attention_full,507904,eval_random_switch,42,1042,1,0,1.8531571626663208,3.907301187515259,0,22.563936247198143,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0013019903562963009,1.3574525618148536e-13,4.5739543708123165e-08,0.00014768310938961804,0.048491332679986954,0.0013019903562963009,1.3574525618148536e-13,4.5739543708123165e-08,0.00014768297842238098,0.048491332679986954,0.5937877297401428,0.0,0.5937877297401428
attention_full,507904,eval_random_switch,43,1043,1,0,1.1798534393310547,3.7558815479278564,0,22.110422142336944,37,7.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0651349276304245,3.456981922944635e-10,0.2886725962162018,0.3971538245677948,0.5430520176887512,0.06513478606939316,3.456981090277367e-10,0.2886725962162018,0.3971538245677948,0.5430520176887512,0.5975789427757263,0.0,0.5975789427757263
attention_full,507904,eval_random_switch,44,1044,1,0,1.1430563926696777,2.5439867973327637,0,21.656269798476274,32,6.4,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.026373371481895447,2.77556011951674e-07,0.06359300017356873,0.14189983904361725,0.46439847350120544,0.02636074088513851,2.7568603400141e-07,0.06356174498796463,0.14189982414245605,0.46439847350120544,0.6767584085464478,0.0,0.6767584085464478
attention_full,507904,eval_random_switch,45,1045,1,0,1.785593867301941,2.950411081314087,0,22.87397538720456,36,7.2,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0006402013241313398,3.0930951133711915e-09,0.0003332131600473076,0.0015758457593619823,0.01750509813427925,0.000639869540464133,3.0930951133711915e-09,0.00033203786006197333,0.0015757365617901087,0.01750509813427925,0.6353882551193237,0.0,0.6353882551193237
attention_full,507904,eval_random_switch,46,1046,1,0,1.146812081336975,2.815730094909668,0,22.181112562353665,34,6.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.05849539488554001,3.6042720239493065e-06,0.2187751680612564,0.2821338176727295,0.43896791338920593,0.058495257049798965,3.203940423190943e-06,0.21877451241016388,0.2821333110332489,0.43896785378456116,0.6523857116699219,0.0,0.6523857116699219
attention_full,507904,eval_random_switch,47,1047,1,0,1.6265263557434082,3.9609146118164062,0,23.424807682050158,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.02887316793203354,1.0336674571842508e-10,0.13497774302959442,0.19518937170505524,0.2377128303050995,0.028872860595583916,1.0336674571842508e-10,0.13497582077980042,0.19518320262432098,0.23771122097969055,0.6164423227310181,0.0,0.6164423227310181
attention_full,507904,eval_random_switch,48,1048,1,0,1.2775650024414062,2.85223388671875,0,23.487924626221066,38,7.6000000000000005,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.034002020955085754,1.0502677127988136e-07,0.10261432081460953,0.15494991838932037,0.5024025440216064,0.034002020955085754,1.0502301250880919e-07,0.10261432081460953,0.15494991838932037,0.5024025440216064,0.6181032657623291,0.0,0.6181032657623291
attention_full,507904,eval_random_switch,49,1049,1,0,1.027907371520996,3.8756117820739746,0,22.47130391648876,34,6.800000000000001,nan,nan,nan,0,nan,nan,3.0,15,-1,0.0,0.0,0.0,0.0,0.0,0.0305904783308506,1.426204487842142e-08,0.07678509503602982,0.1504315435886383,0.3251260221004486,0.03021129034459591,1.426204487842142e-08,0.07655808329582214,0.1504315286874771,0.3251260221004486,0.6609207391738892,0.0,0.6609207391738892
