success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,applied_cost_mean,mean_reaction_eval_style,mean_reaction_nan_style,nan_reaction_rate,no_response_count,total_episodes,reaction_time,mean_risk_rise_time,mean_min_distance_after_turn
0.9800000190734863,0.019999999552965164,1.1565861701965332,0.23999999463558197,6.9639997482299805,21.658550262451172,0.0018521061865612864,0.0,0.005217797588557005,0.009033625945448875,0.35974693298339844,0.050312116742134094,0.016132717952132225,0.09259682893753052,0.21351970732212067,0.923077404499054,0.05006052926182747,0.01611216925084591,0.09234827011823654,0.2114637941122055,0.923077404499054,0.0,0.20000000298023224,0.20000000298023224,0.02,0.0,50.0,0.20000000298023224,36.2530632019043,1.7620006799697876
