success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,applied_cost_mean
0.9800000190734863,0.019999999552965164,1.2634085416793823,0.14000000059604645,7.035999774932861,21.823461532592773,0.0012577023589983582,1.8532553269778873e-08,0.0035322837065905333,0.00467094499617815,0.25938236713409424,0.04425555095076561,0.014364218339323997,0.11095970124006271,0.19714592397212982,0.9065213203430176,0.043803900480270386,0.014349297620356083,0.10883696377277374,0.1954602748155594,0.9065212607383728,0.0
