corrected_z2_checkpoint_label,corrected_z2_success,corrected_z2_collision,noz_success,noz_collision,attention_success,attention_collision,old_z2c_success,old_z2c_collision,corrected_minus_noz_success,corrected_minus_noz_collision,corrected_minus_attention_success,corrected_minus_attention_collision,corrected_minus_old_success,corrected_minus_old_collision,z2_beats_noz_gate,z2_beats_attention_gate,do_not_claim_beats_attention,diagnostics_ok,selected_n4_candidate,can_enter_n4,decision
final,0.5066666666666667,0.49333333333333335,0.5633333333333334,0.4366666666666667,0.61,0.38999999999999996,0.45,0.5499999999999999,-0.05666666666666664,0.05666666666666664,-0.10333333333333328,0.10333333333333339,0.0566666666666667,-0.05666666666666659,0,0,1,1,no_z,yes,corrected Z2 is not better than no_z under the decision rule; keep Z2 as ablation.
