method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,threat_motion_mode,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1250k.zip,1250000,1250k,accel_decel,64,0.546875,0.453125,0.515625,0.9136837372561558,5.647969903587241,0.7808918925002217,113.8125,31.131363972404735,0.24910379211086794,0.27947376075685565,1.5642456527363706,0.08801641828925136,0.0,3.5336920959436915,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1250k.zip,1250000,1250k,ar1_velocity,73,0.5068493150684932,0.4931506849315068,0.3972602739726027,0.9361672635441733,5.500961623911468,0.847689786594208,118.73972602739725,31.201768712618446,0.24910492619922742,0.27856981800547187,1.5602525401384781,0.09131672372594139,0.0,3.4715937405496944,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1250k.zip,1250000,1250k,crossing_or_sudden_threat,48,0.5833333333333334,0.4166666666666667,0.4583333333333333,0.9317804615247658,5.462153763653699,0.8753385425855716,116.22916666666667,32.53817178158945,0.23043218412130428,0.2709159677738117,1.5628733532635277,0.08917018048036245,0.0,3.4695590655336166,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1250k.zip,1250000,1250k,linear,32,0.4375,0.5625,0.34375,0.9138103982357311,5.611312455253534,0.8071598845999688,117.40625,29.025393107226424,0.2474483362318821,0.27966030615285736,1.5641746118906703,0.09242857993501878,0.0,3.526913546486177,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1250k.zip,1250000,1250k,sinusoidal_lateral,83,0.5662650602409639,0.43373493975903615,0.46987951807228917,0.9327792316795513,5.537258127906139,0.8515048116804605,119.71084337349397,32.24734254604356,0.23117876816206046,0.2648450311521825,1.5592338440434987,0.09173731011655435,0.0,3.5290057163586614,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1500k.zip,1500000,1500k,accel_decel,58,0.39655172413793105,0.603448275862069,0.3275862068965517,0.903687581408962,5.16950616067578,0.7314603619020561,107.13793103448276,27.978063365449025,0.27253469503120525,0.3062263842914862,1.5589954018716217,0.0895286936177113,0.0,3.1480321868706556,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1500k.zip,1500000,1500k,ar1_velocity,79,0.5569620253164557,0.4430379746835443,0.5063291139240507,0.9244498760340094,5.178548370458109,0.780134194825269,109.70886075949367,31.807220607073358,0.257424439958639,0.2881316459203635,1.557760687203891,0.09084485303619148,0.0,3.227737510972695,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1500k.zip,1500000,1500k,crossing_or_sudden_threat,47,0.6382978723404256,0.3617021276595745,0.5957446808510638,0.9188975765223787,5.121394441941721,0.8343889060172629,107.48936170212765,33.26637728235338,0.2567390729532722,0.2960078274905416,1.5555660524525787,0.0879979433218562,0.0,3.2150553809510307,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1500k.zip,1500000,1500k,linear,40,0.325,0.675,0.325,0.8798115207467081,5.0164634065876355,0.637872863188386,102.775,25.71236816528591,0.2761363702330907,0.31045973792701065,1.5633480476285178,0.08592808811342187,0.0,3.072436419603215,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_1500k.zip,1500000,1500k,sinusoidal_lateral,76,0.4342105263157895,0.5657894736842105,0.3684210526315789,0.9102325322116145,5.136091835624254,0.7299706392774457,106.80263157894737,28.93262382313049,0.2688406143767113,0.3079468536342,1.5559684751992418,0.08730605147383008,0.0,3.126251233097896,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip,750000,750k,accel_decel,53,0.49056603773584906,0.5094339622641509,0.39622641509433965,0.9257809439388195,5.638600075446727,0.7902464391487949,108.39622641509433,30.534781740448725,0.21802616099606797,0.2486871149790574,1.5245862150773395,0.09074923086808623,0.0,3.6320375303198316,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip,750000,750k,ar1_velocity,94,0.46808510638297873,0.5319148936170213,0.40425531914893614,0.945730354851938,5.492175228217046,0.7586109073872261,110.86170212765957,30.767347150037498,0.23297617686845706,0.26244142970994433,1.5184061132964077,0.08967235708213814,0.0,3.57670417346275,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip,750000,750k,crossing_or_sudden_threat,38,0.5263157894736842,0.47368421052631576,0.47368421052631576,0.9637905722993123,5.574679210290506,0.7530204763537959,113.78947368421052,32.59871284337796,0.22733545596403348,0.25074140669309974,1.5093916914834278,0.09677486690981446,0.0,3.6977535683187104,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip,750000,750k,linear,37,0.4594594594594595,0.5405405405405406,0.4594594594594595,0.9261622003834341,5.532605806533056,0.7405078958820652,108.35135135135135,29.96556417761464,0.24691351827226762,0.27605797459835013,1.5211590332030107,0.09003995484918578,0.0,3.5814860738714067,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip,750000,750k,sinusoidal_lateral,78,0.47435897435897434,0.5256410256410257,0.3974358974358974,0.9338206430023147,5.570329627122953,0.7730203872689834,108.24358974358974,30.399633810528833,0.21462546571896263,0.24724285773862403,1.5226078553814442,0.08710348267677356,0.0,3.64527526237623,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/best_by_eval.zip,1500000,best_by_eval,accel_decel,60,0.5333333333333333,0.4666666666666667,0.5166666666666667,0.9089269047158876,5.2321920586076,0.7422227102021376,107.7,30.820219753232802,0.26328893878534926,0.30066428515666055,1.5688171060496312,0.08764246989512575,0.0,3.149248962872199,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/best_by_eval.zip,1500000,best_by_eval,ar1_velocity,93,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.9424569757528388,5.227305700142666,0.7896881826942966,112.63440860215054,31.81947640363378,0.2690595946582857,0.2978923185707349,1.5623622511061885,0.09110721393394547,0.0,3.2399342957843142,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/best_by_eval.zip,1500000,best_by_eval,crossing_or_sudden_threat,41,0.6341463414634146,0.36585365853658536,0.5853658536585366,0.9378566696431295,5.297218482657082,0.7957376810472186,111.3170731707317,33.84371127959089,0.242003478821377,0.27806937613425525,1.5647493161629198,0.08824441880101833,0.0,3.3019433780042684,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/best_by_eval.zip,1500000,best_by_eval,linear,40,0.4,0.6,0.375,0.8991706560354965,5.269591148674975,0.6669766828417778,107.475,27.842457537775534,0.28415081416766175,0.31575449574093195,1.573021125087615,0.09202975500611314,0.0,3.1574977391540044,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/best_by_eval.zip,1500000,best_by_eval,sinusoidal_lateral,66,0.4393939393939394,0.5606060606060606,0.4090909090909091,0.9272871141881622,5.14949515602398,0.7062446377945669,112.86363636363636,29.56929508202491,0.25395765605277454,0.293269047179182,1.5604738082315952,0.09282148053733107,0.0,3.218524623432563,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/final.zip,1500000,final,accel_decel,60,0.5333333333333333,0.4666666666666667,0.5166666666666667,0.9089269047158876,5.2321920586076,0.7422227102021376,107.7,30.820219753232802,0.26328893878534926,0.30066428515666055,1.5688171060496312,0.08764246989512575,0.0,3.149248962872199,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/final.zip,1500000,final,ar1_velocity,93,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.9424569757528388,5.227305700142666,0.7896881826942966,112.63440860215054,31.81947640363378,0.2690595946582857,0.2978923185707349,1.5623622511061885,0.09110721393394547,0.0,3.2399342957843142,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/final.zip,1500000,final,crossing_or_sudden_threat,41,0.6341463414634146,0.36585365853658536,0.5853658536585366,0.9378566696431295,5.297218482657082,0.7957376810472186,111.3170731707317,33.84371127959089,0.242003478821377,0.27806937613425525,1.5647493161629198,0.08824441880101833,0.0,3.3019433780042684,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/final.zip,1500000,final,linear,40,0.4,0.6,0.375,0.8991706560354965,5.269591148674975,0.6669766828417778,107.475,27.842457537775534,0.28415081416766175,0.31575449574093195,1.573021125087615,0.09202975500611314,0.0,3.1574977391540044,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/final.zip,1500000,final,sinusoidal_lateral,66,0.4393939393939394,0.5606060606060606,0.4090909090909091,0.9272871141881622,5.14949515602398,0.7062446377945669,112.86363636363636,29.56929508202491,0.25395765605277454,0.293269047179182,1.5604738082315952,0.09282148053733107,0.0,3.218524623432563,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/parent_500k.zip,500000,parent_500k,accel_decel,52,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.9287129103967093,5.5075281201904085,0.7412177805717175,105.90384615384616,31.59366508451048,0.22214669766520184,0.2553147264349335,1.4831434843535891,0.0849756189252424,0.0,3.647095450377426,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/parent_500k.zip,500000,parent_500k,ar1_velocity,85,0.4235294117647059,0.5764705882352941,0.38823529411764707,0.94043094965334,5.424649416143433,0.7070432636667701,106.56470588235294,29.69658485021178,0.22779561364638123,0.2648657651915491,1.4799574612950146,0.08191409377690004,0.0,3.5290770237360825,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/parent_500k.zip,500000,parent_500k,crossing_or_sudden_threat,40,0.6,0.4,0.575,0.960490064072081,5.654320308518108,0.8383141987025737,109.425,33.971588657984555,0.21112188497929352,0.24112394310517082,1.4761667897529889,0.0813798187224431,0.0,3.7331896082248726,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/parent_500k.zip,500000,parent_500k,linear,44,0.4772727272727273,0.5227272727272727,0.4772727272727273,0.9347549423138929,5.536431654900711,0.6792342220856384,106.45454545454545,30.598681504214596,0.2461732173752553,0.27283204521957544,1.4837579218009522,0.08584084188680376,0.0,3.539666844378829,0
z2_corrected_full,gpsi_z_layernorm_alpha_0p5_corrected_full_1p5m,z2_corrected_full_parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/parent_500k.zip,500000,parent_500k,sinusoidal_lateral,79,0.4430379746835443,0.5569620253164557,0.4177215189873418,0.9394950763847235,5.514817541383442,0.6946885764976091,106.40506329113924,30.065412794909534,0.23228001802439843,0.26670102622162306,1.4779801426869894,0.08274237320860117,0.0,3.5916919236722733,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2c_layernorm_alpha0p5_s0/final.zip,1500000,old_final,accel_decel,66,0.4090909090909091,0.5909090909090909,0.3484848484848485,0.9079229549157101,5.647460478947295,0.7325260537591848,115.87878787878788,28.110472112856712,0.2733276011671899,0.30529823170270626,1.6229648845186926,0.08973033983614447,0.0,3.4842517548431036,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2c_layernorm_alpha0p5_s0/final.zip,1500000,old_final,ar1_velocity,73,0.5342465753424658,0.4657534246575342,0.4794520547945205,0.9327725258876755,5.426766650226117,0.8015950240500985,114.3013698630137,31.59172383317253,0.2899095898889461,0.32759011048823244,1.619549268735424,0.08835086347380801,0.0,3.33939743777805,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2c_layernorm_alpha0p5_s0/final.zip,1500000,old_final,crossing_or_sudden_threat,37,0.5675675675675675,0.43243243243243246,0.35135135135135137,0.9428554899040533,5.548121103052702,0.9681125959834537,113.94594594594595,32.60764663337242,0.26672276866190014,0.3050717526596639,1.6235135358463644,0.08722314522236782,0.0,3.453650598000998,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2c_layernorm_alpha0p5_s0/final.zip,1500000,old_final,linear,40,0.2,0.8,0.175,0.8958588271217499,5.409319198402003,0.6005170844495297,106.25,23.60520349395654,0.30925054662151413,0.34611720978297067,1.6239329355149927,0.08210331492637064,0.0,3.15714091200467,0
z2_old_n3z2c,gpsi_z_layernorm_alpha_0p5_old_n3z2c,z2_old_n3z2c_final,checkpoints/env_v2_gpsi_heada_ppo_n3z2c_layernorm_alpha0p5_s0/final.zip,1500000,old_final,sinusoidal_lateral,84,0.47619047619047616,0.5238095238095238,0.42857142857142855,0.9389085634397719,5.53856355780722,0.7623510419258049,117.97619047619048,30.595618035812485,0.25827065824127643,0.29684752702897094,1.6186872421341634,0.08998287465714168,0.0,3.4583717345301825,0
