method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,seed,scenario,episode_id,episode_seed,success,collision,near_miss,mean_min_distance,episode_min_distance,episode_length,progress,planned_cpa,planned_ttc,threat_class,threat_motion_mode,threat_valid_rate,replacement_count,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,raw_min_predicted_cpa,action_norm,action_delta,no_response_rate,nan_or_crash
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,35,1035,1,0,1,5.165981280601631,0.6982821226119995,118,0.983625876369881,0.7042350405742166,6.858141692515288,high,linear,1.0,48,42.68008559437397,0.2627118644067797,0.2796610169491525,3.2201364442658753,1.4679539132926425,0.1444149742818485,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,36,1036,1,0,1,6.887323251394468,1.4028880596160889,107,0.9809019425336052,1.6994111427287422,3.201641698052199,medium,accel_decel,1.0,22,42.710711306059466,0.3177570093457944,0.34579439252336447,4.7421884968459045,1.5224272324660113,0.106872465211798,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,37,1037,0,1,0,5.027155125040119,0.39156556129455566,118,0.9731256759728399,0.40569255165183404,4.083369499656818,high,sinusoidal_lateral,1.0,33,22.37435584824337,0.3728813559322034,0.3898305084745763,2.8735760748544235,1.4384830881983548,0.11433803411674197,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,38,1038,0,1,0,6.007448548810524,0.5329333543777466,114,0.9757045552205917,0.6031888346070597,6.538596595012588,high,accel_decel,1.0,38,22.500070802296666,0.35964912280701755,0.38596491228070173,3.7130337378639204,1.488332049888477,0.11600703847382152,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,39,1039,0,1,0,4.977395574434088,0.6469091773033142,109,1.0,0.3968995334490441,0.8,high,sinusoidal_lateral,1.0,30,22.498490296016925,0.22935779816513763,0.24770642201834864,3.33985689918109,1.4351652215380188,0.0795615538612965,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,40,1040,0,1,0,5.4611361714096756,0.548263669013977,111,1.0,0.41593637830496344,0.8,high,linear,1.0,33,22.887060952674013,0.21621621621621623,0.21621621621621623,4.253784246809848,1.4658217269021112,0.09583546013176979,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,41,1041,0,1,0,6.426242862877093,0.5314012169837952,95,0.954366872278795,0.3785437027468938,8.684962273502832,high,linear,1.0,41,17.601387294614455,0.12631578947368421,0.1368421052631579,5.0629718749930985,1.4807566416890998,0.07306331439237845,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,42,1042,1,0,1,5.3313623699876995,1.1458451747894287,108,0.985606393368776,0.5025301394583108,5.530553536372766,high,accel_decel,1.0,32,42.8485981218256,0.28703703703703703,0.3148148148148148,3.5776722137988717,1.5333657253671575,0.10877733712119085,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,43,1043,0,1,0,6.100085475444794,0.6121698021888733,100,0.8991432904718651,0.7115407133342777,8.478064302324572,high,accel_decel,1.0,25,19.829642493599692,0.26,0.27,3.766608904870227,1.5459765267372132,0.1003540613502264,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,44,1044,0,1,0,6.272444747064425,0.594873309135437,92,0.8042561958630243,0.4651791037933827,8.504987789352402,high,accel_decel,1.0,27,16.402324674729144,0.11956521739130435,0.11956521739130435,3.4657116058566,1.5465942627709846,0.08242337365189324,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,45,1045,1,0,1,5.841636045702866,1.2571678161621094,112,1.0,0.7248598940631503,0.8,high,linear,1.0,30,42.975598389859215,0.10714285714285714,0.11607142857142858,4.617488941077942,1.483392738870212,0.0807139335998467,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,46,1046,1,0,1,6.457865364985032,1.2997400760650635,110,0.9883076528850367,0.6159439121231357,8.956434004741702,high,crossing_or_sudden_threat,1.0,23,42.92279628670477,0.17272727272727273,0.22727272727272727,4.087941049500792,1.535563051700592,0.11699852635237304,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,47,1047,1,0,1,5.776773306361416,0.7837030291557312,114,1.0,0.9500292373197871,7.391797618696977,high,accel_decel,1.0,44,42.89903739358928,0.2543859649122807,0.2807017543859649,3.8528479414158747,1.4735567475620068,0.08412045563914274,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,48,1048,1,0,1,6.8088544580313535,0.9960819482803345,111,1.0,3.2934754025784923,0.8,low,accel_decel,1.0,29,42.92125451977333,0.17117117117117117,0.2072072072072072,4.202250556097375,1.459024670961741,0.07888443922405844,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_id,49,1049,0,1,0,5.97283010332434,0.5377724170684814,111,0.9660088500390113,0.5813161993654389,7.80131599927311,high,linear,1.0,35,22.186181566515025,0.18018018018018017,0.1891891891891892,3.430526909930212,1.5333760740520719,0.1024468313600566,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,0,1000,1,0,1,5.571980537609621,0.8503777980804443,110,1.0,0.5446522896352957,4.855423856563025,high,linear,1.0,39,42.88042001735731,0.19090909090909092,0.20909090909090908,3.9594744096764107,1.4516518181020563,0.07908291047946973,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,1,1001,0,1,0,5.101248060663541,0.5180336236953735,96,0.9616348828861169,0.5043996070347982,6.658806389374749,high,accel_decel,1.0,38,17.658030077546364,0.11458333333333333,0.125,3.242404401903817,1.4713507046302159,0.07191541499923915,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,2,1002,0,1,0,4.6788703025998295,0.3592796325683594,111,0.9799691289086265,0.6535306393733665,7.7266991116726595,high,accel_decel,1.0,51,22.632936764814175,0.3153153153153153,0.3783783783783784,2.945026117687424,1.515471730146322,0.11665400094142905,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,3,1003,1,0,1,4.906680516574694,0.9748590588569641,115,0.9812068939208984,0.7535756428985068,6.251304272675896,high,sinusoidal_lateral,1.0,54,42.60624816988907,0.3565217391304348,0.3652173913043478,2.593123002411069,1.5015532566153484,0.13285116702318192,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,4,1004,1,0,1,5.082820881594409,0.8027457594871521,111,0.9874455280596744,1.0089843056645629,7.395326876643529,high,sinusoidal_lateral,1.0,72,42.884188378591624,0.3783783783783784,0.43243243243243246,2.9674505919117378,1.5417884620460305,0.12137087995001862,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,5,1005,0,1,0,5.292702144668215,0.6125823259353638,105,0.9237916826815311,0.4403263698017925,6.208573133847648,high,linear,1.0,54,20.706840131059213,0.29523809523809524,0.3142857142857143,3.195590751873152,1.5272247859409878,0.12571668967249847,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,6,1006,0,1,0,4.801881594163877,0.6071041226387024,111,0.9646513624350229,0.5714339556723047,4.9779090609376375,high,accel_decel,1.0,62,22.16211430707677,0.36036036036036034,0.45045045045045046,2.7310169156523303,1.493844400118063,0.09922108419138838,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,7,1007,0,1,0,4.917202748836727,0.5826908349990845,109,0.9500440413673591,0.7474109635423797,3.869792886008695,high,ar1_velocity,1.0,58,21.671430728216112,0.3119266055045872,0.3669724770642202,3.1824775485475674,1.5392861967786737,0.09373075518449513,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,8,1008,0,1,0,5.002581824243596,0.33358776569366455,113,0.9682930252171638,0.4944568392427163,7.893248456017933,high,sinusoidal_lateral,1.0,39,22.26156135573313,0.336283185840708,0.34513274336283184,3.2320123544473827,1.5070192908818743,0.10666483607703606,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,9,1009,0,1,0,5.126061422669369,0.4754301607608795,23,0.18967051722629605,0.5255815736422803,7.583107407532159,high,linear,1.0,17,-4.371424190029501,0.9130434782608695,0.9130434782608695,0.4255418513456117,1.704204569692197,0.09309782541316489,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,10,1010,0,1,0,5.1333680393498975,0.6259097456932068,109,0.9667453154509418,0.5359379515939093,6.925695972472113,high,ar1_velocity,1.0,45,22.22328501176352,0.22935779816513763,0.26605504587155965,3.353635924842653,1.5011709206694857,0.11219396226005543,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,11,1011,1,0,1,4.959607218219116,1.1989094018936157,113,0.9791199853716049,0.4858741331666714,7.638571576497405,high,crossing_or_sudden_threat,1.0,56,42.62395775811987,0.4336283185840708,0.48672566371681414,2.8053325485207337,1.5215403780473018,0.10398392860604598,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,12,1012,0,1,0,5.158861687508496,0.357840359210968,110,0.9725338404934019,0.3657067779650335,7.074155167816044,high,ar1_velocity,1.0,51,22.417139921525724,0.3090909090909091,0.37272727272727274,2.7522049101323565,1.538358584317294,0.10700646112249657,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,13,1013,0,1,0,5.94751885595421,0.6047749519348145,96,0.9661838930252533,0.39474594310472993,6.332542487138527,high,accel_decel,1.0,61,17.422062418267227,0.15625,0.16666666666666666,4.507675372879021,1.4985935476919015,0.08091960529175897,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,14,1014,1,0,1,4.91179341619665,0.7340569496154785,110,0.984736753671033,0.43903701234286696,3.7802452901224206,high,sinusoidal_lateral,1.0,53,42.804266413629776,0.4636363636363636,0.5,2.9586505728858437,1.4969358639283614,0.13344036598097195,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,15,1015,1,0,1,4.744523469890867,0.7377289533615112,112,0.985344102973521,0.48721530749992553,0.8,high,sinusoidal_lateral,1.0,64,42.81406872112867,0.35714285714285715,0.375,2.624216061925316,1.524271262543542,0.11605273340163487,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,16,1016,1,0,1,4.63559829770473,0.8684508204460144,114,0.9833330827693587,0.38137389470147337,7.187321948561034,high,sinusoidal_lateral,1.0,58,42.71700923073695,0.2543859649122807,0.3157894736842105,3.039743920908669,1.4918560328190786,0.1320892044980275,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,17,1017,0,1,0,5.9224171012031785,0.6219549179077148,98,0.9771722452454982,0.9178245596628744,3.9538476013882464,high,sinusoidal_lateral,1.0,49,18.347154794437674,0.16326530612244897,0.16326530612244897,4.8420876926571434,1.4865438463736553,0.07193763698546254,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,18,1018,1,0,1,4.877021384131801,0.7479632496833801,111,1.0,0.36799509615638665,0.8,high,linear,1.0,56,42.72554022115034,0.12612612612612611,0.2072072072072072,3.5795652532094233,1.472873066996669,0.08381215211104702,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,19,1019,0,1,0,4.739519961710487,0.6062006950378418,112,0.9743112044289,1.659019044719902,4.942739175397796,medium,ar1_velocity,1.0,51,22.465773441243584,0.48214285714285715,0.5178571428571429,2.541045653074044,1.48481884598732,0.10977108302592699,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,20,1020,0,1,0,5.333843154235951,0.5972871780395508,103,1.0,0.5128147505270165,5.073361713983184,high,ar1_velocity,1.0,65,18.92081623074832,0.21359223300970873,0.24271844660194175,3.695695526970243,1.4797275135818038,0.07257500619998256,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,21,1021,1,0,0,5.151510567199893,1.6549441814422607,123,0.9800649797793334,0.42317337047344317,2.94288249157277,high,ar1_velocity,1.0,57,42.60342491423246,0.23577235772357724,0.3089430894308943,3.0307504542293104,1.4629570371736356,0.10783269198808243,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,22,1022,0,1,0,5.700949428433722,0.4502550959587097,88,0.803303145286334,0.57360922640126,3.6089752864046276,high,linear,1.0,37,15.851373185430344,0.23863636363636365,0.23863636363636365,3.5656749460507524,1.5557671785354614,0.07727867542681369,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,23,1023,1,0,1,4.987405980754103,0.8112618923187256,117,0.9871421436168966,0.3539347175289979,5.711824047850847,high,ar1_velocity,1.0,50,42.88448053424634,0.358974358974359,0.38461538461538464,2.4013060556135626,1.4741214096036732,0.11080368245259309,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,24,1024,0,1,0,5.096035508405079,0.329702764749527,110,0.9737047094996104,0.6010291841318388,4.181839494301652,high,ar1_velocity,1.0,54,22.430112198946468,0.3090909090909091,0.34545454545454546,3.5294463043863122,1.5262622854926369,0.10921408083628524,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,25,1025,1,0,1,5.02971914491138,0.9846406579017639,111,1.0,0.6632308155593801,7.8906555850629445,high,linear,1.0,44,42.93326760583422,0.2972972972972973,0.3153153153153153,3.455873184602473,1.4492822659982216,0.0859812415196552,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,26,1026,0,1,0,5.801557881709857,0.5169409513473511,78,0.7464251956455749,0.7057885580576986,6.953306027489396,high,linear,1.0,45,12.67818796386729,0.14102564102564102,0.16666666666666666,3.580779947531529,1.5425340349857624,0.0830296261761433,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,27,1027,0,1,0,5.530638316730121,0.5935320258140564,111,0.9618037148373026,0.3560381264853914,2.908632268921161,high,crossing_or_sudden_threat,1.0,68,22.067922463851538,0.3153153153153153,0.34234234234234234,3.609458615351049,1.505657422112989,0.09188852447445865,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,28,1028,0,1,0,5.1045370175750975,0.26772961020469666,109,1.0,0.39795356157655587,0.8,high,crossing_or_sudden_threat,1.0,50,22.056282148149062,0.12844036697247707,0.1834862385321101,3.699456247385728,1.4693483420468252,0.09585597953938563,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,29,1029,0,1,0,6.654810025519931,0.5869837403297424,97,0.9832166315295744,1.0316847676907914,6.6951637545956135,high,accel_decel,1.0,38,18.433806896093156,0.2268041237113402,0.2268041237113402,4.557963022021289,1.4503621047305078,0.07911324102585156,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,30,1030,0,1,0,5.259819113894513,0.5458047986030579,114,0.968748110502047,0.3680471335138028,7.367079282155729,high,linear,1.0,47,22.23705683321151,0.32456140350877194,0.42105263157894735,2.9632744902679535,1.4927070600944652,0.13260514027716822,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,31,1031,0,1,0,6.237966126734667,0.5033035278320312,101,1.0,0.5623012632796691,7.772262518851627,high,ar1_velocity,1.0,60,19.22785631576256,0.16831683168316833,0.1782178217821782,4.150247882682793,1.494641058515794,0.07294877376038544,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,32,1032,0,1,0,5.620221232793417,0.5984834432601929,83,0.830490408106321,0.3719584378816867,5.773216151102045,high,sinusoidal_lateral,1.0,51,12.666477888589307,0.21686746987951808,0.24096385542168675,3.336045990327755,1.4906139359416732,0.07157150045575866,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,33,1033,0,1,0,4.740665256977081,0.4872780442237854,29,0.24656437434279704,0.6434265940218882,4.625046952935167,high,accel_decel,1.0,10,-2.8835798112169124,0.5862068965517241,0.7241379310344828,1.2260561947357551,1.466949701309204,0.1366624934919949,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,34,1034,0,1,0,4.478543535145846,0.5688621401786804,110,1.0,0.4367646735719164,6.353178662165317,high,accel_decel,1.0,49,22.725611783744817,0.17272727272727273,0.17272727272727273,3.1845887604592877,1.4638478300788187,0.08861080987209624,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,35,1035,0,1,0,5.357179484048555,0.44604626297950745,86,0.76673324219023,0.5001158687928715,7.417076001842349,high,sinusoidal_lateral,1.0,33,14.813368726787246,0.3023255813953488,0.3023255813953488,2.864828751218738,1.5584695034248883,0.08422850638757957,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,36,1036,1,0,1,4.879354897789333,0.8274882435798645,115,0.986546235926011,0.39633630150615395,6.393197384242892,high,sinusoidal_lateral,1.0,47,42.85278963130456,0.3391304347826087,0.391304347826087,2.579287981962704,1.503104335328807,0.1133075246506411,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,37,1037,1,0,1,4.65630412611187,1.1709390878677368,117,0.9818822449703133,0.7141345442323934,7.440980907537511,high,linear,1.0,55,42.675580873436274,0.3333333333333333,0.37606837606837606,2.6064447157530704,1.4628184906437867,0.1207998369494055,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,38,1038,0,1,0,6.6300937168738425,0.5304483771324158,85,0.774574248827845,0.3678529361127034,6.454461337529146,high,linear,1.0,35,14.871078413969403,0.11764705882352941,0.16470588235294117,4.227550988425227,1.5566209751016953,0.07859099415295265,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,39,1039,1,0,1,5.64710141302229,1.0222448110580444,111,1.0,0.4318194194723064,6.748413835249373,high,accel_decel,1.0,45,42.63836163523834,0.26126126126126126,0.2882882882882883,3.801568537480659,1.4684694049594638,0.07776296269652005,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,40,1040,0,1,0,5.653150814771652,0.6344914436340332,100,0.9907656704309948,0.3759673156107533,7.025639825531986,high,sinusoidal_lateral,1.0,49,18.548427915414134,0.4,0.41,2.6280325190909206,1.484607629776001,0.07345764607191085,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,41,1041,1,0,1,4.546256107039156,0.8148577213287354,113,1.0,0.6488524790855075,6.51289059879751,high,crossing_or_sudden_threat,1.0,58,42.956195786767466,0.20353982300884957,0.34513274336283184,2.644269644488803,1.4912321978965692,0.08439479629814098,0.0,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,0,eval_flow_high_density,42,1042,0,1,0,5.333799065273499,0.26778215169906616,107,0.9387215955148583,1.0766074598418458,4.2406416967588445,high,accel_decel,1.0,46,21.245266309943947,0.32710280373831774,0.32710280373831774,2.797575641558375,1.550798446218544,0.10659547567924607,0.0,0
