method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,threat_class,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_500k,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/checkpoint_500k.zip,500000,500k,high,290,0.3413793103448276,0.6586206896551724,0.30689655172413793,0.8910224130172061,4.925774430788612,0.6930069019568378,95.7,26.251899077174688,0.30010888733070307,0.34929310347199793,1.5746747298605615,0.0929235663507388,0.0,2.7248375723482927,0
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_500k,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/checkpoint_500k.zip,500000,500k,medium,10,0.5,0.5,0.5,0.9602970289770175,5.27219196427576,0.7531916677951813,107.0,31.88407616032734,0.29795198346145824,0.33761150192779094,1.5579830301410458,0.1038056287962859,0.0,3.0559916548014234,0
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/best_by_eval.zip,500000,best_by_eval,high,295,0.3559322033898305,0.6440677966101694,0.30847457627118646,0.9030675899041533,5.038123172780337,0.6925242466757359,101.19322033898305,26.932621770622386,0.299885311846876,0.34606815276285924,1.5796387814484525,0.09819071640535129,0.0,2.8492578302147145,0
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/best_by_eval.zip,500000,best_by_eval,medium,5,0.4,0.6,0.4,0.9699862031809416,5.067629927667669,0.5619280934333801,100.4,30.307871736480763,0.29223820596199646,0.34400306239000455,1.5654526299408043,0.10517748742010744,0.0,2.9220496285163735,0
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_final,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/final.zip,500000,final,high,295,0.3559322033898305,0.6440677966101694,0.30847457627118646,0.9030675899041533,5.038123172780337,0.6925242466757359,101.19322033898305,26.932621770622386,0.299885311846876,0.34606815276285924,1.5796387814484525,0.09819071640535129,0.0,2.8492578302147145,0
logvar_scaled,n3p_obs_delta_logvar_scaled_500k,logvar_scaled_final,checkpoints/env_v2_gpsi_heada_ppo_n3p_logvar_scaled_s0/final.zip,500000,final,medium,5,0.4,0.6,0.4,0.9699862031809416,5.067629927667669,0.5619280934333801,100.4,30.307871736480763,0.29223820596199646,0.34400306239000455,1.5654526299408043,0.10517748742010744,0.0,2.9220496285163735,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_250k,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/checkpoint_250k.zip,250000,250k,high,293,0.27986348122866894,0.7201365187713311,0.2525597269624573,0.880293259801171,4.551403669765251,0.637301783106026,89.13651877133105,24.52102431871261,0.2870998347728451,0.32498026121296847,1.1561643599323874,0.07696609058715662,0.0,2.5803250908011863,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_250k,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/checkpoint_250k.zip,250000,250k,medium,7,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.9512682758982446,4.575721043312987,0.8734939438956124,96.14285714285714,29.758840687262268,0.21524504427520455,0.24639285374814082,1.1817674879983655,0.07761671293521732,0.0,2.928439022583882,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_500k,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/checkpoint_500k.zip,500000,500k,high,277,0.4404332129963899,0.5595667870036101,0.4043321299638989,0.9485206674615999,5.527638468521447,0.7138004804077132,107.92418772563177,29.685151367646952,0.23333644807334458,0.27167423165252885,1.5052332176663175,0.09802513740690084,0.0,3.5827499817187265,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_500k,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/checkpoint_500k.zip,500000,500k,medium,23,0.782608695652174,0.21739130434782608,0.7391304347826086,0.9779248651136937,5.661153990342387,0.9043365444826044,110.69565217391305,37.64297639233494,0.16811060369487468,0.19825519331485483,1.4947544010405651,0.08957478754497665,0.0,3.9928879319245927,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,high,281,0.4306049822064057,0.5693950177935944,0.40569395017793597,0.9379494481107403,5.4075918826510385,0.6900117374240716,104.82918149466192,29.051541861858635,0.24886134184356232,0.28776016392001996,1.498355515410085,0.10091188100681817,0.0,3.4380499590587,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,low,2,1.0,0.0,0.5,1.0,5.714932271134362,1.4576278328895569,111.5,42.95528140812211,0.1212998712998713,0.14824646074646075,1.4664366900000334,0.09310505909070929,0.0,3.9292813281770176,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/best_by_eval.zip,500000,best_by_eval,medium,17,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.9733068234069904,5.409815465655804,0.8910464556778178,107.82352941176471,32.19803475327091,0.23114326265292962,0.27093098001510907,1.4853706558729223,0.10196392505488762,0.0,3.6159534693413184,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_final,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/final.zip,500000,final,high,281,0.4306049822064057,0.5693950177935944,0.40569395017793597,0.9379494481107403,5.4075918826510385,0.6900117374240716,104.82918149466192,29.051541861858635,0.24886134184356232,0.28776016392001996,1.498355515410085,0.10091188100681817,0.0,3.4380499590587,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_final,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/final.zip,500000,final,low,2,1.0,0.0,0.5,1.0,5.714932271134362,1.4576278328895569,111.5,42.95528140812211,0.1212998712998713,0.14824646074646075,1.4664366900000334,0.09310505909070929,0.0,3.9292813281770176,0
obs_delta_only,n3p_obs_delta_only_500k,obs_delta_only_final,checkpoints/env_v2_gpsi_heada_ppo_n3p_obs_delta_only_s0/final.zip,500000,final,medium,17,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.9733068234069904,5.409815465655804,0.8910464556778178,107.82352941176471,32.19803475327091,0.23114326265292962,0.27093098001510907,1.4853706558729223,0.10196392505488762,0.0,3.6159534693413184,0
