method,seed,step,scenario,d_warning,episodes,success_rate,collision_rate,reaction_time_eval_style,reaction_time_nan_style,nan_reaction_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_nonzero_rate,distance_warning_cost_mean,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_max_mean,scenario_valid_rate,planned_threat_valid_rate,threat_valid_rate,realized_near_miss_rate,predicted_cpa_to_nominal_path_mean,obstacle_motion_modes,source_csv,checkpoint_path
attention_full_distance_penalty_wide_d2,0,1000000,eval_random_switch_hard,2.0,50,0.96,0.02,,,1.0,1.6454313921928405,0.04,9.852,21.012021444598325,0.92,0.017347569229196967,0.04588878709824709,0.12560006618830807,2.2015042918373275,0.007256500694050738,0.006763144994622752,1.0,1.0,1.0,0.32,,"[""random_switch"",""random_switch"",""random_switch""]",results/p2_rich_motion/stage2_eval/attention_full_distance_penalty_wide_d2_s0_step1000000_hard.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s0_step1000000.zip
attention_full_distance_penalty_wide_d2,0,1000000,eval_sinusoidal,2.0,50,1.0,0.0,,,1.0,2.052884202003479,0.0,7.916,22.272359369346162,0.4,0.00173902970431639,0.002958679385264981,0.01025787974183912,0.2621322452489636,0.00018438640999049992,0.00018435859174836428,1.0,1.0,1.0,0.02,,"[""sinusoidal"",""sinusoidal"",""sinusoidal""]",results/p2_rich_motion/stage2_eval/attention_full_distance_penalty_wide_d2_s0_step1000000_sinusoidal.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s0_step1000000.zip
attention_full_distance_penalty_wide_d2,0,1000000,eval_sudden_turn,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.0051774168014527,0.0,8.160000000000002,22.229773311423834,0.58,0.002023149348122059,0.002238186355389184,0.012664286542567404,0.3952748047604473,0.0007445962621104357,0.0007445482530168087,1.0,1.0,1.0,0.04,,"[""random_switch"",""random_switch"",""random_switch""]",results/p2_rich_motion/stage2_eval/attention_full_distance_penalty_wide_d2_s0_step1000000_sudden.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s0_step1000000.zip
attention_full_distance_penalty_wide_d2,0,1000000,eval_threat_validated_sudden,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.537167932987213,0.02,8.184000000000001,22.213661022550312,0.16,0.0019956273854586423,0.004411999777948946,0.014993965195026241,1.0407594224398622,0.00013179329632508231,0.00013179310913897108,1.0,1.0,1.0,0.02,3.6960710929179187e-07,"[""threat_validated_sudden"",""random_switch"",""random_switch""]",results/p2_rich_motion/stage2_eval/attention_full_distance_penalty_wide_d2_s0_step1000000_threat_sudden.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s0_step1000000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_accel_decel,2.0,50,1.0,0.0,,,1.0,2.51855619430542,0.0,8.568000000000001,22.278245886605372,0.16,0.00028710523144354105,0.000664281770586966,0.00216601429681759,0.1203772352819356,1.916821508280422e-05,1.9168215079393616e-05,1.0,1.0,1.0,0.0,,"[""accel_decel"",""accel_decel"",""accel_decel""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_accel.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_ar1,2.0,50,1.0,0.0,,,1.0,2.366249761581421,0.0,8.708,22.292298907200067,0.24,0.001110235418309448,0.002059686148568286,0.008464505552983604,0.4355477152302143,0.00022013055137912424,0.00022013055137912424,1.0,1.0,1.0,0.02,,"[""simple_ar1"",""simple_ar1"",""simple_ar1""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_ar1.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_mixed_v2,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.777012376785278,0.0,8.340000000000002,22.26340943021696,0.2,0.00201066104566052,0.003746730048442254,0.01608724169142078,0.4221635916192099,0.0004514233922838445,0.00045142339215097305,1.0,1.0,1.0,0.06,2.38896545283751e-07,"[""threat_validated_sudden"",""sinusoidal"",""simple_ar1""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_mixed_v2.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_random_switch,2.0,50,1.0,0.0,,,1.0,2.3948550701141356,0.0,9.468,22.15891879139787,0.26,0.002663172405302691,0.004699701946228738,0.02131027493160217,0.7216764795359722,0.0011774809918055685,0.0011774809915486976,1.0,1.0,1.0,0.04,,"[""random_switch"",""random_switch"",""random_switch""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_random.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_random_switch_hard,2.0,50,0.8,0.08,,,1.0,1.4901760876178742,0.3,17.616,18.091993516629035,0.82,0.044264865640725445,0.14287596971629682,0.2890387262728655,2.728216524851192,0.03509542385517206,0.03249787959065613,1.0,1.0,1.0,0.42,,"[""random_switch"",""random_switch"",""random_switch""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_hard.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
attention_full_distance_penalty_wide_d2,1,250000,eval_sinusoidal,2.0,50,1.0,0.0,,,1.0,2.3983357882499696,0.0,8.664000000000001,22.23382251088219,0.24,0.0012924807955823712,0.0033532065752660844,0.008897692949976766,0.4087285584834177,0.0001394753777038401,0.0001394753777038401,1.0,1.0,1.0,0.04,,"[""sinusoidal"",""sinusoidal"",""sinusoidal""]",results/p2_rich_motion/stage4_eval/attention_full_distance_penalty_wide_d2_s1_step250000_sinusoidal.csv,checkpoints/p2_rich_motion/attention_full_distance_penalty_wide_d2_s1_step250000.zip
