method,run_name,seed,step,scenario,success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,reaction_time_eval_style,reaction_time_nan_style,reaction_time,min_distance_after_turn,nan_reaction_rate,no_response_count,total_episodes
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_random_switch,0.44,0.0,2.904252781867981,0.0,30.492000000000004,14.09816272371594,0.0,0.0,0.0,0.0,0.0,6.462089872723214e-05,7.912915536507736e-20,6.740925056818512e-07,1.6752224887161917e-05,0.0045590066343728,6.462009667842255e-05,7.889387640258628e-20,6.740925055136598e-07,1.6752211501727612e-05,0.004559005105115152,,,,,1.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_sudden_turn,0.42,0.0,2.647464916706085,0.0,32.028,13.396712894182793,0.0,0.0,0.0,0.0,0.0,0.00036084098901223655,3.012317708201985e-17,0.0003034217124765461,0.0012979697422854986,0.01767123709418866,0.00036084098610142596,3.012317708201875e-17,0.0003034217124765461,0.0012979697213295921,0.017671237094143467,0.20000000000000007,0.20000000000000007,0.20000000000000007,3.4844007158279418,0.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_random_switch_hard,0.0,0.0,1.7218007242679596,0.04,40.0,5.836595911198923,1.3954560417912825e-05,0.0,0.0,0.0,0.001989718697465788,0.007653799655963614,4.311786132953849e-06,0.01252000850130567,0.039423772026784674,0.2594739217683673,0.00715575539856213,3.691632880291193e-06,0.011973821502178857,0.03692462772363792,0.24717333734035493,,,,,1.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,mixed_uncertainty,0.68,0.0,2.2281193780899047,0.0,31.951999999999998,16.72797665178123,0.0,0.0,0.0,0.0,0.0,7.81865010399652e-06,1.3692068900551383e-25,1.0212735167314717e-11,3.6677009848888664e-09,0.0010640803679539976,7.818650102487704e-06,1.3692068900380266e-25,1.0197107295050179e-11,3.667699191798402e-09,0.001064080367949442,0.20000000000000007,0.20000000000000007,0.20000000000000007,2.290932421684265,0.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_random_switch,1.0,0.0,2.220622630119324,0.0,8.58,22.327767173377744,0.0,0.0,0.0,0.0,0.0,0.0001160198940554916,1.7492758203201658e-08,0.00025372807378816356,0.00047665703202976243,0.002296057051899053,0.00011601883773560812,1.7492445244039812e-08,0.00025372325839968676,0.0004766566967929983,0.002296040547648003,,,,,1.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_sudden_turn,1.0,0.0,2.0302189564704896,0.0,8.44,22.229965180902767,0.0,0.0,0.0,0.0,0.0,0.0003712353285442245,2.6676488346242664e-08,0.000780539071363672,0.0018978200945169192,0.007501199380004842,0.00037122549376069367,2.653799400296192e-08,0.0007805382202842627,0.0018976655193735522,0.007501106964938522,0.20000000000000007,0.20000000000000007,0.20000000000000007,3.006101677417755,0.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_random_switch_hard,1.0,0.0,1.4800609230995179,0.08,8.596,21.94371552384504,0.00019069826563281603,0.0,0.0008684980869293201,0.001378907248072207,0.0019126351826518806,0.005723097376155649,0.0004998535246106016,0.018614177124156993,0.030103207650029797,0.05736952184895922,0.005710244325416578,0.0004964005842212834,0.018571751954811786,0.030068869270194393,0.057319191755304894,,,,,1.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,mixed_uncertainty,0.94,0.06,1.2847452092170715,0.36,8.744,20.967753991731477,0.0014404098474369554,0.0,1.3997246278448e-05,0.0008500613752903482,0.04880986759546646,0.03463543403929769,4.949434706866849e-12,0.12115214972757501,0.27234136527321245,0.44447215272142304,0.033191144585914704,4.9494309971335906e-12,0.12054365666169259,0.26389825470663,0.4137388425869913,0.20000000000000007,0.20000000000000007,0.20000000000000007,1.295666835308075,0.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,eval_random_switch,1.0,0.0,2.0643192434310915,0.0,8.1,22.360879964513842,0.0,0.0,0.0,0.0,0.0,0.0016902551131617776,1.8370523902234287e-06,0.004927971240113,0.010574446213661983,0.019096845915537036,0.00168992360251003,1.8331071849992205e-06,0.004927674149019382,0.010574441546758179,0.01909684484347925,,,,,1.0,0.0,50.0
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,eval_sudden_turn,1.0,0.0,1.9128647971153259,0.0,8.112,22.276097889139464,0.0,0.0,0.0,0.0,0.0,0.0018480156164262774,1.5465428896004542e-06,0.007815741706332275,0.013009180309000747,0.019015704773698267,0.0018478952753169494,1.5465360516351533e-06,0.007815174366601866,0.013008859456169515,0.019014108424168473,0.20800000000000007,0.20800000000000007,0.20800000000000007,2.721767318248749,0.0,0.0,50.0
