checkpoint_step,scenario,episodes,success_rate,collision_rate,near_miss_rate,mean_min_distance,min_distance_after_threat,progress,mean_time,no_response_rate,reaction_time_eval_style,conditional_reaction_time,planned_cpa,planned_ttc,replacement_count,distance_warning_cost_nonzero_rate
1500000,eval_flow_high_speed,50,0.54,0.46,1.0,4.461542829295176,0.757379987090826,0.957770547596384,22.272,0.0,0.204,0.204,0.6159702510700711,3.15669901130242,60.18,0.125023396298894
1500000,eval_flow_mixed_ood,50,0.54,0.46,0.98,4.8153337649816255,0.8786722552776337,0.940270728452252,21.348000000000003,0.0,0.24,0.24,0.6346600833970883,4.170166736284903,34.0,0.123243651843717
1500000,eval_flow_id,50,0.58,0.42,0.92,5.371075515532408,1.000360635817051,0.9633676170801112,21.376,0.0,0.368,0.368,0.7055578932733519,5.146461979820791,35.98,0.1071922380064004
1500000,eval_flow_high_threat,50,0.62,0.38,0.96,4.931150739451462,0.9171138739585876,0.9686721024780388,22.468000000000004,0.0,0.252,0.252,0.5497588090719087,4.4962847025222485,29.44,0.1318879261719866
1500000,eval_flow_high_density,50,0.64,0.36,0.96,4.637472944724808,1.1384801495075223,0.9425467540493232,22.3,0.0,0.2599999999999999,0.2599999999999999,0.6167239994793667,4.955208650643697,50.86,0.1442524488417889
1500000,eval_flow_sudden_threat,50,0.74,0.26,0.98,4.963086190034131,0.9208285301923752,0.9706955151270756,22.744,0.0,0.268,0.268,0.4924914735985943,4.21962441870842,33.44,0.1452010495934646
