method,seed,episode,episode_seed,step,time,turn_step,has_turned,turning_obstacle_id,success,collision,min_distance,episode_min_distance,R_max,R_sum,R_bar,risk_turn,sigma_turn_x,sigma_turn_y,sigma_turn_z,sigma_turn_trace,mu_turn_x,mu_turn_y,mu_turn_z,dist_turn,rel_speed_turn,w_risk_turn,risk_rank_turn,action_x,action_y,action_z,v_des_norm,deviation_lateral
risk_full_rbar,2,25,21025,1,0.2,15,False,-1,0,0,3.969464063644409,3.969464063644409,0.0003454763500485569,0.0003454763500485569,0.0003454763363039067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7633717656135559,1.0,-0.6647970080375671,2.8458330631256104,2.07633113861084
risk_full_rbar,2,25,21025,2,0.4,15,False,-1,0,0,3.849787473678589,3.849787473678589,0.0008632916724309325,0.0008632916724309325,0.0008632914579684788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.8901119232177734,3.3420348167419434,2.3375329971313477
risk_full_rbar,2,25,21025,3,0.6000000000000001,15,False,-1,0,0,3.783818244934082,3.783818244934082,0.0002336427423870191,0.0002336427423870191,0.00023364273813558333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.9485499262809753,3.405728578567505,2.476478099822998
risk_full_rbar,2,25,21025,4,0.8,15,False,-1,0,0,3.7775793075561523,3.7775793075561523,1.8898112102760933e-05,1.8898112102760933e-05,1.8898112100511183e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.9592053890228271,3.4176454544067383,2.547673463821411
risk_full_rbar,2,25,21025,5,1.0,15,False,-1,0,0,3.829988479614258,3.7775793075561523,3.849158929369878e-07,3.849158929369878e-07,3.849158929369688e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.9442001581192017,3.400890350341797,2.5816471576690674
risk_full_rbar,2,25,21025,6,1.2000000000000002,15,False,-1,0,0,3.9375157356262207,3.7775793075561523,1.2872611865333283e-09,1.2872611865333283e-09,1.2872611865333283e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.9137955904006958,3.3675050735473633,2.5937540531158447
risk_full_rbar,2,25,21025,7,1.4000000000000001,15,False,-1,0,0,4.093358039855957,3.7775793075561523,4.17292773686323e-13,4.17292773686323e-13,4.17292773686323e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.847480297088623,3.2974066734313965,2.5557053089141846
risk_full_rbar,2,25,21025,8,1.6,15,False,-1,0,0,3.9403469562530518,3.7775793075561523,5.4358012653702766e-18,5.4358012653702766e-18,5.4358012653702766e-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.7947567105293274,3.2444651126861572,2.5397379398345947
risk_full_rbar,2,25,21025,9,1.8,15,False,-1,0,0,3.690826177597046,3.690826177597046,1.0230624667132308e-24,1.0230624667132308e-24,1.0230624667132308e-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.7452020645141602,3.197077512741089,2.530545711517334
risk_full_rbar,2,25,21025,10,2.0,15,False,-1,0,0,3.514004707336426,3.514004707336426,7.615605914872755e-34,7.615605914872755e-34,7.615605914872755e-34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.6956373453140259,3.152085781097412,2.5238327980041504
risk_full_rbar,2,25,21025,11,2.2,15,False,-1,0,0,3.4214425086975098,3.4214425086975098,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.6447750926017761,3.1085269451141357,2.5181784629821777
risk_full_rbar,2,25,21025,12,2.4000000000000004,15,False,-1,0,0,3.420097589492798,3.420097589492798,1.8571084173952612e-23,1.8571084173952612e-23,1.8571084173952612e-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.5920354723930359,3.066272020339966,2.513262987136841
risk_full_rbar,2,25,21025,13,2.6,15,False,-1,0,0,3.511476516723633,3.420097589492798,1.226477449602862e-14,1.226477449602862e-14,1.226477449602862e-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,-0.5507412552833557,3.0353357791900635,2.5239975452423096
risk_full_rbar,2,25,21025,14,2.8000000000000003,15,False,-1,0,0,3.6872496604919434,3.420097589492798,3.4195532690184383e-12,3.4195532690184383e-12,3.4195532690184383e-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.978031575679779,-0.5107665061950684,2.9782063961029053,2.500938892364502
risk_full_rbar,2,25,21025,15,3.0,15,True,1,0,0,3.8205857276916504,3.420097589492798,9.438144710216534e-12,9.438144710216534e-12,9.438144710216534e-12,1.8148016295545546e-26,0.11633838713169098,0.27293920516967773,0.18515753746032715,0.5744351148605347,-0.940087080001831,0.04840424656867981,-0.041114404797554016,3.8205857276916504,1.6791131496429443,0.3333333432674408,2.0,1.0,0.917006254196167,-0.4677239954471588,2.870307445526123,2.409532308578491
risk_full_rbar,2,25,21025,16,3.2,15,True,1,0,0,3.749526023864746,3.420097589492798,1.4110648413612203e-12,1.411108317868337e-12,1.411108317868337e-12,4.3509706837734156e-17,0.16716375946998596,0.4134185314178467,0.275381863117218,0.8559641242027283,-0.8388872146606445,0.21336796879768372,-0.174154594540596,3.749526023864746,1.7445757389068604,0.3333333432674408,2.0,1.0,0.8327590227127075,-0.4245932102203369,2.7377121448516846,2.2796053886413574
risk_full_rbar,2,25,21025,17,3.4000000000000004,15,True,1,0,0,3.691810369491577,3.420097589492798,2.79214263607672e-14,4.336511550784121e-14,4.336511550784121e-14,2.79214263607672e-14,0.19141870737075806,0.48248186707496643,0.31932809948921204,0.9932286739349365,-0.7528672814369202,0.35358715057373047,-0.287238746881485,3.691810369491577,1.8316198587417603,0.3333333432674408,1.0,1.0,0.7221378087997437,-0.38157302141189575,2.5823097229003906,2.107617139816284
risk_full_rbar,2,25,21025,18,3.6,15,True,1,0,0,3.647287607192993,3.420097589492798,1.9012310443437125e-13,1.9014026193375083e-13,1.9014026193375083e-13,1.9012310443437125e-13,0.19834648072719574,0.5048120617866516,0.3330245614051819,1.0361831188201904,-0.6797503232955933,0.4727734327316284,-0.3833602964878082,3.647287607192993,1.941280722618103,0.3333333432674408,1.0,1.0,0.6049671769142151,-0.32591575384140015,2.426690101623535,1.9143311977386475
risk_full_rbar,2,25,21025,19,3.8000000000000003,15,True,1,0,0,3.614851236343384,3.420097589492798,1.2260032127963533e-13,1.2260033483216248e-13,1.2260033483216248e-13,1.2260032127963533e-13,0.19434481859207153,0.4975127875804901,0.3275737762451172,1.0194313526153564,-0.6176009178161621,0.5740817785263062,-0.46506360173225403,3.614851236343384,2.0812249183654785,0.3333333432674408,1.0,1.0,0.4817845821380615,-0.24849919974803925,2.2749664783477783,1.6908713579177856
risk_full_rbar,2,25,21025,20,4.0,15,True,1,0,0,3.5916190147399902,3.420097589492798,1.3888284240096832e-14,1.388828508712978e-14,1.388828508712978e-14,1.3888284240096832e-14,0.183797687292099,0.47232118248939514,0.3105910122394562,0.9667098522186279,-0.5647739171981812,0.6601938605308533,-0.534511387348175,3.5916190147399902,2.261216402053833,0.3333333432674408,1.0,1.0,0.35076311230659485,-0.14037929475307465,2.137981414794922,1.424468755722046
risk_full_rbar,2,25,21025,21,4.2,15,True,1,0,0,3.573408365249634,3.420097589492798,3.1663817397995777e-16,3.168041130282808e-16,3.168041130282808e-16,3.1663817397995777e-16,0.16966985166072845,0.4371899962425232,0.2872331142425537,0.8940929770469666,-0.5198709964752197,0.733389139175415,-0.5935420393943787,3.573408365249634,2.483262538909912,0.3333333432674408,1.0,1.0,0.21307824552059174,0.006513610482215881,2.0449397563934326,1.1107795238494873
risk_full_rbar,2,25,21025,22,4.4,15,True,1,0,0,3.560025453567505,3.420097589492798,4.504186635484204e-16,4.516229326411792e-16,4.516229326411792e-16,1.2040496831013218e-18,0.15393109619617462,0.3974170386791229,0.26093238592147827,0.812280535697937,-0.481703519821167,0.7956051230430603,-0.6437180638313293,3.560025453567505,2.721634864807129,0.3333333432674408,2.0,1.0,0.0768885388970375,0.19015870988368988,2.0416386127471924,0.7860969305038452
risk_full_rbar,2,25,21025,23,4.6000000000000005,15,True,1,0,0,3.4997990131378174,3.420097589492798,1.1493601480717236e-13,1.1493601480717236e-13,1.1493601480717236e-13,3.134240301929155e-22,0.13785815238952637,0.3564489781856537,0.2339191436767578,0.7282263040542603,-0.4492611587047577,0.8484886884689331,-0.6863676905632019,3.565192222595215,2.9230690002441406,0.3333333432674408,2.0,1.0,-0.0386614091694355,0.39153143763542175,2.1492245197296143,0.5984152555465698
risk_full_rbar,2,25,21025,24,4.800000000000001,15,True,1,0,0,3.367973566055298,3.367973566055298,5.638553859932394e-13,5.638553859932394e-13,5.638553859932394e-13,8.365923825907273e-28,0.12224900722503662,0.316452294588089,0.20759275555610657,0.6462940573692322,-0.4216851592063904,0.893439769744873,-0.722619891166687,3.615927219390869,3.0545737743377686,0.3333333432674408,3.0,1.0,-0.11996880173683167,0.5709319710731506,2.31547474861145,0.6897860765457153
risk_full_rbar,2,25,21025,25,5.0,15,True,1,0,0,3.3042328357696533,3.3042328357696533,3.8980991557465566e-14,3.8980991557465566e-14,3.8980991557465566e-14,2.1589350298111244e-36,0.10757442563772202,0.2787170112133026,0.18278400599956512,0.5690754652023315,-0.39824554324150085,0.9316481351852417,-0.7534342408180237,3.73618221282959,3.1288564205169678,0.3333333432674408,3.0,1.0,-0.1775607317686081,0.6935028433799744,2.459653615951538,0.8712373375892639
risk_full_rbar,2,25,21025,26,5.2,15,True,1,0,0,3.3288347721099854,3.3042328357696533,3.104392626171507e-17,3.104392626171507e-17,3.104392626171507e-17,0.0,0.09408461302518845,0.24394123256206512,0.1599399447441101,0.4979657828807831,-0.37832188606262207,0.9641252756118774,-0.7796264290809631,3.9357259273529053,3.1748387813568115,0.3333333432674408,3.0,1.0,-0.23644377291202545,0.7509710788726807,2.5454769134521484,0.9855137467384338
risk_full_rbar,2,25,21025,27,5.4,15,True,1,0,0,3.44749116897583,3.3042328357696533,1.345789131242356e-22,1.345789131242356e-22,1.345789131242356e-22,0.0,0.08188391476869583,0.21243050694465637,0.13925334811210632,0.43356776237487793,-0.361386775970459,0.9917308688163757,-0.8018898367881775,4.211205959320068,3.2126691341400146,0.3333333432674408,3.0,1.0,-0.31523674726486206,0.755064845085144,2.5841803550720215,1.0150067806243896
risk_full_rbar,2,25,21025,28,5.6000000000000005,15,True,1,0,0,3.414069890975952,3.3042328357696533,3.0117639493454362e-09,3.0117639493454362e-09,3.0117639493454362e-09,0.0,0.07098273932933807,0.1842365562915802,0.12075276672840118,0.37597203254699707,-0.3469919264316559,1.015195608139038,-0.8208137154579163,4.552068710327148,3.248964786529541,0.3333333432674408,3.0,1.0,-0.4184771180152893,0.720522940158844,2.6032874584198,0.9943519234657288
risk_full_rbar,2,25,21025,29,5.800000000000001,15,True,1,0,0,3.383607864379883,3.3042328357696533,9.003442755783908e-07,9.003442755783908e-07,9.003442755781475e-07,0.0,0.06133339926600456,0.1592530906200409,0.10436476767063141,0.32495126128196716,-0.3347563147544861,1.0351406335830688,-0.8368989825248718,4.945704936981201,3.279777765274048,0.0,3.0,1.0,-0.5458456873893738,0.6385016441345215,2.61199688911438,0.9409037828445435
risk_full_rbar,2,25,21025,30,6.0,15,True,1,0,0,3.3591177463531494,3.3042328357696533,7.222443855425809e-06,7.222443855425809e-06,7.222443855300226e-06,0.0,0.052854496985673904,0.13728120923042297,0.08995630592107773,0.2800920009613037,-0.3243560492992401,1.0520938634872437,-0.8505714535713196,5.378774642944336,3.2906301021575928,0.0,3.0,1.0,-0.684360921382904,0.48812779784202576,2.6127521991729736,0.8929073810577393
risk_full_rbar,2,25,21025,31,6.2,15,True,1,0,0,3.342860221862793,3.3042328357696533,1.5183850337052718e-05,1.5183850337052718e-05,1.5183850335885844e-05,0.0,0.045447323471307755,0.11807340383529663,0.0773632824420929,0.24088400602340698,-0.31551581621170044,1.0665041208267212,-0.8621931076049805,5.840432167053223,3.2828049659729004,0.0,3.0,1.0,-0.7885447144508362,0.3509780466556549,2.6419601440429688,0.9869292974472046
risk_full_rbar,2,25,21025,32,6.4,15,True,1,0,0,3.3422625064849854,3.3042328357696533,1.3324368410394527e-05,1.3324368410394527e-05,1.3324368409605997e-05,0.0,0.03900664672255516,0.10136260837316513,0.06640934199094772,0.20677858591079712,-0.3080016076564789,1.078752875328064,-0.8720715045928955,6.327025890350342,3.260532855987549,0.0,3.0,1.0,-0.8289604187011719,0.24187619984149933,2.6424832344055176,1.0989278554916382
risk_full_rbar,2,25,21025,33,6.6000000000000005,15,True,1,0,0,3.3654351234436035,3.3042328357696533,5.514183158084052e-06,5.514183158084052e-06,5.514183158028163e-06,0.0,0.03342761471867561,0.0868808701634407,0.5425130128860474,0.6628215312957764,-0.30161452293395996,1.0891642570495605,-0.6020534038543701,6.727712154388428,3.068199872970581,0.0,3.0,1.0,-0.8067520260810852,0.1658075898885727,2.5910160541534424,1.152679204940796
risk_full_rbar,2,25,21025,34,6.800000000000001,15,True,1,0,0,3.418698310852051,3.3042328357696533,1.0536231229707482e-06,1.0536231229707482e-06,1.0536231229703584e-06,0.0,0.02860996685922146,0.0743708536028862,0.8123180866241455,0.9152989387512207,-0.29618552327156067,1.098013997077942,-0.3725380301475525,7.152466297149658,3.0712623596191406,0.0,3.0,1.0,-0.7320336103439331,0.12229456752538681,2.4906458854675293,1.1277302503585815
risk_full_rbar,2,25,21025,35,7.0,15,True,1,0,0,3.5066072940826416,3.3042328357696533,8.095013015463337e-08,8.095013015463337e-08,8.095013015463319e-08,0.0,0.0244604405015707,0.06359245628118515,0.9441993832588196,1.032252311706543,-0.29157087206840515,1.1055362224578857,-0.17744998633861542,7.610270023345947,3.035923480987549,0.0,3.0,1.0,-0.6086888313293457,0.10866311937570572,2.351433515548706,1.0100135803222656
risk_full_rbar,2,25,21025,36,7.2,15,True,1,0,0,3.631639003753662,3.3042328357696533,1.9695252095885962e-09,1.9695252095885962e-09,1.9695252095885962e-09,0.0,0.020893946290016174,0.0543261393904686,0.9858887195587158,1.0611088275909424,-0.28764840960502625,1.1119301319122314,-0.011625140905380249,8.09397029876709,2.949352741241455,0.3333333432674408,3.0,1.0,-0.4334002733230591,0.11933387815952301,2.1927847862243652,0.7755283713340759
risk_full_rbar,2,25,21025,37,7.4,15,True,1,0,0,3.782762050628662,3.3042328357696533,1.6792362639295177e-11,1.6792362639295177e-11,1.6792362639295177e-11,0.0,0.01783396117389202,0.046374134719371796,0.9704535603523254,1.0346616506576538,-0.2843143045902252,1.1173650026321411,0.1293259859085083,8.589166641235352,2.8172476291656494,0.3333333432674408,3.0,1.0,-0.26276421546936035,0.1641642302274704,2.0937955379486084,0.5363605618476868
risk_full_rbar,2,25,21025,38,7.6000000000000005,15,True,1,0,0,3.9534218311309814,3.3042328357696533,3.058717965324573e-14,3.058717965324573e-14,3.058717965324573e-14,0.0,0.015212410129606724,0.039560288190841675,0.9205793142318726,0.9753519892692566,-0.2814803123474121,1.121984601020813,0.24913443624973297,9.074506759643555,2.6379551887512207,0.3333333432674408,3.0,1.0,-0.04890294000506401,0.18620693683624268,2.0367274284362793,0.20789729058742523
risk_full_rbar,2,25,21025,39,7.800000000000001,15,True,1,0,0,4.135112762451172,3.3042328357696533,8.529971676249914e-18,8.529971676249914e-18,8.529971676249914e-18,0.0,0.012969233095645905,0.03372903913259506,0.851631224155426,0.898329496383667,-0.2790714204311371,1.1259112358093262,0.35097163915634155,9.536911964416504,2.5052523612976074,0.3333333432674408,3.0,1.0,0.1267501413822174,0.1449689120054245,2.0367441177368164,0.2731684446334839
risk_full_rbar,2,25,21025,40,8.0,15,True,1,0,0,4.325231552124023,3.3042328357696533,2.622104734065963e-22,2.622104734065963e-22,2.622104734065963e-22,0.0,0.011051798239350319,0.02874395065009594,0.7738392949104309,0.8136350512504578,-0.27702388167381287,1.129248857498169,0.43753325939178467,9.992792129516602,2.5189597606658936,0.3333333432674408,3.0,1.0,0.16085697710514069,0.056230660527944565,2.0288290977478027,0.5040783882141113
risk_full_rbar,2,25,21025,41,8.200000000000001,15,True,1,1,0,4.514549255371094,3.3042328357696533,2.400281674864951e-27,2.400281674864951e-27,2.400281674864951e-27,0.0,0.00941422302275896,0.024486016482114792,0.6938542723655701,0.727754533290863,-0.27528345584869385,1.132085919380188,0.5111106038093567,10.479830741882324,2.6905906200408936,0.3333333432674408,3.0,1.0,-0.02856578677892685,0.011850159615278244,2.0009562969207764,0.5184612274169922
