epoch,train_loss,train_mse,train_smoothl1,train_nll,train_mean_logvar,train_min_logvar,train_max_logvar,val_loss,val_mse,val_smoothl1,val_nll,val_mean_logvar,val_min_logvar,val_max_logvar,zero_val_mse
1,-1.0295987585455546,0.10054302381883774,0.04206270599804286,-1.0295987585455546,-2.763543022689451,-4.742679793387651,0.3547086157071005,-1.3013331488687165,0.11424352570760007,0.04693139800611807,-1.3013331488687165,-3.422224604353613,-5.0,0.3191904500887102,0.45815154031574173
2,-1.4194179400801659,0.09358515600407762,0.03919278439466974,-1.4194179400801659,-3.494038332785879,-5.0,0.5446974615167294,-1.4247556973476798,0.10934972436148294,0.04505641180641797,-1.4247556973476798,-3.526991012145062,-5.0,0.45280104084890715,0.45815154031574173
3,-1.5193482318094798,0.09241260791064373,0.03870465523297233,-1.5193482318094798,-3.6279095730611255,-5.0,0.8988382363958018,-1.5058097863683895,0.10860958353293185,0.044754364052597355,-1.5058097863683895,-3.6446351177838383,-5.0,0.9054122938185322,0.45815154031574173
4,-1.586926101573876,0.09297281300782093,0.03877271736772465,-1.586926101573876,-3.7055796491248265,-5.0,1.680785528251103,-1.5590017766368633,0.10717234897370241,0.04411463154365822,-1.5590017766368633,-3.7742084678338497,-5.0,1.3142107834621353,0.45815154031574173
5,-1.6295421868562698,0.09322155523113906,0.03875070071912238,-1.6295421868562698,-3.7570078649691174,-5.0,2.1156431090618883,-1.5989765099116735,0.10752087413352363,0.04413397537962514,-1.5989765099116735,-3.7602043395139733,-5.0,1.6795435705963446,0.45815154031574173
6,-1.6610867562038558,0.09295010892674327,0.03857569682544896,-1.6610867562038558,-3.7902574070862363,-5.0,2.2804190000253066,-1.6327807027466443,0.1058873821582113,0.043518856890043436,-1.6327807027466443,-3.82960117106535,-5.0,1.7100264150269178,0.45815154031574173
7,-1.686255259173257,0.0926049182058445,0.03841800377371588,-1.686255259173257,-3.820693881383964,-5.0,2.3671406491526534,-1.6509336452094876,0.10584527482183612,0.043449951525853604,-1.6509336452094876,-3.815171582358224,-5.0,1.881824405825868,0.45815154031574173
8,-1.703647471432175,0.09199096352261092,0.038156148711485524,-1.703647471432175,-3.841385578470571,-5.0,2.3738720613930906,-1.663188175279267,0.10563938502146274,0.043299864217334866,-1.663188175279267,-3.8504550602971293,-5.0,2.073738477667984,0.45815154031574173
9,-1.7172690837510995,0.09154002222099475,0.03798264150308179,-1.7172690837510995,-3.8639345818332265,-5.0,2.3529883649732386,-1.6723911640595417,0.10501196554728917,0.043102735007295806,-1.6723911640595417,-3.866976314661454,-5.0,1.9719091434868015,0.45815154031574173
10,-1.7334089704922266,0.09109411900863051,0.03778861815642033,-1.7334089704922266,-3.8825677164963315,-5.0,2.3304301516285966,-1.685747156337816,0.10447496487473955,0.04295086807438305,-1.685747156337816,-3.890431126769708,-5.0,1.8256905930382865,0.45815154031574173
11,-1.7419615792376655,0.09073155340073365,0.037640906571011455,-1.7419615792376655,-3.88951383211783,-5.0,2.3005007532026087,-1.6544067628529606,0.1048481153438286,0.043154217074720225,-1.6544067628529606,-3.908407060467467,-5.0,1.852975762620264,0.45815154031574173
12,-1.7516493233186858,0.0903062651466046,0.03749857112831835,-1.7516493233186858,-3.9046988923634802,-5.0,2.2645800289298808,-1.6942414069662288,0.10426964238286018,0.04281445079464085,-1.6942414069662288,-3.897752450436962,-5.0,1.8843855614564857,0.45815154031574173
13,-1.7621243207582407,0.08971708913200668,0.03728153882548213,-1.7621243207582407,-3.918334387242794,-5.0,2.2315594777464867,-1.7021031549998693,0.10379120988809333,0.042462063193017124,-1.7021031549998693,-3.979103609007232,-5.0,1.7029242722355589,0.45815154031574173
14,-1.7691920915884631,0.0893059243847217,0.03713276051816398,-1.7691920915884631,-3.9278358316847255,-5.0,2.1697348031614507,-1.7155226687995755,0.10345067600814664,0.04246256523290459,-1.7155226687995755,-3.9498643485867246,-5.0,1.6893337892026317,0.45815154031574173
15,-1.7783764260155814,0.08889476389491133,0.03697200292455299,-1.7783764260155814,-3.9388352472867285,-5.0,2.1116612074630603,-1.722577479420876,0.10348132359130043,0.04241642986937445,-1.722577479420876,-3.89978263816055,-5.0,1.7689281799355332,0.45815154031574173
16,-1.7851793734090668,0.08855526651521879,0.03684499297690179,-1.7851793734090668,-3.947774070714201,-5.0,2.0856867767870426,-1.7274676804639855,0.10341155224916887,0.0424381181673736,-1.7274676804639855,-3.96404107249513,-5.0,1.6942010023155991,0.45815154031574173
17,-1.7910676949790545,0.08811322120683533,0.03669577555930508,-1.7910676949790545,-3.952970486666475,-5.0,2.065407671034336,-1.7373614359875114,0.10297937181835272,0.04225951649856811,-1.7373614359875114,-3.9549603121621266,-5.0,1.7010013643576174,0.45815154031574173
18,-1.7971959534500326,0.08758170523547701,0.03651424918124186,-1.7971959534500326,-3.961223030728953,-5.0,2.0441789121500085,-1.7415551677042125,0.10258015549304533,0.04214308810021196,-1.7415551677042125,-3.92033559448865,-5.0,1.842495582541641,0.45815154031574173
19,-1.7995334576283182,0.0873615823885692,0.03642730798206425,-1.7995334576283182,-3.9644283801317215,-5.0,2.034541650542191,-1.741406387212325,0.10256666203542632,0.04211028300377787,-1.741406387212325,-3.964410553173143,-5.0,1.7071979143181626,0.45815154031574173
20,-1.808278494647571,0.0868232900143734,0.0362469301908277,-1.808278494647571,-3.9735730662941933,-5.0,1.9847613317625863,-1.7297621722124061,0.10325954717640974,0.042325452502284734,-1.7297621722124061,-3.961546902753869,-5.0,1.6692516840234095,0.45815154031574173
