method,seed,episode,episode_seed,step,time,turn_step,has_turned,turning_obstacle_id,success,collision,min_distance,episode_min_distance,R_max,R_sum,R_bar,risk_turn,sigma_turn_x,sigma_turn_y,sigma_turn_z,sigma_turn_trace,mu_turn_x,mu_turn_y,mu_turn_z,dist_turn,rel_speed_turn,w_risk_turn,risk_rank_turn,action_x,action_y,action_z,v_des_norm,deviation_lateral
risk_full_rbar,0,9,1009,1,0.2,15,False,-1,0,0,2.269864559173584,2.269864559173584,0.6286962032318115,0.6286962032318115,0.557153796979184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.10344571620225906,0.2832290530204773,2.088942050933838,0.776950478553772
risk_full_rbar,0,9,1009,2,0.4,15,False,-1,0,0,1.9949193000793457,1.9949193000793457,0.053597453981637955,0.053597453981637955,0.053546189982598004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19040322303771973,-0.2137618064880371,0.535189151763916,1.2138780355453491,1.203842043876648
risk_full_rbar,0,9,1009,3,0.6000000000000001,15,False,-1,0,0,1.55970299243927,1.55970299243927,0.13582463562488556,0.13582463562488556,0.13499550752547326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.02610219456255436,0.5220948457717896,2.2567803859710693,1.3454853296279907
risk_full_rbar,0,9,1009,4,0.8,15,False,-1,0,0,1.2051432132720947,1.2051432132720947,0.017321033403277397,0.017324231564998627,0.017322498604948437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.04573024809360504,0.43391451239585876,2.182084321975708,1.2060964107513428
risk_full_rbar,0,9,1009,5,1.0,15,False,-1,0,0,1.058872103691101,1.058872103691101,0.002448198152706027,0.0024631007108837366,0.002463095729795901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.17433388531208038,0.29870522022247314,2.116239309310913,0.913652777671814
risk_full_rbar,0,9,1009,6,1.2000000000000002,15,False,-1,0,0,1.2285202741622925,1.058872103691101,0.12427205592393875,0.12427205592393875,0.12363624962655684,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.26456567645072937,0.20052462816238403,2.107325553894043,0.7282261252403259
risk_full_rbar,0,9,1009,7,1.4000000000000001,15,False,-1,0,0,1.636053204536438,1.058872103691101,0.08547883480787277,0.08549473434686661,0.08528703794186149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.24604181945323944,0.16779771447181702,2.086808681488037,0.691826581954956
risk_full_rbar,0,9,1009,8,1.6,15,False,-1,0,0,1.3576394319534302,1.058872103691101,0.03520001098513603,0.0374496728181839,0.03743217518679651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.27450206875801086,0.10003895312547684,2.083611488342285,0.5798245668411255
risk_full_rbar,0,9,1009,9,1.8,15,False,-1,0,0,1.0469131469726562,1.0469131469726562,0.022072291001677513,0.02272403985261917,0.022720129232081176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.32229653000831604,0.022603575140237808,2.1017954349517822,0.4545742869377136
risk_full_rbar,0,9,1009,10,2.0,15,False,-1,0,0,1.1180847883224487,1.0469131469726562,0.07073862105607986,0.07073862105607986,0.07062086584695092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.3570125699043274,-0.03462743014097214,2.124765396118164,0.38123753666877747
risk_full_rbar,0,9,1009,11,2.2,15,False,-1,0,0,1.5295690298080444,1.0469131469726562,0.12325090169906616,0.12325090169906616,0.12263057806757618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.3458280861377716,-0.04918418079614639,2.1185052394866943,0.3628966510295868
risk_full_rbar,0,9,1009,12,2.4000000000000004,15,False,-1,0,0,2.0919036865234375,1.0469131469726562,0.4238794445991516,0.4238794445991516,0.4001936142448834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.30621910095214844,-0.03965045139193535,2.093172073364258,0.3788682520389557
risk_full_rbar,0,9,1009,13,2.6,15,False,-1,0,0,1.6945717334747314,1.0469131469726562,0.3366357088088989,0.3366357088088989,0.32447059372655723,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8083561658859253,0.026505224406719208,0.20852771401405334,1.6704802513122559,0.8741922378540039
risk_full_rbar,0,9,1009,14,2.8000000000000003,15,False,-1,0,0,1.352257490158081,1.0469131469726562,0.1510615050792694,0.1510615050792694,0.14992284417375346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9801251888275146,0.01773887127637863,0.23238453269004822,2.014907121658325,1.0840446949005127
risk_full_rbar,0,9,1009,15,3.0,15,True,2,0,0,1.1152929067611694,1.0469131469726562,0.2622118592262268,0.2622118592262268,0.256363192921565,0.2622118592262268,0.49040481448173523,0.20059607923030853,0.30447131395339966,0.9954721927642822,-0.3726990520954132,-0.08951476216316223,0.33040112257003784,1.1152929067611694,2.643439769744873,1.0,1.0,1.0,0.19393014907836914,0.012149564921855927,2.0374066829681396,0.6266636252403259
risk_full_rbar,0,9,1009,16,3.2,15,True,2,0,0,0.8452401757240295,0.8452401757240295,0.3563155233860016,0.3563155233860016,0.3419645282063498,0.3563155233860016,0.41850149631500244,0.17229731380939484,0.45559418201446533,1.0463929176330566,-0.3569317162036896,-0.07312581688165665,0.5022121667861938,0.8452401757240295,2.6931095123291016,1.0,1.0,1.0,0.16730095446109772,-0.0004547508433461189,2.027796745300293,0.6590903997421265
risk_full_rbar,0,9,1009,17,3.4000000000000004,15,True,2,0,0,0.8847623467445374,0.8452401757240295,0.0158783458173275,0.0158783458173275,0.015877011525830702,0.0158783458173275,0.3569237291812897,0.1477464735507965,0.5294384360313416,1.0341086387634277,-0.34352946281433105,-0.05919521674513817,0.6482515335083008,0.8847623467445374,2.6361513137817383,1.0,1.0,1.0,0.028033364564180374,0.06811436265707016,2.005418062210083,0.9455307126045227
risk_full_rbar,0,9,1009,18,3.6,15,True,2,0,0,1.1476765871047974,0.8452401757240295,0.00020180331193841994,0.00020180331193841994,0.0002018033091989685,0.00020180331193841994,0.3042503297328949,0.12651924788951874,0.5527501702308655,0.9835197329521179,-0.3321375548839569,-0.04735420644283295,0.7723850011825562,1.1476765871047974,2.9118764400482178,1.0,1.0,1.0,0.3634840250015259,-0.30706900358200073,2.214869737625122,0.09422595053911209
risk_full_rbar,0,9,1009,19,3.8000000000000003,15,True,2,0,0,1.57861328125,0.8452401757240295,1.8602207774165436e-07,1.8602207774165436e-07,1.860220777416522e-07,1.8602207774165436e-07,0.2592378556728363,0.10821671038866043,0.5440582633018494,0.9115128517150879,-0.32245445251464844,-0.037289347499608994,0.8778984546661377,1.57861328125,3.0409955978393555,1.0,1.0,1.0,0.4959409832954407,-0.47027847170829773,2.4224939346313477,0.34911197423934937
risk_full_rbar,0,9,1009,20,4.0,15,True,2,0,0,2.0973896980285645,0.8452401757240295,4.304465638094168e-12,4.304465638094168e-12,4.304465638094168e-12,4.304465638094168e-12,0.22080381214618683,0.092472143471241,0.5160739421844482,0.8293498754501343,-0.3142237961292267,-0.02873421646654606,0.9675849080085754,2.0973896980285645,3.093303680419922,0.3333333432674408,1.0,1.0,0.521390974521637,-0.5398892164230347,2.5006630420684814,0.5027264356613159
risk_full_rbar,0,9,1009,21,4.2,15,True,2,0,0,2.468081474304199,0.8452401757240295,6.510895822486873e-09,6.510895822486873e-09,6.510895822486873e-09,6.510895822486873e-09,0.18800953030586243,0.07895385473966599,1.3341883420944214,1.601151704788208,-0.3072277307510376,-0.02146235480904579,0.6010759472846985,2.46808123588562,2.101006507873535,0.3333333432674408,1.0,1.0,0.5103464722633362,-0.5714472532272339,2.5195281505584717,0.5797129273414612
risk_full_rbar,0,9,1009,22,4.4,15,True,2,0,0,2.8258554935455322,0.8452401757240295,2.2308608293997167e-09,2.2308608293997167e-09,2.2308608293997167e-09,2.2308608293997167e-09,0.1600438505411148,0.06736548244953156,1.781077265739441,2.00848650932312,-0.3012810945510864,-0.015281273052096367,0.2895433306694031,2.8258554935455322,2.0811939239501953,0.3333333432674408,1.0,1.0,0.4888264238834381,-0.5863634347915649,2.5161664485931396,0.6352236866950989
risk_full_rbar,0,9,1009,23,4.6000000000000005,15,True,2,0,0,3.1976141929626465,0.8452401757240295,4.5395534553627215e-11,4.5395534553627215e-11,4.5395534553627215e-11,4.5395534553627215e-11,0.13620761036872864,0.05744468793272972,1.9813857078552246,2.1750380992889404,-0.296226441860199,-0.010027354583144188,0.02474057674407959,3.1976141929626465,2.071617603302002,0.3333333432674408,1.0,1.0,0.4645934998989105,-0.5914721488952637,2.5025479793548584,0.6860315799713135
risk_full_rbar,0,9,1009,24,4.800000000000001,15,True,2,0,0,3.579133987426758,0.8452401757240295,1.0495655722569247e-13,1.0495655722569247e-13,1.0495655722569247e-13,1.0495655722569247e-13,0.11589953303337097,0.04896094650030136,2.0219249725341797,2.1867854595184326,-0.2919299900531769,-0.005561523139476776,-0.20034174621105194,3.579133987426758,2.070355176925659,0.3333333432674408,1.0,1.0,0.43963515758514404,-0.5882522463798523,2.481386423110962,0.7361234426498413
risk_full_rbar,0,9,1009,25,5.0,15,True,2,0,0,3.968452215194702,0.8452401757240295,2.3498717240612596e-17,2.3498801613035077e-17,2.3498801613035077e-17,2.3498717240612596e-17,0.09860352426767349,0.041712865233421326,1.9626585245132446,2.1029748916625977,-0.2882780134677887,-0.0017655666451901197,-0.39166170358657837,3.968452215194702,2.0779364109039307,0.3333333432674408,1.0,1.0,0.4142659306526184,-0.5760183334350586,2.452275276184082,0.7853094935417175
risk_full_rbar,0,9,1009,26,5.2,15,True,2,0,0,4.365141868591309,0.8452401757240295,3.085684335490991e-22,3.9711257968825734e-22,3.9711257968825734e-22,3.085684335490991e-22,0.08387723565101624,0.03552534058690071,1.844565749168396,1.963968276977539,-0.28517383337020874,0.0014609962236136198,-0.5542836785316467,4.365142345428467,2.096412420272827,0.3333333432674408,1.0,1.0,0.3883052170276642,-0.5528020858764648,2.4136040210723877,0.8315150737762451
risk_full_rbar,0,9,1009,27,5.4,15,True,2,0,0,4.770005702972412,0.8452401757240295,9.65421386444863e-24,9.65432272725355e-24,9.65432272725355e-24,1.0896076253229602e-28,0.07134205847978592,0.030246684327721596,1.69526207447052,1.7968508005142212,-0.28253528475761414,0.0042035747319459915,-0.6925123333930969,4.770005702972412,2.129410982131958,0.3333333432674408,2.0,1.0,0.3613555133342743,-0.5153706669807434,2.3632051944732666,0.8709763884544373
risk_full_rbar,0,9,1009,28,5.6000000000000005,15,True,2,0,0,5.185012340545654,0.8452401757240295,1.7230516828586276e-25,1.7230516828586276e-25,1.7230516828586276e-25,3.504192541742909e-37,0.060674287378787994,0.02574591338634491,1.533005714416504,1.619425892829895,-0.2802925109863281,0.0065347664058208466,-0.8100067377090454,5.185011863708496,2.182798385620117,0.3333333432674408,2.0,1.0,0.33277320861816406,-0.4587915241718292,2.298893451690674,0.897559642791748
risk_full_rbar,0,9,1009,29,5.800000000000001,15,True,2,0,0,5.6133131980896,0.8452401757240295,5.84255885719145e-28,5.84255885719145e-28,5.84255885719145e-28,0.0,0.05159737542271614,0.021910203620791435,1.3695486783981323,1.4430562257766724,-0.2783861458301544,0.008516279980540276,-0.9098769426345825,5.6133131980896,2.2658450603485107,0.3333333432674408,3.0,1.0,0.3014186918735504,-0.37561947107315063,2.2198588848114014,0.9015781283378601
risk_full_rbar,0,9,1009,30,6.0,15,True,2,0,0,6.0589118003845215,0.8452401757240295,4.096930712615825e-31,4.096930712615825e-31,4.096930712615825e-31,0.0,0.043875277042388916,0.01864258572459221,1.2121580839157104,1.274675965309143,-0.27676573395729065,0.010200565680861473,-0.9947665929794312,6.0589118003845215,2.392388343811035,0.3333333432674408,3.0,1.0,0.26496824622154236,-0.2547510266304016,2.1308271884918213,0.8686866164207458
risk_full_rbar,0,9,1009,31,6.2,15,True,2,0,0,6.524584770202637,0.8452401757240295,8.077843928366546e-35,8.077843928366546e-35,8.077843928366546e-35,0.0,0.03730663284659386,0.01585986278951168,1.0650445222854614,1.118211030960083,-0.2753883898258209,0.011632208712399006,-1.0669227838516235,6.524584770202637,2.5787193775177,0.3333333432674408,3.0,1.0,0.21807481348514557,-0.08044695854187012,2.0533177852630615,0.7813314199447632
risk_full_rbar,0,9,1009,32,6.4,15,True,2,1,0,7.0052313804626465,0.8452401757240295,1.2373772324351822e-38,1.2373772324351822e-38,1.2373772324351822e-38,0.0,0.03171977773308754,0.013490756042301655,0.9303659200668335,0.9755764603614807,-0.2742176651954651,0.012849105522036552,-1.1282556056976318,7.0052313804626465,2.8269031047821045,0.3333333432674408,3.0,1.0,0.14809775352478027,0.16641296446323395,2.049025297164917,0.6366139650344849
