run_name,seed,step,scenario,success_rate,collision_rate,mean_min_distance,std_min_distance,mean_time,mean_episode_reward,mean_reaction_time,std_reaction_time,nan_rate_reaction_time,mean_min_distance_after_turn,mean_risk_at_turn,mean_risk_max_after_turn,mean_risk_rise_time_0p3,mean_risk_rise_time_0p5,nan_rate_risk_rise_0p5,mean_sigma_trace_at_turn,mean_sigma_trace_max_after_turn,mean_sigma_rise_time_2x,mean_R_sum_at_turn,mean_R_sum_max_after_turn,mean_R_bar_at_turn,mean_R_bar_max_after_turn,mean_w_risk_at_turn,mean_w_risk_max_after_turn,turning_obstacle_top1_rate_after_turn
Rgate8,0,100k,random,1.0,0.0,1.5482499992847443,1.2098428963171686,7.0,22.27494434812365,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,100k,sudden,1.0,0.0,1.2135088163614274,0.187599313322188,7.054000000000001,22.268216027331956,0.3660000000000002,0.3562486930686643,0.0,1.7071056205034256,0.018985307214640947,0.027269476345689,0.0,,1.0,1.0248884250720343,1.7184934715429943,1.6142857142857145,0.03420555234455138,0.4232293574037612,0.033228983052028344,0.38516833683493623,0.6618869212633134,0.931394832332929,0.9666666666666667
Rgate8,0,200k,hard,0.98,0.02,0.9614761656522751,0.1755764953834128,7.052000000000001,21.406064229415186,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,200k,random,1.0,0.0,1.6521880674362182,1.1722092158906883,7.182,22.24770634530601,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,200k,sudden,1.0,0.0,1.288267758488655,0.2760264409168934,7.216000000000001,22.26057998769071,0.2720000000000001,0.19388635638414375,0.0,1.7957121950387955,0.02430712155505866,0.028993761994621888,0.0,0.0,0.9666666666666667,1.0083150794108708,1.6345744331677754,1.7714285714285718,0.037227910229711884,0.353981803683079,0.03540816154282697,0.3205636370755085,0.6466440954447789,0.9326855450868606,0.9666666666666667
Rgate8,0,300k,hard,0.96,0.04,0.8870829150080681,0.18003344665807458,6.607999999999999,20.816566276649567,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,300k,random,1.0,0.0,1.4742472976446153,1.1657398321514159,6.82,22.283150730696388,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,300k,sudden,1.0,0.0,1.1391173630952836,0.22268346032549216,6.87,22.291185991982193,7.560000000000002,14.794156640615602,0.0,1.5824178034067153,0.03370727253552131,0.036645150796344894,0.0,0.0,0.9666666666666667,1.0130238900581996,1.6527521332105002,1.5000000000000002,0.05522866006068369,0.40101885904150547,0.05110699641673508,0.36214586806658505,0.7388120865328819,0.9322488556305567,1.0
Rgate8,0,500k,hard,0.92,0.08,0.7690290701389313,0.14437939292820373,6.198,19.576595170981555,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,500k,random,0.98,0.02,1.3060667714476586,1.2692597988434882,6.575999999999999,21.763285032724603,,,1.0,,,,,,,,,,,,,,,,
Rgate8,0,500k,sudden,1.0,0.0,0.9342231518030166,0.13065339180573882,6.688000000000001,22.30741791595627,11.44,16.461525390492163,0.0,1.4160846489667893,0.09140772968999003,0.12302557042208122,0.0666666666666667,0.0666666666666667,0.9,0.9423903092741966,1.7046459197998047,1.1200000000000003,0.09564771890156686,0.6953769514958064,0.08815592549930652,0.5930005675476953,0.7609708625369052,0.9474106291929881,0.9666666666666667
Rgate8,1,100k,hard,0.95,0.05,0.9194207280874253,0.19591473009409346,6.846,20.411956126897294,,,1.0,,,,,,,,,,,,,,,,
