strong_geom_anchor,manifest_path,summary_path,manifest_exists,formal_summary_exists,baseline_name,kind,filter_used,horizon,cpa_safe,num_headings,candidate_velocity_set,candidate_count_nominal,scoring_logic,unsafe_action_handling,formal_success,formal_collision,formal_near_miss,formal_progress,formal_filter_trigger_rate
Phase B vo_like_filter_h45_cpa1p2_h16,results/env_v2_phase_b_geometry_filter_baselines/tables/phase_b_baseline_manifest.csv,results/env_v2_phase_b_geometry_filter_baselines/tables/phase_b_eval_summary.csv,1,1,vo_like_filter,vo_like_filter,1,4.5,1.2,16,raw_action; goal_action; current_action; away_lateral_action; headings at speeds 0.4/0.7/1.0 over num_headings=16,52,-1.2*||cand-raw|| + 0.8*progress_alignment + 0.35*min_cpa - 0.2*||cand-current_action||,"trigger if runtime analytic candidate CPA has 0<=tcpa<=horizon and min_cpa<cpa_safe; select best safe candidate if any, else best_any",0.8333333333333334,0.1666666666666666,0.72,0.987975154553813,0.3508952195574182
