method,seed,step,scenario,success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,distance_warning_cost_mean,risk_sum_mean,risk_max_mean,reaction_time_eval_style,reaction_time_nan_style,reaction_time,nan_reaction_rate,mean_min_distance_after_turn,total_episodes,checkpoint_path,eval_csv_path,reused_from
attention_full_distance_penalty,0,1000000,eval_random_switch,1.0,0.0,1.1789413702487945,0.24,6.824,0.0001961515238065137,0.04181846124983163,0.04118708970189796,,,,1.0,,50.0,checkpoints/gate2b/attention_full_distance_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s0_step1000000_random.csv,results/gate2b/eval/attention_full_distance_penalty_s0_step1000000_random.csv
attention_full_distance_penalty,0,1000000,eval_random_switch_hard,0.96,0.04,0.8501770585775376,0.88,6.5440000000000005,0.009000749322822197,0.108914849050343,0.10537031803280111,,,,1.0,,50.0,checkpoints/gate2b/attention_full_distance_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s0_step1000000_hard.csv,results/gate2b/eval/attention_full_distance_penalty_s0_step1000000_hard.csv
attention_full_distance_penalty,0,1000000,eval_sudden_turn,1.0,0.0,1.0465904653072358,0.44,6.772,0.0003038358636155007,0.05006128249689933,0.04955356505699452,7.5360000000000005,1.0682926829268293,7.5360000000000005,0.18,1.4659145724773408,50.0,checkpoints/gate2b/attention_full_distance_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s0_step1000000_sudden.csv,results/gate2b/eval/attention_full_distance_penalty_s0_step1000000_sudden.csv
attention_full_distance_penalty,0,1000000,mixed_uncertainty,0.94,0.06,0.9947926092147827,0.54,6.800000000000001,0.0018403022178426647,0.07359962124959561,0.07225395002285945,0.9320000000000003,0.9320000000000003,0.9320000000000003,0.0,0.9999325728416443,50.0,checkpoints/gate2b/attention_full_distance_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s0_step1000000_mixed.csv,results/gate2b/eval/attention_full_distance_penalty_s0_step1000000_mixed.csv
attention_full_distance_penalty,1,250000,eval_random_switch,1.0,0.0,1.6527331638336182,0.04,7.32,2.5335198151876e-05,0.01376499579969088,0.013727997015237567,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step250000_random.csv,
attention_full_distance_penalty,1,250000,eval_random_switch_hard,1.0,0.0,1.0774029314517974,0.4,7.328,0.00030786148529840415,0.03847819604910906,0.037738382248207886,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step250000_hard.csv,
attention_full_distance_penalty,1,250000,eval_sudden_turn,1.0,0.0,1.435024254322052,0.12,7.368,5.903512511508523e-05,0.01845439568747674,0.017917073871685674,0.2520000000000001,0.2520000000000001,0.2520000000000001,0.0,1.8451626622676849,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step250000_sudden.csv,
attention_full_distance_penalty,1,250000,mixed_uncertainty,0.86,0.14,0.8420803344249725,0.74,7.360000000000001,0.004820927219072898,0.10069302005780624,0.09869223655987294,0.2120000000000001,0.2120000000000001,0.2120000000000001,0.0,0.8420803344249725,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step250000_mixed.csv,
attention_full_distance_penalty,1,500000,eval_random_switch,1.0,0.0,1.5549913191795348,0.2,7.183999999999998,2.4236838926292008e-05,0.01971012884468436,0.019545402221859683,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step500000_random.csv,
attention_full_distance_penalty,1,500000,eval_random_switch_hard,1.0,0.0,0.9746523404121399,0.58,7.1560000000000015,0.0009651791384248762,0.050707803200930324,0.0493509951047599,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step500000_hard.csv,
attention_full_distance_penalty,1,500000,eval_sudden_turn,1.0,0.0,1.4083455634117126,0.08,7.268000000000002,2.1030420559498e-06,0.022961521169563594,0.022412378675289748,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,2.0042873644828796,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step500000_sudden.csv,
attention_full_distance_penalty,1,500000,mixed_uncertainty,0.92,0.08,0.9189765596389771,0.62,7.596,0.002939915750175685,0.08574224484549628,0.0835954376136942,0.9800000000000005,0.24489795918367355,0.9800000000000005,0.02,0.9266448235511779,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step500000_mixed.csv,
attention_full_distance_penalty,1,750000,eval_random_switch,1.0,0.0,1.4556463968753814,0.24,6.996,4.3911961802216674e-05,0.0291718858237265,0.028965767292485137,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step750000_random.csv,
attention_full_distance_penalty,1,750000,eval_random_switch_hard,1.0,0.0,0.9518642580509186,0.66,6.944,0.0011580256387537435,0.05962525758892294,0.05776707667857405,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step750000_hard.csv,
attention_full_distance_penalty,1,750000,eval_sudden_turn,1.0,0.0,1.2960140109062195,0.1,7.044,2.3378028126895556e-05,0.03048986539157336,0.029691738095716524,1.8080000000000007,0.3416666666666668,1.8080000000000007,0.04,1.7056586623191834,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step750000_sudden.csv,
attention_full_distance_penalty,1,750000,mixed_uncertainty,0.9,0.1,0.8976710700988769,0.66,7.260000000000002,0.0037517919489056754,0.0893591488705533,0.08929247136845328,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.0,0.8976710700988769,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step750000_mixed.csv,
attention_full_distance_penalty,1,1000000,eval_random_switch,0.98,0.02,1.3844912099838256,0.28,6.824000000000001,0.00035726712153745385,0.040219071711764975,0.03946201445418627,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step1000000_random.csv,
attention_full_distance_penalty,1,1000000,eval_random_switch_hard,1.0,0.0,0.9153490090370178,0.78,6.824,0.0015626977394367417,0.07073836259543892,0.06803266923874612,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step1000000_hard.csv,
attention_full_distance_penalty,1,1000000,eval_sudden_turn,1.0,0.0,1.2210934698581695,0.14,6.920000000000001,3.746339369171769e-05,0.039492298695840825,0.03800631965161297,7.408,0.9121951219512199,7.408,0.18,1.5497440147399901,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step1000000_sudden.csv,
attention_full_distance_penalty,1,1000000,mixed_uncertainty,0.92,0.08,0.8540514260530472,0.82,7.212,0.003650776373258362,0.11208828766481016,0.11088942747213874,1.6160000000000003,0.8938775510204084,1.6160000000000003,0.02,0.8540514260530472,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s1_step1000000_mixed.csv,
attention_full_distance_penalty,2,250000,eval_random_switch,1.0,0.0,1.960271211862564,0.02,7.380000000000001,1.0291433864040301e-06,0.01478136822962799,0.014597763001174578,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step250000_random.csv,
attention_full_distance_penalty,2,250000,eval_random_switch_hard,1.0,0.0,1.1038965320587157,0.32,7.531999999999999,0.0002469817036217016,0.02716479312628503,0.02652528265025462,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step250000_hard.csv,
attention_full_distance_penalty,2,250000,eval_sudden_turn,1.0,0.0,1.5300174808502198,0.02,7.56,4.13352769101e-06,0.010135175556020995,0.010104835611658581,0.2920000000000001,0.2920000000000001,0.2920000000000001,0.0,2.0848058557510374,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step250000_sudden.csv,
attention_full_distance_penalty,2,250000,mixed_uncertainty,0.92,0.08,0.9050184619426728,0.8,7.432,0.003143311621998029,0.09143682436855553,0.09077505210251584,0.34400000000000014,0.34400000000000014,0.34400000000000014,0.0,0.9050184619426728,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step250000_mixed.csv,
attention_full_distance_penalty,2,500000,eval_random_switch,1.0,0.0,1.9013472723960876,0.02,7.16,5.519552505574001e-06,0.01669201902215003,0.016473592744825637,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step500000_random.csv,
attention_full_distance_penalty,2,500000,eval_random_switch_hard,1.0,0.0,1.0187756061553954,0.54,7.216,0.0006734381376736317,0.03952434889040883,0.0384632327361032,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step500000_hard.csv,
attention_full_distance_penalty,2,500000,eval_sudden_turn,1.0,0.0,1.4136150920391082,0.08,7.276,6.8644776183628325e-06,0.014631769625011615,0.014587679795440584,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.8904083728790284,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step500000_sudden.csv,
attention_full_distance_penalty,2,500000,mixed_uncertainty,0.9,0.1,0.8837865060567855,0.74,7.428000000000001,0.0035235174426724945,0.09312588725488351,0.09276782837925562,0.4800000000000001,0.4800000000000001,0.4800000000000001,0.0,0.8837865060567855,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step500000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step500000_mixed.csv,
attention_full_distance_penalty,2,750000,eval_random_switch,1.0,0.0,1.728027046918869,0.1,6.9479999999999995,4.788056070367133e-05,0.02694584600031699,0.026471589459460994,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step750000_random.csv,
attention_full_distance_penalty,2,750000,eval_random_switch_hard,1.0,0.0,0.9299007332324982,0.7,6.964000000000001,0.0014254099191884646,0.05815542433410879,0.056170704066753355,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step750000_hard.csv,
attention_full_distance_penalty,2,750000,eval_sudden_turn,1.0,0.0,1.249796336889267,0.12,7.056,3.8821555390311425e-05,0.02987968367466233,0.029784535101207398,5.0280000000000005,0.6681818181818183,5.0280000000000005,0.12,1.62159233212471,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step750000_sudden.csv,
attention_full_distance_penalty,2,750000,mixed_uncertainty,0.92,0.08,0.85173324406147,0.8,7.204,0.003938091152267555,0.11756662992276684,0.11629914668103535,1.1440000000000003,1.1440000000000003,1.1440000000000003,0.0,0.85173324406147,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step750000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step750000_mixed.csv,
attention_full_distance_penalty,2,1000000,eval_random_switch,1.0,0.0,1.7060885214805603,0.1,6.895999999999999,0.0001002026571222787,0.028766306194682758,0.02810813341968557,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step1000000_random.csv,
attention_full_distance_penalty,2,1000000,eval_random_switch_hard,1.0,0.0,0.9409017419815063,0.62,6.916000000000001,0.0012031369922351285,0.05753193385899062,0.05567104503512379,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step1000000_hard.csv,
attention_full_distance_penalty,2,1000000,eval_sudden_turn,1.0,0.0,1.2276976358890535,0.2,7.004000000000001,5.9094539394659296e-05,0.030208427932811862,0.030140374262846263,7.18,0.6341463414634148,7.18,0.18,1.5782382094860077,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step1000000_sudden.csv,
attention_full_distance_penalty,2,1000000,mixed_uncertainty,0.92,0.08,0.863042203783989,0.84,7.188,0.003497731359380617,0.10825489452801546,0.10774480589297124,2.556,1.1208333333333336,2.556,0.04,0.863042203783989,50.0,checkpoints/p1_three_seed/attention_full_distance_penalty_s2_step1000000.zip,results/p1_three_seed/eval/attention_full_distance_penalty_s2_step1000000_mixed.csv,
attention_full_risk_penalty,0,250000,eval_random_switch,0.44,0.0,2.904252781867981,0.0,30.492000000000004,0.0,6.462089872723214e-05,6.462009667842255e-05,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_random.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step250000_random.csv
attention_full_risk_penalty,0,250000,eval_random_switch_hard,0.0,0.0,1.7218007242679596,0.04,40.0,1.3954560417912825e-05,0.007653799655963614,0.00715575539856213,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_hard.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step250000_hard.csv
attention_full_risk_penalty,0,250000,eval_sudden_turn,0.42,0.0,2.647464916706085,0.0,32.028,0.0,0.00036084098901223655,0.00036084098610142596,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,3.4844007158279418,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_sudden.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step250000_sudden.csv
attention_full_risk_penalty,0,250000,mixed_uncertainty,0.68,0.0,2.2281193780899047,0.0,31.951999999999998,0.0,7.81865010399652e-06,7.818650102487704e-06,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,2.290932421684265,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_mixed.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step250000_mixed.csv
attention_full_risk_penalty,0,500000,eval_random_switch,1.0,0.0,2.220622630119324,0.0,8.58,0.0,0.0001160198940554916,0.00011601883773560812,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_random.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step500000_random.csv
attention_full_risk_penalty,0,500000,eval_random_switch_hard,1.0,0.0,1.4800609230995179,0.08,8.596,0.00019069826563281603,0.005723097376155649,0.005710244325416578,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_hard.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step500000_hard.csv
attention_full_risk_penalty,0,500000,eval_sudden_turn,1.0,0.0,2.0302189564704896,0.0,8.44,0.0,0.0003712353285442245,0.00037122549376069367,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,3.006101677417755,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_sudden.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step500000_sudden.csv
attention_full_risk_penalty,0,500000,mixed_uncertainty,0.94,0.06,1.2847452092170715,0.36,8.744,0.0014404098474369554,0.03463543403929769,0.033191144585914704,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.295666835308075,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_mixed.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step500000_mixed.csv
attention_full_risk_penalty,0,750000,eval_random_switch,1.0,0.0,2.0643192434310915,0.0,8.1,0.0,0.0016902551131617776,0.00168992360251003,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_random.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step750000_random.csv
attention_full_risk_penalty,0,750000,eval_random_switch_hard,1.0,0.0,1.5000232815742494,0.06,8.468,9.372964617796e-05,0.005661608569371262,0.005657468928839044,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_hard.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step750000_hard.csv
attention_full_risk_penalty,0,750000,eval_sudden_turn,1.0,0.0,1.9128647971153259,0.0,8.112,0.0,0.0018480156164262774,0.0018478952753169494,0.20800000000000007,0.20800000000000007,0.20800000000000007,0.0,2.721767318248749,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_sudden.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step750000_sudden.csv
attention_full_risk_penalty,0,750000,mixed_uncertainty,0.8,0.2,1.0538073086738586,0.52,8.416,0.003099738053964829,0.06196864395256208,0.060543480189859916,0.20400000000000007,0.20400000000000007,0.20400000000000007,0.0,1.0538073086738586,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_mixed.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step750000_mixed.csv
attention_full_risk_penalty,0,1000000,eval_random_switch,1.0,0.0,2.052177391052246,0.0,7.735999999999999,0.0,0.0002564745536958487,0.00025643189395642673,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_random.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step1000000_random.csv
attention_full_risk_penalty,0,1000000,eval_random_switch_hard,1.0,0.0,1.4576443445682525,0.08,8.040000000000001,0.00010024813419407673,0.004770594233113979,0.004766068496664907,,,,1.0,,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_hard.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step1000000_hard.csv
attention_full_risk_penalty,0,1000000,eval_sudden_turn,1.0,0.0,1.888251371383667,0.0,7.716,0.0,0.00022872769153956953,0.0002286018770684797,1.0760000000000003,0.34285714285714297,1.0760000000000003,0.02,2.485206172466278,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_sudden.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step1000000_sudden.csv
attention_full_risk_penalty,0,1000000,mixed_uncertainty,0.94,0.06,1.1140122461318969,0.44,8.32,0.0016243126691733577,0.04238137525244408,0.041653611795591815,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.11640709400177,50.0,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_mixed.csv,results/gate2b/eval/attention_full_risk_penalty_s0_step1000000_mixed.csv
attention_full_risk_penalty,1,250000,eval_random_switch,0.9,0.0,2.7146590685844423,0.0,17.812,0.0,0.00037844160824159194,0.00037844159132384035,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step250000_random.csv,
attention_full_risk_penalty,1,250000,eval_random_switch_hard,0.28,0.04,1.7886218053102494,0.06,30.8,0.00020041598705574604,0.009199140075202096,0.008103512805830883,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step250000_hard.csv,
attention_full_risk_penalty,1,250000,eval_sudden_turn,0.86,0.0,2.599109592437744,0.0,17.136,0.0,0.0007830172956579173,0.0007830172219206083,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,3.7458044052124024,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step250000_sudden.csv,
attention_full_risk_penalty,1,250000,mixed_uncertainty,0.92,0.04,1.435051234960556,0.24,15.276000000000002,0.0008595858891084098,0.02450408898639157,0.023345605519275555,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.4364640367031098,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step250000_mixed.csv,
attention_full_risk_penalty,1,500000,eval_random_switch,1.0,0.0,2.15427130818367,0.02,8.675999999999998,2.0859828218815996e-05,0.0009274635705329907,0.0009274480373478722,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step500000_random.csv,
attention_full_risk_penalty,1,500000,eval_random_switch_hard,1.0,0.0,1.5442306005954742,0.04,9.144,8.858389483065561e-06,0.004708709386788954,0.004626057953839748,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step500000_hard.csv,
attention_full_risk_penalty,1,500000,eval_sudden_turn,1.0,0.0,2.0437936961650847,0.02,8.796000000000001,1.7342481296508e-05,0.002773740655730841,0.002773664106285401,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,3.116466726064682,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step500000_sudden.csv,
attention_full_risk_penalty,1,500000,mixed_uncertainty,0.8,0.2,1.0117167872190476,0.56,8.744000000000002,0.0028838534668466052,0.05461227633303152,0.05149304855859013,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.0117167872190476,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step500000_mixed.csv,
attention_full_risk_penalty,1,750000,eval_random_switch,1.0,0.0,2.079492154121399,0.0,8.004,0.0,0.0014934082774145463,0.0014927748320515371,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step750000_random.csv,
attention_full_risk_penalty,1,750000,eval_random_switch_hard,1.0,0.0,1.4114551162719726,0.08,8.356000000000002,8.728742213861336e-05,0.007734943264367716,0.0077178179596921435,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step750000_hard.csv,
attention_full_risk_penalty,1,750000,eval_sudden_turn,1.0,0.0,1.9101585626602173,0.0,8.144,0.0,0.0016917378044470535,0.001681035822928118,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,2.7241086959838867,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step750000_sudden.csv,
attention_full_risk_penalty,1,750000,mixed_uncertainty,0.74,0.26,0.9257339286804199,0.64,8.044,0.0036661007518341395,0.05920960557386334,0.05519408520981724,0.21600000000000008,0.21600000000000008,0.21600000000000008,0.0,0.9257339286804199,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step750000_mixed.csv,
attention_full_risk_penalty,1,1000000,eval_random_switch,1.0,0.0,2.0545283913612367,0.0,7.892,0.0,0.0008042273047677633,0.0008020809640026491,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step1000000_random.csv,
attention_full_risk_penalty,1,1000000,eval_random_switch_hard,1.0,0.0,1.4477515530586242,0.02,8.556000000000001,5.999037530272e-06,0.003561269287201826,0.0035507861553559844,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step1000000_hard.csv,
attention_full_risk_penalty,1,1000000,eval_sudden_turn,0.98,0.02,1.9054045963287354,0.02,8.24,0.000243787076324224,0.003678186790482961,0.0036553957915663,0.20800000000000007,0.20800000000000007,0.20800000000000007,0.0,2.667658021450043,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step1000000_sudden.csv,
attention_full_risk_penalty,1,1000000,mixed_uncertainty,0.78,0.22,1.0266469836235046,0.52,8.088000000000001,0.002331617594574005,0.041500783696781944,0.04006747221947845,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,1.0266469836235046,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s1_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s1_step1000000_mixed.csv,
attention_full_risk_penalty,2,250000,eval_random_switch,0.38,0.02,2.9492538195848463,0.02,31.128,0.000140078580006956,0.0012355885877473262,0.001235455092596226,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s2_step250000_random.csv,
attention_full_risk_penalty,2,250000,eval_random_switch_hard,0.08,0.0,1.6562562429904937,0.08,38.696,2.7083285981458263e-05,0.014790722443685771,0.01383384350549018,,,,1.0,,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s2_step250000_hard.csv,
attention_full_risk_penalty,2,250000,eval_sudden_turn,0.58,0.0,2.6700266790390015,0.0,26.36,0.0,0.0007883177567605473,0.0007883177567605085,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,3.504248468875885,50.0,checkpoints/p1_three_seed/attention_full_risk_penalty_s2_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s2_step250000_sudden.csv,
