episode_seed,success,collision,episode_min_distance,episode_reward,steps,time_to_goal,reaction_time,risk_rise_time,min_distance_after_turn,turning_obstacle_id,episode_id
1000,1,0,1.274726390838623,21.88588100380013,33,6.6000000000000005,0.20000000000000018,37.0,1.8910179138183594,2,0
1001,1,0,1.0723470449447632,22.276523610521693,35,7.0,0.20000000000000018,37.0,1.1959995031356812,2,1
1002,1,0,1.5300923585891724,22.137645455676463,35,7.0,1.0,37.0,2.203366994857788,0,2
1003,1,0,1.2476441860198975,21.613313353400297,33,6.6000000000000005,1.0,37.0,1.6533076763153076,1,3
1004,1,0,1.8420478105545044,21.579746965838712,33,6.6000000000000005,0.20000000000000018,37.0,2.199768543243408,2,4
1005,1,0,1.3339966535568237,22.44745666713628,36,7.2,0.20000000000000018,37.0,1.5589340925216675,2,5
1006,1,0,1.1741197109222412,21.61954301943919,36,7.2,0.20000000000000018,0.0,1.1741197109222412,1,6
1007,1,0,2.1940207481384277,23.731436969645433,40,8.0,0.20000000000000018,37.0,2.3677539825439453,1,7
1008,1,0,1.109684944152832,22.013145363262083,35,7.0,0.6000000000000001,37.0,2.8419015407562256,1,8
1009,1,0,1.1990264654159546,21.10220147975604,32,6.4,0.20000000000000018,37.0,1.1990264654159546,2,9
1010,1,0,1.4110651016235352,22.626639927478827,37,7.4,0.20000000000000018,37.0,1.7943228483200073,0,10
1011,1,0,1.6266151666641235,21.654688487131494,34,6.800000000000001,0.20000000000000018,37.0,2.0796661376953125,2,11
1012,1,0,1.4230735301971436,21.841268658753105,34,6.800000000000001,0.20000000000000018,37.0,1.5104916095733643,1,12
1013,1,0,0.8025970458984375,21.505521624631655,33,6.6000000000000005,0.20000000000000018,37.0,0.8025970458984375,2,13
1014,1,0,1.3287100791931152,24.236940300725106,40,8.0,0.20000000000000018,37.0,1.3287100791931152,2,14
1015,1,0,1.3715282678604126,22.21430029496674,36,7.2,0.20000000000000018,37.0,1.7448490858078003,1,15
1016,1,0,1.26160728931427,21.71946092136728,34,6.800000000000001,0.20000000000000018,37.0,2.27455472946167,1,16
1017,1,0,1.3534244298934937,22.975183489374174,37,7.4,0.20000000000000018,37.0,1.4698988199234009,2,17
1018,1,0,1.458277940750122,22.388916382838435,36,7.2,0.20000000000000018,37.0,1.9994641542434692,0,18
1019,1,0,1.288464069366455,21.491709445943997,33,6.6000000000000005,0.8000000000000003,37.0,1.9576417207717896,0,19
1020,1,0,1.2342135906219482,21.159945002753815,32,6.4,0.20000000000000018,37.0,1.2842081785202026,2,20
1021,1,0,1.3952627182006836,24.087735496523095,41,8.200000000000001,0.20000000000000018,37.0,2.192202568054199,2,21
1022,1,0,2.040743350982666,22.44674837443711,37,7.4,0.20000000000000018,37.0,2.2838144302368164,0,22
1023,1,0,1.228467345237732,23.835716638644225,40,8.0,0.20000000000000018,37.0,1.5199174880981445,2,23
1024,1,0,1.2666616439819336,23.47148011144047,38,7.6000000000000005,0.20000000000000018,37.0,1.3031584024429321,1,24
1025,1,0,0.9440740942955017,21.88525693720876,35,7.0,0.20000000000000018,37.0,3.6908483505249023,0,25
1026,1,0,0.9404296278953552,22.270599262116807,36,7.2,0.20000000000000018,37.0,1.5306148529052734,0,26
1027,1,0,1.187635898590088,24.832259487324624,43,8.6,0.20000000000000018,37.0,1.579704761505127,1,27
1028,1,0,1.266898512840271,22.14549444888398,35,7.0,0.20000000000000018,37.0,2.682952642440796,1,28
1029,1,0,1.3644371032714844,21.95018509975722,34,6.800000000000001,0.20000000000000018,37.0,1.574313759803772,2,29
1030,1,0,1.1978970766067505,21.710463333934804,33,6.6000000000000005,0.40000000000000036,37.0,3.1246988773345947,2,30
1031,1,0,1.1821974515914917,22.425633085693576,36,7.2,0.6000000000000001,37.0,1.1821974515914917,2,31
1032,1,0,1.0422446727752686,22.412366137482913,36,7.2,0.20000000000000018,37.0,1.2796543836593628,2,32
1033,1,0,1.2195134162902832,22.87143640777114,38,7.6000000000000005,0.20000000000000018,37.0,1.8691574335098267,1,33
1034,1,0,0.5609538555145264,22.5635529852919,38,7.6000000000000005,0.20000000000000018,0.0,0.5609538555145264,0,34
1035,1,0,1.0513414144515991,24.592204463867816,43,8.6,0.20000000000000018,37.0,3.5867056846618652,0,35
1036,1,0,1.7690281867980957,22.375458300908793,36,7.2,0.20000000000000018,37.0,1.902327299118042,2,36
1037,1,0,1.3026386499404907,21.993892338454316,35,7.0,0.20000000000000018,37.0,2.0642054080963135,1,37
1038,1,0,1.7293150424957275,21.411376281291012,33,6.6000000000000005,0.20000000000000018,37.0,1.7293150424957275,2,38
1039,1,0,1.0854051113128662,21.721368267514407,33,6.6000000000000005,0.40000000000000036,37.0,1.0854051113128662,2,39
1040,1,0,1.2716923952102661,22.462998406117585,36,7.2,0.20000000000000018,37.0,1.5714243650436401,2,40
1041,1,0,0.9281627535820007,22.14569586507787,35,7.0,0.20000000000000018,37.0,0.9281627535820007,2,41
1042,1,0,1.2167538404464722,21.76773721184814,34,6.800000000000001,0.20000000000000018,37.0,2.0016891956329346,1,42
1043,1,0,1.4442169666290283,21.345486695630534,32,6.4,0.20000000000000018,37.0,1.614263653755188,2,43
1044,1,0,1.2768534421920776,21.57410504457068,33,6.6000000000000005,0.8000000000000003,37.0,2.340480327606201,1,44
1045,1,0,1.0827553272247314,21.876262241337145,34,6.800000000000001,0.20000000000000018,37.0,1.7444210052490234,2,45
1046,1,0,2.134110450744629,22.527228729151048,36,7.2,1.2000000000000002,37.0,2.893437147140503,1,46
1047,1,0,1.50084388256073,21.996933510880698,37,7.4,0.8000000000000003,37.0,1.50084388256073,0,47
1048,1,0,1.1026886701583862,21.945366342881464,36,7.2,0.20000000000000018,37.0,1.287912368774414,2,48
1049,1,0,1.2163715362548828,22.19821883798504,35,7.0,0.20000000000000018,37.0,1.2163715362548828,2,49
1050,1,0,1.1374335289001465,23.491391067366926,40,8.0,0.20000000000000018,37.0,2.58607816696167,2,50
1051,1,0,1.324756383895874,21.263744878125436,32,6.4,0.20000000000000018,37.0,2.281041383743286,2,51
1052,1,0,1.0637537240982056,23.33564130411716,38,7.6000000000000005,0.20000000000000018,37.0,1.1087851524353027,1,52
1053,1,0,1.345611572265625,22.070134830954125,34,6.800000000000001,0.20000000000000018,37.0,2.067139148712158,1,53
1054,1,0,1.259795904159546,23.327244345020155,40,8.0,0.20000000000000018,37.0,1.259795904159546,0,54
1055,1,0,1.150241494178772,21.07556658563415,32,6.4,0.40000000000000036,37.0,1.6189327239990234,2,55
1056,1,0,1.1986110210418701,21.44446717360508,33,6.6000000000000005,0.20000000000000018,37.0,1.9310728311538696,2,56
1057,1,0,1.4869085550308228,22.636620094904064,37,7.4,0.20000000000000018,37.0,1.4869085550308228,0,57
1058,1,0,1.2139065265655518,21.346681701717053,33,6.6000000000000005,0.8000000000000003,37.0,1.2932229042053223,2,58
1059,1,0,1.5465562343597412,22.699857585511634,37,7.4,0.20000000000000018,37.0,1.5465562343597412,1,59
1060,1,0,1.0263469219207764,22.322358988098458,34,6.800000000000001,0.20000000000000018,37.0,1.0263469219207764,2,60
1061,1,0,1.2678653001785278,21.61758537212787,34,6.800000000000001,0.20000000000000018,37.0,1.3072553873062134,1,61
1062,1,0,1.0500564575195312,21.780446949047327,36,7.2,0.20000000000000018,37.0,1.5643036365509033,2,62
1063,1,0,1.082967758178711,22.503526366559377,36,7.2,0.20000000000000018,37.0,2.1306238174438477,2,63
1064,1,0,1.2925771474838257,21.350522184015567,34,6.800000000000001,0.20000000000000018,37.0,1.3472976684570312,2,64
1065,1,0,0.9503098726272583,23.052080012624064,37,7.4,0.20000000000000018,0.0,0.9503098726272583,2,65
1066,1,0,1.4000117778778076,21.655157097476472,34,6.800000000000001,0.20000000000000018,37.0,1.4000117778778076,0,66
1067,1,0,1.2798064947128296,21.808071064552056,33,6.6000000000000005,0.20000000000000018,37.0,2.476080894470215,2,67
1068,1,0,1.1700724363327026,22.010335111745512,34,6.800000000000001,0.20000000000000018,37.0,1.1700724363327026,2,68
1069,1,0,1.019797682762146,22.297441761065272,36,7.2,0.20000000000000018,37.0,1.5776251554489136,2,69
1070,1,0,0.5787026286125183,21.826136911699194,42,8.4,0.20000000000000018,0.0,0.5787026286125183,2,70
1071,1,0,1.1658830642700195,22.01905360902019,35,7.0,0.8000000000000003,37.0,1.2493807077407837,2,71
1072,1,0,1.3919651508331299,22.85174897516311,36,7.2,0.40000000000000036,37.0,2.6334927082061768,2,72
1073,1,0,1.1511632204055786,22.507749440314804,37,7.4,0.20000000000000018,37.0,1.6143996715545654,2,73
1074,1,0,1.0083327293395996,22.678220845459585,37,7.4,0.20000000000000018,37.0,1.0083327293395996,2,74
1075,1,0,1.0322974920272827,21.947686674328686,34,6.800000000000001,0.20000000000000018,37.0,1.0322974920272827,2,75
1076,1,0,1.2676361799240112,22.045593819839993,35,7.0,1.2000000000000002,37.0,1.6735228300094604,1,76
1077,1,0,1.2335799932479858,20.732908745987462,31,6.2,1.0,37.0,1.600864291191101,1,77
1078,1,0,0.8618353009223938,20.732441068957847,31,6.2,0.20000000000000018,37.0,0.8618353009223938,2,78
1079,1,0,1.3080064058303833,23.37673620903566,39,7.800000000000001,0.20000000000000018,37.0,1.3080064058303833,2,79
1080,1,0,1.0452334880828857,22.189813092992807,38,7.6000000000000005,0.20000000000000018,37.0,1.583396077156067,1,80
1081,1,0,1.1251310110092163,22.032500583595066,37,7.4,1.0,37.0,2.143608570098877,0,81
1082,1,0,1.163366675376892,22.196384485873928,35,7.0,0.20000000000000018,37.0,1.163366675376892,1,82
1083,1,0,1.3128927946090698,21.654546744236136,34,6.800000000000001,0.20000000000000018,37.0,1.6749508380889893,2,83
1084,1,0,0.9971210956573486,21.53587218704066,34,6.800000000000001,0.6000000000000001,37.0,1.244066834449768,0,84
1085,1,0,1.2767843008041382,22.27507588369759,34,6.800000000000001,0.20000000000000018,37.0,1.5799040794372559,2,85
1086,1,0,1.1712555885314941,21.667721397528073,34,6.800000000000001,0.20000000000000018,37.0,1.4846594333648682,2,86
1087,1,0,1.3629673719406128,22.756386096334317,37,7.4,0.20000000000000018,37.0,1.7717944383621216,1,87
1088,1,0,1.1466113328933716,22.00897694212217,35,7.0,0.20000000000000018,37.0,1.1466113328933716,0,88
1089,1,0,1.3385701179504395,22.38687644294786,36,7.2,1.2000000000000002,37.0,1.6573679447174072,2,89
1090,1,0,1.3509505987167358,21.14966981805304,36,7.2,0.20000000000000018,37.0,1.3509505987167358,0,90
1091,1,0,1.0053706169128418,23.413111723923937,39,7.800000000000001,0.20000000000000018,37.0,2.6728525161743164,1,91
1092,1,0,1.2595865726470947,23.715774039679964,38,7.6000000000000005,0.20000000000000018,37.0,1.2595865726470947,2,92
1093,1,0,1.164725422859192,22.331548155457714,36,7.2,0.20000000000000018,37.0,1.7633459568023682,0,93
1094,1,0,1.713226318359375,22.770497620493984,37,7.4,0.20000000000000018,37.0,1.713226318359375,1,94
1095,1,0,1.630252480506897,21.421865360581727,33,6.6000000000000005,0.20000000000000018,37.0,1.630252480506897,2,95
1096,1,0,1.2235568761825562,23.269105748935253,37,7.4,0.20000000000000018,37.0,1.7898539304733276,2,96
1097,1,0,1.3794375658035278,22.594713798969174,36,7.2,0.20000000000000018,37.0,1.3794375658035278,1,97
1098,1,0,1.299678921699524,22.608468693837345,36,7.2,0.20000000000000018,37.0,1.299678921699524,2,98
1099,1,0,1.4145464897155762,22.61350234822652,36,7.2,0.20000000000000018,37.0,1.4671002626419067,1,99
