episode_seed,success,collision,episode_min_distance,episode_reward,steps,time_to_goal,reaction_time,risk_rise_time,min_distance_after_turn,turning_obstacle_id,episode_id
1000,1,0,1.123843789100647,21.44952629970343,36,7.2,nan,nan,nan,-1,0
1001,1,0,1.9126341342926025,22.82473045909108,37,7.4,nan,nan,nan,-1,1
1002,1,0,1.3825470209121704,22.307425980383922,34,6.800000000000001,nan,nan,nan,-1,2
1003,1,0,1.1129902601242065,22.42648783649511,35,7.0,nan,nan,nan,-1,3
1004,1,0,1.0001980066299438,21.72481405127997,34,6.800000000000001,nan,nan,nan,-1,4
1005,1,0,1.1959559917449951,22.93688662190788,36,7.2,nan,nan,nan,-1,5
1006,1,0,1.4541298151016235,21.494404902520472,33,6.6000000000000005,nan,nan,nan,-1,6
1007,1,0,1.2898122072219849,21.583019160269178,34,6.800000000000001,nan,nan,nan,-1,7
1008,1,0,1.3480521440505981,23.070363112505873,38,7.6000000000000005,nan,nan,nan,-1,8
1009,1,0,0.9247775673866272,20.947546522248302,33,6.6000000000000005,nan,nan,nan,-1,9
1010,1,0,1.2297003269195557,23.611830778741563,40,8.0,nan,nan,nan,-1,10
1011,1,0,1.3786956071853638,21.082694557399847,33,6.6000000000000005,nan,nan,nan,-1,11
1012,1,0,1.256028652191162,21.88855385055447,37,7.4,nan,nan,nan,-1,12
1013,1,0,1.3185352087020874,22.021303593315537,36,7.2,nan,nan,nan,-1,13
1014,1,0,1.3884897232055664,23.56795983727774,41,8.200000000000001,nan,nan,nan,-1,14
1015,1,0,1.015289068222046,21.79729370143381,36,7.2,nan,nan,nan,-1,15
1016,1,0,1.3951729536056519,22.35477850459487,36,7.2,nan,nan,nan,-1,16
1017,1,0,2.7188100814819336,23.404750231645977,40,8.0,nan,nan,nan,-1,17
1018,1,0,1.3598668575286865,23.075462410534126,37,7.4,nan,nan,nan,-1,18
1019,1,0,1.1558250188827515,22.287825610333492,35,7.0,nan,nan,nan,-1,19
1020,1,0,1.4343503713607788,22.10343794268556,35,7.0,nan,nan,nan,-1,20
1021,1,0,1.4551337957382202,22.667324510644974,37,7.4,nan,nan,nan,-1,21
1022,1,0,1.0567615032196045,22.20052085919895,37,7.4,nan,nan,nan,-1,22
