episode_seed,success,collision,episode_min_distance,episode_reward,steps,time_to_goal,reaction_time,risk_rise_time,min_distance_after_turn,turning_obstacle_id,episode_id
1000,1,0,1.4325664043426514,21.767867106127525,33,6.6000000000000005,1.4000000000000004,37.0,1.7018637657165527,2,0
1001,1,0,0.9074656963348389,22.00231568925083,35,7.0,0.20000000000000018,37.0,1.8002532720565796,2,1
1002,1,0,1.289893627166748,22.026349382407346,33,6.6000000000000005,1.2000000000000002,37.0,2.252319097518921,0,2
1003,1,0,0.8863204121589661,21.45745652456855,33,6.6000000000000005,0.20000000000000018,37.0,0.8863204121589661,2,3
1004,1,0,0.9022966623306274,21.67448833092902,32,6.4,0.20000000000000018,37.0,1.999767780303955,2,4
1005,1,0,1.1932708024978638,22.646822499741027,35,7.0,1.2000000000000002,37.0,1.4505488872528076,2,5
1006,1,0,1.217525839805603,21.700035298690782,34,6.800000000000001,0.20000000000000018,37.0,1.217525839805603,1,6
1007,1,0,1.059317946434021,24.04383904668095,38,7.6000000000000005,0.20000000000000018,37.0,1.059317946434021,2,7
1008,1,0,1.0103864669799805,21.859034008493836,35,7.0,0.20000000000000018,37.0,3.230574607849121,0,8
1009,1,0,0.8452401757240295,21.070014362719377,32,6.4,0.20000000000000018,37.0,0.8452401757240295,2,9
1010,1,0,1.1442468166351318,22.83347665466892,38,7.6000000000000005,0.20000000000000018,37.0,1.605635166168213,0,10
1011,1,0,1.2224284410476685,21.70191164553369,32,6.4,1.6000000000000005,37.0,1.7505850791931152,2,11
1012,1,0,1.5313544273376465,21.8603909703526,34,6.800000000000001,0.20000000000000018,37.0,2.062285900115967,1,12
1013,1,0,1.2800112962722778,21.585675491248843,33,6.6000000000000005,0.20000000000000018,37.0,1.7429386377334595,2,13
1014,1,0,1.2606124877929688,24.13193316868695,41,8.200000000000001,0.20000000000000018,37.0,1.3767982721328735,2,14
1015,1,0,1.246932864189148,22.194455848532016,35,7.0,0.20000000000000018,37.0,1.4305342435836792,1,15
1016,1,0,1.188073754310608,21.39754037666018,33,6.6000000000000005,0.20000000000000018,37.0,2.102327823638916,1,16
1017,1,0,1.2071861028671265,23.065831575604093,38,7.6000000000000005,0.20000000000000018,37.0,2.166752576828003,2,17
1018,1,0,1.9002118110656738,22.297967621893623,35,7.0,0.20000000000000018,37.0,2.307952880859375,0,18
1019,1,0,1.1068692207336426,21.483053615354144,33,6.6000000000000005,0.20000000000000018,37.0,2.079820156097412,0,19
1020,1,0,1.1502604484558105,21.067146849324924,32,6.4,0.20000000000000018,37.0,2.1228644847869873,2,20
1021,1,0,1.1347814798355103,24.207365852771318,39,7.800000000000001,0.20000000000000018,37.0,1.5403436422348022,2,21
1022,1,0,1.5774726867675781,22.734790214226123,36,7.2,0.20000000000000018,37.0,1.5774726867675781,0,22
1023,1,0,1.0606608390808105,23.727281020358205,41,8.200000000000001,0.20000000000000018,37.0,2.918990135192871,0,23
1024,1,0,0.8975933194160461,23.269760526213027,40,8.0,0.20000000000000018,0.0,0.8975933194160461,1,24
1025,1,0,0.8996714353561401,22.1053590584881,35,7.0,0.20000000000000018,37.0,3.6592071056365967,0,25
1026,1,0,0.9490828514099121,22.062797155609005,34,6.800000000000001,0.20000000000000018,37.0,1.2369893789291382,0,26
1027,1,0,1.0463392734527588,24.611473591240358,43,8.6,0.20000000000000018,0.20000000000000018,1.0537620782852173,1,27
1028,1,0,1.206192135810852,21.96369299453314,34,6.800000000000001,0.20000000000000018,37.0,2.3420863151550293,2,28
1029,1,0,1.3607513904571533,22.04531425354449,34,6.800000000000001,0.20000000000000018,37.0,1.571331262588501,2,29
1030,1,0,1.168418526649475,21.75532123548689,33,6.6000000000000005,0.8000000000000003,37.0,2.8220055103302,2,30
1031,1,0,1.150122046470642,22.559842453147063,36,7.2,0.20000000000000018,37.0,1.9721879959106445,1,31
1032,1,0,1.1410422325134277,22.435152193721148,36,7.2,0.20000000000000018,37.0,2.34977126121521,1,32
1033,1,0,1.1649786233901978,23.25551840500495,38,7.6000000000000005,0.20000000000000018,37.0,2.212803602218628,1,33
1034,1,0,1.3012274503707886,22.830486881296967,36,7.2,0.20000000000000018,37.0,1.4052886962890625,2,34
1035,1,0,0.5646680593490601,24.414048484806553,46,9.200000000000001,0.20000000000000018,37.0,3.2577006816864014,0,35
1036,1,0,1.304237723350525,22.54205844219033,34,6.800000000000001,1.4000000000000004,37.0,1.316946268081665,2,36
1037,1,0,1.0142641067504883,21.94792086710615,33,6.6000000000000005,1.4000000000000004,37.0,1.5957298278808594,1,37
1038,1,0,1.4536932706832886,21.293431916164845,31,6.2,1.2000000000000002,37.0,1.526712417602539,2,38
1039,1,0,1.2689201831817627,21.68986262734081,33,6.6000000000000005,1.4000000000000004,37.0,1.2689201831817627,2,39
1040,1,0,1.2203290462493896,22.845374942621927,37,7.4,0.20000000000000018,37.0,1.76237952709198,2,40
1041,1,0,1.2489920854568481,22.26534252285346,35,7.0,0.20000000000000018,37.0,1.2489920854568481,2,41
1042,1,0,1.1590687036514282,21.769405815048806,34,6.800000000000001,0.20000000000000018,37.0,2.135605812072754,1,42
1043,1,0,1.275195598602295,21.33474177406635,33,6.6000000000000005,0.20000000000000018,37.0,1.5559712648391724,1,43
1044,1,0,1.2573046684265137,21.574032345327318,33,6.6000000000000005,0.20000000000000018,37.0,2.8810408115386963,2,44
1045,1,0,1.0244771242141724,21.86902561359981,34,6.800000000000001,1.2000000000000002,37.0,1.88899564743042,2,45
1046,1,0,1.6804087162017822,22.441049959156427,35,7.0,0.20000000000000018,37.0,2.856963872909546,1,46
1047,1,0,1.4041975736618042,22.017029976964693,36,7.2,0.20000000000000018,37.0,1.4041975736618042,0,47
1048,1,0,1.0361356735229492,22.162241390294803,37,7.4,0.20000000000000018,37.0,1.21993887424469,2,48
1049,1,0,1.51298987865448,22.21844681928687,35,7.0,0.20000000000000018,37.0,1.51298987865448,2,49
1050,1,0,1.115001916885376,23.508421385549006,38,7.6000000000000005,0.20000000000000018,37.0,1.7022602558135986,2,50
1051,1,0,1.3651630878448486,21.071394281225217,31,6.2,1.0,37.0,2.1547060012817383,0,51
