repair_stage,source,block,dim,count,nan_count,inf_count,mean,std,min,max,p01,p05,p50,p95,p99,scenario
reference,n1_train_raw,obs_current,3,228957,0,0,0.0010243031131830815,0.11841980647130791,-0.559891402721405,0.5441984534263611,-0.3364487612247467,-0.21218326985836028,0.001098843407817185,0.2128865510225294,0.3377243077754975,train_flow_mixed
reference,n1_train_raw,obs_current,4,228957,0,0,-0.003892424558925644,0.3505440258753589,-0.8327811360359192,0.8330783247947693,-0.7371972441673279,-0.5537700057029724,-0.03076907992362976,0.548879563808441,0.7357647705078126,train_flow_mixed
reference,n1_train_raw,obs_current,5,228957,0,0,-0.0001348083037279771,0.03911857507225101,-0.5252153277397156,0.4686213433742523,-0.14054760634899138,-0.05045793354511261,0.0,0.05095722600817652,0.1403281164169312,train_flow_mixed
reference,n1_train_raw,obs_current,6,228957,0,0,0.36822420564973546,0.21564825530534187,0.07028300315141678,0.8398035764694214,0.0726652443408966,0.08524888008832932,0.36079639196395874,0.7707288265228271,0.8266203999519348,train_flow_mixed
reference,n1_train_raw,obs_current,7,228957,0,0,0.2864750773399286,0.0834085448774075,0.1600448489189148,0.4499877989292145,0.1620757132768631,0.17019528150558472,0.276928573846817,0.43017351627349854,0.44715526700019836,train_flow_mixed
reference,n1_train_raw,obs_current,8,228957,0,0,0.41229590049627496,0.11218285400996507,0.13464976847171783,0.8210892081260681,0.2164516282081604,0.24484079778194429,0.40301504731178284,0.6019105792045593,0.6488219952583314,train_flow_mixed
reference,n1_train_raw,obs_current,9,228957,0,0,-0.004378691860639306,0.18346520786739348,-0.763557493686676,0.8181746006011963,-0.4629431712627411,-0.31872525811195374,0.003869902342557907,0.29661317467689513,0.4455448687076569,train_flow_mixed
reference,n1_train_raw,obs_current,10,228957,0,0,0.5640142035404028,0.3761916216612925,0.0,1.0,0.0,0.0,0.5,1.0,1.0,train_flow_mixed
reference,n1_train_raw,obs_current,11,228957,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_flow_mixed
reference,n1_train_raw,history_rel_pos,0,3897658,0,0,-0.7632605279209048,11.934111427658042,-22.9213924407959,21.47780990600586,-17.99722671508789,-16.539535522460938,-6.742868423461914,16.22096824645996,17.851848602294922,train_flow_mixed
reference,n1_train_raw,history_rel_pos,1,3897658,0,0,0.025452393131696407,4.136605346911319,-13.176140785217285,13.076032638549805,-8.188770294189453,-6.650514125823975,0.03242194652557373,6.6942057609558105,8.28266429901123,train_flow_mixed
reference,n1_train_raw,history_rel_pos,2,3897658,0,0,-0.0009006985930016193,0.26017140332653627,-1.4999909400939941,1.4996819496154785,-0.9586571455001831,-0.3667023181915283,-0.00021219253540039062,0.35987043380737305,0.9766330718994141,train_flow_mixed
reference,n1_train_raw,history_rel_vel,0,3897658,0,0,0.0031578670674599846,0.3558631095405307,-1.6796741485595703,1.6325953006744385,-1.0103390216827393,-0.6370628535747528,0.003702745772898197,0.6403613090515137,1.0169079303741455,train_flow_mixed
reference,n1_train_raw,history_rel_vel,1,3897658,0,0,-0.012093361472567255,1.0251959945953824,-2.4983434677124023,2.499234914779663,-2.17728853225708,-1.6182470321655273,-0.08915913105010986,1.5909366607666016,2.1611859798431396,train_flow_mixed
reference,n1_train_raw,history_rel_vel,2,3897658,0,0,-4.282947184499335e-05,0.10597449047722378,-1.5756460428237915,1.4058640003204346,-0.37970787286758423,-0.13773563504219055,0.0,0.14092311263084412,0.38499018937349566,train_flow_mixed
reference,n1_train_raw,history_valid_mask,0,4579140,0,0,0.8511768585367558,0.35591405427189216,0.0,1.0,0.0,0.0,1.0,1.0,1.0,train_flow_mixed
before_fix,online_raw_active,ego_current,0,5583,0,0,-0.28893867824189917,0.9127884714340885,-0.9999983906745911,0.9999997019767761,-0.9999983310699463,-0.9999982714653015,-0.9982627630233765,0.9999316930770874,0.999993622303009,
before_fix,online_raw_active,ego_current,1,5583,0,0,-0.0014839861194492047,0.015453764973691915,-0.02861127257347107,0.026615412905812263,-0.02861125748604536,-0.025552362203598022,0.001146989525295794,0.023265973106026645,0.026615047827363014,
before_fix,online_raw_active,ego_current,2,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_raw_active,ego_current,3,5583,0,0,-0.2860116737302691,0.958088645337205,-0.9999989867210388,0.9999997615814209,-0.9999988675117493,-0.9999983310699463,-0.9996735453605652,0.999995768070221,0.9999997019767761,
before_fix,online_raw_active,ego_current,4,5583,0,0,-0.0014466824077240578,0.01616718503233596,-0.028611278161406517,0.026615414768457413,-0.02861127443611622,-0.02555236592888832,0.0014908657176420093,0.02600161153823027,0.026615412905812263,
before_fix,online_raw_active,ego_current,5,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_raw_active,ego_current,6,5583,0,0,0.7723247245689425,0.2204691757884919,0.03315386921167374,1.0,0.11577093601226807,0.28018906712532043,0.8449060320854187,0.9935221672058105,1.0,
before_fix,online_raw_active,ego_current,7,5583,0,0,-0.2876236119215663,0.9391970855031906,-0.9999989867210388,0.9999997615814209,-0.9999988675117493,-0.9999983310699463,-0.9996735453605652,0.999995768070221,0.9999997019767761,
before_fix,online_raw_active,ego_current,8,5583,0,0,-0.0014672236739434789,0.015870765702542682,-0.028611278161406517,0.026615414768457413,-0.02861127443611622,-0.02555236406624317,0.0011565069435164332,0.0232747383415699,0.026615412905812263,
before_fix,online_raw_active,ego_current,9,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_raw_active,obs_current,0,5583,0,0,-0.07434960754911542,0.346258733052202,-0.9133700132369995,0.9127939343452454,-0.7806707119941712,-0.6323667824268341,-0.10123058408498764,0.5047832429409025,0.7076403796672823,
before_fix,online_raw_active,obs_current,1,5583,0,0,-0.0016193861020725193,0.26985265538683373,-0.6225541830062866,0.6439031362533569,-0.5255203986167908,-0.4094032436609268,-0.0023527382872998714,0.4058472931385037,0.5379769015312197,
before_fix,online_raw_active,obs_current,2,5583,0,0,0.004906996880280725,0.04976697207294204,-0.2993234097957611,0.29793310165405273,-0.1472817787528038,-0.03175752982497215,-8.218288712669164e-05,0.07840798124670971,0.2351676452159884,
before_fix,online_raw_active,obs_current,3,5583,0,0,0.19112074155162453,0.6171291089411044,-1.1150431632995605,1.1443949937820435,-0.8815072703361512,-0.766738885641098,0.539039134979248,0.8371401131153104,0.9912930297851563,
before_fix,online_raw_active,obs_current,4,5583,0,0,-0.0024164432308434926,0.47852343458308,-0.9689595103263855,0.997725784778595,-0.8612324893474579,-0.7155353903770447,0.03547563776373863,0.7421385526657099,0.960648832321167,
before_fix,online_raw_active,obs_current,5,5583,0,0,0.0022526650530507947,0.04522619785923246,-0.333181768655777,0.42364200949668884,-0.15453739881515502,-0.054214818030595774,0.0,0.06899139061570164,0.17253946751356186,
before_fix,online_raw_active,obs_current,6,5583,0,0,0.31588306201789706,0.20613511843607757,0.07225096970796585,0.8396191000938416,0.07260109484195709,0.08382923901081085,0.31106093525886536,0.7578315734863281,0.8124018907546997,
before_fix,online_raw_active,obs_current,7,5583,0,0,0.25199859420789433,0.08969041060617113,0.03999999910593033,0.4496135711669922,0.12293864786624908,0.13339297473430634,0.2344239503145218,0.42231398820877075,0.44737711548805237,
before_fix,online_raw_active,obs_current,8,5583,0,0,0.2623033258075086,0.13919694488458811,0.02248414047062397,0.7197012305259705,0.03268639333546162,0.05769643001258373,0.25331684947013855,0.5123606204986567,0.6132849216461185,
before_fix,online_raw_active,obs_current,9,5583,0,0,0.6246518594873549,0.3469604503338667,-1.1490325927734375,1.2428845167160034,-0.6272182023525238,-0.10498412996530532,0.6998668313026428,1.0283353567123412,1.1408983445167546,
before_fix,online_raw_active,obs_current,10,5583,0,0,0.6703385276732939,0.3640695953821109,0.0,1.0,0.0,0.0,0.5,1.0,1.0,
before_fix,online_raw_active,obs_current,11,5583,0,0,0.047422226770477194,0.14073587960384837,0.0,0.7751585841178894,0.0,0.0,0.0,0.4230357050895688,0.6731360530853273,
before_fix,online_raw_active,history_valid_mask,0,111660,0,0,0.5480834676697116,0.4976826098397007,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
before_fix,online_raw_active,history_rel_pos,0,61199,0,0,-2.5825505606977064,7.59114565224739,-18.26740074157715,18.255878448486328,-15.719454765319824,-13.447898864746094,-4.5287933349609375,10.911556243896484,14.647485733032227,
before_fix,online_raw_active,history_rel_pos,1,61199,0,0,-0.14193838456797697,5.484754266388281,-12.45108413696289,12.878063201904297,-8.951091766357422,-7.894524574279785,-0.8648337125778198,7.852870464324951,8.864858627319336,
before_fix,online_raw_active,history_rel_pos,2,61199,0,0,0.02771989810575654,0.21534643713972873,-1.496617078781128,1.4896655082702637,-0.5384840440750122,-0.14250195026397705,-0.0011010169982910156,0.38858020305633545,0.9702160358428955,
before_fix,online_raw_active,history_rel_vel,0,61199,0,0,0.7514156940194351,1.757350063795875,-3.3451294898986816,3.433184862136841,-2.566948175430298,-2.1723580360412598,1.6862683296203613,2.553617477416992,3.0203040409087865,
before_fix,online_raw_active,history_rel_vel,1,61199,0,0,0.013615222407190543,1.3479038736402331,-2.9068784713745117,2.9931774139404297,-2.530303955078125,-2.1284568309783936,0.1541287899017334,2.1257193088531494,2.7621209621429443,
before_fix,online_raw_active,history_rel_vel,2,61199,0,0,0.013117487540287735,0.1297168192320701,-0.9995452761650085,1.2709259986877441,-0.3983978033065796,-0.1334671527147293,0.0,0.22287751734256744,0.5358933210372925,
before_fix,online_normalized_active,history_rel_pos,0,61199,0,0,-0.15238752931093874,0.6359745038114747,-1.4664400815963745,1.5934240818023682,-1.2529772520065308,-1.0626696348190308,-0.31544074416160583,0.9781280159950256,1.2911183834075928,
before_fix,online_normalized_active,history_rel_pos,1,61199,0,0,-0.04051791301143099,1.3276603541261343,-3.0201163291931152,3.1111528873443604,-2.1728949546813965,-1.9171382188796997,-0.21550467610359192,1.8947356939315796,2.1397013664245605,
before_fix,online_normalized_active,history_rel_pos,2,61199,0,0,0.11037718414681845,0.8304963565607404,-5.768319129943848,5.748457431793213,-2.0732220983505245,-0.5460935235023499,-0.0007723934832029045,1.5020564794540405,3.7451696395874023,
before_fix,online_normalized_active,history_rel_vel,0,61199,0,0,2.1088126236235594,4.952727655213614,-9.436452865600586,9.666824340820312,-7.243309497833252,-6.13123893737793,4.74350118637085,7.187945365905762,8.503204917907638,
before_fix,online_normalized_active,history_rel_vel,1,61199,0,0,0.02505042347254894,1.313927343312738,-2.821826457977295,2.92950701713562,-2.454744338989258,-2.0630264282226562,0.16202208399772644,2.0839149951934814,2.704274892807007,
before_fix,online_normalized_active,history_rel_vel,2,61199,0,0,0.12484664116688667,1.2305678499849186,-9.481850624084473,12.057137489318848,-3.779022693634033,-1.2657389640808105,0.00040666398126631975,2.1147501468658447,5.0841965675354,
before_fix,online_normalized_active,ego_current,0,5583,0,0,-288938.676484417,912788.470971946,-999998.375,999999.6875,-999998.3125,-999998.25,-998262.75,999931.6875,999993.625,
before_fix,online_normalized_active,ego_current,1,5583,0,0,-1483.9861381758974,15453.764997618082,-28611.2734375,26615.412109375,-28611.2576171875,-25552.361328125,1146.989501953125,23265.972656249996,26615.048828125,
before_fix,online_normalized_active,ego_current,2,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_normalized_active,ego_current,3,5583,0,0,-0.22323191854532273,0.9610093198268893,-0.9393957853317261,1.0666998624801636,-0.9393956661224365,-0.9393951296806335,-0.9390693306922913,1.0666958093643188,1.066699743270874,
before_fix,online_normalized_active,ego_current,4,5583,0,0,-0.14376689955097052,1.0464471291964434,-1.9020391702651978,1.6725976467132568,-1.9020389318466187,-1.7040461301803589,0.04637063667178154,1.6328681826590778,1.6725975275039673,
before_fix,online_normalized_active,ego_current,5,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_normalized_active,ego_current,6,5583,0,0,-227675.27596671466,220469.17634843543,-966846.125,0.0,-884229.0625,-719810.9375,-155093.96875,-6477.8330078125,0.0,
before_fix,online_normalized_active,ego_current,7,5583,0,0,-287623.609831184,939197.0806919737,-999999.0,999999.75,-999998.875,-999998.3125,-999673.5625,999995.75,999999.6875,
before_fix,online_normalized_active,ego_current,8,5583,0,0,-1467.2236664184593,15870.765751078821,-28611.27734375,26615.4140625,-28611.275390625,-25552.36328125,1156.5069580078125,23274.73828125,26615.412109375,
before_fix,online_normalized_active,ego_current,9,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
before_fix,online_normalized_active,obs_current,0,5583,0,0,-0.061342739186682725,0.5810439387072283,-1.4692717790603638,1.5951462984085083,-1.2465940117835999,-0.9977306425571442,-0.10645071417093277,0.9104786157608029,1.2508856773376469,
before_fix,online_normalized_active,obs_current,1,5583,0,0,-0.009941864769906474,1.1611605433544834,-2.681788921356201,2.767704486846924,-2.2642579889297485,-1.7646124362945557,-0.013097447343170643,1.7433640003204331,2.311909952163697,
before_fix,online_normalized_active,obs_current,2,5583,0,0,0.08562891998248182,0.8347528257735248,-5.017297267913818,5.000622749328613,-2.4670683479309083,-0.5293536245822906,0.0019442670745775104,1.3184777021408063,3.9478435134887735,
before_fix,online_normalized_active,obs_current,3,5583,0,0,1.6053526326774383,5.211616966597785,-9.42512035369873,9.655694961547852,-7.452924261093139,-6.483712434768677,4.543501853942871,7.060945940017698,8.36275770187378,
before_fix,online_normalized_active,obs_current,4,5583,0,0,0.004210045036147348,1.3650946691949075,-2.7530694007873535,2.8573384284973145,-2.4457540035247805,-2.030120587348938,0.11230563372373581,2.1282190084457384,2.751568288803101,
before_fix,online_normalized_active,obs_current,5,5583,0,0,0.06103657893290391,1.1562183887951103,-8.514423370361328,10.833954811096191,-3.9473381423950196,-1.3825679183006285,0.0034466616343706846,1.7672277688980096,4.414459056854263,
before_fix,online_normalized_active,obs_current,6,5583,0,0,-0.2425635322056742,0.955967801920145,-1.3724265098571777,2.1863033771514893,-1.370802640914917,-1.3187313079833984,-0.2649265229701996,1.8070074319839478,2.0600814819335938,
before_fix,online_normalized_active,obs_current,7,5583,0,0,-0.4133825348258938,1.075310028748203,-2.955061435699463,1.9558491706848145,-1.9606990814208984,-1.8353607654571533,-0.6240872144699097,1.6285508871078491,1.929036021232605,
before_fix,online_normalized_active,obs_current,8,5583,0,0,-1.3370134476329247,1.2408260009639183,-3.4748036861419678,2.740311861038208,-3.383859148025513,-3.1609153509140016,-1.4171204566955566,0.8920411646366078,1.7916981601715112,
before_fix,online_normalized_active,obs_current,9,5583,0,0,3.4286895022108324,1.8911952641559062,-6.239224433898926,6.798521995544434,-3.394943289756775,-0.5483751356601715,3.838667631149292,5.629067754745483,6.242620477676394,
before_fix,online_normalized_active,obs_current,10,5583,0,0,0.2827484248392517,0.9681707798316753,-1.499883770942688,1.1594176292419434,-1.499883770942688,-1.499883770942688,-0.17023304104804993,1.1594176292419434,1.1594176292419434,
before_fix,online_normalized_active,obs_current,11,5583,0,0,47422.226937358406,140735.88016677942,0.0,775158.5625,0.0,0.0,0.0,423035.7124999997,673136.0600000002,
before_fix,online_normalized_active,history_valid_mask,0,111660,0,0,0.5480834676697116,0.4976826098397007,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
after_fix,online_raw_active,ego_current,0,5583,0,0,-0.28893867824189917,0.9127884714340885,-0.9999983906745911,0.9999997019767761,-0.9999983310699463,-0.9999982714653015,-0.9982627630233765,0.9999316930770874,0.999993622303009,
after_fix,online_raw_active,ego_current,1,5583,0,0,-0.0014839861194492047,0.015453764973691915,-0.02861127257347107,0.026615412905812263,-0.02861125748604536,-0.025552362203598022,0.001146989525295794,0.023265973106026645,0.026615047827363014,
after_fix,online_raw_active,ego_current,2,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_raw_active,ego_current,3,5583,0,0,-0.2860116737302691,0.958088645337205,-0.9999989867210388,0.9999997615814209,-0.9999988675117493,-0.9999983310699463,-0.9996735453605652,0.999995768070221,0.9999997019767761,
after_fix,online_raw_active,ego_current,4,5583,0,0,-0.0014466824077240578,0.01616718503233596,-0.028611278161406517,0.026615414768457413,-0.02861127443611622,-0.02555236592888832,0.0014908657176420093,0.02600161153823027,0.026615412905812263,
after_fix,online_raw_active,ego_current,5,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_raw_active,ego_current,6,5583,0,0,0.7723247245689425,0.2204691757884919,0.03315386921167374,1.0,0.11577093601226807,0.28018906712532043,0.8449060320854187,0.9935221672058105,1.0,
after_fix,online_raw_active,ego_current,7,5583,0,0,-0.2876236119215663,0.9391970855031906,-0.9999989867210388,0.9999997615814209,-0.9999988675117493,-0.9999983310699463,-0.9996735453605652,0.999995768070221,0.9999997019767761,
after_fix,online_raw_active,ego_current,8,5583,0,0,-0.0014672236739434789,0.015870765702542682,-0.028611278161406517,0.026615414768457413,-0.02861127443611622,-0.02555236406624317,0.0011565069435164332,0.0232747383415699,0.026615412905812263,
after_fix,online_raw_active,ego_current,9,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_raw_active,obs_current,0,5583,0,0,-0.07434960754911542,0.346258733052202,-0.9133700132369995,0.9127939343452454,-0.7806707119941712,-0.6323667824268341,-0.10123058408498764,0.5047832429409025,0.7076403796672823,
after_fix,online_raw_active,obs_current,1,5583,0,0,-0.0016193861020725193,0.26985265538683373,-0.6225541830062866,0.6439031362533569,-0.5255203986167908,-0.4094032436609268,-0.0023527382872998714,0.4058472931385037,0.5379769015312197,
after_fix,online_raw_active,obs_current,2,5583,0,0,0.004906996880280725,0.04976697207294204,-0.2993234097957611,0.29793310165405273,-0.1472817787528038,-0.03175752982497215,-8.218288712669164e-05,0.07840798124670971,0.2351676452159884,
after_fix,online_raw_active,obs_current,3,5583,0,0,0.19112074155162453,0.6171291089411044,-1.1150431632995605,1.1443949937820435,-0.8815072703361512,-0.766738885641098,0.539039134979248,0.8371401131153104,0.9912930297851563,
after_fix,online_raw_active,obs_current,4,5583,0,0,-0.0024164432308434926,0.47852343458308,-0.9689595103263855,0.997725784778595,-0.8612324893474579,-0.7155353903770447,0.03547563776373863,0.7421385526657099,0.960648832321167,
after_fix,online_raw_active,obs_current,5,5583,0,0,0.0022526650530507947,0.04522619785923246,-0.333181768655777,0.42364200949668884,-0.15453739881515502,-0.054214818030595774,0.0,0.06899139061570164,0.17253946751356186,
after_fix,online_raw_active,obs_current,6,5583,0,0,0.31588306201789706,0.20613511843607757,0.07225096970796585,0.8396191000938416,0.07260109484195709,0.08382923901081085,0.31106093525886536,0.7578315734863281,0.8124018907546997,
after_fix,online_raw_active,obs_current,7,5583,0,0,0.25199859420789433,0.08969041060617113,0.03999999910593033,0.4496135711669922,0.12293864786624908,0.13339297473430634,0.2344239503145218,0.42231398820877075,0.44737711548805237,
after_fix,online_raw_active,obs_current,8,5583,0,0,0.2623033258075086,0.13919694488458811,0.02248414047062397,0.7197012305259705,0.03268639333546162,0.05769643001258373,0.25331684947013855,0.5123606204986567,0.6132849216461185,
after_fix,online_raw_active,obs_current,9,5583,0,0,0.6246518594873549,0.3469604503338667,-1.1490325927734375,1.2428845167160034,-0.6272182023525238,-0.10498412996530532,0.6998668313026428,1.0283353567123412,1.1408983445167546,
after_fix,online_raw_active,obs_current,10,5583,0,0,0.6703385276732939,0.3640695953821109,0.0,1.0,0.0,0.0,0.5,1.0,1.0,
after_fix,online_raw_active,obs_current,11,5583,0,0,0.047422226770477194,0.14073587960384837,0.0,0.7751585841178894,0.0,0.0,0.0,0.4230357050895688,0.6731360530853273,
after_fix,online_raw_active,history_valid_mask,0,111660,0,0,0.5480834676697116,0.4976826098397007,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
after_fix,online_raw_active,history_rel_pos,0,61199,0,0,-2.5825505606977064,7.59114565224739,-18.26740074157715,18.255878448486328,-15.719454765319824,-13.447898864746094,-4.5287933349609375,10.911556243896484,14.647485733032227,
after_fix,online_raw_active,history_rel_pos,1,61199,0,0,-0.14193838456797697,5.484754266388281,-12.45108413696289,12.878063201904297,-8.951091766357422,-7.894524574279785,-0.8648337125778198,7.852870464324951,8.864858627319336,
after_fix,online_raw_active,history_rel_pos,2,61199,0,0,0.02771989810575654,0.21534643713972873,-1.496617078781128,1.4896655082702637,-0.5384840440750122,-0.14250195026397705,-0.0011010169982910156,0.38858020305633545,0.9702160358428955,
after_fix,online_raw_active,history_rel_vel,0,61199,0,0,0.7514156940194351,1.757350063795875,-3.3451294898986816,3.433184862136841,-2.566948175430298,-2.1723580360412598,1.6862683296203613,2.553617477416992,3.0203040409087865,
after_fix,online_raw_active,history_rel_vel,1,61199,0,0,0.013615222407190543,1.3479038736402331,-2.9068784713745117,2.9931774139404297,-2.530303955078125,-2.1284568309783936,0.1541287899017334,2.1257193088531494,2.7621209621429443,
after_fix,online_raw_active,history_rel_vel,2,61199,0,0,0.013117487540287735,0.1297168192320701,-0.9995452761650085,1.2709259986877441,-0.3983978033065796,-0.1334671527147293,0.0,0.22287751734256744,0.5358933210372925,
after_fix,online_normalized_active,history_rel_pos,0,61199,0,0,-0.15238752931093874,0.6359745038114747,-1.4664400815963745,1.5934240818023682,-1.2529772520065308,-1.0626696348190308,-0.31544074416160583,0.9781280159950256,1.2911183834075928,
after_fix,online_normalized_active,history_rel_pos,1,61199,0,0,-0.04051791301143099,1.3276603541261343,-3.0201163291931152,3.1111528873443604,-2.1728949546813965,-1.9171382188796997,-0.21550467610359192,1.8947356939315796,2.1397013664245605,
after_fix,online_normalized_active,history_rel_pos,2,61199,0,0,0.11037718414681845,0.8304963565607404,-5.768319129943848,5.748457431793213,-2.0732220983505245,-0.5460935235023499,-0.0007723934832029045,1.5020564794540405,3.7451696395874023,
after_fix,online_normalized_active,history_rel_vel,0,61199,0,0,2.1088126236235594,4.952727655213614,-9.436452865600586,9.666824340820312,-7.243309497833252,-6.13123893737793,4.74350118637085,7.187945365905762,8.503204917907638,
after_fix,online_normalized_active,history_rel_vel,1,61199,0,0,0.02505042347254894,1.313927343312738,-2.821826457977295,2.92950701713562,-2.454744338989258,-2.0630264282226562,0.16202208399772644,2.0839149951934814,2.704274892807007,
after_fix,online_normalized_active,history_rel_vel,2,61199,0,0,0.12484664116688667,1.2305678499849186,-9.481850624084473,12.057137489318848,-3.779022693634033,-1.2657389640808105,0.00040666398126631975,2.1147501468658447,5.0841965675354,
after_fix,online_normalized_active,ego_current,0,5583,0,0,-0.28893867824189917,0.9127884714340885,-0.9999983906745911,0.9999997019767761,-0.9999983310699463,-0.9999982714653015,-0.9982627630233765,0.9999316930770874,0.999993622303009,
after_fix,online_normalized_active,ego_current,1,5583,0,0,-0.0014839861194492047,0.015453764973691915,-0.02861127257347107,0.026615412905812263,-0.02861125748604536,-0.025552362203598022,0.001146989525295794,0.023265973106026645,0.026615047827363014,
after_fix,online_normalized_active,ego_current,2,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_normalized_active,ego_current,3,5583,0,0,-0.22323191854532273,0.9610093198268893,-0.9393957853317261,1.0666998624801636,-0.9393956661224365,-0.9393951296806335,-0.9390693306922913,1.0666958093643188,1.066699743270874,
after_fix,online_normalized_active,ego_current,4,5583,0,0,-0.14376689955097052,1.0464471291964434,-1.9020391702651978,1.6725976467132568,-1.9020389318466187,-1.7040461301803589,0.04637063667178154,1.6328681826590778,1.6725975275039673,
after_fix,online_normalized_active,ego_current,5,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_normalized_active,ego_current,6,5583,0,0,-0.22767527525556913,0.22046917549298278,-0.9668461084365845,0.0,-0.8842290639877319,-0.719810962677002,-0.1550939679145813,-0.006477832794189453,0.0,
after_fix,online_normalized_active,ego_current,7,5583,0,0,-0.2876236119215663,0.9391970855031906,-0.9999989867210388,0.9999997615814209,-0.9999988675117493,-0.9999983310699463,-0.9996735453605652,0.999995768070221,0.9999997019767761,
after_fix,online_normalized_active,ego_current,8,5583,0,0,-0.0014672236739434789,0.015870765702542682,-0.028611278161406517,0.026615414768457413,-0.02861127443611622,-0.02555236406624317,0.0011565069435164332,0.0232747383415699,0.026615412905812263,
after_fix,online_normalized_active,ego_current,9,5583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
after_fix,online_normalized_active,obs_current,0,5583,0,0,-0.061342739186682725,0.5810439387072283,-1.4692717790603638,1.5951462984085083,-1.2465940117835999,-0.9977306425571442,-0.10645071417093277,0.9104786157608029,1.2508856773376469,
after_fix,online_normalized_active,obs_current,1,5583,0,0,-0.009941864769906474,1.1611605433544834,-2.681788921356201,2.767704486846924,-2.2642579889297485,-1.7646124362945557,-0.013097447343170643,1.7433640003204331,2.311909952163697,
after_fix,online_normalized_active,obs_current,2,5583,0,0,0.08562891998248182,0.8347528257735248,-5.017297267913818,5.000622749328613,-2.4670683479309083,-0.5293536245822906,0.0019442670745775104,1.3184777021408063,3.9478435134887735,
after_fix,online_normalized_active,obs_current,3,5583,0,0,1.6053526326774383,5.211616966597785,-9.42512035369873,9.655694961547852,-7.452924261093139,-6.483712434768677,4.543501853942871,7.060945940017698,8.36275770187378,
