repair_stage,scenario,checkpoint_or_policy,motion_mode,threat_class,history_valid_ratio_bin,active_only,samples,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_min,logvar_xy_1s_max,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_min,logvar_xy_2s_max,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_min,logvar_xy_4s_max,projected_std_radial_mean,projected_std_radial_std,projected_std_relvel_mean,projected_std_relvel_std,z_norm_mean,z_norm_median,z_norm_p95,z_norm_max,nan_count,inf_count
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.25_0.5,1,5,0.8302355378866195,0.8763605356216431,1.3411586284637451,1.3748738765716553,-3.8109926700592043,-3.8846285343170166,-4.174716472625732,-3.315977096557617,3.6576755046844482,4.084225654602051,4.810853004455566,4.86181116104126,-3.1238699913024903,-3.116353750228882,-3.6328577995300293,-2.6831791400909424,6.062301826477051,6.6940107345581055,7.331510543823242,7.365591049194336,-3.482348680496216,-3.4644947052001953,-3.7194080352783203,-3.3013079166412354,0.1720545470714569,0.05107295623821615,0.22734387516975402,0.07293396529260511,19.935497093200684,20.4829044342041,22.67966957092285,22.878372192382812,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.5_0.75,1,5,1.4766671419143678,1.480371117591858,1.4923076391220094,1.4932483434677124,-4.35825252532959,-4.382037162780762,-4.400842666625977,-4.256231784820557,4.9417314529418945,4.948720455169678,4.9781266212463375,4.980388641357422,-3.4841849327087404,-3.5029611587524414,-3.5179100036621094,-3.404266357421875,7.611081790924072,7.6368608474731445,7.695343399047852,7.697184085845947,-3.6495779514312745,-3.657179594039917,-3.673419952392578,-3.616342782974243,0.09912708103656769,0.006480651296868816,0.13239359557628633,0.006253608271037421,23.958092880249023,24.00823974609375,24.15183868408203,24.16281509399414,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.75_1.0,1,5,1.4351758003234862,1.4456613063812256,1.4624717950820922,1.4639085531234741,-4.33925495147705,-4.335727691650391,-4.3987884521484375,-4.302671432495117,4.643693256378174,4.6647443771362305,4.791501998901367,4.805237293243408,-3.4737518310546873,-3.4695870876312256,-3.5260512828826904,-3.443498373031616,7.474546813964844,7.490118026733398,7.639500331878662,7.653127670288086,-3.478342390060425,-3.468475103378296,-3.5635459423065186,-3.413020372390747,0.08528822958469391,0.00244912601209628,0.1344427227973938,0.003791072693003588,23.16953811645508,23.12422752380371,23.586825561523437,23.643592834472656,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0_0.25,1,11,0.5500539419325915,0.591059148311615,0.8472855985164642,0.8658406138420105,-2.427431973544034,-2.386042356491089,-3.9585728645324707,-1.143418788909912,1.9450855417685076,1.821881890296936,3.53081214427948,3.588066816329956,-1.9990340579639783,-2.0014209747314453,-3.415987014770508,-0.8859174251556396,4.746092341162941,4.233922958374023,7.696365118026733,7.803971290588379,-1.4718384444713593,-0.870614767074585,-4.000401496887207,-0.017584800720214844,0.37328831445087085,0.17591089601166363,0.37329946864735,0.17267773965435018,15.145395799116654,14.364404678344727,19.611007690429688,19.66042709350586,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,1.0,1,2,1.3525617122650146,1.3525617122650146,1.354043686389923,1.3542083501815796,-4.317718982696533,-4.317718982696533,-4.474260330200195,-4.161177635192871,4.329099178314209,4.329099178314209,4.329854488372803,4.3299384117126465,-3.5205341577529907,-3.5205341577529907,-3.5984020233154297,-3.4426662921905518,7.255966663360596,7.255966663360596,7.290246152877808,7.294054985046387,-3.3278855085372925,-3.3278855085372925,-3.392775058746338,-3.262995958328247,0.11200837045907974,0.0180734321475029,0.13852130249142647,0.018508579581975937,22.0801420211792,22.0801420211792,22.608870220184325,22.667617797851562,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,high,0.25_0.5,1,15,1.0814890146255494,1.1450539827346802,1.3237114787101745,1.33052396774292,-4.187764056523641,-4.237739086151123,-4.476618766784668,-3.7505791187286377,3.9759482383728026,4.059290885925293,4.586912631988525,4.605060577392578,-3.1935612042744954,-3.208388328552246,-3.3448641300201416,-3.0058774948120117,6.70547300974528,6.425335884094238,7.661256170272827,7.661836624145508,-3.416794013977051,-3.4097607135772705,-3.4703354835510254,-3.3322196006774902,0.14420241912206014,0.025877578160123767,0.1542461817463239,0.03235642270447344,24.18750508626302,24.996431350708008,26.335451698303224,26.40581512451172,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,high,0.5_0.75,1,15,0.9940083384513855,1.0509964227676392,1.1542247891426085,1.1889219284057617,-4.349817212422689,-4.327072620391846,-4.5642499923706055,-4.170153617858887,3.694572401046753,3.8338499069213867,4.199281167984009,4.2878522872924805,-3.3219552675882977,-3.3278932571411133,-3.371217727661133,-3.2720487117767334,6.899186674753825,6.653499126434326,7.609896326065064,7.640110969543457,-3.4136032263437905,-3.4228556156158447,-3.482069730758667,-3.2906088829040527,0.11474795391162236,0.013288122667441614,0.13302120864391326,0.018672681232330575,24.348280970255534,24.926721572875977,26.399490737915038,26.42681312561035,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,high,0.75_1.0,1,11,0.9327752373435281,1.0043407678604126,1.0289857983589172,1.0351893901824951,-4.43278338692405,-4.314572334289551,-4.648463249206543,-4.14224910736084,3.4311636794697153,3.601421594619751,3.78643536567688,3.9037811756134033,-3.3562547076832163,-3.3891730308532715,-3.444524049758911,-3.2727346420288086,6.661534135991877,6.624385356903076,7.099946975708008,7.552823543548584,-3.375661698254672,-3.4110774993896484,-3.507594585418701,-3.229339122772217,0.11272439496083693,0.012210275178822127,0.12309786406430331,0.01888104472670197,24.81714630126953,24.483917236328125,25.98059844970703,25.993715286254883,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,high,0_0.25,1,12,0.8152768413225809,0.7830207943916321,1.1727287411689757,1.173998475074768,-3.494463264942169,-3.548401355743408,-4.105483531951904,-2.775379180908203,3.335835119088491,3.41331684589386,4.175279021263123,4.212329864501953,-2.7088496883710227,-2.736143112182617,-2.9977407455444336,-2.4066522121429443,5.60195259253184,5.666082382202148,6.694320559501648,6.991769790649414,-3.0044065713882446,-3.126862049102783,-3.3142056465148926,-2.1483893394470215,0.2902056500315666,0.1098769997702918,0.2801724982758363,0.09231250364757365,20.14657990137736,21.035953521728516,24.809489154815672,25.43453025817871,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,high,1.0,1,11,0.8951340859586542,0.8531782031059265,1.0017880201339722,1.00325345993042,-4.4627672975713555,-4.391566276550293,-4.684362411499023,-4.289036750793457,3.2748473340814765,3.1524345874786377,3.5716376304626465,3.576937675476074,-3.3555714867331763,-3.344085931777954,-3.472583532333374,-3.239196538925171,6.444052349437367,6.35534143447876,6.647838592529297,6.649539470672607,-3.3167052919214424,-3.2169253826141357,-3.5007429122924805,-3.205142021179199,0.10169545154679906,0.013412135660238871,0.11916835064237769,0.014799163008564436,24.566753907637164,24.02303123474121,25.66333770751953,25.665435791015625,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,low,0.25_0.5,1,5,1.1124660968780518,1.1223585605621338,1.153368926048279,1.154020071029663,-4.1681715965271,-4.17385721206665,-4.197477340698242,-4.135296821594238,3.7143388271331785,3.7393386363983154,3.8517714977264403,3.856294631958008,-3.344479560852051,-3.358347177505493,-3.3739466667175293,-3.2997641563415527,5.91805944442749,5.941413402557373,5.968836975097656,5.969426155090332,-3.327638101577759,-3.336751937866211,-3.397026777267456,-3.2376365661621094,0.10410976260900498,0.0033656359397758154,0.13572977483272552,0.002579604355337465,20.230663681030272,20.19126319885254,20.502814102172852,20.510536193847656,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,low,0.5_0.75,1,5,0.9902480959892273,0.9910436868667603,1.0172648191452027,1.021003246307373,-4.11948709487915,-4.120292663574219,-4.133711814880371,-4.11070442199707,3.331483030319214,3.3365068435668945,3.422308158874512,3.4335057735443115,-3.274468278884888,-3.2740206718444824,-3.2822132110595703,-3.2679243087768555,5.893427753448487,5.91105842590332,5.9558713912963865,5.959411144256592,-3.1702343463897704,-3.167492628097534,-3.2047629356384277,-3.14060378074646,0.09096518456935883,0.005279030912431089,0.14119881987571717,0.0009560024653422197,19.221974182128907,19.206363677978516,19.514500427246094,19.554771423339844,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,low,0_0.25,1,7,0.7667989651007312,0.7685748934745789,1.15697603225708,1.1847584247589111,-3.1792355946132114,-3.1798017024993896,-4.026632308959961,-2.5814430713653564,3.027497739664146,3.488483190536499,4.029311084747314,4.1301655769348145,-2.5416620799473355,-2.676642417907715,-3.3030288219451904,-1.165802001953125,4.745153486728668,5.612820148468018,6.084466886520386,6.144951343536377,-2.4752067710672105,-3.0694732666015625,-3.3636367321014404,0.06126865744590759,0.25315600846494946,0.10657928571561792,0.3029374735695975,0.12618625681854698,16.652724402291433,16.989574432373047,21.26378993988037,22.08146858215332,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,medium,0.25_0.5,1,10,1.0234297335147857,0.9948979616165161,1.1844471037387847,1.1890003681182861,-4.1777490139007565,-4.223145484924316,-4.330096244812012,-3.851506233215332,3.895757246017456,3.830088973045349,4.180531597137451,4.197878837585449,-3.2510175466537476,-3.2199827432632446,-3.436368227005005,-3.0627639293670654,6.707731771469116,6.721636056900024,6.897815895080567,6.938063621520996,-3.4262622594833374,-3.3970086574554443,-3.5344715118408203,-3.334653854370117,0.13536400943994523,0.02415198778766131,0.15087777823209764,0.023050628063721487,23.618160438537597,23.72638988494873,26.828229713439942,26.835660934448242,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,medium,0.5_0.75,1,10,0.945141875743866,0.9291077852249146,1.0065835386514663,1.0236482620239258,-4.350462198257446,-4.339547157287598,-4.432543754577637,-4.311618328094482,3.6128063678741453,3.612165331840515,3.754093337059021,3.7972655296325684,-3.373334789276123,-3.4030452966690063,-3.452831745147705,-3.2546801567077637,6.9117506980896,6.91024112701416,7.0881218910217285,7.089834213256836,-3.383285570144653,-3.379626989364624,-3.523789405822754,-3.2594494819641113,0.10853128880262375,0.014281202167325629,0.12910647317767143,0.005610847908583061,23.771405601501463,23.68653678894043,26.73019905090332,26.781330108642578,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,medium,0.75_1.0,1,8,0.8782107979059219,0.8889510035514832,0.9058738321065902,0.9109624624252319,-4.4609633684158325,-4.3291425704956055,-4.874229431152344,-4.250846862792969,3.411758989095688,3.4127728939056396,3.474494016170502,3.487752914428711,-3.4927640557289124,-3.426923990249634,-3.8148937225341797,-3.357635974884033,6.895170867443085,6.8456761837005615,7.02360200881958,7.031048774719238,-3.366816818714142,-3.377801537513733,-3.4257867336273193,-3.2900283336639404,0.10481702070683241,0.014695122120408655,0.1220179870724678,0.01999150013261024,22.476874351501465,20.751042366027832,25.96348628997803,26.07581329345703,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,medium,0_0.25,1,11,0.7570618391036987,0.7884137034416199,0.97857666015625,1.0107536315917969,-3.26469687982039,-3.4133107662200928,-4.045751571655273,-2.4790849685668945,3.0950574658133765,3.242804765701294,3.776028275489807,3.8247478008270264,-2.689708623019132,-2.7652900218963623,-3.0402274131774902,-2.2322003841400146,5.170907930894331,5.295953750610352,6.217708110809326,6.327732086181641,-2.8082081729715522,-3.0004653930664062,-3.342844247817993,-1.8389877080917358,0.36130224710161035,0.18127591478513574,0.335974934426221,0.16013439778564428,17.543349439447578,16.339235305786133,24.976383209228516,25.597898483276367,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,linear,medium,1.0,1,6,0.9314312934875488,0.9347419738769531,0.9436207115650177,0.9437121748924255,-4.0565134684244795,-4.025715351104736,-4.188180446624756,-4.007615089416504,3.4727691809336343,3.4716540575027466,3.5113903880119324,3.5116238594055176,-3.257978598276774,-3.2499606609344482,-3.313937187194824,-3.232280731201172,6.632919549942017,6.625588893890381,6.732731223106384,6.743099689483643,-3.2781017621358237,-3.274503231048584,-3.304626226425171,-3.264277935028076,0.10187478239337604,0.012014102177844587,0.17069633305072784,0.009192256243795124,19.190919558207195,19.09742546081543,19.66903018951416,19.772401809692383,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.25_0.5,1,25,1.0559412384033202,0.9961221218109131,1.5048138856887816,1.5166139602661133,-4.089473896026611,-4.132974147796631,-4.550673484802246,-3.62229323387146,3.8648657417297363,3.783365488052368,5.172791290283203,5.229334354400635,-3.163112173080444,-3.17946720123291,-3.4512414932250977,-2.861443042755127,6.5294242858886715,6.33464241027832,8.368257522583008,8.444594383239746,-3.3265933990478516,-3.349609613418579,-3.43107008934021,-3.1252496242523193,0.15612352043390273,0.03875506406256666,0.15864648073911666,0.050739633344278987,22.60484832763672,22.118806838989258,29.599250030517574,30.72403335571289,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.5_0.75,1,23,1.0881097705467888,1.1212002038955688,1.433755338191986,1.4863629341125488,-4.191253423690796,-4.233060836791992,-4.585727691650391,-3.9134509563446045,3.822093367576599,3.7682814598083496,4.947865295410156,5.050264358520508,-3.2310661025669263,-3.146944522857666,-3.6041507720947266,-2.962691307067871,6.879969804183297,6.9642252922058105,8.516128063201904,8.557916641235352,-3.288393663323444,-3.3016068935394287,-3.5600857734680176,-3.1110692024230957,0.14023894881424698,0.032226343858906055,0.14744258283273035,0.032435747392822026,23.445965476658035,21.413402557373047,31.704888916015626,31.789878845214844,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,high,0.75_1.0,1,6,1.1409396529197693,1.175597071647644,1.2453516721725464,1.253501534461975,-4.136335134506226,-4.161158561706543,-4.197741985321045,-4.00343656539917,4.0218532880147295,4.267052888870239,4.73940908908844,4.776889324188232,-3.075606942176819,-3.043110966682434,-3.2393906116485596,-2.9534080028533936,6.9039154052734375,7.59100866317749,8.155142545700073,8.216614723205566,-3.237417380015055,-3.2449477910995483,-3.3256306648254395,-3.1255593299865723,0.13419367497166,0.01435443902302377,0.15368608385324478,0.017146997624308373,24.70209725697835,25.183530807495117,30.22635316848755,30.444242477416992,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,high,0_0.25,1,21,0.6733132178584734,0.6606622338294983,1.1886107921600342,1.20675528049469,-3.515735353742327,-3.4947409629821777,-4.182106971740723,-2.756333589553833,2.974394260772637,2.7691125869750977,5.030896186828613,5.152475833892822,-2.7308390708196733,-2.7060256004333496,-3.4608399868011475,-1.3752634525299072,5.19332226117452,4.909463405609131,7.467198848724365,7.690549850463867,-2.8825724862870716,-3.2274911403656006,-3.437285900115967,-0.10099959373474121,0.26584677965868087,0.11216784498656102,0.23026621412663234,0.0761255584852926,18.917975698198592,17.67711639404297,29.998523712158203,30.240774154663086,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.25_0.5,1,15,1.0399096449216207,0.8892594575881958,1.7879379510879516,1.7892690896987915,-4.307749271392822,-4.515644550323486,-4.690244674682617,-3.596550464630127,3.797756878534953,3.2033002376556396,5.8496184825897215,5.8497209548950195,-3.3209548155466715,-3.386885166168213,-3.5340170860290527,-2.9716224670410156,6.5939737319946286,6.663106918334961,8.491292095184326,8.532485961914062,-3.429801829655965,-3.4477663040161133,-3.546879291534424,-3.2816293239593506,0.11972698469956716,0.03301968907003028,0.15011274814605713,0.0699466589329875,23.817864227294923,23.7401065826416,27.78551445007324,28.70152473449707,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.5_0.75,1,13,1.1727517201350286,1.1952385902404785,1.3814615488052366,1.434974193572998,-4.495075886066143,-4.599408149719238,-4.686612129211426,-4.084575176239014,4.203438575451191,4.293289661407471,4.53501329421997,4.681309700012207,-3.3008893453157864,-3.2837095260620117,-3.4539692401885986,-3.2292473316192627,7.48828047972459,7.887036323547363,8.215344047546386,8.217964172363281,-3.4617832807394175,-3.460198402404785,-3.5313720703125,-3.3450753688812256,0.0954672430570309,0.007738597149341102,0.11952418088912964,0.02037351127209883,27.434142479529747,29.4659366607666,30.333759689331053,30.420915603637695,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,low,0.75_1.0,1,10,1.1437438607215882,1.1393057107925415,1.2205163896083833,1.2209820747375488,-4.67714786529541,-4.646596431732178,-4.859753608703613,-4.585358619689941,4.076886749267578,4.04595410823822,4.485357284545898,4.490477085113525,-3.341958475112915,-3.326275110244751,-3.498060703277588,-3.2283310890197754,7.287075328826904,7.399901628494263,8.194405794143677,8.234932899475098,-3.437467074394226,-3.4341959953308105,-3.4603729248046875,-3.4297289848327637,0.08404344245791436,0.0022136612667997472,0.10330804139375686,0.00822921643261765,27.817720794677733,28.08976459503174,29.96029281616211,30.08363151550293,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,low,0_0.25,1,25,0.7109984020888805,0.7840369343757629,1.4548291444778434,1.7118247747421265,-3.202341651916504,-3.1620240211486816,-4.228279113769531,-2.4955921173095703,2.933427236378193,3.5957348346710205,5.136451053619384,5.6661529541015625,-2.3830326223373413,-2.5230090618133545,-3.3556227684020996,-1.1093292236328125,4.695944708585739,5.361659049987793,7.78058156967163,8.313292503356934,-2.3821158987283706,-2.881908416748047,-3.308337450027466,0.17638994753360748,0.3016549980640411,0.14611353493300366,0.32912110418081286,0.18335675347853783,17.87356189727783,18.277950286865234,23.248695373535156,23.46291732788086,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,low,1.0,1,6,1.0191620886325836,0.981740802526474,1.184091478586197,1.2068670988082886,-4.937333742777507,-4.940178394317627,-5.0,-4.834895133972168,3.395775477091471,3.41084623336792,3.6293488144874573,3.6307060718536377,-3.5938164393107095,-3.558779239654541,-3.802321672439575,-3.4586217403411865,5.85520323117574,5.9262120723724365,6.687533497810364,6.770497798919678,-3.4466340939203897,-3.4368101358413696,-3.4899680614471436,-3.4191079139709473,0.08364434043566386,0.001125909403305564,0.08525266995032628,0.0032792417090578736,24.81652291615804,24.821805000305176,26.48949146270752,26.658756256103516,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.25_0.5,1,30,1.2106582601865132,1.2223663926124573,1.6202511370182038,1.6302032470703125,-4.149584730466207,-4.18137788772583,-4.55001974105835,-3.6590237617492676,4.160124071439108,4.373647451400757,5.349513220787048,5.363122463226318,-3.2069429556528726,-3.186737537384033,-3.5969223976135254,-2.866095542907715,6.82892873287201,7.15969705581665,8.497087478637695,8.936373710632324,-3.408137321472168,-3.476818561553955,-3.617488145828247,-2.832542657852173,0.1375809744000435,0.03964837966194619,0.1542350341876348,0.04494342684157547,23.403503863016763,21.62586212158203,31.855373859405514,33.17560958862305,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.5_0.75,1,27,1.10679836847164,1.1371705532073975,1.4328653812408447,1.6914641857147217,-4.236041687153004,-4.209512233734131,-5.0,-3.6860411167144775,3.5181180856845997,3.5526044368743896,4.8002299785614015,4.815308570861816,-3.2980751196543374,-3.2868471145629883,-4.118581771850586,-2.89858341217041,5.771127767033047,5.780022144317627,8.75215253829956,8.810643196105957,-3.314206326449359,-3.2915453910827637,-3.7061073780059814,-2.983225107192993,0.1264078931676017,0.04168668498743192,0.1452213117369899,0.05868431036540884,21.200280012907804,20.698837280273438,26.133162879943846,27.195703506469727,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.75_1.0,1,15,0.7975120609005292,0.918259859085083,1.2825376749038695,1.3194741010665894,-4.479968166351318,-4.315089702606201,-5.0,-3.876917839050293,3.0047212799390155,3.0366947650909424,4.519041347503662,4.635166168212891,-3.6599330425262453,-3.5157558917999268,-4.40321159362793,-3.1188056468963623,5.559283494949341,5.695634841918945,7.914917659759521,8.207300186157227,-3.508878755569458,-3.45426869392395,-4.01765775680542,-2.9815690517425537,0.09636418372392655,0.019423024032583024,0.11954727172851562,0.03754530920959987,21.86418851216634,21.304391860961914,26.412090873718256,29.037879943847656,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0_0.25,1,41,0.7214462852514372,0.7209237217903137,1.2496297359466553,1.537816047668457,-3.171055619309588,-3.1476879119873047,-4.126642227172852,-2.43564510345459,2.999729975512842,3.3063101768493652,4.8753862380981445,5.282496929168701,-2.403536738418951,-2.4957590103149414,-3.3802249431610107,-1.061708927154541,4.978589564198401,5.537871837615967,7.933779239654541,8.75293254852295,-2.519070929870373,-3.0207772254943848,-3.523617744445801,0.19828924536705017,0.323709694714081,0.14801837620449412,0.31961822418904884,0.1502210939308474,18.104451109723346,16.633352279663086,29.858243942260742,32.50416564941406,0,0
after_fix,eval_flow_high_speed,frozen_gpsi_wrapper,sinusoidal_lateral,medium,1.0,1,5,0.9893219113349915,0.9742522835731506,1.0751057863235474,1.0895808935165405,-4.022838497161866,-4.192275047302246,-4.258429527282715,-3.465383768081665,3.2774046421051026,3.236079216003418,3.365748071670532,3.3719444274902344,-3.4052199840545656,-3.504584789276123,-3.631502151489258,-2.9292094707489014,6.324429512023926,6.101043701171875,6.945833206176758,7.065174102783203,-3.1448450565338133,-3.3726000785827637,-3.3986153602600098,-2.5173163414001465,0.1773849457502365,0.04054998927759161,0.14165283888578414,0.024054788688601156,18.534879684448242,18.377582550048828,19.03553695678711,19.09878158569336,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.25_0.5,1,30,1.0307340761025747,0.9247537851333618,1.515267413854599,1.5462592840194702,-4.203633213043213,-4.20239782333374,-4.47218656539917,-3.887197971343994,3.807966049512227,3.7600138187408447,4.973190879821777,5.057201862335205,-3.0989230553309124,-3.084466576576233,-3.471949338912964,-2.7155368328094482,6.3582145055135095,6.510625123977661,7.479345750808716,7.480512619018555,-3.2856655438741047,-3.309517502784729,-3.6553914546966553,-2.8995931148529053,0.17402325570583344,0.026310131381607753,0.1510321373740832,0.022606113289533974,24.669269116719565,24.86765956878662,27.478548336029053,27.534591674804688,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.5_0.75,1,30,0.9696991761525472,0.9080771803855896,1.3456073641777038,1.375135064125061,-4.361359707514445,-4.338303089141846,-4.548391342163086,-4.200438499450684,3.57243656317393,3.5558031797409058,4.513136649131774,4.596187114715576,-3.2525088151295978,-3.22117817401886,-3.4563751220703125,-3.070791006088257,6.502624734242757,6.706129550933838,7.509360408782959,7.535266399383545,-3.296409742037455,-3.3213846683502197,-3.5666918754577637,-3.063049554824829,0.14992042034864425,0.015482052591823052,0.13377796163161595,0.01685784984908366,24.577549743652344,24.477651596069336,26.983259296417238,27.49364471435547,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.75_1.0,1,30,0.9504816154638926,0.9211582541465759,1.270935159921646,1.2851742506027222,-4.430317672093709,-4.419027805328369,-4.720357894897461,-4.1265788078308105,3.436487325032552,3.474889636039734,4.323153948783874,4.358678340911865,-3.3508232116699217,-3.295905113220215,-3.622675895690918,-3.1770100593566895,6.689719947179158,6.712679386138916,8.403384065628051,8.488947868347168,-3.2513785123825074,-3.2505332231521606,-3.473484992980957,-3.065537452697754,0.1411019911368688,0.023700615729386938,0.12384245172142982,0.01781917119517431,24.33586031595866,24.9727840423584,26.47088804244995,26.5811824798584,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0_0.25,1,25,0.8235374850034713,0.8158682584762573,1.3553164958953854,1.4743562936782837,-3.4991397571563723,-3.543766498565674,-4.120059013366699,-2.4667208194732666,3.444225884079933,3.7150938510894775,4.514098739624023,4.865474700927734,-2.6060114669799805,-2.5753090381622314,-3.166619300842285,-1.7098917961120605,5.5385048514604565,5.986567497253418,6.705189037322998,7.147508144378662,-2.958053274154663,-3.0350842475891113,-3.5416126251220703,-0.48036670684814453,0.35050761699676514,0.1560580625539504,0.32617969512939454,0.1641903606730845,21.33350154876709,21.86191177368164,25.92150192260742,26.033241271972656,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,1.0,1,68,0.870927045450491,0.8994444906711578,1.0434650480747223,1.2937074899673462,-4.738974129452425,-4.756178617477417,-5.0,-4.070810794830322,3.2749009447939255,3.409656286239624,3.7657898306846618,4.3458147048950195,-3.551562999977785,-3.5637115240097046,-3.9129648208618164,-3.162513256072998,6.654542677542743,6.702947616577148,8.010775899887085,8.692370414733887,-3.2252118201816784,-3.1876800060272217,-3.514749526977539,-2.9591400623321533,0.10021916864549413,0.026796254582938085,0.0997390854446327,0.01635494527859003,24.795156871571262,25.098576545715332,26.509246253967284,27.315637588500977,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,low,0.25_0.5,1,20,1.1218183398246766,1.1190276145935059,1.4172777652740478,1.4254443645477295,-4.338959360122681,-4.324514389038086,-4.576046943664551,-4.115306377410889,3.9992734789848328,3.8751063346862793,4.722387528419494,4.731714248657227,-3.348506009578705,-3.3971394300460815,-3.603341579437256,-2.9485809803009033,6.502695798873901,6.478728294372559,7.200083661079407,7.233712673187256,-3.4603132605552673,-3.426883578300476,-3.72705078125,-3.25947642326355,0.12261282242834567,0.014052030712528685,0.1395972415804863,0.015160217570180563,23.736727237701416,23.689590454101562,27.03553295135498,27.136478424072266,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,low,0.5_0.75,1,20,1.0577418118715287,1.0666247010231018,1.2148927450180054,1.2495038509368896,-4.405423831939697,-4.4348578453063965,-4.680862903594971,-4.143171310424805,3.7773476362228395,3.7444406747817993,4.115712571144104,4.237123012542725,-3.4095975756645203,-3.394848942756653,-3.5094785690307617,-3.319122314453125,6.926538324356079,6.985807657241821,7.183848929405213,7.2208147048950195,-3.4509320139884947,-3.440485954284668,-3.570272445678711,-3.3681564331054688,0.1106140237301588,0.01806637748465634,0.14219225943088531,0.02486080730773148,23.60427007675171,23.64212131500244,27.38619508743286,27.52156639099121,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,low,0.75_1.0,1,20,1.0154278457164765,1.0086857080459595,1.1185364246368408,1.1265671253204346,-4.393954396247864,-4.376595973968506,-4.737407684326172,-4.09940242767334,3.6448898673057557,3.6675941944122314,3.8393521666526795,3.8570196628570557,-3.393237900733948,-3.375568151473999,-3.5364346504211426,-3.2872560024261475,6.86529769897461,6.956525564193726,7.206848287582398,7.2590813636779785,-3.3949756979942323,-3.388408899307251,-3.4852993488311768,-3.2701566219329834,0.09963870458304883,0.017971951935363446,0.1468520112335682,0.03234218153838054,23.058757495880126,22.742746353149414,26.98261947631836,27.052547454833984,0,0
