split,horizon_sec,count,mean,std,median,p95,max
train,1.0,209016,0.2155557420788577,0.27459133399313984,0.12131667137145996,0.7733715921640396,3.0918917655944824
train,2.0,192966,0.6128045889007521,0.7322654501572952,0.37505102157592773,2.122979462146759,6.183783054351807
train,4.0,161489,1.2595564019414407,1.3628760973886491,0.8936462998390198,3.911362171173096,12.367566108703613
val,1.0,45257,0.21691827720755957,0.28059131637938367,0.11954063177108765,0.7996161103248589,2.690324068069458
val,2.0,41720,0.6140177228195189,0.7465261789465584,0.3682537376880646,2.1889552712440477,5.380646228790283
val,4.0,34748,1.2643719619441667,1.3894513639327588,0.8946122825145721,4.002959656715395,10.76129150390625
test,1.0,43908,0.22229466166411088,0.27654993825204593,0.12961284071207047,0.7857561796903612,2.457658052444458
test,2.0,40528,0.6325115256943491,0.7417262097841273,0.3930589407682419,2.1470829844474792,4.915315628051758
test,4.0,33889,1.2885797073102139,1.3893584165826267,0.9094578623771667,3.9629126548767086,9.830629348754883
