z2_success_rate,z2_collision_rate,noz_success_rate,noz_collision_rate,attention_success_rate,attention_collision_rate,z2_minus_noz_success,z2_minus_noz_collision,z2_minus_attention_success,z2_minus_attention_collision,diagnostics_ok,selected_n4_candidate,include_both_as_ablation,z2_beats_attention_no_shield,can_enter_n4,decision,attention_statement,checkpoint_policy
0.45,0.5499999999999999,0.5633333333333334,0.4366666666666667,0.61,0.38999999999999996,-0.11333333333333334,0.11333333333333323,-0.15999999999999998,0.15999999999999998,1,no_z_full,no,0,yes,Z2 full is worse than no_z on success and collision; no_z remains primary and Z2 is ablation only.,Gpsi-PPO no-shield does not beat attention; comparison is close/weak or scenario-dependent.,"checkpoint_1500k, final, and best_by_eval are evaluated as separate rows; best_by_eval is final unless a later selector overwrote it."
