method_key,checkpoint_label,diagnostics_ok,delta_norm_1s_p95_max,delta_norm_1s_max,inactive_forwarded_count_max,logvar_xy_1s_span_max,z_after_constraint_l2_p95_max,feature_nonfinite_count
z_layernorm_alpha_0p5_cont_1p5m,final,1,1.7038526535034175,2.444899559020996,0.0,5.35842365026474,3.999998807907105,0
