method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_best_by_eval,1500000,best_by_eval,eval_flow_mixed_ood,50,0.56,0.44,0.54,0.9419029751130245,5.399784050169786,0.7710807394981384,114.1,32.484858849631635,0.25332934866784307,0.2887016911301843,1.5603794291123636,0.10144217135962456,0.0,3.528455556301442,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_best_by_eval,1500000,best_by_eval,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9686352700982852,5.7167887862125735,0.7601214444637299,116.06,35.37917656624988,0.2099273080335239,0.2363377391011406,1.556210931748999,0.09470527446410562,0.0,3.8599231698428214,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,50,0.5,0.5,0.46,0.9469330240085331,5.257380803797207,0.7406794887781143,113.28,31.398831758308457,0.27982833927296324,0.31132437635569005,1.5595936166136934,0.09627168704974666,0.0,3.327122206298041,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_speed,50,0.4,0.6,0.26,0.8976147797015552,4.8501227089495345,0.7512500974535942,106.02,27.67230786775908,0.23438832900145867,0.2839232396689988,1.5690566263963073,0.09658076266350234,0.0,3.1414635781829974,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_threat,50,0.5,0.5,0.46,0.9617533778220992,5.499577255692636,0.7847666323184967,115.02,31.95331524908498,0.24095909462459075,0.2719261071369068,1.556644155860418,0.0943898171513283,0.0,3.6829973533746134,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,50,0.76,0.24,0.7,0.9658335646812759,5.817257857180643,0.9331817120313645,115.76,37.22007342216066,0.2200974537786745,0.2472696638917563,1.5561049679706938,0.09685582932807973,0.0,3.8579338892775183,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_mixed_ood,50,0.56,0.44,0.54,0.9419029751130245,5.399784050169786,0.7710807394981384,114.1,32.484858849631635,0.25332934866784307,0.2887016911301843,1.5603794291123636,0.10144217135962456,0.0,3.528455556301442,0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9686352700982852,5.7167887862125735,0.7601214444637299,116.06,35.37917656624988,0.2099273080335239,0.2363377391011406,1.556210931748999,0.09470527446410562,0.0,3.8599231698428214,0
z_layernorm_alpha_0p5_cont_1p5m,gpsi_z_layernorm_alpha_0p5_cont_1p5m,z_layernorm_alpha_0p5_cont_1p5m_1000k,1000000,1000k,eval_flow_high_density,50,0.4,0.6,0.4,0.9011571027269255,4.700047492057315,0.6401586575806141,99.86,27.831802859859778,0.3255181334404372,0.35433968387611187,1.5654243530823018,0.08326808566384267,0.0,2.75802471239422,0
z_layernorm_alpha_0p5_cont_1p5m,gpsi_z_layernorm_alpha_0p5_cont_1p5m,z_layernorm_alpha_0p5_cont_1p5m_1000k,1000000,1000k,eval_flow_high_speed,50,0.34,0.66,0.34,0.9178001691246316,4.657005778984755,0.6751701828837394,103.06,27.178275207955622,0.2569517840072622,0.3021577516136022,1.5685507300066763,0.08392581775486001,0.0,2.940237237853394,0
