stage,command,eval_seeds,num_episodes,scenarios,shield_config_name,device
eval,python scripts/eval_env_v2_phase_n4o_ordinary_shield.py --result-dir results/env_v2_phase_n4o_ordinary_shield_fair_comparison --eval-seeds 1000 1001 1002 --num-episodes 50 --scenarios eval_flow_id eval_flow_high_density eval_flow_high_speed eval_flow_high_threat eval_flow_mixed_ood eval_flow_sudden_threat --shield-config-name vo_like_filter_h45_cpa1p2_h16 --device cpu --heartbeat-seconds 300,"[1000, 1001, 1002]",50,"[""eval_flow_id"", ""eval_flow_high_density"", ""eval_flow_high_speed"", ""eval_flow_high_threat"", ""eval_flow_mixed_ood"", ""eval_flow_sudden_threat""]",vo_like_filter_h45_cpa1p2_h16,cpu
