method_key,method,base_policy,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,shield_enabled,shield_config_name,scenario,eval_seed,episode_id,episode_seed,success,collision,timeout,near_miss,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,threat_class,threat_motion_mode,planned_cpa,planned_ttc,episode_filter_triggered,shield_trigger_rate,shield_intervention_steps,filter_delta_norm_mean,filter_delta_norm_p95,max_filter_delta_norm,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm,action_delta_raw,action_delta_exec,progress_loss_due_to_filter,nan_or_crash
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_mixed_ood,1002,122,1024,0,1,0,0,0.9572644030088112,5.871207988312264,0.1095598042011261,119,21.83607666493798,0.1512605042016806,0.1512605042016806,1.5429966018981291,0.0816507280125456,0.0,high,crossing_or_sudden_threat,0.7201719533017876,4.519031319015941,0,0.0,0,0.0,0.0,0.0,0.1512605042016806,0.1512605042016806,4.517094557024851,4.517094557024851,0.0,0.0,1.5429966018981291,1.5429966018981291,0.0816507280125456,0.0816507280125456,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1000,26,1026,0,1,0,0,0.8443409793709771,4.7830722043911615,0.1192637383937835,90,17.269232003739283,0.1333333333333333,0.1333333333333333,1.4978946447372437,0.0881236465752459,0.0,high,accel_decel,0.3659930451844984,4.335385618728862,0,0.0,0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,3.1819693614418307,3.1819693614418307,0.0,0.0,1.4978946447372437,1.4978946447372437,0.0881236465752459,0.0881236465752459,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1001,75,1026,0,1,0,0,0.8443409793709771,4.7830722043911615,0.1192637383937835,90,17.269232003739283,0.1333333333333333,0.1333333333333333,1.4978946447372437,0.0881236465752459,0.0,high,accel_decel,0.3659930451844984,4.335385618728862,0,0.0,0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,3.1819693614418307,3.1819693614418307,0.0,0.0,1.4978946447372437,1.4978946447372437,0.0881236465752459,0.0881236465752459,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1002,124,1026,0,1,0,0,0.8443409793709771,4.7830722043911615,0.1192637383937835,90,17.269232003739283,0.1333333333333333,0.1333333333333333,1.4978946447372437,0.0881236465752459,0.0,high,accel_decel,0.3659930451844984,4.335385618728862,0,0.0,0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,3.1819693614418307,3.1819693614418307,0.0,0.0,1.4978946447372437,1.4978946447372437,0.0881236465752459,0.0881236465752459,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_high_speed,1000,29,1029,0,1,0,0,0.8007000650177338,4.530020877216639,0.1262804865837097,89,16.52930250479122,0.2696629213483146,0.2696629213483146,1.6177512635005993,0.0506276515397158,0.0,high,crossing_or_sudden_threat,0.6185175781343618,3.047882150893992,0,0.0,0,0.0,0.0,0.0,0.2696629213483146,0.2696629213483146,2.4657782634322563,2.4657782634322563,0.0,0.0,1.6177512635005993,1.6177512635005993,0.0506276515397158,0.0506276515397158,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_high_speed,1001,78,1029,0,1,0,0,0.8007000650177338,4.530020877216639,0.1262804865837097,89,16.52930250479122,0.2696629213483146,0.2696629213483146,1.6177512635005993,0.0506276515397158,0.0,high,crossing_or_sudden_threat,0.6185175781343618,3.047882150893992,0,0.0,0,0.0,0.0,0.0,0.2696629213483146,0.2696629213483146,2.4657782634322563,2.4657782634322563,0.0,0.0,1.6177512635005993,1.6177512635005993,0.0506276515397158,0.0506276515397158,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_high_speed,1002,127,1029,0,1,0,0,0.8007000650177338,4.530020877216639,0.1262804865837097,89,16.52930250479122,0.2696629213483146,0.2696629213483146,1.6177512635005993,0.0506276515397158,0.0,high,crossing_or_sudden_threat,0.6185175781343618,3.047882150893992,0,0.0,0,0.0,0.0,0.0,0.2696629213483146,0.2696629213483146,2.4657782634322563,2.4657782634322563,0.0,0.0,1.6177512635005993,1.6177512635005993,0.0506276515397158,0.0506276515397158,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_sudden_threat,1000,9,1009,0,1,0,0,0.8781283016413153,5.3344222374500765,0.1431169807910919,93,18.630110689159025,0.1397849462365591,0.1397849462365591,1.5068493581587268,0.0654430145311736,0.0,high,crossing_or_sudden_threat,0.388755058606974,4.236368952074788,0,0.0,0,0.0,0.0,0.0,0.1397849462365591,0.1397849462365591,3.440328283535857,3.440328283535857,0.0,0.0,1.5068493581587268,1.5068493581587268,0.0654430145311736,0.0654430145311736,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_sudden_threat,1001,58,1009,0,1,0,0,0.8781283016413153,5.3344222374500765,0.1431169807910919,93,18.630110689159025,0.1397849462365591,0.1397849462365591,1.5068493581587268,0.0654430145311736,0.0,high,crossing_or_sudden_threat,0.388755058606974,4.236368952074788,0,0.0,0,0.0,0.0,0.0,0.1397849462365591,0.1397849462365591,3.440328283535857,3.440328283535857,0.0,0.0,1.5068493581587268,1.5068493581587268,0.0654430145311736,0.0654430145311736,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_sudden_threat,1002,107,1009,0,1,0,0,0.8781283016413153,5.3344222374500765,0.1431169807910919,93,18.630110689159025,0.1397849462365591,0.1397849462365591,1.5068493581587268,0.0654430145311736,0.0,high,crossing_or_sudden_threat,0.388755058606974,4.236368952074788,0,0.0,0,0.0,0.0,0.0,0.1397849462365591,0.1397849462365591,3.440328283535857,3.440328283535857,0.0,0.0,1.5068493581587268,1.5068493581587268,0.0654430145311736,0.0654430145311736,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1000,16,1016,0,1,0,0,0.978511708330968,4.796217055495726,0.1457768082618713,109,22.581019281234227,0.3394495412844037,0.3394495412844037,1.476749834664371,0.1203683076633347,0.0,high,linear,0.4036134723800134,4.410415567646634,0,0.0,0,0.0,0.0,0.0,0.3394495412844037,0.3394495412844037,2.916488005275573,2.916488005275573,0.0,0.0,1.476749834664371,1.476749834664371,0.1203683076633347,0.1203683076633347,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1001,65,1016,0,1,0,0,0.978511708330968,4.796217055495726,0.1457768082618713,109,22.581019281234227,0.3394495412844037,0.3394495412844037,1.476749834664371,0.1203683076633347,0.0,high,linear,0.4036134723800134,4.410415567646634,0,0.0,0,0.0,0.0,0.0,0.3394495412844037,0.3394495412844037,2.916488005275573,2.916488005275573,0.0,0.0,1.476749834664371,1.476749834664371,0.1203683076633347,0.1203683076633347,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1002,114,1016,0,1,0,0,0.978511708330968,4.796217055495726,0.1457768082618713,109,22.581019281234227,0.3394495412844037,0.3394495412844037,1.476749834664371,0.1203683076633347,0.0,high,linear,0.4036134723800134,4.410415567646634,0,0.0,0,0.0,0.0,0.0,0.3394495412844037,0.3394495412844037,2.916488005275573,2.916488005275573,0.0,0.0,1.476749834664371,1.476749834664371,0.1203683076633347,0.1203683076633347,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_id,1000,9,1009,0,1,0,0,0.7687063286085047,7.275295912653585,0.1609807163476944,79,13.771171590854047,0.1265822784810126,0.1265822784810126,1.4655329834056805,0.0768768813413305,0.0,high,accel_decel,0.4395699782588546,7.49242013096209,0,0.0,0,0.0,0.0,0.0,0.1265822784810126,0.1265822784810126,5.114077751689791,5.114077751689791,0.0,0.0,1.4655329834056805,1.4655329834056805,0.0768768813413305,0.0768768813413305,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_id,1001,58,1009,0,1,0,0,0.7687063286085047,7.275295912653585,0.1609807163476944,79,13.771171590854047,0.1265822784810126,0.1265822784810126,1.4655329834056805,0.0768768813413305,0.0,high,accel_decel,0.4395699782588546,7.49242013096209,0,0.0,0,0.0,0.0,0.0,0.1265822784810126,0.1265822784810126,5.114077751689791,5.114077751689791,0.0,0.0,1.4655329834056805,1.4655329834056805,0.0768768813413305,0.0768768813413305,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_id,1002,107,1009,0,1,0,0,0.7687063286085047,7.275295912653585,0.1609807163476944,79,13.771171590854047,0.1265822784810126,0.1265822784810126,1.4655329834056805,0.0768768813413305,0.0,high,accel_decel,0.4395699782588546,7.49242013096209,0,0.0,0,0.0,0.0,0.0,0.1265822784810126,0.1265822784810126,5.114077751689791,5.114077751689791,0.0,0.0,1.4655329834056805,1.4655329834056805,0.0768768813413305,0.0768768813413305,0.0,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_high_density,1000,28,1028,0,1,0,0,1.0,3.8466827545477,0.1642256677150726,138,22.24192482077733,0.4855072463768116,0.4855072463768116,1.4680907130241394,0.1712814090753685,0.0,medium,crossing_or_sudden_threat,1.585607733264257,0.8,1,0.5,69,0.4194518098796623,1.316178321838379,1.8249366283416748,0.4855072463768116,0.0144927536231884,1.9967032388422936,2.6140317237409563,0.0,0.0,1.603766667670098,1.4680907130241394,0.1409953529708577,0.1712814090753685,0.0,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_high_density,1001,77,1028,0,1,0,0,1.0,3.8466827545477,0.1642256677150726,138,22.24192482077733,0.4855072463768116,0.4855072463768116,1.4680907130241394,0.1712814090753685,0.0,medium,crossing_or_sudden_threat,1.585607733264257,0.8,1,0.5,69,0.4194518098796623,1.316178321838379,1.8249366283416748,0.4855072463768116,0.0144927536231884,1.9967032388422936,2.6140317237409563,0.0,0.0,1.603766667670098,1.4680907130241394,0.1409953529708577,0.1712814090753685,0.0,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_high_density,1002,126,1028,0,1,0,0,1.0,3.8466827545477,0.1642256677150726,138,22.24192482077733,0.4855072463768116,0.4855072463768116,1.4680907130241394,0.1712814090753685,0.0,medium,crossing_or_sudden_threat,1.585607733264257,0.8,1,0.5,69,0.4194518098796623,1.316178321838379,1.8249366283416748,0.4855072463768116,0.0144927536231884,1.9967032388422936,2.6140317237409563,0.0,0.0,1.603766667670098,1.4680907130241394,0.1409953529708577,0.1712814090753685,0.0,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,P3_checkpoint_1500k_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,0,none,eval_flow_high_threat,1000,34,1034,0,1,0,0,0.9676085201668484,3.628144909059052,0.1651635468006134,113,22.018626762443557,0.504424778761062,0.504424778761062,1.5018123562357066,0.1531835392815992,0.0,high,sinusoidal_lateral,0.3681963971834233,3.176572829048853,0,0.0,0,0.0,0.0,0.0,0.504424778761062,0.504424778761062,2.0138460901906856,2.0138460901906856,0.0,0.0,1.5018123562357066,1.5018123562357066,0.1531835392815992,0.1531835392815992,0.0,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,P3_checkpoint_1500k_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,0,none,eval_flow_high_threat,1001,83,1034,0,1,0,0,0.9676085201668484,3.628144909059052,0.1651635468006134,113,22.018626762443557,0.504424778761062,0.504424778761062,1.5018123562357066,0.1531835392815992,0.0,high,sinusoidal_lateral,0.3681963971834233,3.176572829048853,0,0.0,0,0.0,0.0,0.0,0.504424778761062,0.504424778761062,2.0138460901906856,2.0138460901906856,0.0,0.0,1.5018123562357066,1.5018123562357066,0.1531835392815992,0.1531835392815992,0.0,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,P3_checkpoint_1500k_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,0,none,eval_flow_high_threat,1002,132,1034,0,1,0,0,0.9676085201668484,3.628144909059052,0.1651635468006134,113,22.018626762443557,0.504424778761062,0.504424778761062,1.5018123562357066,0.1531835392815992,0.0,high,sinusoidal_lateral,0.3681963971834233,3.176572829048853,0,0.0,0,0.0,0.0,0.0,0.504424778761062,0.504424778761062,2.0138460901906856,2.0138460901906856,0.0,0.0,1.5018123562357066,1.5018123562357066,0.1531835392815992,0.1531835392815992,0.0,0
attention_no_shield,attention_full_no_shield,attention_full,attention_full_no_shield,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,0,none,eval_flow_high_speed,1002,149,1051,0,1,0,0,0.976395875765004,4.1682859770953655,0.1756564229726791,100,22.567554665767688,0.25,0.25,1.4807488656044006,0.1270085456169614,0.0,high,ar1_velocity,0.4924014157979402,3.638685765779569,0,0.0,0,0.0,0.0,0.0,0.25,0.25,2.4080214061774314,2.4080214061774314,0.0,0.0,1.4807488656044006,1.4807488656044006,0.1270085456169614,0.1270085456169614,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_high_speed,1000,1,1001,0,1,0,0,0.787660190253971,4.479450528373879,0.1785806864500045,89,16.01766018492853,0.2921348314606741,0.2921348314606741,1.6111752464530174,0.056812591173432,0.0,medium,ar1_velocity,1.6266309821450504,3.1913077160456007,0,0.0,0,0.0,0.0,0.0,0.2921348314606741,0.2921348314606741,2.991091246393593,2.991091246393593,0.0,0.0,1.6111752464530174,1.6111752464530174,0.056812591173432,0.056812591173432,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_high_speed,1001,50,1001,0,1,0,0,0.787660190253971,4.479450528373879,0.1785806864500045,89,16.01766018492853,0.2921348314606741,0.2921348314606741,1.6111752464530174,0.056812591173432,0.0,medium,ar1_velocity,1.6266309821450504,3.1913077160456007,0,0.0,0,0.0,0.0,0.0,0.2921348314606741,0.2921348314606741,2.991091246393593,2.991091246393593,0.0,0.0,1.6111752464530174,1.6111752464530174,0.056812591173432,0.056812591173432,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_sudden_threat,1000,28,1028,0,1,0,0,0.97259061387556,5.460969369184404,0.1797134280204773,105,22.43858183131353,0.3333333333333333,0.3333333333333333,1.59208341780163,0.05218378167886,0.0,high,ar1_velocity,0.4869367554254979,6.120025118806815,0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.121575472881973,3.121575472881973,0.0,0.0,1.59208341780163,1.59208341780163,0.05218378167886,0.05218378167886,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_sudden_threat,1001,77,1028,0,1,0,0,0.97259061387556,5.460969369184404,0.1797134280204773,105,22.43858183131353,0.3333333333333333,0.3333333333333333,1.59208341780163,0.05218378167886,0.0,high,ar1_velocity,0.4869367554254979,6.120025118806815,0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.121575472881973,3.121575472881973,0.0,0.0,1.59208341780163,1.59208341780163,0.05218378167886,0.05218378167886,0.0,0
noz_no_shield,no_z_full_no_shield,no_z_full,no_z_full_no_shield,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,0,none,eval_flow_sudden_threat,1002,126,1028,0,1,0,0,0.97259061387556,5.460969369184404,0.1797134280204773,105,22.43858183131353,0.3333333333333333,0.3333333333333333,1.59208341780163,0.05218378167886,0.0,high,ar1_velocity,0.4869367554254979,6.120025118806815,0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.121575472881973,3.121575472881973,0.0,0.0,1.59208341780163,1.59208341780163,0.05218378167886,0.05218378167886,0.0,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_sudden_threat,1000,44,1044,0,1,0,0,0.9783833422757852,6.102521046657454,0.1844467669725418,132,22.078097990881943,0.2803030303030303,0.2803030303030303,1.4823939682859364,0.2038351375581199,0.0,high,crossing_or_sudden_threat,0.6087167148302702,0.8,1,0.2954545454545454,39,0.2286021650740594,1.0160971403121946,2.369203567504883,0.2803030303030303,0.0227272727272727,3.5285101455960874,4.443295742497977,0.0,0.0,1.579757377053752,1.4823939682859364,0.0896325995647952,0.2038351375581199,0.0,0
