method_key,method,base_policy,shield_enabled,shield_config_name,eval_seed,scenario,steps,shield_trigger_rate,filter_delta_norm_mean,filter_delta_norm_p95,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_high_speed,7176,0.28330546265328876,0.2093653535224298,1.0555879473686218,0.27731326644370125,0.008082497212931996,2.984544797440593,3.4187006251110383,0.0,0.0,1.5536940480139076,1.4843532388350835
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_high_threat,7373,0.3059812830598128,0.22323591168249873,1.0558170080184937,0.29363895293638953,0.0065102400651024005,3.30168677687512,3.85936655089533,0.0,0.0,1.5618300326527272,1.488056866216899
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_id,7607,0.31878532930195874,0.24444370804371934,1.1355195999145504,0.309320362823715,0.003680820297094781,3.203939179702131,3.798984682520018,0.0,0.0,1.5565341874727896,1.4746410168861142
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_mixed_ood,7159,0.3015784327420031,0.2285217239938646,1.0558170080184937,0.29403547981561673,0.007822321553289565,3.1946710635437174,3.719464797984519,0.0,0.0,1.5680796349326698,1.4898545695285355
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_sudden_threat,7557,0.31904194786290857,0.24278984969957285,1.0456372737884518,0.31255789334391954,0.0066163821622336905,3.2478388134483223,3.840396021586318,0.0,0.0,1.5605511957254772,1.4810685329656839
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_density,8261,0.4033409998789493,0.3262419315135507,1.2537386417388916,0.39365694225880643,0.0070209417746035585,2.7392357731945043,3.4114730072691195,0.0,0.0,1.5628583057208696,1.4473417947900136
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_speed,7246,0.29754347226055755,0.22657055754739952,1.1626878082752228,0.291471156500138,0.008418437758763456,2.9240920582618215,3.365781517681624,0.0,0.0,1.5544676371299198,1.4798632278738184
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_threat,7351,0.3010474765338049,0.2203445412092384,1.0484124422073364,0.28866820840701946,0.0065297238470956335,3.3350223939404238,3.8863628649380484,0.0,0.0,1.5613547550741629,1.4886931072626126
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_id,7555,0.31939113170086036,0.24388129915585982,1.1305636405944819,0.30959629384513565,0.0038385175380542687,3.224746265682127,3.828318347354203,0.0,0.0,1.5561572652633107,1.4747828334629103
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_mixed_ood,7162,0.3036861211951969,0.23171576502826818,1.07035459280014,0.2961463278413851,0.00809829656520525,3.189028422646664,3.719000594669636,0.0,0.0,1.567716761404028,1.4882671724390097
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_sudden_threat,7541,0.31905582813950406,0.24334292261340212,1.0493028163909912,0.31229279936347965,0.007028245590770455,3.262289723577242,3.8560344781669786,0.0,0.0,1.5607577599560356,1.481251730003276
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_density,8366,0.4044943820224719,0.3266421665374956,1.2533988952636719,0.3946928042075066,0.006693760459000717,2.7232436340871926,3.3956918934707168,0.0,0.0,1.5602801485891522,1.445636742004019
