method_key,method,base_policy,shield_enabled,shield_config_name,checkpoint_path,checkpoint_label,eval_seed,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,eval_flow_high_threat,50,0.8,0.2,0.66,0.9914495756599788,4.42061164515453,1.1113331186771394,152.36,38.080311230655944,0.31552275696003246,0.31552275696003246,1.3207020752393774,0.21066438017376654,0.0,2.7081706180527334,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,eval_flow_id,50,0.94,0.06,0.76,0.9901338814458824,5.008402741925998,1.2768981850147247,134.66,41.075764093839496,0.31806180864184413,0.31806180864184413,1.3572610487753067,0.1858373706337307,0.0,2.934532530157012,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,eval_flow_mixed_ood,50,0.76,0.24,0.68,0.9869873554835904,4.475225515866763,1.0593459117412567,138.0,37.28549334460664,0.33605957870305064,0.33605957870305064,1.357843429153641,0.2187261225362234,0.0,2.610844902270244,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,eval_flow_sudden_threat,50,0.82,0.18,0.74,0.988926130231107,4.626353194041508,1.1351692187786102,143.38,38.53822685378053,0.3111751330316549,0.3111751330316549,1.3408431304882944,0.2015325063281548,0.0,2.7127988057178603,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_high_density,50,0.82,0.18,0.76,0.9867869879505826,4.183719555503523,1.131373489499092,158.02,38.4124061329904,0.41400715133224,0.41400715133224,1.312702854065376,0.21526610550929628,0.0,2.2865921463512757,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_high_speed,50,0.84,0.16,0.72,0.9842806270796086,4.18619197615664,1.1655173301696777,143.22,38.86419630215553,0.321104926041584,0.321104926041584,1.3537921180747703,0.2205460250340427,0.0,2.5390178151078064,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_high_threat,50,0.8,0.2,0.66,0.991071552943302,4.419894838179959,1.1118136429786682,153.1,38.06621516611721,0.31343710303262706,0.31343710303262706,1.3189332393765585,0.2125815168706338,0.0,2.71689184407248,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_id,50,0.94,0.06,0.76,0.9898466069759614,4.998025657160364,1.279527996778488,134.8,41.072799562871126,0.317688261853203,0.317688261853203,1.3575310113766577,0.18659438839066414,0.0,2.9296117520173413,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_mixed_ood,50,0.76,0.24,0.66,0.9866942993129204,4.5025114067014345,1.071096702814102,137.76,37.29011056018946,0.3293024358459078,0.3293024358459078,1.3619652434209784,0.216619204922551,0.0,2.622919381298475,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,eval_flow_sudden_threat,50,0.82,0.18,0.74,0.9889018821083565,4.652133974630833,1.1434218549728394,142.72,38.5475105814934,0.3088997057071307,0.3088997057071307,1.3435167706308162,0.19960296797017651,0.0,2.7366267237024813,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_density,50,0.5,0.5,0.46,0.9469330240085331,5.257380803797207,0.7406794887781143,113.28,31.398831758308457,0.27982833927296324,0.27982833927296324,1.5595936166136934,0.0824545607165314,0.0,3.3271222055760994,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_speed,50,0.4,0.6,0.26,0.8976147797015552,4.8501227089495345,0.7512500974535942,106.02,27.67230786775908,0.23438832900145867,0.23438832900145867,1.5690566263963073,0.0800294895479512,0.0,3.1414635781589,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_threat,50,0.5,0.5,0.46,0.9617533778220992,5.499577255692636,0.7847666323184967,115.02,31.95331524908498,0.24095909462459075,0.24095909462459075,1.556644155860418,0.08154384827809086,0.0,3.6829973536747547,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_id,50,0.76,0.24,0.7,0.9658335646812759,5.817257857180643,0.9331817120313645,115.76,37.22007342216066,0.2200974537786745,0.2200974537786745,1.5561049679706938,0.08415017179747164,0.0,3.8579338894294777,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_mixed_ood,50,0.56,0.44,0.54,0.9419029751130245,5.399784050169786,0.7710807394981384,114.1,32.484858849631635,0.25332934866784307,0.25332934866784307,1.5603794291123636,0.0864307846397399,0.0,3.5284555564379696,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9686352700982852,5.7167887862125735,0.7601214444637299,116.06,35.37917656624988,0.2099273080335239,0.2099273080335239,1.556210931748999,0.08188383752495712,0.0,3.859923169947688,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_density,50,0.52,0.48,0.48,0.9515205289397928,5.2479754168175,0.7476824647188187,114.12,31.9638440757229,0.277848831076242,0.277848831076242,1.5584335898821435,0.08381684954582251,0.0,3.3300709092406913,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_speed,50,0.4,0.6,0.26,0.8976710455718233,4.852036951366677,0.7514787790179253,105.26,27.679672655787595,0.2357041184751429,0.2357041184751429,1.5682544014852116,0.0791070053578348,0.0,3.129331152560574,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_threat,50,0.5,0.5,0.46,0.9616364906839122,5.517143433474147,0.7788910412788391,115.1,31.94912537650989,0.237278936398978,0.237278936398978,1.5563967745056622,0.08169556745498645,0.0,3.710445534966971,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_id,50,0.74,0.26,0.68,0.9650603371591775,5.826659357976284,0.9162108355760574,115.34,36.798510028503195,0.21829886589313008,0.21829886589313008,1.5553166649311496,0.08313572825330845,0.0,3.8750216957112826,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_mixed_ood,50,0.58,0.42,0.56,0.9422918323301646,5.395248138917591,0.7829144525527955,114.14,32.89713158861969,0.2532710112833024,0.2532710112833024,1.5598694566418687,0.08621449281798871,0.0,3.5216546936396527,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9685730604342221,5.725055464608036,0.7616710698604584,116.14,35.3752433712377,0.21117380981099912,0.21117380981099912,1.555848405893706,0.0823963378096154,0.0,3.875431785461952,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_high_density,50,0.54,0.46,0.5,0.9520087363583198,5.240246951598328,0.756419238448143,114.2,32.38010102598688,0.27935249948256524,0.27935249948256524,1.55851060816171,0.08385105770077979,0.0,3.325110736853817,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_high_speed,50,0.42,0.58,0.26,0.9014829645375808,4.851523116293402,0.784032610654831,105.9,28.210121796929354,0.2358118350690699,0.2358118350690699,1.5675533726184527,0.07989246360707229,0.0,3.1186258255306223,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_high_threat,50,0.48,0.52,0.44,0.9615010003111647,5.531639161704369,0.7701465898752212,115.04,31.545112189479273,0.23542993793981004,0.23542993793981004,1.5564244967880878,0.08183080137269781,0.0,3.7369651804086352,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_id,50,0.74,0.26,0.68,0.9679838174268655,5.798059248805189,0.9260113149881363,115.94,36.8985198881792,0.21878607201153252,0.21878607201153252,1.554897494841413,0.08385277292667487,0.0,3.855491308464613,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_mixed_ood,50,0.58,0.42,0.56,0.9594401148035139,5.41310836722227,0.7847681534290314,115.96,33.47466183480285,0.23769408820637938,0.23769408820637938,1.5572145782593694,0.08697731892005413,0.0,3.571668782095545,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9685364759010194,5.751589385767372,0.7641064488887787,115.72,35.37750348902338,0.20973660870352367,0.20973660870352367,1.5561880246327064,0.08170931045267793,0.0,3.8977518293533677,0
