method_key,method,base_policy,shield_enabled,shield_config_name,episodes,episode_filter_triggered_rate,shield_trigger_rate,shield_intervention_steps,filter_delta_norm_mean,filter_delta_norm_p95,max_filter_delta_norm,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm,action_delta_raw,action_delta_exec
attention_no_shield,attention_full_no_shield,attention_full,0,none,900,0.0,0.0,0.0,0.0,0.0,0.0,0.29013531799283904,0.29013531799283904,3.004378410298951,3.004378410298951,0.0,0.0,1.4638360700982724,1.4638360700982724,0.12306404278482892,0.12306404278482892
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,900,1.0,0.350803928358523,53.577777777777776,0.24092247205169626,0.9780010109245776,2.4142136573791504,0.33555762699109604,0.0065188680472419444,2.6351561912476913,3.203354799415282,0.0,0.0,1.4340357199731337,1.339608269213971,0.15994981699097174,0.20923966141906014
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,900,0.0,0.0,0.0,0.0,0.0,0.0,0.23827313820720716,0.23827313820720716,3.574748065972923,3.574748065972923,0.0,0.0,1.559049866463553,1.559049866463553,0.08283179992912525,0.08283179992912525
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,900,1.0,0.3083828970582895,48.82888888888889,0.23270685162438712,1.034228238466713,2.4142136573791504,0.29986679619221224,0.007062778348570315,3.206448630338889,3.7537712060058785,0.0,0.0,1.5633322253823185,1.4841973835303184,0.1117597797315316,0.16233316822944266
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,900,0.0,0.0,0.0,0.0,0.0,0.0,0.31378313586269063,0.31378313586269063,2.653026754054331,2.653026754054331,0.0,0.0,1.541960389052015,1.541960389052015,0.13974126147635818,0.13974126147635818
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,900,1.0,0.38268553316584347,66.28555555555556,0.25520256075393605,0.9960533360499474,2.4142136573791504,0.36635308828580293,0.004839968318793166,2.3578340038319214,3.0066254898468316,0.0,0.0,1.4973397705257305,1.4224758369732842,0.19336111133081055,0.24105826354373933
