base_policy,no_shield_success,shield_success,success_gain,no_shield_collision,shield_collision,collision_reduction,no_shield_progress,shield_progress,progress_delta
attention_full,0.6033333333333334,0.8300000000000001,0.22666666666666668,0.39666666666666667,0.16999999999999996,0.2266666666666667,0.9570878567934343,0.9879953355804302,0.030907478786995846
no_z_full,0.5666666666666665,0.8211111111111111,0.2544444444444446,0.4333333333333333,0.1755555555555555,0.2577777777777778,0.9489099664379071,0.9869542383823725,0.03804427194446536
p3_1500k,0.6166666666666667,0.8811111111111112,0.2644444444444445,0.3833333333333333,0.11555555555555551,0.2677777777777778,0.9541088313253187,0.9848567777643842,0.030747946439065532
