comparison,p3_success,ref_success,success_diff,p3_collision,ref_collision,collision_diff,p3_better_both
p3_ordinary_vo_vs_attention_ordinary_vo,0.8811111111111112,0.8300000000000001,0.05111111111111111,0.11555555555555551,0.16999999999999996,-0.05444444444444445,1
p3_ordinary_vo_vs_noz_ordinary_vo,0.8811111111111112,0.8211111111111111,0.06000000000000005,0.11555555555555551,0.1755555555555555,-0.059999999999999984,1
