method_key,method,base_policy,shield_enabled,shield_config_name,checkpoint_path,checkpoint_label,eval_seed,threat_motion_mode,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
attention_no_shield,attention_full_no_shield,attention_full,0,none,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,crossing_or_sudden_threat,47,0.7021276595744681,0.2978723404255319,0.6808510638297872,0.9673325189064774,4.799155353780061,0.8732739097260415,111.87234042553192,36.09532438592422,0.2903217800166184,0.2903217800166184,1.460069826407458,0.1247559936188166,0.0,2.9246758154339147,0
attention_no_shield,attention_full_no_shield,attention_full,0,none,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,linear,36,0.5,0.5,0.4166666666666667,0.9375066114908233,4.9643972638185225,0.7799183738728365,108.11111111111111,31.086768956908227,0.31501392264504263,0.31501392264504263,1.4828795467345137,0.11444319072930115,0.0,2.9439818740834625,0
attention_no_shield,attention_full_no_shield,attention_full,0,none,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,sinusoidal_lateral,74,0.6081081081081081,0.3918918918918919,0.5945945945945946,0.9570515574214102,4.851034805523373,0.8165431375036368,111.0,33.84706877130074,0.2848929215031116,0.2848929215031116,1.4659682989675655,0.12077806686908854,0.0,2.970169764909916,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1000,accel_decel,65,0.8769230769230769,0.12307692307692308,0.7076923076923077,0.9883222348622333,4.684766707198291,1.1736067019976102,140.35384615384615,39.738784619110135,0.3104526848015568,0.3104526848015568,1.3599303492439192,0.1980551005658973,0.0,2.7783862121654037,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1000,ar1_velocity,71,0.8450704225352113,0.15492957746478872,0.7464788732394366,0.9893958287860164,4.485403243087085,1.144737122344299,145.19718309859155,39.03999973832159,0.3551939822905211,0.3551939822905211,1.3351594419665929,0.2129475735378056,0.0,2.6012170103696657,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1000,crossing_or_sudden_threat,52,0.7692307692307693,0.23076923076923078,0.7307692307692307,0.9883872264543065,4.442877872926102,1.0609785375686793,150.78846153846155,37.36340414256991,0.33149960139740153,0.33149960139740153,1.3241072194684973,0.22306507888106727,0.0,2.579740836760489,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1000,linear,35,0.8571428571428571,0.14285714285714285,0.6285714285714286,0.9856536898723549,4.403428234503466,1.286651566198894,156.17142857142858,39.12617063883609,0.3337460539189231,0.3337460539189231,1.3092585383460618,0.2187490942293422,0.0,2.6057915352199665,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1000,sinusoidal_lateral,77,0.8181818181818182,0.18181818181818182,0.7402597402597403,0.9871491183218002,4.38045003200909,1.151007660797664,142.6103896103896,38.46980714538396,0.3437830373472523,0.3437830373472523,1.3453389516595535,0.2033815279390319,0.0,2.6039341017510353,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,accel_decel,67,0.8656716417910447,0.13432835820895522,0.7014925373134329,0.9884695889582951,4.6845141704412425,1.1667086517632896,140.8955223880597,39.508667720803544,0.3096096921896103,0.3096096921896103,1.3598938741852815,0.19817927947371108,0.0,2.778188238858152,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,ar1_velocity,69,0.8405797101449275,0.15942028985507245,0.7536231884057971,0.9892207252886399,4.456950649517238,1.1253462472687596,146.40579710144928,38.93408332294882,0.3570597523330024,0.3570597523330024,1.3323639831116174,0.21515214778558192,0.0,2.5905394621623623,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,crossing_or_sudden_threat,52,0.7692307692307693,0.23076923076923078,0.7307692307692307,0.9883872264543065,4.442877872926102,1.0609785375686793,150.78846153846155,37.36340414256991,0.33149960139740153,0.33149960139740153,1.3241072194684973,0.22306507888106727,0.0,2.579740836760489,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,linear,36,0.8611111111111112,0.1388888888888889,0.6388888888888888,0.9861339749189807,4.397158134962645,1.274482025868363,155.66666666666666,39.217509580195916,0.33781480947038,0.33781480947038,1.3168089971881005,0.21604024965335564,0.0,2.5911674405382947,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1001,sinusoidal_lateral,76,0.8026315789473685,0.19736842105263158,0.7368421052631579,0.9874145616346579,4.377777786552584,1.1270857374919088,143.02631578947367,38.151484290897336,0.34488181723392636,0.34488181723392636,1.3481600015305895,0.20192108581434723,0.0,2.58696760691756,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,accel_decel,67,0.8656716417910447,0.13432835820895522,0.7014925373134329,0.9884287846505021,4.694545183103958,1.172388238693351,140.29850746268656,39.51511791223373,0.30670292851509073,0.30670292851509073,1.3627390446912993,0.1960247102628223,0.0,2.7926751615263483,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,ar1_velocity,69,0.8405797101449275,0.15942028985507245,0.7536231884057971,0.9889467957838015,4.456431224173347,1.1256944532843605,146.94202898550725,38.923868783428,0.3555484089073463,0.3555484089073463,1.3310822179936324,0.21654137727606546,0.0,2.596859191162179,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,crossing_or_sudden_threat,53,0.7735849056603774,0.22641509433962265,0.7358490566037735,0.9883640289549528,4.458464250727232,1.0673160429270763,150.0754716981132,37.463961452586595,0.3317568304910889,0.3317568304910889,1.3248051126476168,0.22254057626457993,0.0,2.592948020737226,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,linear,36,0.8888888888888888,0.1111111111111111,0.6666666666666666,0.9865238001718204,4.418662652136116,1.308589248193635,147.88888888888889,39.88504350949373,0.3392097633762509,0.3392097633762509,1.3196250842503483,0.2121593740310984,0.0,2.594838056909922,0
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,attention_full_1500k,1002,sinusoidal_lateral,75,0.8,0.2,0.7066666666666667,0.9869185332943015,4.396335038870242,1.136502111752828,142.18666666666667,38.10600727714401,0.33793839023925215,0.33793839023925215,1.3540359841072518,0.20070815744091106,0.0,2.592667306229429,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,accel_decel,64,0.5625,0.4375,0.46875,0.9485586895646407,5.505372107215689,0.8184743905439973,113.609375,32.63120796938954,0.2281884400897852,0.2281884400897852,1.5584328981187128,0.08239535091690589,0.0,3.6697909234418775,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,ar1_velocity,75,0.49333333333333335,0.5066666666666667,0.4533333333333333,0.9417999404941636,5.390325021469859,0.7091212028264999,112.29333333333334,31.136076950160756,0.2380607267197437,0.2380607267197437,1.560498425865668,0.08212258119431971,0.0,3.5270478230600006,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,crossing_or_sudden_threat,53,0.6037735849056604,0.39622641509433965,0.5660377358490566,0.953447697615779,5.523277044319582,0.7931778554646474,114.41509433962264,33.77068612024644,0.25044450069907126,0.25044450069907126,1.5597185599847656,0.08455981003387956,0.0,3.6019158650286798,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,linear,36,0.5555555555555556,0.4444444444444444,0.5,0.9390486387947933,5.497493534007263,0.8805684712198045,112.13888888888889,32.199683847202714,0.22785010310734843,0.22785010310734843,1.557006936594379,0.08000404379101023,0.0,3.635221231578225,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,sinusoidal_lateral,72,0.6111111111111112,0.3888888888888889,0.5555555555555556,0.9507280407193132,5.274776820206614,0.802064766900407,114.13888888888889,33.78875168728317,0.24988495486542162,0.24988495486542162,1.5611814662362613,0.08375448706540506,0.0,3.4545843978906694,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,accel_decel,64,0.5625,0.4375,0.46875,0.9486026472757876,5.506867609104082,0.8186530480161309,113.015625,32.63696171003682,0.229216400616101,0.229216400616101,1.557806159906919,0.08167466014337744,0.0,3.6603124659431847,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,ar1_velocity,74,0.5135135135135135,0.4864864864864865,0.47297297297297297,0.9415412842492182,5.404752134017966,0.7169205040947811,112.32432432432432,31.528426448321355,0.23800938214248468,0.23800938214248468,1.5597941470127585,0.08242051111481993,0.0,3.543576511622185,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,crossing_or_sudden_threat,53,0.6037735849056604,0.39622641509433965,0.5660377358490566,0.9534978230235953,5.522176916443273,0.7876329725643374,114.09433962264151,33.774519059471196,0.2487970319026726,0.2487970319026726,1.5592055241662268,0.08396122427637479,0.0,3.6132349576242113,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,linear,36,0.5555555555555556,0.4444444444444444,0.5,0.9390486387947933,5.497493534007263,0.8805684712198045,112.13888888888889,32.199683847202714,0.22785010310734843,0.22785010310734843,1.557006936594379,0.08000404379101023,0.0,3.635221231578225,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,sinusoidal_lateral,73,0.6027397260273972,0.3972602739726027,0.547945205479452,0.9535877353287527,5.277117937839262,0.795226126909256,114.73972602739725,33.726974240406044,0.2466765524138247,0.2466765524138247,1.5601570007642802,0.08440976064631167,0.0,3.469091942571936,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,accel_decel,63,0.5873015873015873,0.4126984126984127,0.49206349206349204,0.9623701914175332,5.52897540079172,0.8348529490213545,114.58730158730158,33.59287608410579,0.21705555784739883,0.21705555784739883,1.5551362871607803,0.0827569432663574,0.0,3.7303767942990627,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,ar1_velocity,75,0.49333333333333335,0.5066666666666667,0.4533333333333333,0.9439810970923826,5.421508705834668,0.7131125100453695,112.36,31.212583662828905,0.23700889763603125,0.23700889763603125,1.5601488409086857,0.08213591952598683,0.0,3.5463852872666424,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,crossing_or_sudden_threat,53,0.6037735849056604,0.39622641509433965,0.5660377358490566,0.9534978230235953,5.522176916443273,0.7876329725643374,114.09433962264151,33.774519059471196,0.2487970319026726,0.2487970319026726,1.5592055241662268,0.08396122427637479,0.0,3.6132349576242113,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,linear,36,0.5555555555555556,0.4444444444444444,0.5,0.9390486387947933,5.497493534007263,0.8805684712198045,112.13888888888889,32.199683847202714,0.22785010310734843,0.22785010310734843,1.557006936594379,0.08000404379101023,0.0,3.635221231578225,0
noz_no_shield,no_z_full_no_shield,no_z_full,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,sinusoidal_lateral,73,0.6164383561643836,0.3835616438356164,0.547945205479452,0.9558714453263946,5.257322802552234,0.8184935789402217,115.17808219178082,34.07901252819101,0.24659641371026542,0.24659641371026542,1.5597881795561468,0.0849549917211518,0.0,3.450940156967008,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,accel_decel,67,0.8208955223880597,0.1791044776119403,0.6119402985074627,0.988122313769814,5.123578515839571,1.197270913355386,145.32835820895522,38.703440566796736,0.289957783916638,0.289957783916638,1.4870134495853242,0.15566282133021295,0.0,3.2487340232723962,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,ar1_velocity,67,0.8507462686567164,0.14925373134328357,0.7313432835820896,0.9871061531764532,5.006944864024631,1.1287270775481837,144.88059701492537,39.30615233192334,0.2862586294641898,0.2862586294641898,1.4883213127503467,0.1589501581701098,0.0,3.214505980960691,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,crossing_or_sudden_threat,64,0.828125,0.15625,0.734375,0.9873222494569788,5.135693221200676,1.119563187705353,158.390625,38.82354875387884,0.3014708002812781,0.3014708002812781,1.4846348654523887,0.16258139864009796,0.0,3.288331067960315,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,linear,35,0.8285714285714286,0.17142857142857143,0.6571428571428571,0.9859769716844787,5.032247006465945,1.148838472366333,150.5142857142857,38.791018759369194,0.2939565428863616,0.2939565428863616,1.4844864810736087,0.15616130956384625,0.0,3.201097078078829,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,sinusoidal_lateral,67,0.7910447761194029,0.208955223880597,0.7014925373134329,0.986161207573795,4.989942920243584,1.1022279477163928,152.1492537313433,37.980532506302474,0.3229591817883943,0.3229591817883943,1.479648199403407,0.17289512014779373,0.0,3.065658232315691,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,accel_decel,69,0.8115942028985508,0.18840579710144928,0.6086956521739131,0.9878454336473987,5.078572928733598,1.182124589232431,148.30434782608697,38.46826750033717,0.29798804346830565,0.29798804346830565,1.4833401202241474,0.16018044381334343,0.0,3.2140170495446663,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,ar1_velocity,66,0.8484848484848485,0.15151515151515152,0.7272727272727273,0.9871579223449599,5.001135260643306,1.1273431425744838,144.4090909090909,39.26410398287328,0.28723844340923943,0.28723844340923943,1.4882887456154514,0.15858077511302565,0.0,3.2133954468224286,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,crossing_or_sudden_threat,63,0.8253968253968254,0.15873015873015872,0.7301587301587301,0.9872481948631544,5.141977778132247,1.1174727084617766,158.53968253968253,38.76682720429745,0.3002903538385286,0.3002903538385286,1.4844987976491466,0.1628415899744149,0.0,3.296544030359374,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,linear,33,0.8181818181818182,0.18181818181818182,0.696969696969697,0.9858677635529671,5.042719827468066,1.1204557996807676,149.33333333333334,38.58179026790462,0.30202939369738324,0.30202939369738324,1.482207226283422,0.15562112259124344,0.0,3.181493290367268,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,sinusoidal_lateral,69,0.7971014492753623,0.2028985507246377,0.7101449275362319,0.9863458561251295,5.035242489011249,1.106267505797787,151.2463768115942,38.10619221441339,0.31558362332939893,0.31558362332939893,1.4810097576158734,0.17131938669072186,0.0,3.1254010131883194,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,accel_decel,69,0.8115942028985508,0.18840579710144928,0.6086956521739131,0.9876563861804591,5.070047416229032,1.181729077860929,149.8985507246377,38.453090268199304,0.2960399697637906,0.2960399697637906,1.4820879066494799,0.16172233046917636,0.0,3.213450994131259,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,ar1_velocity,67,0.8507462686567164,0.14925373134328357,0.7313432835820896,0.9872840994085494,4.996941528367368,1.1310801354806814,144.2089552238806,39.31013413038482,0.2881922731817574,0.2881922731817574,1.4882113143128852,0.15841592519909153,0.0,3.2040852686294494,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,crossing_or_sudden_threat,64,0.8125,0.171875,0.71875,0.9866897504400844,5.166788817070675,1.1169004577677697,157.890625,38.49799285941111,0.2986624034613116,0.2986624034613116,1.4852660824276898,0.16233539683612092,0.0,3.3012142724637896,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,linear,32,0.8125,0.1875,0.6875,0.9860184102293299,5.029526731877951,1.1101409010589123,150.375,38.4558277097253,0.3041941053538747,0.3041941053538747,1.481299428497716,0.15654169664618683,0.0,3.1714796566923638,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1002,sinusoidal_lateral,68,0.8088235294117647,0.19117647058823528,0.7205882352941176,0.9860137584126579,5.035937594342196,1.115111431654762,151.58823529411765,38.33920881824209,0.3130742869118993,0.3130742869118993,1.4806445942401825,0.17147219449018158,0.0,3.140200103166589,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500k,1000,accel_decel,63,0.5238095238095238,0.47619047619047616,0.5238095238095238,0.9522621084811593,4.682526521582167,0.7236363405273074,114.9047619047619,31.909517598083557,0.2999007305769445,0.2999007305769445,1.5438683025770872,0.1360622203771437,0.0,2.6845030154677785,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500k,1000,ar1_velocity,76,0.6578947368421053,0.34210526315789475,0.6447368421052632,0.9523690913380899,4.562705491966815,0.824332415273315,115.94736842105263,34.61193781399438,0.3123360452781034,0.3123360452781034,1.5353280592767446,0.1425424955654959,0.0,2.6446808510942894,0
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500k,1000,crossing_or_sudden_threat,47,0.6808510638297872,0.3191489361702128,0.6595744680851063,0.9574004085454391,4.636422575509819,0.8383921207265651,116.04255319148936,35.260678785109036,0.3181415920327123,0.3181415920327123,1.5377340922700788,0.14312389696920935,0.0,2.597298396447544,0
