motion_mode,baseline_name,config_name,baseline_category,episodes,success_rate,collision_rate,timeout_rate,near_miss_rate,progress_mean,final_goal_distance_mean,episode_return_mean,episode_length_steps_mean,mean_time,episode_min_distance_mean,mean_min_distance,min_distance_after_threat_mean,replacement_count_mean,active_obstacle_count_mean,mean_action_norm,mean_action_delta,max_action_delta,filter_used,filter_trigger_rate,mean_filter_delta_norm,max_filter_delta_norm,nan_or_crash
accel_decel,attention_full_1500k,attention_full_1500k,reference,58,0.5,0.5,0.0,0.4482758620689655,0.9524958547583599,1.8590090331332436,31.453454534304083,107.24137931034483,21.448275862068964,0.7411091569168814,4.945561537888674,0.8651737277877742,42.0,6.775862068965517,1.4633319036423698,0.11627553580628616,0.8722157627344131,0,0.0,0.0,0.0,0
accel_decel,cpa_reactive_sweep,cpa_reactive_cpa30,cpa_reactive_sweep,55,0.03636363636363636,0.09090909090909091,0.8727272727272727,0.14545454545454545,0.9289537027180509,5.180892112038352,6.8113715244085595,471.74545454545455,94.3490909090909,1.8302728528326209,4.185267543922544,1.7908886145461689,142.4909090909091,6.763636363636364,0.9999999845115752,1.2086402254834323,1.9999068693681197,0,0.0,0.0,0.0,0
accel_decel,cpa_reactive_sweep,cpa_reactive_d5,cpa_reactive_sweep,56,0.07142857142857142,0.05357142857142857,0.875,0.30357142857142855,0.9242503599908174,4.844373921198504,12.590385575798058,476.30357142857144,95.26071428571429,1.722651583807809,4.153405572965634,1.7443720634494508,129.05357142857142,6.392857142857143,0.9999999832753831,0.945520315274365,1.9999601947409766,0,0.0,0.0,0.0,0
accel_decel,cpa_reactive_sweep,cpa_reactive_w28,cpa_reactive_sweep,48,0.08333333333333333,0.041666666666666664,0.875,0.20833333333333334,0.9221277092715576,4.439315502221386,9.712133923349231,475.3125,95.0625,1.7921007356295984,4.027569887915919,1.8212677432845037,135.70833333333334,6.875,0.9999999843979435,1.124705565754734,1.999961795906226,0,0.0,0.0,0.0,0
accel_decel,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha2,apf,63,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.8921596958456623,3.8722048463329437,34.47050529137655,102.87301587301587,20.574603174603176,0.8185507267240494,2.740537076365498,0.8335782857168288,37.111111111111114,6.619047619047619,0.9999999855430552,0.2720694764933479,1.818200952949978,0,0.0,0.0,0.0,0
accel_decel,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha3,apf,73,0.8082191780821918,0.1917808219178082,0.0,0.8082191780821918,0.9084838678282869,3.2948501179479575,35.43594650073695,107.93150684931507,21.586301369863012,0.8515433460882266,2.7566154545122368,0.8691039060893124,39.68493150684932,6.657534246575342,0.9999999841836212,0.31069134954674266,1.8996293634584505,0,0.0,0.0,0.0,0
accel_decel,current_cpa_reactive,cpa_reactive_current,"reference,cpa_reactive_sweep",60,0.1,0.06666666666666667,0.8333333333333334,0.3,0.9236603015013913,3.951916390657425,10.886105583751752,466.9,93.38000000000001,1.536737674474716,3.755168646004441,1.5823612282673518,130.01666666666668,6.65,0.9999999840906747,1.1070463659148642,1.9999524851640065,0,0.0,0.0,0.0,0
accel_decel,random,random,reference,56,0.0,0.0,1.0,0.017857142857142856,0.07801510806721726,31.75309423037938,-13.791995617986085,500.0,100.0,3.5981680005788803,7.095700760189976,3.628471608672823,104.82142857142857,7.142857142857143,0.7758763387045556,1.0580883490873807,2.4235628630433763,0,0.0,0.0,0.0,0
accel_decel,straight_line,straight_line,reference,66,0.045454545454545456,0.9545454545454546,0.0,0.045454545454545456,0.333670825194976,22.658512925559823,2.08952361515074,29.181818181818183,5.836363636363637,0.5084067422783736,3.9778737654430367,0.5784072155753771,10.409090909090908,7.015151515151516,0.9999999784389385,3.588909074041847e-08,1.0122980229149989e-07,0,0.0,0.0,0.0,0
accel_decel,vo_like_filter,vo_like_filter_h45_cpa1p2_h16,safety_filter,65,0.8769230769230769,0.12307692307692308,0.0,0.7076923076923077,0.9883222348622333,0.680228335582293,39.73878455508402,140.35384615384615,28.070769230769233,1.1736066854917087,4.684766713731573,1.200529302083529,47.61538461538461,6.323076923076923,1.3599303505487659,0.19805509985504566,1.3649498453507056,1,0.3289490103992981,0.22359041344371702,1.3918441332303562,0
