baseline_name,config_name,episodes,filter_trigger_rate,episode_filter_triggered_rate,mean_filter_delta_norm,max_filter_delta_norm,collision_when_filter_triggered,collision_when_filter_not_triggered,success_when_filter_triggered,success_when_filter_not_triggered,mean_min_predicted_cpa_raw,mean_min_predicted_cpa_filtered,mean_min_ttc_raw,mean_min_ttc_filtered
vo_like_filter,vo_like_filter_h45_cpa1p2_h16,300,0.3508952195574183,1.0,0.24113378608301753,1.424706249833107,0.16666666666666666,,0.8333333333333334,,2.637112202842176,3.2059680206937675,1.7262769218212974,1.6861866628842843
vo_like_filter,vo_like_filter_h45_cpa1p5_h16,300,0.44086002264459856,1.0,0.3218034251540446,1.629083308974902,0.27666666666666667,,0.7066666666666667,,2.5014833680247475,3.2341601023752067,1.7058458232702718,1.6355163931315644
