method,run_name,seed,step,scenario,success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,reaction_time_eval_style,reaction_time_nan_style,reaction_time,min_distance_after_turn,nan_reaction_rate,no_response_count,total_episodes
attention_full,attention_full,1,250000,eval_random_switch,0.98,0.02,1.5225022369623185,0.14,7.163999999999999,21.75159972717408,0.00038450113298949825,0.0,0.0,0.0028602861735271285,0.005892675527779917,0.0216502468824585,0.000462819279355413,0.06033213637323212,0.11358124926474111,0.2600931274225807,0.021593381723036344,0.0004617997617443316,0.05989235656708484,0.11339408509803171,0.26000318859572175,,,,,1.0,0.0,50.0
attention_full,attention_full,1,250000,eval_sudden_turn,1.0,0.0,1.3045780777931213,0.12,7.292000000000002,22.323013589653506,5.9327105827815925e-06,0.0,0.0,5.828645662404278e-06,0.0001908143431454297,0.025045540717837822,0.0005315379608614501,0.06900535998458504,0.12544314095808656,0.29816431013518013,0.024608901083120097,0.0005166220808447586,0.06789574526366773,0.12430004278256089,0.2979420050571207,0.21600000000000008,0.21600000000000008,0.21600000000000008,1.8523222029209137,0.0,0.0,50.0
attention_full,attention_full,1,250000,eval_random_switch_hard,1.0,0.0,1.0178072369098663,0.5,7.236000000000001,22.01828873589428,0.0005140526590252921,0.0,0.0013045330329623495,0.0031572926905437137,0.007450782440882806,0.04102092680521305,0.008019244554943369,0.08313050322961313,0.16610610112547872,0.4926969900727272,0.04020079284906383,0.007906967140892387,0.08150444688335934,0.16379563689231869,0.4846965366601944,,,,,1.0,0.0,50.0
attention_full,attention_full,1,250000,mixed_uncertainty,0.92,0.08,0.8767104732990265,0.74,7.348000000000001,20.585512642992953,0.003807647109613266,0.0,0.008623318330101007,0.020177938199631137,0.06491295514015953,0.08711349975186745,0.00015161636737404612,0.3786362547104363,0.5062925722228829,0.6668254573387093,0.0867978959191532,0.0001515130039388409,0.3750427982633118,0.5055800827371422,0.6651502592605538,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.8856424939632416,0.0,0.0,50.0
attention_full,attention_full,1,500000,eval_random_switch,1.0,0.0,1.3609111630916595,0.3,6.932,22.286262678114483,0.0004902898950956452,0.0,0.000259376359172162,0.0018700438324935839,0.010781141553921488,0.0402227828659182,0.0009721655527033139,0.12264403100122133,0.23451514677080376,0.3782663922972509,0.039823257827253024,0.0009720192473512302,0.12133759155778816,0.2330761106724949,0.3762851093180009,,,,,1.0,0.0,50.0
attention_full,attention_full,1,500000,eval_sudden_turn,1.0,0.0,1.2028391981124877,0.3,6.975999999999999,22.329812834839448,7.2023519609021e-05,0.0,7.7271223999558e-05,0.0004450675474711824,0.0014319503998407757,0.03899210172705348,0.0016431214622297885,0.10969433738151561,0.22367299417965114,0.37699552601203323,0.037847580036614044,0.0014640932905131052,0.10568698221119117,0.21812693594954907,0.3756942911632359,2.6919999999999997,0.5021276595744681,2.6919999999999997,1.6805334722995757,0.06,3.0,50.0
attention_full,attention_full,1,500000,eval_random_switch_hard,0.98,0.02,0.8751556181907654,0.8,6.768000000000001,21.489876484309413,0.0036273792428346175,0.000962255373597144,0.008153586671178336,0.016060633471964802,0.043860685990682914,0.09014241609722372,0.0334416090229659,0.16590076728141864,0.40101690754294395,0.7612584328651428,0.0836078945919871,0.03209319748322932,0.15264337246480858,0.37213257893919943,0.7047898524999618,,,,,1.0,0.0,50.0
attention_full,attention_full,1,500000,mixed_uncertainty,0.88,0.12,0.8886418157815933,0.7,7.0520000000000005,19.846586893160392,0.0035578172838944214,0.0,0.0067080147276283,0.016799490936828053,0.06856845792941842,0.10251226564287204,0.008612111479868673,0.4012122577661648,0.5032506119087339,0.6125113440491259,0.10205545615055595,0.0083409912173305,0.4010817675525323,0.5032280334085226,0.6042292962037027,0.3040000000000001,0.3040000000000001,0.3040000000000001,0.9037904959917068,0.0,0.0,50.0
attention_full,attention_full,1,750000,eval_random_switch,0.98,0.02,1.2440760672092437,0.46,6.684000000000001,21.777432700963054,0.0010332025734456154,0.0,0.001377856812141539,0.004692654222878884,0.018653452948467236,0.06631949540224016,0.004343572529601984,0.22219331833330216,0.3429742912593066,0.4817643169258386,0.06459192492762669,0.004318326416119404,0.21579327117913635,0.33527642337779995,0.47647757043509187,,,,,1.0,0.0,50.0
attention_full,attention_full,1,750000,eval_sudden_turn,1.0,0.0,1.005763792991638,0.6,6.808,22.355214577672623,0.0003844297003752014,0.0,0.00032445056596770396,0.0017955606493342,0.00855919737359952,0.07305362889543171,0.0065887348869703875,0.24808442950248716,0.37728949889540675,0.5227381443977356,0.07027524405159052,0.005942188893498452,0.2379660916700959,0.36683121845126154,0.5180240891873836,1.3760000000000008,0.6489795918367349,1.3760000000000008,1.4486974358558655,0.02,1.0,50.0
attention_full,attention_full,1,750000,eval_random_switch_hard,0.98,0.02,0.7851062929630279,0.94,6.584,21.442131526198796,0.007785563649740611,0.0030307307839393598,0.019566961740019883,0.033124333775049274,0.06886063903474894,0.13341503031551835,0.0480236770495467,0.32973168283700943,0.5846472603082656,0.8571868813037873,0.11800639100372788,0.03907951827341261,0.3074980280175805,0.5375985080003738,0.7528084337711334,,,,,1.0,0.0,50.0
attention_full,attention_full,1,750000,mixed_uncertainty,0.8,0.2,0.8446305972337723,0.8,6.972000000000001,18.291437097265348,0.004674926733268841,0.0,0.010047498775093096,0.025411318758215166,0.07704685384177747,0.12645953174360325,0.016080545637913096,0.451266965206014,0.5413805078470614,0.6492572676792042,0.12544624413974811,0.015357202224384381,0.4497950705245603,0.5404886420571711,0.6456740605487721,1.3000000000000005,0.5714285714285715,1.3000000000000005,0.849125342965126,0.02,1.0,50.0
attention_full,attention_full,1,1000000,eval_random_switch,0.98,0.02,1.2334802895784378,0.4,6.692,21.77189449609499,0.0006345368329860288,0.0,0.0006345920516469035,0.002421606310817866,0.012133122923563201,0.05647914470795544,0.002358490921875257,0.18072796644293845,0.3156545691823732,0.46864458135154935,0.0551995012709452,0.0023466723382627656,0.17456472176243693,0.3083721667554375,0.46547538033512326,,,,,1.0,0.0,50.0
attention_full,attention_full,1,1000000,eval_sudden_turn,1.0,0.0,1.0741805589199067,0.52,6.816,22.351582262357738,0.00037585273127318136,0.0,0.000864543332718308,0.0026021552496422237,0.00566481315084876,0.06166934050386767,0.005669912370824359,0.19426012473180884,0.3299110526405275,0.4982510323449969,0.059622354048769886,0.005258631297707096,0.18537384286522865,0.32360619062557816,0.49414215978235004,5.0440000000000005,0.6863636363636365,5.0440000000000005,1.5259152734279633,0.12,6.0,50.0
attention_full,attention_full,1,1000000,eval_random_switch_hard,1.0,0.0,0.8251208138465881,0.92,6.768000000000001,22.074300405838816,0.003528076392412871,0.0,0.010722203957520809,0.020771810204896574,0.05101990969465287,0.09478803101927039,0.02325489214189783,0.22661508368561045,0.49211071103811266,0.8348274958133698,0.08884338073432442,0.021869665279486274,0.2192859296046663,0.46615910112857817,0.7448921430110932,,,,,1.0,0.0,50.0
attention_full,attention_full,1,1000000,mixed_uncertainty,0.88,0.12,0.8357991522550583,0.8,6.912000000000001,19.85783082326633,0.004805640824706603,0.0,0.01394058291020199,0.0302301577138132,0.06457154245271154,0.11862050284631546,0.016638019938566596,0.45963016506284476,0.5362891302630305,0.6055020636692643,0.11836274648085233,0.016511481686464463,0.4595349084958434,0.5362651473656297,0.6054074244946241,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.8487136572599411,0.0,0.0,50.0
