method,run_name,seed,step,scenario,success_rate,collision_rate,mean_min_distance,near_miss_rate,mean_time,mean_episode_reward,distance_warning_cost_mean,distance_warning_cost_p50,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_sum_p50,risk_sum_p90,risk_sum_p95,risk_sum_max,risk_max_mean,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_max,reaction_time_eval_style,reaction_time_nan_style,reaction_time,min_distance_after_turn,nan_reaction_rate,no_response_count,total_episodes
attention_full,attention_full,0,250000,eval_random_switch,1.0,0.0,1.4078598785400391,0.1,7.252000000000001,22.413701185407636,8.020561275770555e-05,0.0,9.1907996684312e-05,0.00040208139693276746,0.0016062159528708222,0.018812705731979754,0.0005139145395361165,0.04784914118276898,0.0969721904992002,0.20644966577761806,0.018563702381798018,0.0004799954927988413,0.04632093224450269,0.09671011428084964,0.2061950529611204,,,,,1.0,0.0,50.0
attention_full,attention_full,0,500000,eval_random_switch,1.0,0.0,1.3811390066146851,0.1,7.132000000000001,22.405401270888092,0.00014524916925438136,0.0,0.000172820305451748,0.001091691986657676,0.002373023197431502,0.02055862268268778,0.002391560617921927,0.054625170328241206,0.10292751889558982,0.19719786581450535,0.020388749876396682,0.002387275219806965,0.05415053308596338,0.10256280998233247,0.19711749713735116,,,,,1.0,0.0,50.0
attention_full,attention_full,0,750000,eval_random_switch,1.0,0.0,1.1767279243469237,0.24,6.824000000000001,22.441990238255066,0.0001853626621414106,0.0,0.00030813309829682,0.0010707014876243136,0.0032276537867897926,0.03661562652104184,0.0013543113278966087,0.10598812066419316,0.19448635070364284,0.3375886804070254,0.03619919596948311,0.0012992344893380358,0.10470407524546875,0.1938616457466345,0.33592384336701825,,,,,1.0,0.0,50.0
attention_full,attention_full,0,1000000,eval_random_switch,1.0,0.0,1.1278219640254974,0.4,6.8,22.448185858787014,0.000586969426874322,0.0,0.000905299824662502,0.003915717880881846,0.00946381068842831,0.060899813082069126,0.0027781185620493042,0.19905047336709686,0.30626091903075575,0.4678928110748529,0.059383865339914285,0.0025762458677671173,0.19470321835135107,0.300566985681653,0.4565824585594237,,,,,1.0,0.0,50.0
attention_full,attention_full,0,1250000,eval_random_switch,1.0,0.0,1.081459903717041,0.44,6.824000000000001,22.458002443672918,0.0006717023847613593,0.0,0.00123224859533365,0.004087861804327969,0.010892181476154244,0.06773877894016049,0.006336893296562218,0.227020667929949,0.3457205532886487,0.48502117515278875,0.06626126452907055,0.005359989520777761,0.22324698385554526,0.3422014432050687,0.4760531648548123,,,,,1.0,0.0,50.0
attention_full,attention_full,0,1500000,eval_random_switch,1.0,0.0,1.0613421559333802,0.6,6.7360000000000015,22.43842772982238,0.0006769400756547605,0.0,0.001633316235383966,0.003803010980709571,0.010481254662327162,0.07870413121203114,0.004563278700565324,0.27478815954642327,0.39810900844802416,0.5515627513439081,0.077075967235902,0.0044936864283286896,0.268222356759924,0.39281187107955373,0.5482420520656429,,,,,1.0,0.0,50.0
attention_full,attention_full,0,1750000,eval_random_switch,1.0,0.0,1.0551783704757691,0.58,6.752000000000001,22.42416814043613,0.0010441835929827718,0.0,0.002745893081737441,0.006316868316407615,0.014698941172480723,0.0919169597524464,0.005113982482726737,0.3217867819409018,0.43448137406848913,0.5832615802116915,0.0892015247849062,0.005014224945584839,0.31426659534365325,0.4267450067832375,0.5685444236226602,,,,,1.0,0.0,50.0
attention_full,attention_full,0,2000000,eval_random_switch,1.0,0.0,1.0542325210571288,0.6,6.740000000000001,22.43802107270578,0.0007212423514124401,0.0,0.001632124101452056,0.004351318344467916,0.010210301332966742,0.07363819485563129,0.007616691424655902,0.2460353598790947,0.3688305385239822,0.5286044851753102,0.0720875620053643,0.00646859108016089,0.2413400168112252,0.36333690213192527,0.5183415497156963,,,,,1.0,0.0,50.0
risk_full_rbar,risk_Rgate8_lambda015_RbarFloor03,0,100000,eval_random_switch,1.0,0.0,1.106597548723221,0.54,7.004000000000001,22.448928952838195,0.0009344728468567804,0.0,0.0025879563260241324,0.005594732083918625,0.011251485079649843,0.07859530468055365,0.0034941938337559,0.2765644865309628,0.38317279598485127,0.5633569462126252,0.07679408560789507,0.003440305637317573,0.2715651593780172,0.37984195658979386,0.5522727178311106,,,,,1.0,0.0,50.0
risk_full_rbar,risk_Rgate8_lambda015_RbarFloor03,0,200000,eval_random_switch,1.0,0.0,1.6687223052978515,0.06,7.632000000000001,22.350750394823454,1.6203846746519777e-05,0.0,2.9065017588436e-05,6.0689604870276216e-05,0.00033470464861153336,0.01161037762032302,0.00021136489204356588,0.026149338913442545,0.05110161498739348,0.15822327361003974,0.01160225988760923,0.00020076349254116596,0.026144984527277773,0.05109030027569265,0.1582151182656364,,,,,1.0,0.0,50.0
