training_seed,method_key,checkpoint_label,success_rate,collision_rate,progress,mean_min_distance,raw_unsafe_action_rate,raw_min_predicted_cpa,action_norm,action_delta,episode_length,seed2_low_action_delta,seed2_conservative_but_collision,seed2_raw_unsafe_mismatch,seed2_progress_collision_mismatch
0,p3_s0_1000k,1000k,0.6366666666666667,0.3633333333333333,0.9558535053943474,4.726918694679245,0.227802251288942,2.8692192781867583,1.489658786064601,0.1226941567791541,115.77333333333333,0,0,0,0
0,p3_s0_1500k,1500k,0.6166666666666667,0.3833333333333333,0.9541088313253188,4.645767597609406,0.3137831358626906,2.6807036666778883,1.541960389052015,0.1542637797526815,115.16888888888889,0,0,0,0
0,p3_s0_final,final,0.5933333333333333,0.4066666666666667,0.9452599235999632,4.773406554374035,0.3092279913806228,2.7750556047705874,1.5525032531833731,0.1513642910150273,116.29666666666668,0,0,0,0
1,p3_s1_1000k,1000k,0.5633333333333334,0.4366666666666667,0.9480294573947472,4.608435590434199,0.300430969731182,2.6402770882110578,1.5365301246413197,0.1146768912001491,103.24222222222222,0,0,0,0
1,p3_s1_1500k,1500k,0.6088888888888889,0.3911111111111111,0.9659371004958274,4.621188215337371,0.330319122556983,2.571896560128559,1.5754175819695118,0.1860149495723015,114.35444444444444,0,0,0,0
1,p3_s1_final,final,0.5922222222222223,0.4077777777777778,0.9614398678526244,4.56740073750083,0.3470837139542775,2.5459018276544985,1.591592619826348,0.1792386252665413,115.00666666666666,0,0,0,0
2,p3_s2_1000k,1000k,0.421111111111111,0.5788888888888889,0.9607087432739072,5.300043180782358,0.2451420380505052,3.301714354984136,1.5809405340342064,0.1040866546901435,109.93555555555557,0,1,1,1
2,p3_s2_1500k,1500k,0.4222222222222222,0.5777777777777778,0.9525542860540936,4.714922979832877,0.268799368537681,2.7749021005067003,1.553815489621089,0.1104493328459066,105.1988888888889,0,1,1,1
2,p3_s2_final,final,0.491111111111111,0.5088888888888888,0.9460054392412384,4.426852504556988,0.2910257197019582,2.486890451394458,1.5560673760649335,0.1172046513623101,104.00666666666666,0,0,0,1
