model,split,samples,valid_labels,masked_mse,masked_smoothl1,gaussian_nll,mean_logvar,min_logvar,max_logvar
zero,train,228957,563471,0.44815146689028285,0.14341971926053196,0.22407573344514142,0.0,0.0,0.0
zero,val,49599,121725,0.4581515403980643,0.14512459480940243,0.22907577019903216,0.0,0.0,0.0
zero,test,48096,118325,0.4668659237724902,0.14820246063303766,0.2334329618862451,0.0,0.0,0.0
