model,split,samples,valid_labels,masked_mse,masked_smoothl1,gaussian_nll,mean_logvar,min_logvar,max_logvar
nll,train,228957,563471,0.08703542655298248,0.036310699250597635,-1.8037697642554709,-3.9347174167633057,-5.0,2.609541177749634
nll,val,49599,121725,0.10210410837090192,0.04188307332134092,-1.747436525198943,-3.9260685443878174,-5.0,2.4062623977661133
nll,test,48096,118325,0.0964258643142498,0.03888762442244855,-1.7936909542144623,-3.9920971393585205,-5.0,2.382580041885376
