model,split,samples,valid_labels,masked_mse,masked_smoothl1,gaussian_nll,mean_logvar,min_logvar,max_logvar
delta_only,train,228957,563471,0.08484809955423153,0.03552582444047698,0.041413092669764937,0.0003780096012633294,-1.808470368385315,2.2860107421875
delta_only,val,49599,121725,0.10487744401842765,0.04314193487511915,0.051333799947711166,0.0005704169161617756,-1.6950554847717285,2.0403988361358643
delta_only,test,48096,118325,0.09942647394785636,0.040109348357190995,0.04807163231506883,0.00017737291636876762,-1.7833333015441895,2.1880345344543457
