split,horizon_sec,direction,bin,std_low,std_high,count,mean_predicted_std,mean_abs_projected_error,pct_abs_z_lt_1,pct_abs_z_lt_2
train,4.0,rel_velocity_xy,3,0.4872332632541657,0.9588819146156314,32298,0.7014563679695129,0.5178631544113159,0.7344417610997585,0.9429376431977212
train,4.0,rel_velocity_xy,4,0.9588819146156314,3.6659793853759766,32298,1.4826135635375977,0.9920651316642761,0.7528639544244226,0.9520094123475138
train,4.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,11663,0.08208499848842621,0.03424981236457825,0.9197462059504415,0.9937408899939981
train,4.0,error_direction_diag_only,1,0.08208499848842621,0.12117630243301392,52933,0.08825796097517014,0.043154943734407425,0.8870836718115354,0.9887971586722838
train,4.0,error_direction_diag_only,2,0.12117630243301392,0.4828714430332192,32297,0.2712170481681824,0.23542894423007965,0.6798154627364771,0.923212682292473
train,4.0,error_direction_diag_only,3,0.4828714430332192,0.8735504865646363,32298,0.6631927490234375,0.7151362895965576,0.5308687844448573,0.8897454950770946
train,4.0,error_direction_diag_only,4,0.8735504865646363,3.686655282974243,32298,1.4007633924484253,1.113337516784668,0.6847173199578921,0.9344231840980866
val,1.0,x_axis,3,0.08208499848842621,0.1273103266954422,36205,0.08463024348020554,0.02557884342968464,0.9377434056069603,0.9874050545504764
val,1.0,x_axis,4,0.1273103266954422,0.61614990234375,9052,0.19040390849113464,0.14408911764621735,0.7107821475916924,0.9407865665046399
val,1.0,y_axis,2,0.08208499848842621,0.12518016397953036,27154,0.08509189635515213,0.018079442903399467,0.9693967739559549,0.9919348898873094
val,1.0,y_axis,3,0.12518016397953036,0.20549009144306185,9051,0.16500324010849,0.11974357068538666,0.7350568997900785,0.9384598386918572
val,1.0,y_axis,4,0.20549009144306185,0.628829300403595,9052,0.2766489088535309,0.1993391513824463,0.773972602739726,0.93935041979673
val,1.0,radial_xy,0,0.08208498358726501,0.08208499848842621,6971,0.08208499103784561,0.01503969356417656,0.9846506957394922,0.9984220341414431
val,1.0,radial_xy,2,0.08208499848842621,0.09447021335363388,20183,0.08306806534528732,0.020296994596719742,0.9603131348164297,0.991131149977704
val,1.0,radial_xy,3,0.09447021335363388,0.14498628675937653,9051,0.11717451363801956,0.07797157019376755,0.7765992707988068,0.9486244613854823
val,1.0,radial_xy,4,0.14498628675937653,0.5125106573104858,9052,0.198190838098526,0.155587300658226,0.7156429518338489,0.9329429960229784
val,1.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,7325,0.0820850059390068,0.012681801803410053,0.9923549488054607,0.9974061433447099
val,1.0,rel_velocity_xy,2,0.08208499848842621,0.12729687988758095,19829,0.08708321303129196,0.026246938854455948,0.9443239699430127,0.9871400474053155
val,1.0,rel_velocity_xy,3,0.12729687988758095,0.2049061179161072,9051,0.16557475924491882,0.12208136916160583,0.7333996243509004,0.9348138327256656
val,1.0,rel_velocity_xy,4,0.2049061179161072,0.598294734954834,9052,0.27345141768455505,0.1979249268770218,0.7714317277949624,0.9392399469730446
val,1.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,6753,0.08208499848842621,0.020599622279405594,0.9816377906115801,0.9968902709906708
val,1.0,error_direction_diag_only,2,0.08208499848842621,0.12256408035755162,20401,0.08641449362039566,0.03731800243258476,0.9007891770011274,0.9726974167932945
val,1.0,error_direction_diag_only,3,0.12256408035755162,0.20113472044467925,9051,0.16118790209293365,0.1693248301744461,0.5612639487349464,0.8674179648657607
val,1.0,error_direction_diag_only,4,0.20113472044467925,0.6133759021759033,9052,0.27066317200660706,0.24588176608085632,0.671011931064958,0.9052143172779497
val,2.0,x_axis,2,0.08208499848842621,0.10024060904979708,25032,0.08315432071685791,0.03364802524447441,0.9014860977948226,0.979226589964845
val,2.0,x_axis,3,0.10024060904979708,0.2817995667457581,8344,0.18035191297531128,0.14237691462039948,0.7079338446788112,0.9192233940556088
val,2.0,x_axis,4,0.2817995667457581,0.8784909248352051,8344,0.37951645255088806,0.3016125559806824,0.6958293384467881,0.9320469798657718
val,2.0,y_axis,2,0.08208499848842621,0.2625206708908084,25032,0.09991689026355743,0.03382671996951103,0.9654042825183765,0.988614573346117
val,2.0,y_axis,3,0.2625206708908084,0.4680504858493807,8344,0.35864827036857605,0.2888866364955902,0.6967881112176414,0.9211409395973155
val,2.0,y_axis,4,0.4680504858493807,1.4714264869689941,8344,0.6804659366607666,0.5105505585670471,0.7307046979865772,0.9423537871524449
val,2.0,radial_xy,0,0.08208498358726501,0.08208499848842621,4944,0.08208499103784561,0.027256030589342117,0.9334546925566343,0.9900889967637541
val,2.0,radial_xy,1,0.08208499848842621,0.08238259851932525,11744,0.08209078013896942,0.026037605479359627,0.9404802452316077,0.9927622615803815
val,2.0,radial_xy,2,0.08238259851932525,0.18284508585929876,8344,0.11622689664363861,0.08096027374267578,0.7818791946308725,0.9352828379674017
val,2.0,radial_xy,3,0.18284508585929876,0.3114927709102631,8344,0.2482641488313675,0.19017893075942993,0.7239932885906041,0.9358820709491851
val,2.0,radial_xy,4,0.3114927709102631,0.8025864362716675,8344,0.4004557132720947,0.3203471899032593,0.6929530201342282,0.9319271332694151
val,2.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,5166,0.08208499848842621,0.01727166958153248,0.9794812233836624,0.9978706929926442
val,2.0,rel_velocity_xy,1,0.08208499848842621,0.08271657079458238,11522,0.08209925889968872,0.019371096044778824,0.9760458253775386,0.9982641902447492
val,2.0,rel_velocity_xy,2,0.08271657079458238,0.2699784100055698,8344,0.15168851613998413,0.1019602119922638,0.8198705656759347,0.9606903163950143
val,2.0,rel_velocity_xy,3,0.2699784100055698,0.46455186009407046,8344,0.3606979250907898,0.2914169132709503,0.6922339405560882,0.9242569511025887
val,2.0,rel_velocity_xy,4,0.46455186009407046,1.4713830947875977,8344,0.6769754886627197,0.514694333076477,0.7244726749760306,0.9410354745925216
val,2.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,4685,0.08208499103784561,0.0336439311504364,0.9246531483457844,0.9910352187833511
val,2.0,error_direction_diag_only,1,0.08208499848842621,0.08419342041015626,12003,0.08212944120168686,0.033139418810606,0.9214363075897692,0.9882529367658085
val,2.0,error_direction_diag_only,2,0.08419342041015626,0.27003512978553773,8344,0.16447344422340393,0.15891356766223907,0.6779721955896453,0.9056807286673059
val,2.0,error_direction_diag_only,3,0.27003512978553773,0.4457341551780701,8344,0.35278671979904175,0.41456785798072815,0.4911313518696069,0.8406040268456376
val,2.0,error_direction_diag_only,4,0.4457341551780701,1.4700320959091187,8344,0.6544219851493835,0.5822834372520447,0.6468120805369127,0.9176653883029722
val,4.0,x_axis,1,0.08208499848842621,0.10000259876251222,13899,0.08374103903770447,0.03559401258826256,0.8939492049787755,0.9812216706237858
val,4.0,x_axis,2,0.10000259876251222,0.20535831153392803,6950,0.1487998515367508,0.11971107125282288,0.7129496402877697,0.9143884892086331
val,4.0,x_axis,3,0.20535831153392803,0.48020277023315433,6949,0.32110875844955444,0.2507622241973877,0.7108936537631314,0.9173981867894662
val,4.0,x_axis,4,0.48020277023315433,1.2147276401519775,6950,0.6681994795799255,0.5450632572174072,0.6892086330935252,0.9443165467625899
val,4.0,y_axis,2,0.08208499848842621,0.4763665795326238,20849,0.12089087814092636,0.05107187479734421,0.9636433402081634,0.9870977025276991
val,4.0,y_axis,3,0.4763665795326238,0.9628300309181218,6949,0.6985220313072205,0.6225680708885193,0.6608145056842711,0.8981148366671463
val,4.0,y_axis,4,0.9628300309181218,3.0441982746124268,6950,1.4544017314910889,1.051433801651001,0.722158273381295,0.9402877697841726
val,4.0,radial_xy,0,0.08208498358726501,0.08208499848842621,2497,0.08208499848842621,0.031376913189888,0.9110933119743693,0.9883860632759311
