method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1000,eval_flow_high_speed,50,0.4,0.6,0.26,0.8976147797015552,4.8501227089495345,0.7512500974535942,106.02,27.67230786775908,0.23438832900145867,0.2839232396689988,1.5690566263963073,0.09658076266350234,0.0,3.1414635781829974,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1000,eval_flow_high_threat,50,0.5,0.5,0.46,0.9617533778220992,5.499577255692636,0.7847666323184967,115.02,31.95331524908498,0.24095909462459075,0.2719261071369068,1.556644155860418,0.0943898171513283,0.0,3.6829973533746134,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1000,eval_flow_id,50,0.76,0.24,0.7,0.9658335646812759,5.817257857180643,0.9331817120313645,115.76,37.22007342216066,0.2200974537786745,0.2472696638917563,1.5561049679706938,0.09685582932807973,0.0,3.8579338892775183,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1000,eval_flow_mixed_ood,50,0.56,0.44,0.54,0.9419029751130245,5.399784050169786,0.7710807394981384,114.1,32.484858849631635,0.25332934866784307,0.2887016911301843,1.5603794291123636,0.10144217135962456,0.0,3.528455556301442,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1000,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9686352700982852,5.7167887862125735,0.7601214444637299,116.06,35.37917656624988,0.2099273080335239,0.2363377391011406,1.556210931748999,0.09470527446410562,0.0,3.8599231698428214,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_high_density,50,0.52,0.48,0.48,0.9515205289397928,5.2479754168175,0.7476824647188187,114.12,31.9638440757229,0.277848831076242,0.30983667143765725,1.5584335898821435,0.09745877067185148,0.0,3.3300709099551824,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_high_speed,50,0.4,0.6,0.26,0.8976710455718233,4.852036951366677,0.7514787790179253,105.26,27.679672655787595,0.2357041184751429,0.2851951694935602,1.5682544014852116,0.09570098789229639,0.0,3.1293311525827106,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_high_threat,50,0.5,0.5,0.46,0.9616364906839122,5.517143433474147,0.7788910412788391,115.1,31.94912537650989,0.237278936398978,0.2677331283984735,1.5563967745056622,0.09450057892793533,0.0,3.710445534646452,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_id,50,0.74,0.26,0.68,0.9650603371591775,5.826659357976284,0.9162108355760574,115.34,36.798510028503195,0.21829886589313008,0.2440478132786013,1.5553166649311496,0.09586212070701566,0.0,3.8750216955593233,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_mixed_ood,50,0.58,0.42,0.56,0.9422918323301646,5.395248138917591,0.7829144525527955,114.14,32.89713158861969,0.2532710112833024,0.2886350198335665,1.5598694566418687,0.10119500479521086,0.0,3.521654693463055,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1001,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9685730604342221,5.725055464608036,0.7616710698604584,116.14,35.3752433712377,0.21117380981099912,0.23597921856562887,1.555848405893706,0.09517380885460609,0.0,3.8754317853570854,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_high_density,50,0.54,0.46,0.5,0.9520087363583198,5.240246951598328,0.756419238448143,114.2,32.38010102598688,0.27935249948256524,0.31114519575503113,1.55851060816171,0.09747522401340275,0.0,3.3251107376192524,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_high_speed,50,0.42,0.58,0.26,0.9014829645375808,4.851523116293402,0.784032610654831,105.9,28.210121796929354,0.2358118350690699,0.2874516464180657,1.5675533726184527,0.09638173135968187,0.0,3.118625825552759,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_high_threat,50,0.48,0.52,0.44,0.9615010003111647,5.531639161704369,0.7701465898752212,115.04,31.545112189479273,0.23542993793981004,0.2664052113232529,1.5564244967880878,0.09464361558322384,0.0,3.7369651800881165,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_id,50,0.74,0.26,0.68,0.9679838174268655,5.798059248805189,0.9260113149881363,115.94,36.8985198881792,0.21878607201153252,0.24431030029588016,1.554897494841413,0.09647848208580617,0.0,3.8554913083126534,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_mixed_ood,50,0.58,0.42,0.56,0.9594401148035139,5.41310836722227,0.7847681534290314,115.96,33.47466183480285,0.23769408820637938,0.2734427121412588,1.5572145782593694,0.09966777641114706,0.0,3.5716687819647963,0
no_z_full,N3F_no_z_full,N3F_no_z_full,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1002,eval_flow_sudden_threat,50,0.66,0.34,0.62,0.9685364759010194,5.751589385767372,0.7641064488887787,115.72,35.37750348902338,0.20973660870352367,0.23371896183268148,1.5561880246327064,0.09452804540608663,0.0,3.8977518292485005,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_high_density,50,0.56,0.44,0.56,0.9312193846430317,4.377741484244532,0.7625353443622589,110.22,32.0057101212123,0.2982434473241044,0.3502082720009133,1.4930197086935795,0.12137512317527811,0.0,2.3694590062685426,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_high_speed,50,0.72,0.28,0.54,0.9609819193667138,4.906579321838241,1.039613600373268,124.86,36.18697424883002,0.16346625461898254,0.20708896229827858,1.4883212200091012,0.12124203475352373,0.0,3.246179050477218,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_high_threat,50,0.74,0.26,0.68,0.9781349539728889,4.787346117803715,0.9129174172878265,116.94,37.30176938645995,0.21912844757031322,0.25570096315547414,1.4850527800633566,0.12291009085775136,0.0,2.988332320134437,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_id,50,0.42,0.58,0.32,0.953267969220268,4.8159394077847075,0.7165638744831085,109.44,30.081875187753845,0.25453022988282753,0.2919389527758868,1.4910803115613618,0.11998816857320019,0.0,2.69860501415428,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_mixed_ood,50,0.68,0.32,0.54,0.940169495327769,4.672947023657711,0.9171009743213654,116.4,34.765093440515756,0.22446616964299454,0.27078761146866753,1.4951236211701033,0.1268816278749346,0.0,2.847898670005807,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1000,eval_flow_sudden_threat,50,0.66,0.34,0.58,0.9695763695308672,4.8598974458601125,0.8782793486118317,116.98,35.41168926716645,0.20540920022398454,0.25105392828184725,1.4887905997108777,0.1234726627378703,0.0,2.9095737362562404,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_high_density,50,0.58,0.42,0.58,0.9314944806658478,4.3539397303288325,0.7733351081609726,110.38,32.4167350842208,0.2983882582653755,0.3507904412395589,1.492158427388213,0.12093852529875525,0.0,2.3511557055916166,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_high_speed,50,0.72,0.28,0.54,0.9609984342064837,4.8954597930293495,1.0400686484575272,124.8,36.18958528107644,0.16431125461898252,0.20794146229827856,1.4875979088425615,0.1209209171105036,0.0,3.2366244432206237,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_high_threat,50,0.76,0.24,0.7,0.9780456591687448,4.7688738396081565,0.9166561734676361,116.98,37.702806872386816,0.21939932098316434,0.255968758461361,1.4846480811384923,0.12304760273675065,0.0,2.9642754352267002,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_id,50,0.42,0.58,0.32,0.9554144894442799,4.794812471018087,0.7152079355716705,109.8,30.156158708976122,0.2561417808842248,0.293870950912822,1.4908223781814762,0.12041088235487898,0.0,2.682966607159344,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_mixed_ood,50,0.68,0.32,0.54,0.940217598713555,4.654793145027647,0.9206474441289901,116.32,34.77192166001504,0.2249489282636842,0.271960025261771,1.49397851378606,0.12733797285595944,0.0,2.835464551510816,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1001,eval_flow_sudden_threat,50,0.68,0.32,0.6,0.9699155465347045,4.84339509713968,0.8877820193767547,117.44,35.82152355770156,0.20674172596595908,0.25310420084393087,1.4871963382457312,0.12354873569399824,0.0,2.883286929746161,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_high_density,50,0.56,0.44,0.56,0.9303933128421451,4.388928161775614,0.7682642334699631,110.3,31.977554199077254,0.29776864170521994,0.3498596271245269,1.4925985525889542,0.1210534728521574,0.0,2.36409180551545,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_high_speed,50,0.72,0.28,0.54,0.9608263657923658,4.900038121035238,1.0401874738931656,124.52,36.18531816171582,0.16287828081312736,0.20684747154327088,1.487494405928872,0.12100665465093757,0.0,3.226431079106706,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_high_threat,50,0.76,0.24,0.7,0.9780242662993385,4.765574007983376,0.9275488519668579,116.88,37.70486720507904,0.2165692495324032,0.25315421978475333,1.4845163850034182,0.12291079246472361,0.0,2.973861549427616,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_id,50,0.44,0.56,0.34,0.9563724972639776,4.7858025119072485,0.7202757477760315,109.02,30.592894407601012,0.259845786473419,0.2979382541266087,1.4907642257802736,0.12061600026335068,0.0,2.662028015422118,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_mixed_ood,50,0.7,0.3,0.54,0.9432636834747998,4.644331377094627,0.9416616028547287,115.68,35.28420814765495,0.22243727868306912,0.26970932628693406,1.4931016054518118,0.12789742982155125,0.0,2.8245254001182003,0
p3_1000k,P3_block_projected_1000k,P3_block_projected_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,1002,eval_flow_sudden_threat,50,0.66,0.34,0.58,0.9670466706304714,4.868137447089539,0.8746160364151001,116.96,35.31939854495615,0.20576626774912157,0.25181808714402404,1.4875930856185697,0.12293612794864925,0.0,2.8912508109717736,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_high_density,50,0.36,0.64,0.36,0.9057587370823798,3.914321051396136,0.6400466760993004,104.32,27.180366239234107,0.3618827471186,0.4170640322275732,1.497354523967347,0.11085155756403099,0.0,1.9799182792355279,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_high_speed,50,0.44,0.56,0.36,0.9268730037988884,4.089175031304919,0.7371785327792167,112.76,29.46763823238333,0.2662286333599079,0.32557918723520585,1.4875225473525506,0.12860179754634007,0.0,2.37985766735194,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_high_threat,50,0.52,0.48,0.5,0.9460074070151905,4.260189766767186,0.70830009162426,108.32,31.811052405367864,0.30041461665827124,0.34778503324435933,1.474418689333021,0.11336450214691977,0.0,2.422823701646911,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_id,50,0.48,0.52,0.46,0.9128756244451931,4.564561106648447,0.7022290216386318,99.92,29.893908994425324,0.30944046339397624,0.3493046831360612,1.5028363774574591,0.1056842903546528,0.0,2.446586150016342,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_mixed_ood,50,0.46,0.54,0.42,0.9147096974178835,4.148566163978646,0.7405620366334915,102.28,29.548526706357407,0.33560686671887346,0.3933171817735756,1.5170360664529172,0.12444591491937036,0.0,2.206953359005118,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1000,eval_flow_sudden_threat,50,0.42,0.58,0.42,0.9284242480238278,4.368864759359387,0.6748444837331772,104.46,29.230795700347347,0.29805701490198655,0.34669932070023357,1.4870422932841652,0.11539631707159062,0.0,2.3708459769776264,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_high_density,50,0.34,0.66,0.34,0.9022764999682014,3.8823902531990715,0.6293596050143242,103.6,26.65577099642556,0.3644658430350293,0.419799074962616,1.4977114043133752,0.11046672480299546,0.0,1.9502779489444868,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_high_speed,50,0.44,0.56,0.36,0.92647575429049,4.048340370169792,0.736723618209362,113.14,29.45178307328968,0.26587418388781137,0.3255942701914653,1.4838860725338552,0.12849823065556237,0.0,2.3584368788317054,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_high_threat,50,0.54,0.46,0.5,0.9461233280925593,4.235879655218928,0.7322309917211532,108.56,32.211825361194116,0.29927303692652757,0.34633644904167676,1.4715872785256232,0.11323203142333123,0.0,2.3902629639137856,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_id,50,0.46,0.54,0.46,0.912762612901226,4.530528026010992,0.6671270613372325,99.64,29.494202171302526,0.31336903482254763,0.35407509129932646,1.5026799770500037,0.10520486400902641,0.0,2.4062772853220604,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_mixed_ood,50,0.48,0.52,0.44,0.9148813551060225,4.112377000779153,0.752217510342598,102.1,29.955924722073146,0.3364163905283972,0.3971326579640517,1.5169719448695291,0.12417372655431005,0.0,2.179799658051791,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1001,eval_flow_sudden_threat,50,0.42,0.58,0.42,0.9282466495393404,4.333213996273477,0.6907396310567856,104.14,29.22736454597446,0.29591415775912944,0.34488384450975734,1.487615494516888,0.11496224067847878,0.0,2.3475514235978765,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1002,eval_flow_high_density,50,0.34,0.66,0.34,0.9023534561899025,3.9083025008697354,0.6304092785716057,103.6,26.658851844907755,0.36392530249448873,0.41943871460225557,1.4990325264227282,0.11048743455327995,0.0,1.9556786046379873,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1002,eval_flow_high_speed,50,0.46,0.54,0.38,0.9273374228638163,4.046826151315049,0.7464192351698875,113.32,29.87978033526208,0.2670093190229465,0.3278960719932671,1.4835947608198288,0.12892589313519484,0.0,2.3432001488698604,0
p3_1250k,P3_block_projected_1250k,P3_block_projected_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,1002,eval_flow_high_threat,50,0.54,0.46,0.5,0.9418979407922683,4.2515014968010485,0.737620753645897,108.0,32.0575304378139,0.2977697109841772,0.3441679346292599,1.4717943425880464,0.11307123133876866,0.0,2.408598334011058,0
