selected_n4_candidate,can_enter_n4,decision,diagnostics_ok,p3_1000k_success,p3_1000k_collision,p3_1500k_success,p3_1500k_collision,p3_final_success,p3_final_collision,attention_success,attention_collision,noz_success,noz_collision,p3_1500k_matches_or_exceeds_attention,p3_1000k_offline_eval_selected,do_not_claim_decisive_attention_win
P3_checkpoint_1500k,yes,P3 1500k is comparable to or better than attention_full; prefer exact 1.5M snapshot.,1,0.6366666666666667,0.3633333333333333,0.6166666666666667,0.3833333333333333,0.5933333333333333,0.4066666666666667,0.6033333333333334,0.39666666666666667,0.5666666666666665,0.4333333333333333,1,0,1
