stage,command,eval_seeds,num_episodes,scenarios,policies,diagnostic_policies,verification_eval_degraded,degraded_reason,device,write_traces
eval,python scripts/eval_env_v2_gpsi_ppo_n3pfv.py --result-dir results/env_v2_phase_n3pfv_checkpoint_verification --eval-seeds 1000 1001 1002 --num-episodes 50 --scenarios eval_flow_id eval_flow_high_density eval_flow_high_speed eval_flow_high_threat eval_flow_mixed_ood eval_flow_sudden_threat --policies p3_1000k p3_1500k p3_final attention_full no_z_full z2_corrected_full --include-diagnostic-policies p3_parent_500k p3_1250k --device cpu --heartbeat-seconds 300,"[1000, 1001, 1002]",50,"[""eval_flow_id"", ""eval_flow_high_density"", ""eval_flow_high_speed"", ""eval_flow_high_threat"", ""eval_flow_mixed_ood"", ""eval_flow_sudden_threat""]","[""p3_1000k"", ""p3_1500k"", ""p3_final"", ""attention_full"", ""no_z_full"", ""z2_corrected_full""]","[""p3_parent_500k"", ""p3_1250k""]",0,,cpu,0
