diagnostics_ok,delta_norm_1s_p95_max,delta_norm_1s_max,inactive_forwarded_count_max,adapter_output_l2_p95_max,feature_nonfinite_count
1,2.092257499694824,2.737213134765625,0.0,6.293501687049863,0
