method,raw_method,seed,step,scenario,d_warning,episodes,success_rate,collision_rate,reaction_time_eval_style,reaction_time_nan_style,nan_reaction_rate,mean_min_distance,near_miss_rate,distance_warning_cost_nonzero_rate,distance_warning_cost_mean,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_max_mean,mean_time,min_distance_p10,min_distance_p25,min_distance_min,checkpoint_path,eval_csv_path
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,500000,eval_random_switch_hard,2.0,50,1.0,0.0,,,,1.8538553380966187,0.0,0.62,0.011308926855581354,0.45988770953334207,0.5837117186983525,0.7921755168793112,0.0017569736987297496,0.0017459341672792714,9.9,1.321849799156189,1.4931631684303284,1.109957575798035,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step500000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step500000_hard.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,500000,eval_sudden_turn,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.3106582283973696,0.0,0.26,0.0004835658475349091,0.023780569487639947,0.05373194492711088,0.1988746200950686,6.431976558191281e-05,6.405225220136417e-05,9.319999999999999,1.7803896903991698,1.962037354707718,1.554046392440796,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step500000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step500000_sudden.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,500000,mixed_uncertainty,2.0,50,0.8,0.2,0.20000000000000007,0.20000000000000007,0.0,1.0234439638257027,0.54,0.98,0.07461590627974142,2.5422186559412934,2.725703250430806,3.2968383856018963,0.04336057433451154,0.04127149769626315,9.312,0.4055746883153915,0.6189780235290527,0.1842802017927169,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step500000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step500000_mixed.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,750000,eval_random_switch,2.0,50,1.0,0.0,,,,2.555093228816986,0.0,0.38,0.0012738845971943993,0.04308935331883383,0.06920690500653841,0.4362310255615398,0.0004106727820501431,0.00040742404223658465,8.660000000000002,1.7482569217681885,1.9569159150123598,1.339522123336792,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step750000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step750000_random.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,750000,eval_random_switch_hard,2.0,50,1.0,0.0,,,,1.7138577365875245,0.0,0.76,0.020763875906995938,0.5152338086843898,0.77450691825876,0.8848571586128315,0.005784183306412807,0.00526320505893746,9.416,1.2823226094245912,1.4694894552230835,1.0593315362930298,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step750000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step750000_hard.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,750000,eval_sudden_turn,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.0372329711914063,0.0,0.42,0.0010073159215721486,0.04528068217055641,0.07604412630037909,0.1999812831311374,0.0006187934658003901,0.0006186982751645886,8.916,1.7564698219299317,1.8855579793453219,1.552807331085205,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step750000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step750000_sudden.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,750000,mixed_uncertainty,2.0,50,0.78,0.22,0.20000000000000007,0.20000000000000007,0.0,1.0931334447860719,0.52,0.9,0.06879152959809286,2.448276041322526,2.557760433633137,2.9883263499300625,0.03672337081558525,0.03603332989894469,9.719999999999999,0.43531383574008936,0.6474940180778503,0.2713223695755005,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step750000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step750000_mixed.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,1000000,eval_random_switch,2.0,50,1.0,0.0,,,,2.4336187052726745,0.0,0.34,0.0017389985378394885,0.044860855235484096,0.14373733449214382,0.2706488605623605,0.0007898164484209132,0.0007887316791869017,8.1,1.7270261764526367,1.8603545427322388,1.479760766029358,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step1000000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step1000000_random.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,1000000,eval_random_switch_hard,2.0,50,1.0,0.0,,,,1.6682712125778199,0.0,0.92,0.015412282226604186,0.4733291200512397,0.613428013993991,0.7712910310170287,0.0032657313028902984,0.0032380250083587792,8.488,1.3120402216911315,1.444838494062424,1.1217682361602783,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step1000000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step1000000_hard.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,1000000,eval_sudden_turn,2.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,1.9668021893501282,0.0,0.48,0.0023812699406698624,0.08231098055747736,0.15181728087503632,0.999571846070694,0.0017975463645528047,0.0017974756110910512,8.216000000000001,1.6384823203086853,1.8703632056713104,1.0002140998840332,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step1000000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step1000000_sudden.csv
attention_full_distance_penalty_wide_d2,attention_full_distance_penalty_wide_d2,2,1000000,mixed_uncertainty,2.0,50,0.94,0.06,0.20000000000000007,0.20000000000000007,0.0,1.117437744140625,0.46,0.98,0.09082149846130047,1.743621426678167,2.1042824076907616,2.4917829719922544,0.02371306815440124,0.02359819376165335,9.844000000000001,0.6796717524528504,0.8508699983358383,0.4214617609977722,checkpoints/p1_5_distance_wide/attention_full_distance_penalty_wide_d2_s2_step1000000.zip,results/p1_5_distance_wide/eval/attention_full_distance_penalty_wide_d2_s2_step1000000_mixed.csv
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_random_switch,1.0,50,0.44,0.0,,,,2.904252781867981,0.0,0.0,0.0,0.0,0.0,0.0,6.462089872723214e-05,6.462009667842255e-05,30.492000000000004,1.890623092651367,2.1533138751983643,1.5053765773773191,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_random.csv
