method,step,scenario,seed_count,d_warning,mean_success_rate,std_success_rate,mean_collision_rate,std_collision_rate,mean_reaction_time_eval_style,std_reaction_time_eval_style,mean_reaction_time_nan_style,std_reaction_time_nan_style,mean_nan_reaction_rate,std_nan_reaction_rate,mean_mean_min_distance,std_mean_min_distance,mean_near_miss_rate,std_near_miss_rate,mean_distance_warning_cost_nonzero_rate,std_distance_warning_cost_nonzero_rate,mean_distance_warning_cost_mean,std_distance_warning_cost_mean,mean_distance_warning_cost_p90,std_distance_warning_cost_p90,mean_distance_warning_cost_p95,std_distance_warning_cost_p95,mean_distance_warning_cost_max,std_distance_warning_cost_max,mean_risk_sum_mean,std_risk_sum_mean,mean_risk_max_mean,std_risk_max_mean,mean_mean_time,std_mean_time
attention_full_distance_penalty_d1,1000000,eval_sudden_turn,3,1.0,1.0,0.0,0.0,0.0,7.374666666666667,0.18032563138204585,0.8715447154471546,0.21990930656347005,0.18000000000000002,3.3993498887762956e-17,1.1651271903514864,0.10270890974206205,0.26,0.15874507866387544,0.26,0.15874507866387544,0.0001334645989006259,0.0001479417199322589,0.009859694027280565,0.013474914112017589,0.018350349903295517,0.019072587951119047,0.029565460766981702,0.015034435107333254,0.03992066970851734,0.009933357180685607,0.03923341965715125,0.009764595486767218,6.898666666666667,0.11746205060926469
attention_full_distance_penalty_d1,1000000,mixed_uncertainty,3,1.0,0.9266666666666666,0.011547005383792462,0.07333333333333335,0.011547005383792518,1.7013333333333336,0.8153559549873497,0.9822369614512474,0.12153207808314861,0.02,0.02,0.9039620796839397,0.07878989365516252,0.7333333333333333,0.16772994167212163,0.7333333333333333,0.16772994167212163,0.002996269983493881,0.0010040178287693447,0.13934438566757687,0.05371354750966645,0.2129416287403438,0.022061812514150722,0.2883397270931207,0.04017664188197454,0.09798093448080708,0.021201652102940977,0.09696272779598981,0.02145611650556776,7.066666666666666,0.23125166666066013
attention_full_distance_penalty_mid_d15,250000,eval_random_switch,1,1.5,1.0,,0.0,,,,,,,,2.4882832860946653,,0.0,,0.04,,2.417692216113e-05,,0.0,,0.0,,0.0204020475571411,,0.0004028639565191673,,0.0004028639537856344,,9.892000000000001,
attention_full_distance_penalty_mid_d15,250000,eval_random_switch_hard,1,1.5,1.0,,0.0,,,,,,,,1.5682525396347047,,0.08,,0.4,,0.00432404589882933,,0.21105039139890358,,0.33292078497271393,,0.8662240216956754,,0.02462045648584076,,0.022858342990439227,,13.208,
attention_full_distance_penalty_mid_d15,250000,eval_sudden_turn,1,1.5,1.0,,0.0,,0.20000000000000007,,0.20000000000000007,,0.0,,2.1959517359733582,,0.0,,0.14,,9.005730252965543e-05,,0.00027609423003124086,,0.007375610294135918,,0.0691572181531228,,0.0022956498453504033,,0.002295649832851867,,10.164000000000001,
attention_full_distance_penalty_mid_d15,250000,mixed_uncertainty,1,1.5,0.98,,0.02,,0.20800000000000007,,0.20800000000000007,,0.0,,1.3335367989540101,,0.22,,0.76,,0.01025509188606517,,0.36922290834693605,,0.46786635324543263,,0.9792756061587546,,0.03673322033104197,,0.035786232224597536,,9.036,
attention_full_distance_penalty_mid_d15,500000,eval_random_switch,1,1.5,1.0,,0.0,,,,,,,,2.0277389311790466,,0.0,,0.06,,0.0001515494186742206,,0.0,,7.48548490456246e-05,,0.1262831240185278,,0.0009303846720418362,,0.0009302349616611372,,8.028,
attention_full_distance_penalty_mid_d15,500000,eval_random_switch_hard,1,1.5,1.0,,0.0,,,,,,,,1.3441034066677093,,0.1,,0.74,,0.006729509128590473,,0.2352080468407128,,0.33273122606970323,,0.7415066883995678,,0.008921811518957793,,0.008909821139241056,,8.232000000000001,
attention_full_distance_penalty_mid_d15,500000,eval_sudden_turn,1,1.5,1.0,,0.0,,0.20000000000000007,,0.20000000000000007,,0.0,,1.7966441857814788,,0.02,,0.2,,0.0006726565387543727,,0.013576281298907084,,0.06060621364402137,,0.4013393676403929,,0.0031184585207661235,,0.0031177737095502457,,7.972000000000001,
attention_full_distance_penalty_mid_d15,500000,mixed_uncertainty,1,1.5,0.9,,0.1,,0.20000000000000007,,0.20000000000000007,,0.0,,1.1238591915369034,,0.46,,0.76,,0.016937365181220198,,0.8505922979365456,,1.0993995793437188,,1.369068878589851,,0.04159194606668347,,0.040727501238426826,,7.964000000000001,
